Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018142596,0.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018142596,1.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018142596,2.88
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Medicine,NHS LOGISTICS,1018142596,0.62
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018142596,0.5
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1018142596,1.11
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018142596,0.38
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,11.96
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018142596,0.14
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,0.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.88
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018142596,22.41
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018142596,0.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,0.36
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,1.74
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018142596,0.5
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,1.88
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,0.54
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018142596,2.13
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018142596,28.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BAGS SACKS - OTHER,Surgery,NHS LOGISTICS,1018142596,2.09
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,0.78
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,1.89
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,0.76
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018142596,17.18
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018142596,3.91
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRUGS,Surgery,NHS LOGISTICS,1018142596,10.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Surgery,NHS LOGISTICS,1018142596,0.46
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,16.36
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,30.36
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,35.94
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018142596,1.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,24.85
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,37.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,24.85
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1018142596,17.5
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1018142596,3.48
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1018142596,34.83
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1018142596,16.9
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1018142596,22.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018142596,0.5
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018142596,43.71
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018142596,0.23
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018142596,0.38
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,2.22
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018142596,29.99
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018142596,114.68
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018142596,120.62
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ELECTRICAL EQUIPMENT x,Medicine,NHS LOGISTICS,1018142596,1.25
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018142596,30.53
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018142596,0.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Clinical Support,NHS LOGISTICS,1018142596,0.52
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TUBES,Clinical Support,NHS LOGISTICS,1018142596,1.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,0.44
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,NON DISPOSABLE BED LINEN,Clinical Support,NHS LOGISTICS,1018142596,2.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MISCELLANEOUS CONSUMABLE ITEMS,Clinical Support,NHS LOGISTICS,1018142596,4.8
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Musculo-Skeletal,NHS LOGISTICS,1018142596,7.57
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018142596,0.38
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018142596,0.86
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.01
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Medicine,NHS LOGISTICS,1018142596,1.85
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,4.7
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,0.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Medicine,NHS LOGISTICS,1018142596,11.29
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.81
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.81
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.81
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018142596,0.38
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018142596,1.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,2.56
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DENTAL SURGERY SUNDRIES,Musculo-Skeletal,NHS LOGISTICS,1018142596,1.62
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,30.81
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,22.68
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,7.3
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,2.35
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,10.48
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRUGS,Clinical Support,NHS LOGISTICS,1018142596,9.35
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,35.53
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018142596,5.6
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,36.51
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018142596,20.2
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018142596,17.82
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018142596,3.61
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018142596,4.13
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018142596,3.61
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018142596,0.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018142596,2.16
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,3.6
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,3.39
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018142596,1.92
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018142596,2.4
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018142596,1.2
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Surgery,NHS LOGISTICS,1018142596,11.29
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRUGS,Surgery,NHS LOGISTICS,1018142596,1.87
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,2.26
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018142596,2.05
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRUGS,Surgery,NHS LOGISTICS,1018142596,3.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018142596,2.87
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018142596,0.17
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018142596,0.86
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,2.28
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,2.28
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,10.91
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018142596,23.96
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018142596,14.13
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRUGS,Surgery,NHS LOGISTICS,1018142596,8.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS-LAPAROSCOPIC EQUIPMENT,Surgery,NHS LOGISTICS,1018142596,53.61
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018142596,5.52
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018142596,3.73
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018142596,9.64
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018142596,3.54
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018142596,58.68
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018142596,2.87
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018142596,213.57
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018142596,533.92
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,1175.52
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,1175.52
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,1175.52
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018142596,141.5
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018142596,12.82
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TUBES,Surgery,NHS LOGISTICS,1018142596,1.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,1.88
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018142596,11.96
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018142596,0.28
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018142596,1.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,1
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,0.75
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018142596,0.28
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,9.1
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,2.95
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,M & S EQUIPELECTEQUIPINST - OTHER,Medicine,NHS LOGISTICS,1018142596,32.02
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1018142596,1.11
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,1.15
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018142596,1.13
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,1.34
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018142596,0.21
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018142596,1.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018142596,1.54
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TUBES,Medicine,NHS LOGISTICS,1018142596,1.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,NON DISPOSABLE BED LINEN,Medicine,NHS LOGISTICS,1018142596,10.55
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018142596,2.23
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018142596,0.38
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,11.96
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018142596,0.14
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MED SURG EQUIP REP MAINT CLEANING,Medicine,NHS LOGISTICS,1018142596,14.94
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MED SURG EQUIP REP MAINT CLEANING,Medicine,NHS LOGISTICS,1018142596,2.19
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,1
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TUBES,Medicine,NHS LOGISTICS,1018142596,1.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Medicine,NHS LOGISTICS,1018142596,1.97
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018142596,1.13
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018142596,0.88
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018142596,0.07
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018142596,0.71
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,1.22
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.67
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ELECTRICAL EQUIPMENT x,Surgery,NHS LOGISTICS,1018142596,0.74
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018142596,5.8
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,6.53
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Surgery,NHS LOGISTICS,1018142596,0.39
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,3.77
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,4.47
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,4.47
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018142596,1
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018142596,3.43
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,11.76
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,11.76
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,11.76
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018142596,1.51
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018142596,1.42
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.01
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.27
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,3.39
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018142596,0.98
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,TUBES,Medicine,NHS LOGISTICS,1018142596,1.37
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,SURGICAL INSTRUMENTS: GENERAL,Medicine,NHS LOGISTICS,1018142596,1.97
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018142596,4.96
Department of Health,Salisbury NHS Foundation Trust,31-Oct-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018142596,1.37
