Property Address,RATEPAYER,RV,LIABILITY_START
"The Court Yard, 5/6 Wards End, Halifax, HX1 1BX",Enterprise Inns Plc,22750,28-07-2015
"Unit 14 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",Setbray Properties Ltd,3450,03-08-2015
"Ground & First Floors, 51 Crown Street, Halifax, HX1 1JB",,5100,02-08-2015
"Shoulder Of Mutton, Bridge Gate, Hebden Bridge, HX7 8EX",,29500,08-07-2015
"Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",R & D Electrical Contractors(Yorkshire) Ltd,2225,01-05-2015
"First Floor 1-4, 16 Church Lane, Brighouse, HD6 1AT",Turning Point Counselling Service,6300,01-09-2014
"Ground Floor 2-3, 16 Church Lane, Brighouse, HD6 1AT",Pickles Architects,2700,19-12-2014
"Ground Floor 1 4 & 6, 16 Church Lane, Brighouse, HD6 1AT",Lindley Financial Management Limited,4000,19-12-2014
"Unit 4B, High Level Way, Queens Road, Halifax              HX1 4PS",Euro Car Parts Ltd,34500,01-07-2015
"Garage & Store, R/0 7 Upper Stubbins, Sandy Dyke Lane, Triangle",,1275,26-05-2015
"Suite 5 Gf Unit 8 Unauth Add, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 7BZ",Setbray Properties Ltd,18500,01-07-2015
"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",City Estates North West Ltd,2950,10-06-2015
"213 Rochdale Road, Greetland, Halifax, HX4 8JE",,3050,01-08-2015
"5,7 & 9 Water Street, Todmorden, OL14 5AB",,9000,18-07-2015
"Units 3 4/4A 8 12/13, Bridgefield Mills, Elland Bridge, Elland               HX5 0SG",Project Colt,17750,16-12-2014
"Unit 7 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,710,01-03-2015
"Unit 35, Mill House Works, Mill House Lane, Triangle            HX6 3LN",Units To Let [Northern] Ltd,2375,16-12-2014
"Unit 8, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,1625,01-01-2015
"R/O 63 Bradford Road, Brighouse, HD6 1RS",,4350,08-07-2015
"79 Catherine Street, Elland, HX5 0JB",,2300,30-04-2015
"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",,5500,01-08-2015
"A T Recovery, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,9000,01-11-2014
"Fairlea Auto Salvage, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,11250,01-11-2014
"Highline Auto, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,5100,01-11-2014
"Suite 6, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",Valley Hall Developments Ltd,830,01-08-2015
"Market Stall 94-95a, Market Hall, Borough Market, Halifax             HX1 1DZ",Calderdale Mbc Markets Manager,7200,01-11-2014
"Ogden Hall, 24 Causeway Foot, Halifax, HX2 8YB",Ogden Otters Ltd,15500,01-07-2014
"8 Bull Green, Halifax, HX1 5AB",,22000,10-06-2015
"King Street, Todmorden, OL14 6LX",,2650,28-03-2015
"The Winterburn, 1 Winterburn Hill, Warley, Halifax              HX2 7SQ",,14500,05-08-2015
"1 The Long Mill, Bowes Yard, Stainland Road, Greetland            HX4 8AD",Andy Thornton Ltd,8300,01-08-2015
"2 Martin House, Martin Street, Brighouse, HD6 1DA",Project 1 Architectural Designs Ltd,1550,11-08-2015
"Unit 2 Providence Works, Queens Road, Halifax, HX1 3NS",O & M Electrical Services Ltd,13000,01-03-2015
"Off 1-2 Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,15750,20-04-2015
"Off 5, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Standguide Ltd,5500,20-04-2015
"Off 3, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Standguide Ltd,4700,20-04-2015
"Off 4, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,2550,20-04-2015
"27a Union Street, Halifax, HX1 1PR",,9200,31-07-2015
"Off 3 2ND Flr Grove Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,10000,31-12-2014
"Off 1-2 2ND Flr W Grove Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Simply Paving Ltd,16750,31-12-2014
"Unit 2H Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",Litemania.Co.Uk Limited,4250,01-06-2014
"Unit 2A Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",Urban Cottage Industries Ltd,34000,01-06-2014
"17A Wakefield Road, Hipperholme, Halifax, HX3 8AA",Sw Property Management Ltd,5100,15-06-2015
"Stephenson House, Burlees Lane, Wadsworth, Hebden Bridge        HX7 8PR",,2800,01-08-2015
"Shoulder Of Mutton Inn, 1 Carr House Lane, Shelf, Halifax             HX3 7RB",Just Food & Drink Ltd,28000,17-07-2015
"114-116 Gibbet Street, Halifax, HX1 5BZ",,5400,22-07-2015
"Todmorden Moor Wind Farm, Flower Scarr Road, Todmorden, OL14 7JD",Todmorden Moor Wind Farm Ltd,392000,10-09-2014
"Unit 10A The Nurseries, Halifax Road, Brighouse, HD6 2QD",Estay Ltd,9200,01-04-2010
"Unit 3 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,1800,01-04-2010
"Unit 6 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Bodyshape Brighouse Ltd,3200,01-04-2010
"Units 4&5 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,3350,01-08-2012
"Unit 10B The Nurseries, Halifax Road, Brighouse, HD6 2QD",Acre Mill Pine,3600,01-04-2010
"Unit 9 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Things To Brew,4550,01-04-2010
"Unit 11 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,5200,01-04-2010
"Cafe At The Nurseries, Halifax Road, Brighouse, HD6 2QD",W T Groome Ltd,9300,01-04-2010
"Unit 1A The Nurseries, Halifax Road, Brighouse, HD6 2QD",T I Controls,860,01-03-2011
"The Nurseries, Halifax Road, Brighouse, HD6 2QD",Brighouse Nurseries Ltd,37500,01-10-2011
"Greyhound Inn, 132 Crowtrees Lane, Brighouse, HD6 3NH",Admiral Taverns Ltd,9000,12-05-2015
"Unit 7 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Cyclemaid,4050,01-04-2014
"Unit 8 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,3200,07-03-2015
"Unit 2 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,2400,01-04-2014
"Former Coal Drops, Station Road, Sowerby Bridge, HX6 3AB",Cb Stone Sales Ltd,6200,15-10-2014
"Level 1 Warehouse, Cromwell House, Elland Road, Brighouse            HD6 2RG",Vertical Transportation Projects Ltd,7200,07-07-2015
"Unit 1 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,2075,01-04-2014
"British Ceramic Tile, George Street, Brighouse, HD6 1PU",Auto Furniture [ Csp ] Ltd,57500,28-03-2015
"759 Burnley Road, Todmorden, OL14 8LF",,1800,24-06-2015
"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",S D H Holdings,1775,01-05-2015
"Salvation, Barum Top, Halifax, HX1 1NL",,113000,13-08-2015
"Stanley Works, Lucy Street, Halifax, HX3 6AL",Blackshaw Holdings Ltd,18000,22-06-2015
"Unit 12 - 14 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hebden Bridge Community Association,8300,01-06-2015
"Unit 11 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1475,01-06-2015
"Unit 10 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Ayup Digital Ltd,1875,01-06-2015
"65 Commercial Street, Brighouse, HD6 1AF",Tosca Ltd,13000,01-04-2015
"Union Cross Hotel, 12 Old Market, Halifax, HX1 1TN",,14000,08-10-2014
"Sun Inn, 154 Wakefield Road, Lightcliffe, Halifax             HX3 8TH",Red Lion Country Inn Ltd,58500,05-06-2015
"Unit 4A, Lrp Business Park, Halifax Road, Hipperholme          HX3 8ER",,9400,01-07-2015
"Unit 1C, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",Calder Brook Estates Ltd,18500,08-06-2015
"Adj Lockwoods Carpets, Halifax Road, Elland, HX5 0SH",,2650,23-06-2015
"The Maltings, Halifax Road, Elland, HX5 0SH",,52000,23-06-2015
"Stump Cross, Halifax, HX3 7AA",,7900,14-07-2015
"Unit G5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",E.S Maintenance Services Ltd,3400,01-05-2015
"Unit G6a, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",I J M Construction Ltd,3600,01-07-2015
"Unit 13 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",,1375,06-12-2014
"Unit 4 Pellon Retail Park, Pellon Lane, Halifax, HX1 5HQ",Sue Ryder Care,43000,28-02-2015
"Unit 1, Owler Ings Road, Brighouse, HD6 1EJ",Riding Floors Ltd,15500,01-12-2014
"200 Queens Road, Halifax, HX1 4NE",,5400,09-10-2014
"46 Bradford Road, Brighouse, HD6 1RY",Star Cast Production Ltd,4250,27-06-2015
"Unit 3 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",,620,01-01-2013
"Unit 10, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Maramar Holdings Ltd,3150,13-06-2015
"73 Hopwood Lane, Halifax, HX1 4DG",,2800,10-06-2015
"Croftmyl, West Parade, Halifax, HX1 2EQ",Circuit Electrical Testing Ltd,14750,31-07-2015
"12 Bull Close Lane, Halifax, HX1 2EF",,18250,01-09-2015
"Unit 5 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Blackshaw Holdings Ltd,8600,24-07-2015
"33A Stainland Road, Greetland, Halifax, HX4 8AD",,6500,05-01-2015
"Unit 2/4a, Bull Fold Garage, Owler Ings Road, Brighouse           HD6 1EJ",,12250,18-08-2015
"71 Catherine Street, Elland, HX5 0JB",,5400,10-11-2014
"Bankfoot House, Bankfoot, Hebden Bridge, HX7 6BS",,2600,05-08-2015
"Unit 10,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge           HX6",,5100,01-05-2015
"Unit 14,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",,3200,01-04-2015
"10 Woolshops, Halifax, HX1 1RU",Coal Pension Properties Ltd,54000,21-06-2015
"1ST Flr Unit 3 Hough Mills, Bradford Road, Halifax, HX3 7BN",Unique Carpets & Rugs Ltd,4250,01-02-2015
"Gf Unit 1 Hough Mills, Bradford Road, Halifax, HX3 7BN",,6200,01-02-2015
"Gf Unit 2 Hough Mills, Bradford Road, Halifax, HX3 7BN",,9800,01-02-2015
"8 Carlton Place, Halifax, HX1 2SB",,40000,23-05-2014
"163 King Cross Road, Halifax, HX1 3LN",Davidson Tiles Ltd,23750,01-09-2015
"Office Suite D205, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1650,03-06-2015
"Unit 2 Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Eltro Direct Uk Ltd,2050,01-04-2015
"Wellington Inn, Southgate, Elland, HX5 0DQ",D & V Bars And Inns Ltd,11000,12-08-2015
"Office Suite D218, Dean Clough Office Park, Halifax, HX3 5AX",Tri-Coastal Design Uk Ltd,3550,12-08-2015
"Northern Timber Merchants, Gooder Lane, Brighouse, HD6 1HF",Oiltech Europe Ltd,110000,10-08-2015
"Unit 2 Turkey Lodge, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,12250,01-07-2015
"2 Franklin Street, Halifax, HX1 4LH",,3100,01-04-2015
"1ST Floor, 20/26 Commercial Street, Halifax, HX1 1TA",Due West Ltd,14500,26-08-2015
"Jubilee Mill, West Parade, Halifax, HX1 2TA",Alliz Play Gym Ltd,14250,28-08-2015
"Sun Inn, 94 New Hey Road, Brighouse, HD6 3PZ",,7500,07-08-2015
"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,7900,28-08-2015
