Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
,-97.33,-97.33,2014,"New Road, Hebden Bridge, HX7 8AD",,10/16/09,
,-0.03,-0.03,2012,"305 Huddersfield Road, Halifax, HX3 0PG",,01/16/10,
,-2929.28,-8669.56,2010,"High Cross Barn, High Cross Lane, Shelf, Halifax              HX3 7TH",,04/01/09,03/31/10
,-549.51,-5812.39,2014,"Cromwell Bottom, Elland Road, Brighouse, HD6 2RG",,04/01/10,03/31/10
,-54.58,-54.58,2012,"228 Hanson Lane, Halifax, HX1 4QW",,07/05/10,10/20/12
,-154.42,-154.42,2012,"Unit 12 Middle Floor, Quality Works, Rochdale Road, Todmorden           OL14 7NA",,11/01/10,03/31/12
K Engineering Nationwide Ltd,-239.39,-239.39,2013,"Unit 9, Eastfield Mills, Belmont Street, Halifax             HX3 6AT","7 Thornes Moor Close, Wakefield, WF2 8QA",08/21/10,01/01/14
C.P.P.S Policy Exchange Ltd,-414.7,-414.7,2011,"6 Hollins Place, Hebden Bridge, HX7 8EU","64 Towngate, Heptonstall, Hebden Bridge, HX7 7NB",01/28/11,03/31/11
Dr D Chin & Partners,-10028.25,-40609.25,2013,"Northowram Surgery, 53 Northowram Green, Northowram, Halifax              HX3 7JE",,04/01/12,
Frank Marshall Estates Ltd,-13.49,-1754.69,2011,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY",03/30/12,03/29/12
Quality Water Specialists Llp,-13.59,-13.59,2011,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","Suite 26 Century Building, Brunswick Business Park, Tower Street, Liverpool, L3 4BJ",02/01/11,03/29/12
M.Y.C.C.I Ltd,-515.67,-515.67,2015,"Office 9 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","The Finance Officer, The Stable Block, Lockwood Park, Huddersfield, HD4 6EN",09/26/11,10/23/15
Halifax Property Services Ltd,-1617.5,-2028.17,2014,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",01/01/12,03/12/14
,-75.68,-75.68,2011,"214 Queens Road, Halifax, HX1 4NE",,03/15/12,
,-10,-10,2014,"10 Bethel Street, Brighouse, HD6 1JN",,06/27/12,
Prohold Ltd,-16.77,-16.77,2013,"Unit 1 Grantham Garage, Dewsbury Road, Brighouse, HD6 3QB","C/O 24 Meadowcroft, Honley, Holmfirth, HD9 6GJ",02/01/13,01/30/14
Nhs Property Services Ltd,-7087.9,-1315.25,2013,"Horne Street Surgery, Horne Street, Halifax, HX1 5UA","C/O Gl Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",04/01/13,
Nhs Property Services Ltd,-981.35,-1315.25,2014,"Horne Street Surgery, Horne Street, Halifax, HX1 5UA","C/O Gl Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",04/01/13,
Calderdale Mbc Children & Young People's Services,-1008,-3912.3,2015,"The Outback, Pt Jubilee Childrens Centre, Lightowler Road, Halifax              HX1 5NB","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",04/01/12,03/31/12
,-332.54,-665.08,2009,"4 Cheapside, Halifax, HX1 1TQ",,07/31/09,08/01/10
,-1.1,-1.1,2012,"39 Bethel Street, Brighouse, HD6 1JR",,08/08/09,
,-22.69,-22.69,2009,"270 Queens Road, Halifax, HX1 4NJ",,10/01/09,03/14/10
,-71.69,-71.69,2015,"Storeroom 15 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,
,-25.51,-25.51,2010,"Market Stall 129-130, Market Hall, Borough Market, Halifax             HX1 1DZ",,01/31/10,09/09/12
Halifax Property Services Ltd,-1253.2,-4765.75,2014,"Part 1st Floor, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",04/01/11,06/08/14
Calderdale Mbc Children & Young People's Services,-573.44,-573.44,2015,"Ground Floor, Carlton Mill, Wharf Street, Sowerby Bridge      HX6 2AS","Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",04/01/10,
,-0.15,-0.15,2012,"28 Spring Hall Place, Halifax, HX1 4TF",,03/01/10,
Safety Systems Technology Ltd,-3.58,-3.58,2010,"Unit 3, Westbury Street, Elland, HX5 9AT","Unit 3 Westbury Street, Elland, HX5 9AT",06/01/10,03/31/11
Virgin Care Leeds Llp,-10504.66,-45536.25,2012,"Meadow Dale Group Practice, 120 Nursery Lane, Ovenden, Halifax              HX3 5SX","6400 Daresbury Business Park, Daresbury, Warrington, WA4 4GE",04/07/11,
Pro Porsche (Brighouse) Ltd,-99.37,-99.37,2011,"Armytage Road, Brighouse, HD6 1PT","337 Wakefield Road, Huddersfield, HD5 8DE",07/25/11,03/23/12
Hillcrest Garage (Sowerby Bridge) Ltd,-5587.46,-5942.28,2010,"Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL","Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",04/01/05,03/31/10
Mobile Broadband Network Ltd,-0.01,1343.99,2013,"Telecommunication Mast, Site Ref H X 0040, Queens Road, Halifax              HX1 3XY","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",04/01/11,
,-789.52,-789.52,2015,"Third Floor, 18 Silver Street, Halifax, HX1 1HS",,09/30/11,10/08/15
Albion Bowling Club,-84.42,-84.42,2012,"Albion Bowling Club, R/O 143 Halifax Road, Brighouse, HD6 2ED","C/O Mr Neil Hopper, 38 Lords Lane, Brighouse, HD6 3RF",04/01/12,11/27/12
Medichem Northolme Ltd,-894,-894,2015,"Kos Clinic Pharmacy, 4 Roydlands Street, Hipperholme, Halifax              HX3 8AF","Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax, HX3 8AF",04/01/10,
Church Lane Surgery,-8705.76,-32632.51,2012,"Church Lane Surgery, Church Lane, Brighouse, HD6 1AT","Church Lane Surgery, 24 Church Lane, Brighouse, HD6 1AT",06/28/12,
A - Z Motor Factors Ltd,-1100.8,-1100.8,2013,"Hope Street, Halifax, HX1 5DW","269-271 Queens Road, Halifax, HX1 4NS",07/30/13,12/16/13
Night Realisations Plc In Administration,-5.2,-5.2,2012,"1 Shroggs Road, Halifax, HX1 5HZ","F.A.O. Catrin Drabble, C/O Ernst & YoungLlp, 1 More London Place, London, SE1 2AF",03/06/13,03/24/13
,-549,-549,2013,"633b Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,05/01/12,10/11/13
Interface Europe Ltd,-1361.38,-1361.38,2013,"Shelf Mills (Vacant), Wade House Road, Shelf, Halifax              HX3 7PA","Financial Director, Shelf Mills, Shelf, Halifax, HX3 7PA",02/01/13,02/27/14
,-311.7,-326.68,2014,"New Delight Inn, Blackshawhead, Hebden Bridge, HX7 7HT",,03/30/14,
G Property,-340.85,-987.79,2015,"1 Church Lane, Brighouse, HD6 1AT","25 Park Square West, Leeds, LS1 2PW",08/10/14,08/09/14
Reflecting Roadstuds Ltd,-380,-380,2015,"The Old Foundry (Empty), Mill Lane, Boothtown, Halifax              HX3 6TR","Fao William Dunn, 1 Mill Lane, Boothtown, Halifax, HX3 6TR",06/01/14,05/31/15
A J Bell (Pp) Trustees Limited,-324.22,-324.22,2014,"22 Burnley Road, Todmorden, OL14 5DJ","Trafford House, Chester Road, Manchester, M32 0RS",10/04/14,10/26/14
Vodafone Ltd,-90,-90,2015,"Vodafone (69294) Pico, Marshalls Mono, West Lane, Southowram           HX3 9TW","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",04/01/10,03/31/10
Bizspace Ltd,-3375.65,-3375.65,2014,"Unit 18, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",07/29/14,10/31/14
Vodafone Ltd,-90,-90,2015,"Vodafone (34206) Pico, Copley Data Centre, Wakefield Road, Halifax              HX3 0TD","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",04/01/10,03/31/10
,-118.68,-118.68,2014,"Bell Hall Garage, Bell Hall, Halifax, HX1 2XP",,09/12/14,
Ees Corporate Trustees Ltd,-192.39,-5608.89,2013,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","The Pavilions, Bridgewater Road, Bristol, BS13 8AE",06/01/13,
,-248,1260,2014,"Adj 158 Ovenden Road, Halifax, HX3 5QG",,03/01/14,
,-441.1,506.9,2014,"42 Wharf Street, Sowerby Bridge, HX6 2AE",,10/22/14,
Royal & Sun Alliance,-53244,-53244,2015,"1ST & 2ND Flr, Bowling Dyke Mill, Dean Clough Industrial Park, Halifax              HX3 5AX","Fao Rates Management, Lambert Smith Hampton, Interchange Place, Edmund Street, Birmingham, B3 2TA",07/01/14,09/04/14
On Time Logistics Ltd [In Liquidation],-6528.92,-6528.92,2002,"Warehouse, Armytage Road, Brighouse, HD6 1PT","C/O K P M G, 1 Waterloo Way, Leicester, LE1 6LP",01/10/99,10/27/00
,-1.1,-1.1,2012,"41 Bethel Street, Brighouse, HD6 1JR",,12/02/95,
,-0.91,-0.91,2012,"Adj 27 Bethel Street, Brighouse, HD6 1JR",,11/02/02,
Fitlock (Yorkshire) Ltd [In Receivership],-60.68,-60.68,2002,"Bath Place, R/O11-19 Bramston Street, Brighouse, HD6 3AA","C/O Coopers & Lybrand, Albion Court, 5 Albion Place, Leeds, LS1 6JP",04/01/90,09/06/95
Calderdale P C T,-131.13,-5184.63,2010,"Health Centre, Chapel Croft, Brighouse, HD6 3NA","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
,-19.98,-19.98,2000,"1 Cliffe Road, Brighouse, HD6 1HE",,04/01/90,10/28/00
,-16.03,-16.03,2001,"85 Highfield Road, Rastrick, Brighouse, HD6 3JA",,04/01/00,05/28/01
Calderdale P C T,-3565.43,-16169.35,2010,"Clinic, Lawson Road, Brighouse, HD6 1NY","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
Calderdale P C T,-5452.26,-16169.35,2011,"Clinic, Lawson Road, Brighouse, HD6 1NY","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
,-26.43,-26.43,2002,"63 Commercial Street, Brighouse, HD6 1AF",,12/06/91,03/26/93
,-36.95,-36.95,2002,"Cromwell Bottom, Elland Road, Brighouse, HD6 2RG",,04/01/90,07/31/98
,-34.2,-34.2,2002,"4 Victoria Road, Elland, HX5 0PU",,04/01/90,03/01/91
,-14.33,-14.33,2006,"Back Ferguson Street, Halifax, HX1 2EE",,05/01/99,03/04/07
Rymancall Ltd,-18,-18,2002,"66 Battinson Road, Halifax, HX1 4RW",,10/01/92,05/31/94
,-7097.8,-77567.88,2014,"The Surgery, Burley Street, Elland, HX5 0AQ",,04/01/90,
,-41.09,-41.09,2012,"Unit 1, The Ainleys, Huddersfield Road, Elland              HX5 9JR",,03/01/93,
"Britannic Assurance Plc [Property Dept, Mr Hornshaw]",-2004.69,-2004.69,2002,"Unit B4 Lowfields Close, Lowfields Business Park, Elland, HX5 9DX","1 Wythall Green Way, Wythall, Birmingham, B47 6WG",10/24/01,11/21/02
Terberg Dts [Uk] Ltd,-288.34,-288.34,2009,"Unit G14 Lock View, Lowfields Business Park, Elland, HX5 9HD","Lowfields Business Park, Elland, HX5 9DA",04/01/01,11/02/09
,-4.22,-4.22,2002,"Unit 3, Brookfield Works, Quebec Street, Elland               HX5 9AP",,11/01/90,03/29/92
,-259.7,-259.7,2012,"7 Carlton Street, Halifax, HX1 2AL",,05/22/00,
,-76.27,-76.27,2002,"Birks Royd Quarry, Church Lane, Southowram, Halifax             HX3 9TD",,11/01/95,01/28/98
Spectrum Search & Selection Ltd,-71.48,-71.48,2002,"28 Clare Road, Halifax, HX1 2HX","[In Liquidation], C/O Sargent & Co, 36 Clare Road, Halifax, HX1 2HX",09/27/01,11/30/02
Cristel Paint Finishers Ltd [In Administration],-1377.64,-1377.64,2004,"Dunkirk Mills, Dunkirk Street, Halifax, HX1 3TB","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",11/26/91,10/12/04
A.R.P. Security Services Ltd,-0.45,-0.45,2012,"31 Edwards Road, Halifax, HX2 7DG",,04/01/90,
Calderdale P C T,-4763,-39280.46,2006,"St Johns Health Centre, Lightowler Road, Pellon, Halifax             HX1 5NB","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
Calderdale P C T,-5019.08,-39280.46,2010,"St Johns Health Centre, Lightowler Road, Pellon, Halifax             HX1 5NB","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
,-88,-88,2004,"18f Lydgate, Northowram, Halifax, HX3 7EJ",,12/15/01,12/05/04
Calderdale P C T,-550.6,-18042.06,2008,"Mixenden Stones Surgery, Mixenden Stones, Mixenden, Halifax             HX2 8RQ","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",02/04/00,04/30/08
,-253.99,-253.99,2010,"7 Northgate, Halifax, HX1 1UR",,09/25/98,02/28/11
,-8545.5,-64305.8,2005,"Northowram Surgery, 53 Northowram Green, Northowram, Halifax              HX3 7JE",,10/02/95,03/31/12
,-0.89,-0.89,2012,"Unit 4 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",,06/01/95,
,-75.65,-75.65,2008,"228 Hanson Lane, Halifax, HX1 4QW",,04/01/90,04/06/08
Due West Limited,-540.55,-540.55,2010,"9 Harrison Road, Halifax, HX1 2AF","O & C Management Limited, 9 Harrison Road, Halifax, HX1 2AF",04/01/92,03/31/10
Yorks Cable Management Ltd [In Liquidation],-12.7,-12.7,2002,"The Focus Centre, Holdsworth Road, Halifax, HX3 6SW","C/O Revell Ward Horton, Norwich Union House, 26 High Street, Huddersfield, HD1 2LN",11/01/94,03/27/96
,-38.83,-38.83,2002,"1 Ivy Terrace, Lightcliffe, Halifax, HX3 8BD",,01/28/02,11/29/02
,-16005,-104172.38,2009,"Beechwood Medical Centre, Keighley Road, Halifax, HX2 8AL",,09/01/98,10/13/12
,-10597.5,-114197.32,2013,"King Cross Surgery, 199 King Cross Road, Halifax, HX1 3LW",,04/01/90,
Clear Channel (Uk) Ltd,-15.48,-111.48,2014,"Board No 0702-0046, King Cross Road, Halifax, HX1 3JP","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",04/01/00,02/19/15
,-226.26,-226.26,2002,"Rooms 1-3, Kingston Grange, Hopwood Lane, Halifax             HX1 4EX",,11/15/92,12/23/95
,-7127.53,-70621.74,2011,"252 Queens Road, Halifax, HX1 4NJ",,04/01/90,
Pecan Bay Ltd,-1001.52,-1001.52,2002,"Fleece Inn, Barkisland, Halifax, HX4 0DJ","West Point Business Centre, Westland Square, Leeds, LS11 5SS",10/01/96,11/30/97
Blue Gecko Trading Co Ltd,-72.22,-72.22,2012,"Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX","Hollyns Warehouse, Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX",05/20/01,
,-6428.25,-61278.62,2014,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
Stanleys Wholesale Group Ltd[In Liquidation],-60.71,-60.71,2002,"Windsor Business/Office Park, Ryburn Terrace, Halifax, HX1 4SE","C/O Finn Associates, 4 Queen Street, Leeds, LS1 2TW",03/01/91,10/31/96
,-13541.25,-139065.32,2013,"51 Sandbeds Road, Pellon, Halifax, HX2 0JF",,04/14/93,
,-26,-26,2002,"Travellers Inn, Tanhouse Hill, Hipperholme, Halifax             HX3 8HN",,10/17/02,10/31/02
Clifford Longbottom Ltd,-154.76,-154.76,2002,"Fairfield Works, Shay Lane, Halifax, HX2 9AB",,04/01/90,06/30/98
Marstons,-5.47,-1987.21,1999,"Old Cock Hotel, Halifax, HX1 1DS","C/O Goodman Nash Ltd, 8 Prince Maurice Court, Hambleton Avenue, Devizes, Wiltshire, SN10 2RT",05/15/95,04/01/01
Santander U.K Plc,-4398.27,-4398.27,2015,"7 Southgate, Halifax, HX1 1DL","C/O Jones Lang Lasalle, Business Rates, One Piccadilly Place, Manchester, M1 1RG",09/07/92,09/29/15
,-224.51,-224.51,2010,"St John's House, St Johns Lane, Halifax, HX1 2JD",,04/01/90,07/04/10
,-0.63,-0.63,2014,"1st & Part Ground Floor, Holme End, Hebden Bridge, HX7 8NX",,05/30/01,11/19/13
,-38.18,-38.18,2002,"Hare & Hounds Inn, Wadsworth, Hebden Bridge, HX7 8TN",,08/26/90,04/21/92
,-30976.53,-257312.34,2005,"Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BE",,05/01/98,
,-31825.5,-257312.34,2006,"Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BE",,05/01/98,
,-32634,-257312.34,2007,"Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BE",,05/01/98,
,-87.37,-87.37,2002,"5A Friendly (Flat), Burnley Road, Sowerby Bridge, HX6 2UG",,04/01/90,09/30/90
,-39.11,-39.11,2005,"10 Hollins Mill Lane, Sowerby Bridge, HX6 2QG",,04/01/90,01/26/06
Yorkshire Rider Ltd,-17.66,-17.66,2002,"Bus Station, Wade Street, Halifax, HX1 1SN","Attn Christine Haigh, Skircoat Road, Halifax, HX1 2RF",07/21/97,05/30/02
,-27.05,-27.05,2013,"46 Wakefield Road, Hipperholme, Halifax, HX3 8AQ",,01/14/00,12/16/13
,-10.52,-10.52,2009,"13 Woodside Place, Halifax, HX3 6EQ",,04/01/90,03/23/10
,-53.97,-53.97,2012,"15/17 Bridge End, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5DR",,04/01/90,
,-50.61,-50.61,2002,"22 Town Hall Street, Sowerby Bridge, HX6 2EA",,09/02/91,10/14/93
,-56.31,-56.31,2012,"West End Bowling Club, West Street, Sowerby Bridge, HX6 3BB",,04/01/90,
,-8,-43.54,2009,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,04/01/01,01/31/09
,-18.39,-18.39,2002,"23 Rochdale Road, Todmorden, OL14 5AA",,04/01/90,07/09/91
,-10.4,-10.4,2005,"780 Rochdale Road, Todmorden, OL14 7UA",,04/01/90,04/21/05
,-150.82,-174.82,2014,"Part Unit C, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,09/01/01,06/29/14
,-24,-174.82,2015,"Part Unit C, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,09/01/01,06/29/14
,-3.48,-3.48,2001,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",,03/28/02,05/27/04
,-0.89,-0.89,2012,"Dancroft Mill, Gauxholme Fold, Todmorden, OL14 7PW",,11/25/96,
,-1.77,-1.77,2012,"Unit 6, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",,07/01/99,
,-6.04,-6.04,2002,"Junction Inn, 1 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN",,10/24/00,08/06/02
,-2.39,-2.39,2001,"1 Stansfield Road, Todmorden, OL14 5DN",,07/29/99,04/29/01
,-0.02,359.98,2014,"Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",,01/07/03,
,-223.24,-223.24,2012,"23 Ovenden Road, Halifax, HX3 5PN",,12/20/02,
Parfitts Bakery Ltd (In Liquidation),-145.48,-145.48,2012,"7 Commercial Street, Brighouse, HD6 1AF","Dl Partnership Llp, Ground Floor, 90 New North Road, Huddersfield, HD1 5NE",01/06/03,03/23/13
,-37.29,-37.29,2014,"13 Wards End, Halifax, HX1 1BX",,12/02/02,11/13/14
,-400.27,-400.27,2013,"Red Rooster, 123 Elland Road, Brighouse, HD6 2QR",,03/17/03,03/06/14
F H Shaw Ltd,-13.67,-13.67,2003,"Part Westfield Works, Park Road, Elland, HX5 9HX","C/O Sargent & Co, 36 Clare Road, Halifax, HX1 2HX",07/03/03,10/13/03
Ladbrokes Betting & Gaming Ltd,-0.01,1333.99,2013,"364 Ovenden Road, Halifax, HX3 5TJ","Montagu Evans Llp, 2nd Floor, Abbey House, 74 Mosley Street, Manchester, M2 3LW",06/26/01,
M.C. Fabrications (Halifax) Ltd,-400,-400,2004,"Moorlea Garage, Albert Road, Halifax, HX2 0DF","Moorlea Garage, Albert Road, Pellon, Halifax, HX2 0DF",09/01/03,08/31/03
,-137.91,-137.91,2005,"The Savile Arms, Southgate, Elland, HX5 0BW",,03/03/03,06/02/05
,-23.56,-23.56,2004,"South Parade, Halifax, HX1 2LX",,10/07/03,03/08/05
,-4.98,-4.98,2007,"Unit 4, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",,10/01/03,07/31/07
First West Yorkshire Ltd,-12654,-12654,2003,"Skircoat Road, Halifax, HX1 2RE","First Shared Services, 395 King Street, Aberdeen, AB24 5RP",04/01/90,03/31/95
,-0.09,-0.09,2010,"9 Stanley Street North, Ovenden, Halifax, HX2 9AH",,07/18/04,
Arctic Media Ltd,-0.85,-0.85,2012,"Unit 23 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,04/01/04,
,-301.88,-555.13,2008,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",,05/28/04,12/31/08
,-2.73,-2.73,2008,"Unit 1, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,11/10/03,03/26/09
,-30,82,2013,"6 Borough Market, Halifax, HX1 1DY",,11/01/04,
Trustees Of Brighouse Sunday Football League,-4.83,-4.83,2010,"Lane Head Recreation Ground, Halifax Road, Brighouse, HD6 2EA","C/O Mr Russell Holmes, 7 Hardy Place, Brighouse, HD6 2PW",09/12/03,08/31/10
,-477.36,-477.36,2007,"Phoenix House, Phoenix Street, Brighouse, HD6 1PD",,01/12/04,09/24/07
,-51.73,-51.73,2003,"Bramsche Bar, 31 Rochdale Road, Todmorden, OL14 7LA",,01/15/04,03/20/04
,-189.16,-189.16,2004,"Buckland Place, Gibraltar Road, Halifax, HX1 4HJ",,10/01/03,06/30/04
Brass Court Ltd,-6.09,-6.09,2005,"The Barge, 37 Mill Lane, Brighouse, HD6 1PA","Second Floor Office, The Villa, 1 Hollingwood Lane, Bradford, BD7 2RE",10/02/03,09/30/05
Graham Evans [Property],-466.81,-466.81,2012,"The Old Office Block, Stainland Road, Greetland, Halifax             HX4 8BQ","48 Stainland Road, Greetland, Halifax, HX4 8BD",04/01/01,03/31/10
,-135.79,-135.79,2012,"Unit 5, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,06/01/02,
Ladbrokes Betting & Gaming Ltd,-0.01,363.74,2013,"Workshop, Sod House Green, Halifax, HX3 6QR","Montagu Evans Llp, 2nd Floor, Abbey House, 74 Mosley Street, Manchester, M2 3LW",07/01/01,
D. Bird (Joiners) Ltd,-2.25,-2.25,2006,"Unit 12 Washer Lane Works, Washer Lane, Halifax, HX2 7DX","6 Prospect Place, Sowerby, Sowerby Bridge, Halifax, HX6 1JF",07/01/04,03/30/07
,-78.03,-78.03,2005,"633b Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,03/14/05,09/30/05
Ripponden Carriers Ltd [In Administration],-8.16,-8.16,2005,"Office 1, 11 Owler Ings Road, Brighouse, HD6 1EJ","C/O Begbies Traynor, Elliot House, 151 Deansgate, Manchester, M3 3BP",06/18/05,08/26/05
,-214.39,-838.94,2005,"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,06/13/05,10/02/07
,-7,-7,2006,"13/15 Bridge Gate, Hebden Bridge, HX7 8EX",,07/18/05,05/28/10
,-548.51,-548.51,2005,"Rear Of, 1 Ovenden Road, Halifax, HX3 5PN",,09/01/04,08/31/04
,-35.94,-35.94,2005,"242 King Cross Road, Halifax, HX1 3JP",,12/01/04,04/20/05
,-52.12,-52.12,2008,"Ground Floor, West Yorkshire Fire Station, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",,09/15/04,04/30/08
,-331.35,-1534.14,2007,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,10/18/04,10/27/10
,-112.34,-112.34,2006,"3 Raven Street, Halifax, HX1 4NB",,05/09/05,02/09/07
,-65.36,-65.36,2009,"28 Spring Hall Place, Halifax, HX1 4TF",,11/26/05,02/28/10
,-6.28,-6.28,2009,"Unit 7a, Lineholme Mill, Burnley Road, Todmorden           OL14 7DH",,12/06/04,04/30/09
,-1.51,-1.51,2012,"12 Briggate, Elland, HX5 9DP",,04/05/05,
Dootson Contracting Ltd,-6.57,-6.57,2009,"2ND Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ","Salt Pie Farm, Colden, Hebden Bridge, HX7 7TH",09/01/06,04/30/09
Masterclean (Uk) Ltd,-57.42,-57.42,2009,"Unit 5 Emstead Works, Old Lane, Halifax, HX3 5QN","Stansfield House, Shay Lane, Halifax, HX3 5QN",09/01/06,04/30/09
,-13109.22,-163184.07,2013,"Stainland Rd Medical Centre, 70 Stainland Road, Greetland, Halifax              HX4 8BD",,01/24/06,
,-45.29,-45.29,2007,"10 The Colonnade, Piece Hall, Halifax, HX1 1RE",,10/09/06,11/03/07
Think Kaleidoscope Ltd,-355.43,-355.43,2010,"Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",10/13/06,09/03/10
,-185.63,-185.63,2013,"Albert Hotel, 3 Albert Street, Hebden Bridge, HX7 8AH",,10/18/06,03/17/14
,-0.85,-0.85,2012,"19 Boothtown Road, Halifax, HX3 6EU",,10/01/06,
Horton Housing Association,-405.39,-405.39,2015,"Thornton House, 14 Prescott Street, Halifax, HX1 2LG","Chartford House, 54 Little Horton Lane, Bradford, BD5 0BS",08/30/06,10/31/15
Fat Cat Trading Co Ltd,-2.44,-2.44,2009,"17 The Colonnade, Piece Hall, Halifax, HX1 1RE","89 Stainland Road, Greetland, Halifax, HX4 8BD",10/01/06,03/29/10
Ploughcroft Building Services Limited,-29.42,-29.42,2006,"Office 3, 11 Owler Ings Road, Brighouse, HD6 1EJ","Mill 2, St Pegs Mill, Thornhillbeck Lane, Brighouse, HD6 4AH",12/01/06,03/15/07
,-37.87,-37.87,2012,"Unit 13/14, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,01/31/07,12/31/13
,-1.18,-1.18,2012,"Unit 1 1ST Floor, Number 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",,06/21/05,
,-3,279,2012,"Stables Cottage, Middle Longfield Farm, Longfield Road, Todmorden           OL14 6LX",,06/01/06,
,-7.42,-7.42,2008,"286 Gibbet Street, Halifax, HX1 4LT",,07/01/05,06/08/08
,-158.13,-347.46,2010,"2ND Floor, 52 Manor Heath Road, Halifax, HX3 0BE",,08/01/07,
Spot On Concrete [Hx] Ltd,-77.08,-77.08,2009,"Empire Works, Watkinson Road, Halifax, HX2 9AB","Fao Steven Walker, 90 Pye Nest Road, Pye Nest, Halifax, HX2 7HS",08/01/07,07/31/09
,-1.77,-1.77,2012,"Jammy Fold Farm, Soil Hill, Halifax, HX2 9NT",,04/01/07,
Calderdale P.C.T,-20370,-107914.84,2009,"Horne Street Surgery, Horne Street, Halifax, HX1 5UA","4th Floor , S Mill, Dean Clough, Halifax, HX3 5AX",11/20/06,03/31/13
