Body,BodyName,ServiceLabel,ServiceDivisionLabel,ExpenditureCategory,DetailedExpenditureType,DetailedExpenditureCode,DatePaid,TransactionNumber,NetAmount,CapitalOrRevenue,SupplierName
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Dementia,574,08-May-2013,1305-01686,4785.92,R,Claremont Nursing Home T/A Park Homes
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,08-May-2013,1305-01687,3517.64,R,Claremont Nursing Home T/A Park Homes
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,15-May-2013,1305-01688,994.50,R,Clark & Partners Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,03-May-2013,1305-01689,1602.25,R,Clark & Partners Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,21-May-2013,1305-01690,2410.00,R,Classic Foster Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,02-May-2013,1305-01691,2410.00,R,Classic Foster Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,02-May-2013,1305-01692,3615.00,R,Classic Foster Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Assessment And Care Management,Supplies and Services,Other Hired And Contracted Services,265,16-May-2013,1305-01693,495.00,R,Clayton Cottage Pet Hotel
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,17-May-2013,1305-01694,467.08,R,Claytons Mot And Service Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,17-May-2013,1305-01695,548.37,R,Claytons Mot And Service Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,16-May-2013,1305-01696,663.06,R,Claytons Mot And Service Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,02-May-2013,1305-01697,872.48,R,Claytons Mot And Service Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,21-May-2013,1305-01698,1531.98,R,Cleveland Potash Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,17-May-2013,1305-01699,4600.80,R,Cleveland Potash Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,24-May-2013,1305-01700,6789.96,R,Cleveland Potash Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,17-May-2013,1305-01701,6961.68,R,Cleveland Potash Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,09-May-2013,1305-01702,90875.93,R,Cleveland Potash Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,08-May-2013,1305-01703,934.88,R,Cliff House Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,08-May-2013,1305-01704,788.68,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Other Costs,7,31-May-2013,1305-01705,479.10,C,Climate Risk Management Ltd.
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Other Costs,7,10-May-2013,1305-01706,16250.00,C,Climate Risk Management Ltd.
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Premises,Cleaning Maintenance & Toiletries,127,24-May-2013,1305-01707,2605.80,R,Clinimax Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,08-May-2013,1305-01708,1186.04,R,Close House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,09-May-2013,1305-01709,2198.64,R,Clova House Care Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services General Fund,Transport,Private Hire,360,17-May-2013,1305-01710,688.68,R,Club Cars
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services General Fund,Transport,Private Hire,360,17-May-2013,1305-01711,2253.60,R,Club Cars
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services General Fund,Transport,Private Hire,360,17-May-2013,1305-01712,2613.20,R,Club Cars
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services General Fund,Transport,Private Hire,360,17-May-2013,1305-01713,3211.00,R,Club Cars
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,08-May-2013,1305-01714,12507.39,R,Coach House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Premises,Solid Fuel,121,09-May-2013,1305-01715,4391.03,R,Coal4energy Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Premises,External Cleaning Services,130,09-May-2013,1305-01716,2473.33,R,Coal4energy Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,20-May-2013,1305-01717,-871.84,R,Coca Cola Enterprises Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,20-May-2013,1305-01718,621.44,R,Coca Cola Enterprises Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,29-May-2013,1305-01719,737.94,R,Coca Cola Enterprises Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Operational Furniture And Equipment,203,20-May-2013,1305-01720,-478.54,R,Coca Cola Enterprises Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Operational Furniture And Equipment,203,20-May-2013,1305-01721,-438.47,R,Coca Cola Enterprises Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Food & Drink,231,20-May-2013,1305-01722,499.94,R,Coca Cola Enterprises Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Food & Drink,231,31-May-2013,1305-01723,807.21,R,Coca Cola Enterprises Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Regeneration Management,Capital,Other Costs,7,01-May-2013,1305-01724,5985.00,C,Code L6
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Employment & Skills,Employees,Training Costs,071,03-May-2013,1305-01725,740.00,R,Cognisoft Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage  ,Supplies and Services,Office Consumables,210,17-Apr-2013,1305-01726,1884.96,R,Coker Exhibition
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Capital,Construction,3,30-May-2013,1305-01727,26189.25,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Capital,Construction,3,01-May-2013,1305-01728,88946.63,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Capital,Construction,3,30-May-2013,1305-01729,33379.60,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Capital,Construction,3,01-May-2013,1305-01730,101257.44,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,24-May-2013,1305-01731,735.00,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,24-May-2013,1305-01732,980.10,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,24-May-2013,1305-01733,1066.00,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,24-May-2013,1305-01734,1790.96,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,24-May-2013,1305-01735,3099.00,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,24-May-2013,1305-01736,5753.00,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,24-May-2013,1305-01737,42874.00,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Bought In Professional Services,277,15-May-2013,1305-01738,424.15,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Bought In Professional Services,277,13-May-2013,1305-01739,478.50,R,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01740,499.49,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01741,1098.00,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,29-May-2013,1305-01742,1326.68,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Other Costs,7,15-May-2013,1305-01743,1359.36,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Other Costs,7,31-May-2013,1305-01744,1809.00,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01745,2123.81,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01746,2531.25,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Other Costs,7,24-May-2013,1305-01747,4071.45,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,01-May-2013,1305-01748,5991.88,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,02-May-2013,1305-01749,7084.06,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,13-May-2013,1305-01750,8123.00,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01751,8581.46,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01752,9028.33,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01753,9880.53,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,29-May-2013,1305-01754,21481.06,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,17-May-2013,1305-01755,23806.00,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01756,25804.00,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,29-May-2013,1305-01757,30357.70,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,24-May-2013,1305-01758,118202.00,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,21-May-2013,1305-01759,6887.92,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,24-May-2013,1305-01760,8947.69,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Construction,3,29-May-2013,1305-01761,7142.34,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Construction,3,24-May-2013,1305-01762,35521.98,C,Colas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,08-May-2013,1305-01763,1134.64,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,08-May-2013,1305-01764,1864.80,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Support And Facilities General Fund,Supplies and Services,Other Hired And Contracted Services,265,10-May-2013,1305-01765,700.00,R,College At The Grange
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                    ,East - North East,Business Improvement,Supplies and Services,Publicity & Promotional Services,267,31-May-2013,1305-01766,1702.00,R,Colour Copy Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Hra,Supplies and Services,Printing,215,02-May-2013,1305-01767,790.00,R,Colour Copy Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West   ,West - North West,Regeneration/Customer Research,Supplies and Services,Stationery & External Printing,210,17-May-2013,1305-01768,992.00,R,Colour Copy Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,08-May-2013,1305-01769,28111.70,R,Colton Lodge
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,08-May-2013,1305-01770,7091.88,R,Colton Lodge
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Dementia,574,08-May-2013,1305-01771,17395.46,R,Colton Lodge
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,08-May-2013,1305-01772,13449.35,R,Colton Lodge
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Revenues  ,Support Services,Legal Disbursements,411,04-Apr-2013,1305-01773,920.00,R,Combined Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Revenues  ,Support Services,Legal Disbursements,411,11-Apr-2013,1305-01774,920.00,R,Combined Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Community Safety  ,Support Services,Legal Disbursements,411,22-Apr-2013,1305-01775,655.00,R,Combined Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds         ,Aire Valley Homes Leeds,Property  ,Employees,Agency Staff,8,25-Apr-2013,1305-01776,905.46,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds         ,Aire Valley Homes Leeds,Property  ,Employees,Agency Staff,8,25-Apr-2013,1305-01777,907.72,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Business Improvement  ,Employees,Agency Staff,8,18-Apr-2013,1305-01778,542.97,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Business Improvement  ,Employees,Agency Staff,8,25-Apr-2013,1305-01779,542.97,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01780,510.70,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01781,510.70,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01782,517.86,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,04-Apr-2013,1305-01783,518.16,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01784,526.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01785,529.20,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01786,531.73,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01787,539.70,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01788,550.08,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01789,550.82,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01790,552.82,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01791,553.36,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01792,553.66,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01793,553.68,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01794,555.89,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01795,556.24,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01796,556.88,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01797,557.20,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01798,560.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01799,560.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01800,560.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01801,560.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01802,560.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01803,560.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01804,560.16,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01805,560.22,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01806,560.70,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01807,560.70,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01808,561.12,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01809,562.10,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01810,562.10,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01811,562.10,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01812,562.10,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01813,562.51,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01814,562.54,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01815,563.04,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01816,564.28,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01817,566.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01818,566.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01819,566.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01820,567.76,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01821,569.52,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01822,570.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01823,573.84,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01824,574.70,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01825,576.08,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01826,577.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01827,577.29,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01828,579.42,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01829,579.42,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,04-Apr-2013,1305-01830,583.60,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,11-Apr-2013,1305-01831,586.80,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01832,592.02,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,18-Apr-2013,1305-01833,593.18,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01834,593.18,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,25-Apr-2013,1305-01835,597.05,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services  ,Employees,Agency Staff,8,03-Apr-2013,1305-01836,597.60,R,Comensura Limited
