"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A1 - MoJ Private Law","21","G6","61200","75200","Senior Legal Adviser","5.60","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A1 - MoJ Private Law","21","EO","25150","30000","Legal Officer","7.80","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A1 - MoJ Private Law","21","AO","21850","23800","Legal Support Officer","5.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A2 - MoJ Private Law","22","PS","22560","24260","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A2 - MoJ Private Law","22","LO","42000","42000","Legal Manager","4.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A2 - MoJ Private Law","22","G7","48400","61000","Legal Adviser","23.47","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A2 - MoJ Private Law","22","G6","61200","75200","Senior Legal Adviser","5.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A2 - MoJ Private Law","22","EO","25150","30000","Legal Officer","6.81","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A2 - MoJ Private Law","22","AO","21850","23800","Legal Support Officer","4.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A2 - MoJ Private Law","22","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A3 - MoD Private Law","23","LO","42000","42000","Legal Manager","5.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A3 - MoD Private Law","23","G7","48400","61000","Legal Adviser","11.60","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A3 - MoD Private Law","23","G6","61200","75200","Senior Legal Adviser","6.80","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A3 - MoD Private Law","23","EO","25150","30000","Legal Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A3 - MoD Private Law","23","AO","21850","23800","Legal Support Officer","1.60","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A8 - MoD Private Law","143","LO","42000","42000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A8 - MoD Private Law","143","G7","48400","61000","Legal Adviser","12.20","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A8 - MoD Private Law","143","G6","61200","75200","Senior Legal Adviser","5.08","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A8 - MoD Private Law","143","EO","25150","30000","Legal Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team A8 - MoD Private Law","143","AO","21850","23800","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team B4 - Justice & Security Public Law","24","LT","28000","32000","Legal Trainee","2.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team B4 - Justice & Security Public Law","24","LO","42000","42000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team B4 - Justice & Security Public Law","24","G7","48400","61000","Legal Adviser","15.92","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team B4 - Justice & Security Public Law","24","G6","61200","75200","Senior Legal Adviser","9.14","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team B4 - Justice & Security Public Law","24","EO","25150","30000","Legal Officer","4.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team B4 - Justice & Security Public Law","24","AO","21850","23800","Legal Support Officer","3.00","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team N1- National Security and Counter Terrorism Team","26","G7","48400","61000","Legal Adviser","11.13","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team N1- National Security and Counter Terrorism Team","26","G6","61200","75200","Senior Legal Adviser","8.83","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team N1- National Security and Counter Terrorism Team","26","EO","25150","30000","Legal Officer","2.80","Law"
"Attorney General's Office","Government Legal Department","Litigation A - Private Law & Inquiries Team N1- National Security and Counter Terrorism Team","26","AO","21850","23800","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law","27","SEO","36250","43000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law","27","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law","27","G7","48400","61000","Legal Adviser","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law","27","EO","25150","30000","Legal Officer","5.90","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law","27","AO","21850","23800","Legal Support Officer","15.60","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B1 - Immigration","27","SEO","36250","43000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B1 - Immigration","28","LT","28000","32000","Legal Trainee","2.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B1 - Immigration","28","HEO","29550","35000","Legal Manager","4.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B1 - Immigration","28","G7","48400","61000","Legal Adviser","16.19","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B1 - Immigration","28","G6","61200","75200","Senior Legal Adviser","4.89","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B1 - Immigration","28","EO","25150","30000","Legal Officer","15.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B1 - Immigration","28","AO","21850","23800","Legal Support Officer","3.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B2 - Immigration","29","LT","28000","32000","Legal Trainee","2.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B2 - Immigration","29","LO","42000","42000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B2 - Immigration","29","HEO","29550","35000","Legal Manager","6.00","Law"
"Attorney General's Office","Government Legal Department","Litigation B - Public Law Team B2 - Immigration","29","G7","48400","61000","Legal Adviser","15.80","Law"
