Body Name,Service Label,Service Code,Expenditure CIPFA Group Label,Expenditure CIPFA Sub Group Label,Expenditure CIPFA Sub Group Code,Date,Transaction Number,Net Amount,Supplier Name,Supplier ID,"Grants to Voluntary, Community and Social Enterprise Sector?"
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 03/07/2014,OPS0253603,"£1,638.00",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 10/07/2014,OPS0253837,"£1,491.60",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 17/07/2014,OPS0254012,"£1,510.50",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 24/07/2014,OPS0254191,"£1,454.10",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 31/07/2014,OPS0254348,"£1,359.30",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and Services,Expenditure : Materials,2, 03/07/2014,PCO0253468,"£3,108.64",PENTLAND PLANTS,A0021726,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Members Conference Expenses,4605, 03/07/2014,DAL0253619,£210.00,THE IMPERIAL HOTEL,A0021736,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,DSS Collection Fee,4414, 24/07/2014,AAS0254280,£1.05,DEPARTMENT FOR WORK & PENSIONS,A0021754,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 10/07/2014,OPS0253802,"£1,137.25",ASPEN VALLEY KENNELS & CATTERY,A0022106,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 31/07/2014,HED0254486,"£2,100.00",ECOGEN,A0022890,No
Pendle Borough Council,Housing Regeneration Services,HMR,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,HMR0253889,£111.00,E.ON,A0023073,No
Pendle Borough Council,Housing Regeneration Services,HMR,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,HMR0253888,£64.73,E.ON,A0023073,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Electricity,2203, 10/07/2014,AAS0253898,£5.11,E.ON,A0023073,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Gas,2202, 24/07/2014,AAS0254282,£55.28,E.ON,A0023073,No
Pendle Borough Council,Property Services,EST,Supplies and services,Other Expenses,4705, 03/07/2014,EST0253629,£10.58,E.ON,A0023073,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 31/07/2014,EST0254387,£2.13,E.ON,A0023073,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 17/07/2014,PCO0254023,£96.38,RIPON FARM SERVICES,A0025562,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 17/07/2014,PCO0254024,£97.13,RIPON FARM SERVICES,A0025562,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 17/07/2014,PCO0254015,£133.88,RIPON FARM SERVICES,A0025562,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 03/07/2014,ENV0253621,£192.80,GRADKO INTERNATIONAL LTD,A0025806,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 24/07/2014,ENV0254206,£192.80,GRADKO INTERNATIONAL LTD,A0025806,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Hospitality,4611, 03/07/2014,DAL0253620,£104.48,PEROS LTD,A0026047,No
Pendle Borough Council,Information Services,ITS,Supplies and services,Computer Charges,4509, 23/07/2014,ITS4004280,"-£1,570.00",COMPUTER AIDED DEV CORP LTD,A0026179,No
Pendle Borough Council,Information Services,ITS,Supplies and services,Computer Charges,4509, 23/07/2014,ITS0253794,"£1,570.00",COMPUTER AIDED DEV CORP LTD,A0026179,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : Vandalism Repairs,2102, 10/07/2014,PCO0253730,£156.00,PLAYGROUND SERVICES  LIMITED,A0027262,No
Pendle Borough Council,Engineering & Special Projects,HED,Capital costs,Capital : Payments,CD14, 03/07/2014,HED0253651,"£2,495.00",LITE,A0040032,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 24/07/2014,EST0254217,£18.68,BRITISH GAS BUSINESS,A0040331,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 24/07/2014,EST0254218,£127.35,BRITISH GAS BUSINESS,A0040331,No
Pendle Borough Council,Housing Regeneration Services,HMR,Transfer payments,Accommodation,6103, 17/07/2014,HMR0253984,"£1,400.00",OLD HALL FARM (UK) LTD,A0041314,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,HED0253752,£850.00,ANDIDRAIN LIMITED,A0041404,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,HED0253751,£425.00,ANDIDRAIN LIMITED,A0041404,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,HED0253749,£212.50,ANDIDRAIN LIMITED,A0041404,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,HED0253750,£212.50,ANDIDRAIN LIMITED,A0041404,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Other Expenses,4705, 31/07/2014,PBC0254365,£100.00,STEVEN TANSEY,A0042307,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,EFM : Other Equipment,4003, 17/07/2014,PCO0254049,£487.85,SHORROCK TRICHEM,A0042464,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,EST0253912,£76.72,SHORROCK TRICHEM,A0042464,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,EFM : Other Equipment,4003, 17/07/2014,PCO4004288,-£76.72,SHORROCK TRICHEM,A0042464,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 10/07/2014,COR0253856,"£6,275.42",BT REDCARE,A0043418,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 24/07/2014,COR0254213,£100.00,OFFICE OF COMMUNICATIONS,A0043419,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,EFM : Other Equipment,4003, 24/07/2014,ENV0254209,£79.00,CAMPBELL ASSOCIATES,A0043526,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 10/07/2014,PCO0253746,£305.00,M J RUSHTON,A0043864,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Annual Hire Charge,3601, 24/07/2014,OPS0254197,"£1,200.00",TERBERG MATEC UK LTD,A0043970,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Annual Hire Charge,3601, 24/07/2014,OPS0254198,"£1,800.00",TERBERG MATEC UK LTD,A0043970,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 24/07/2014,OPS0254202,£300.00,S M SHEPHERD BUILDING CONTRACTORS,A0044037,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 31/07/2014,OPS0254374,£125.00,S M SHEPHERD BUILDING CONTRACTORS,A0044037,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 03/07/2014,OPS0253652,£60.00,S M SHEPHERD BUILDING CONTRACTORS,A0044037,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 10/07/2014,EST0253914,£185.34,E.ON UK PLC,A0044040,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 10/07/2014,COR0253857,£325.44,E.ON UK PLC,A0044040,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Electricity,2203, 24/07/2014,AAS0254169,£42.51,E.ON UK PLC,A0044040,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 10/07/2014,EST0253827,£423.26,NPOWER LTD,A0044051,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 10/07/2014,COR0253673,£241.50,BURNLEY BOROUGH COUNCIL,A0044855,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tyres,3204, 03/07/2014,OPS0253613,"£6,323.23",GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Annual Hire Charge,3601, 24/07/2014,OPS0254204,"£63,935.22",GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,Other Expenses,4705, 31/07/2014,REG4004298,-£100.00,MARKETING LANCASHIRE,A0045273,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,HED0253659,£333.00,MARKETING LANCASHIRE,A0045273,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 03/07/2014,REG0253637,£333.00,MARKETING LANCASHIRE,A0045273,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,Publicity & advertisement,4704, 03/07/2014,REG0253641,£400.00,MARKETING LANCASHIRE,A0045273,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,Subscriptions & Donations,4706, 31/07/2014,REG0254376,"£6,500.00",MARKETING LANCASHIRE,A0045273,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : Vandalism Repairs,2102, 17/07/2014,PCO0253991,£16.72,SUTCLIFFE PLAY LTD,A0045788,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Printing & Stationery,4301, 22/07/2014,AAS0253958,"£1,266.87",BARCLAYCARD COMMERCIAL,A0045954,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Other Expenses,4705, 22/07/2014,AAS0253960,£29.31,BARCLAYCARD COMMERCIAL,A0045954,No
Pendle Borough Council,Financial Services,AAS,Transfer payments,Accommodation,6103, 22/07/2014,AAS0253959,£207.81,BARCLAYCARD COMMERCIAL,A0045954,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Premises Insurance,2801, 03/07/2014,AAS0253719,£847.27,ZURICH MANAGEMENT SERVICES,A0046883,No
Pendle Borough Council,Property Services,EST,Supplies and services,Other Expenses,4705, 03/07/2014,EST0253631,£25.00,ELT RADIOTELEPHONES,A0046976,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 24/07/2014,COR0253970,£128.00,BLACKPOOL BOROUGH  COUNCIL,A0047029,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,EFM : Office and computer equipment,4002, 17/07/2014,DAL0254060,£436.42,TWOFOLD LIMITED,A0047099,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,EFM Materials,4004, 03/07/2014,DAL0253666,£272.09,CANON (UK) LTD,A0047782,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 17/07/2014,HED0254091,£320.00,ISAAC BUTTERWORTH LTD,A0048337,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 17/07/2014,EST0254048,£253.17,NPOWER,A0048483,No
Pendle Borough Council,Engineering & Special Projects,HED,Capital costs,Capital : Payments,CD14, 31/07/2014,HED0254434,£300.00,PENDLE MARTIAL ARTS ACADEMY,A0049475,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 17/07/2014,HMR0254065,"£1,353.00",GLENN SLATER CONTRACTORS LTD,A0049780,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 31/07/2014,HED0254330,£180.00,PENDLE FOREST CYCLING CLUB,A0050773,No
Pendle Borough Council,Housing Regeneration Services,HMR,Premises related expense,Premises Cleaning,2601, 24/07/2014,HMR0254228,£40.00,PETER ROACH,A0051553,No
Pendle Borough Council,Housing Regeneration Services,HMR,Premises related expense,Premises Cleaning,2601, 24/07/2014,HMR0254229,£40.00,PETER ROACH,A0051553,No
Pendle Borough Council,Financial Services,AAS,Capital costs,Capital : Salaries,CD13, 03/07/2014,AAS0253568,"£3,907.18",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Consultants Fees,4401, 03/07/2014,AAS0253569,"£1,250.00",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Financial Services,AAS,Capital costs,Capital : Payments,CD14, 03/07/2014,AAS0253566,"£5,521.28",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Financial Services,AAS,Agency staff,Emp : Agency Wages,1004, 03/07/2014,AAS0253571,"£3,112.00",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Financial Services,AAS,Capital costs,Capital : Salaries,CD13, 31/07/2014,AAS0254409,"£1,434.20",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Human Resources,PER,Indirect employee expense,Emp : Medical Expenses,1236, 10/07/2014,PER0253774,£315.00,LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,PCO0253743,£845.00,C B PRICE & SONS BUILDERS,A0052117,No
Pendle Borough Council,Economic Development & Tourism,REG,Capital costs,Capital : Payments,CD14, 31/07/2014,REG0253294,£94.20,MANDALEIGH PLANTS LTD,A0052982,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and Services,Expenditure : Materials,2, 10/07/2014,PCO0253734,£85.00,MANDALEIGH PLANTS LTD,A0052982,No
Pendle Borough Council,Economic Development & Tourism,REG,Capital costs,Capital : Payments,CD14, 17/07/2014,REG0253854,£27.00,MANDALEIGH PLANTS LTD,A0052982,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,PCO0253464,£85.00,NEIL WILLSON,A0053659,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Other Expenses,4705, 24/07/2014,AAS0254162,£443.61,O2 (UK) LIMITED,A0053660,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 03/07/2014,PCO0253484,£216.00,TAXI ASSIST LIMITED,A0053756,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253758,£38.74,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253764,£97.36,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253759,£38.74,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253760,£38.90,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253757,£36.06,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253763,£68.81,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253761,£40.88,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 31/07/2014,HMR0254379,£46.99,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253756,£9.24,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253765,£140.76,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 31/07/2014,HMR0254375,£14.80,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 10/07/2014,HMR0253762,£68.54,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 31/07/2014,HMR0254380,£81.33,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 31/07/2014,HMR0254377,£46.29,NPOWER,A0054545,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,Other Expenses,4705, 10/07/2014,PCO0253736,£64.50,PORTABLE APPLIANCE SAFETY SERVICES LTD,A0055912,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 17/07/2014,COR0254128,£15.31,ZEN INTERNET,A0056321,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 17/07/2014,COR0253974,£29.78,ZEN INTERNET,A0056321,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 17/07/2014,COR0253975,£15.31,ZEN INTERNET,A0056321,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 24/07/2014,COR0254210,£15.31,ZEN INTERNET,A0056321,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,PCO0253467,"£2,790.00",A BINNS & CO,A0057121,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Electricity,2203, 24/07/2014,AAS0254279,£42.98,BRITISH GAS BUSINESS,A0057202,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 31/07/2014,HMR0254410,"£3,649.00",ALAN DUFFY BUILDING CONTRACTORS,A0057787,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Other Expenses,4705, 24/07/2014,AAS0254166,£8.68,EQUIFAX LIMITED,A0058121,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,EST0253826,£57.39,SECURITY MONITORING CENTRES LTD,A0059068,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,EST0253825,£57.39,SECURITY MONITORING CENTRES LTD,A0059068,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Water & Sewerage,2501, 10/07/2014,OPS0253800,£842.43,UNITED UTILITIES,A0059246,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253742,£169.16,UNITED UTILITIES,A0059246,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Adverts : Statutory Notice,4702, 03/07/2014,MAN0253494,£148.32,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Adverts : Statutory Notice,4702, 03/07/2014,MAN0253493,£148.32,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Adverts : Statutory Notice,4702, 03/07/2014,MAN0253492,£197.76,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Adverts : Statutory Notice,4702, 31/07/2014,MAN0254273,£197.76,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Supplies and services,EFM : Other Equipment,4003, 31/07/2014,MAN0254272,£123.60,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Adverts : Statutory Notice,4702, 31/07/2014,MAN0254316,£222.48,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Adverts : Statutory Notice,4702, 31/07/2014,MAN0254312,£148.32,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Miscellaneous : Other,4707, 17/07/2014,PBC0254069,£18.84,CENTREMAPS,A0059998,No
Pendle Borough Council,Property Services,EST,Supplies and services,Other Expenses,4705, 24/07/2014,EST0254215,"£2,452.50",MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 31/07/2014,REG0254368,£256.00,PENDLE HIPPODROME THEATRE LTD,A0060913,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Mayoral Expenses,4614, 10/07/2014,DAL0253766,£516.67,DAISY CHAIN (BURNLEY)  LIMITED,A0061684,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,EFM Materials,4004, 03/07/2014,DAL0253665,£121.03,ALS PRESENTATION LIMITED,A0061801,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,EFM Materials,4004, 24/07/2014,DAL0254276,£308.99,ALS PRESENTATION LIMITED,A0061801,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Premises Insurance,2801, 03/07/2014,AAS0253572,"£2,530.55",PENDLE ENTERPRISE & REGENERATION LTD,A0061803,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Service Charge,2702, 10/07/2014,AAS0253902,"£5,533.00",PENDLE ENTERPRISE & REGENERATION LTD,A0061803,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,Other Expenses,4705, 10/07/2014,REG0253892,"£4,348.27",LIBRA TEXTILES LTD,A0062627,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 09/07/2014,AAS0254140,"£5,340.65",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 16/07/2014,AAS0254141,"£5,907.85",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 23/07/2014,AAS0254286,"£5,295.61",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 30/07/2014,AAS0254491,"£4,462.48",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 02/07/2014,AAS0254138,"£4,949.56",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : Vandalism Repairs,2102, 10/07/2014,PCO0253739,"£1,115.00",BOUNCEBACK SAFETY SERVICES LTD,A0063002,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 03/07/2014,OPS0253573,£20.46,NORTH WEST TRADING COMPANY,A0063527,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 24/07/2014,REG0254248,£40.75,THE BOOKSHOP,A0063559,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 24/07/2014,REG0254249,£167.98,THE BOOKSHOP,A0063559,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 17/07/2014,REG0254078,£97.50,DONALD HOLDEN,A0063707,No
Pendle Borough Council,Engineering & Special Projects,HED,Supplies and services,LCC Levy (Admins Costs),4419, 31/07/2014,HED0254298,£0.00,PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 03/07/2014,DAL0253595,£600.38,TNT POST NORTH LTD,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 10/07/2014,DAL0253796,£257.45,TNT POST NORTH LTD,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 17/07/2014,DAL0253976,£367.74,TNT POST NORTH LTD,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 24/07/2014,DAL0254184,£237.57,TNT POST NORTH LTD,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 31/07/2014,DAL0254418,£239.95,TNT POST NORTH LTD,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Hospitality,4611, 03/07/2014,DAL0253606,£54.40,P T ALLISON,A0064694,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 24/07/2014,REG0254252,£86.66,SAWLEY FINE ARTS LTD,A0066186,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Meeting Expenses,4610, 10/07/2014,DAL0253768,£12.00,THE RAINHALL CENTRE,A0066193,No
Pendle Borough Council,Human Resources,PER,Capital Financing Costs,Lease Costs : Transport/Plant,8202, 17/07/2014,PER0254020,£258.76,LEX AUTOLEASE LIMITED,A0066530,No
Pendle Borough Council,Housing Regeneration Services,HMR,Supplies and services,Tests & Inspection Fees,4409, 24/07/2014,HMR0254153,£85.00,SPEAKMAN CONTRACTORS LTD,A0066581,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 03/07/2014,EST0253584,"£1,006.02",SPEAKMAN CONTRACTORS LTD,A0066581,No
Pendle Borough Council,Property Services,EST,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 17/07/2014,EST0254034,"£2,989.47",SPEAKMAN CONTRACTORS LTD,A0066581,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254259,£325.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254231,£640.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Bldgs : R & M : Day To Day,2001, 24/07/2014,HED0254232,£420.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254233,"£1,050.00",LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254260,£570.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254230,£65.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254245,£120.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254234,£168.50,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254243,£113.40,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
