Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,CARTER TOWLER CHARTERED SURVEYORS,N/A,Not yet available,Not yet available,Not yet available,30/04/2014,22485331,4950,Nil,Consultants Fees,Revenue,Property & Asset Management,CAT01,74700,Surveyors & Valuers,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,CONSILIENT CONSULTING LTD,N/A,Not yet available,Not yet available,Not yet available,20/05/2014,22502630,824.43,Nil,Consultants Fees,Revenue,Business Services,CAT02,79960,Training Consultants,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,CONSILIENT CONSULTING LTD,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22522623,582.5,Nil,Consultants Fees,Revenue,Business Services,CAT02,79960,Training Consultants,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,CONSILIENT CONSULTING LTD,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22524825,1335,Nil,Consultants Fees,Revenue,Business Services,CAT02,79960,Training Consultants,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,ELLIECO LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22501624,3400,Nil,Consultants Fees,Revenue,Property & Asset Management,CAT01,61896,Property & Estate Management,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,FORE CONSULTING LIMITED,N/A,Not yet available,Not yet available,Not yet available,02/06/2014,22507072,4620.6,Nil,Consultants Fees,Revenue,Professional Services,CAT08,31590,Engineers - Consulting,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,FORE CONSULTING LIMITED,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,22500319,5520.6,Nil,Consultants Fees,Revenue,Professional Services,CAT08,31590,Engineers - Consulting,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,FORE CONSULTING LIMITED,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22522571,12000,Nil,Consultants Fees,Revenue,Professional Services,CAT08,31590,Engineers - Consulting,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,GATENBYSANDERSON LIMITED,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22518709,5000,Nil,Consultants Fees,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MIDLAND HR & PAYROLL SOLUTIONS,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22502631,793.78,Nil,Consultants Fees,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MIDLAND HR & PAYROLL SOLUTIONS,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22502681,1582.8,Nil,Consultants Fees,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MIDLAND HR & PAYROLL SOLUTIONS,N/A,Not yet available,Not yet available,Not yet available,24/06/2014,22520987,791.9,Nil,Consultants Fees,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MIDLAND HR & PAYROLL SOLUTIONS,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22514345,877,Nil,Consultants Fees,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,14/04/2014,22478832,2212.5,Nil,Consultants Fees,Revenue,Property & Asset Management,CAT01,4422,Architectural Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,OVE ARUP & PARTNERS LTD,N/A,Not yet available,Not yet available,Not yet available,11/06/2014,22517682,15555,Nil,Consultants Fees,Revenue,Transport,CAT10,80100,Transport Consultants,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,PRICEWATERHOUSECOOPERS LLP,N/A,Not yet available,Not yet available,Not yet available,30/04/2014,22486431,78231.25,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,PRICEWATERHOUSECOOPERS LLP,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22518726,60304.06,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,PRICEWATERHOUSECOOPERS LLP,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22522638,1155,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,PRICEWATERHOUSECOOPERS LLP,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22522637,1650,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,QA RESEARCH,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,22536354,7156.5,Nil,Consultants Fees,Revenue,Business Services,CAT02,49840,Market Research,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,QUEST & NBS,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22482957,1250,Nil,Consultants Fees,Revenue,Professional Services,CAT08,16729,Certification Bodies,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,R.T.A ASSOCIATES LTD,N/A,Not yet available,Not yet available,Not yet available,13/06/2014,22514327,30000,Nil,Consultants Fees,Revenue,Highways,CAT07,79600,Traffic Information,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,RPS BUSINESS HEALTHCARE,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22523982,2300,Nil,Consultants Fees,Revenue,Business Services,CAT02,53385,Occupational Therapists,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,RPS BUSINESS HEALTHCARE,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22481770,2300,Nil,Consultants Fees,Revenue,Business Services,CAT02,53385,Occupational Therapists,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,RPS BUSINESS HEALTHCARE,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498315,1021,Nil,Consultants Fees,Revenue,Business Services,CAT02,53385,Occupational Therapists,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,RPS BUSINESS HEALTHCARE,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22505260,2300,Nil,Consultants Fees,Revenue,Business Services,CAT02,53385,Occupational Therapists,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SHARPE PRITCHARD,N/A,Not yet available,Not yet available,Not yet available,30/04/2014,22485841,16477.5,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SHARPE PRITCHARD,N/A,Not yet available,Not yet available,Not yet available,24/06/2014,22527053,8881.5,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SHARPE PRITCHARD,N/A,Not yet available,Not yet available,Not yet available,19/05/2014,22502433,12971.5,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,SHARPE PRITCHARD,N/A,Not yet available,Not yet available,Not yet available,01/05/2014,22486462,9869.5,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,SQUIRE PATTON BOGGS (UK) LLP,N/A,Not yet available,Not yet available,Not yet available,30/04/2014,22484289,3268.07,Nil,Consultants Fees,Revenue,Professional Services,CAT08,47830,Legal Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,SUSTRANS LTD,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22477291,7500,Nil,Consultants Fees,Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,TAYLOR DAVENPORT,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498361,10132.5,Nil,Consultants Fees,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,UNIT4 BUSINESS SOFTWARE LTD,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22527586,550,Nil,Consultants Fees,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,WALKER MORRIS SOLICITORS,N/A,Not yet available,Not yet available,Not yet available,24/06/2014,22526514,946,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,WALKER MORRIS SOLICITORS,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498734,3095,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BEAVER PLANT,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22499723,503.75,Nil,Consumable Items,Revenue,Transport,CAT10,59020,Plant & Machinery Hire,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,GROUNDWORK WAKEFIELD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22523849,1575,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,32980,Excavation & Groundwork Contractors,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,HENROB DIRECT LIMITED,N/A,Not yet available,Not yet available,Not yet available,07/05/2014,22496714,6500,Nil,Consumable Items,Revenue,n/a,CATNA,41470,Haberdashers,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,JAMES LATHAM (NORTHERN) LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22526926,521.15,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,78210,"Timber Merchants, Importers & Agents",Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,N/A,Not yet available,Not yet available,Not yet available,27/05/2014,22506529,2704.73,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,10900,Brush Mnfrs,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,RIGBY TAYLOR LTD,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22482820,1690,Nil,Consumable Items,Revenue,Environment,CAT03,34800,Fertilisers,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,CONCERTO SERVICES,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520085,2100,Nil,Contribution,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,CONCERTO SERVICES,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22536507,2390,Nil,Contribution,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,CONCERTO SERVICES,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520108,2100,Nil,Contribution,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22525938,2032.4,Nil,Contribution,Revenue,,,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498469,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520039,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474059,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474060,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520040,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498470,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498474,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520044,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474064,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474065,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520045,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498475,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498480,1400,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520050,1400,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474070,1400,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474071,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520051,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498481,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474073,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474076,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498485,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520055,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520057,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498487,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474078,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474083,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520062,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498492,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498497,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520067,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474088,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474090,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520069,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498499,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498500,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520070,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474091,900,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,07/04/2014,22474092,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22520071,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22498501,1200,Nil,Contribution,Revenue,n/a,CATNA,NA,Not Applicable,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,LEEDS CITY COUNCIL,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22514397,1000,Nil,Contribution,Revenue,n/a,CATNA,48583,Local Government,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,WARD 3 COMMUNITY PARTNERSHIP LTD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22521816,2330.52,Nil,Contribution,Revenue,Family Services,CAT04,20482,Community Projects,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,AUTISM PARTNERSHIP UK LTD,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22482235,561,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,25820,Disability & Special Needs - Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,AUTISM PARTNERSHIP UK LTD,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22504285,651,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,25820,Disability & Special Needs - Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BETTERCARE KEYS LTD,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22479292,1377,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BETTERCARE KEYS LTD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22523668,612,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BETTERCARE KEYS LTD,N/A,Not yet available,Not yet available,Not yet available,19/05/2014,22501575,8415,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BETTERCARE KEYS LTD,N/A,Not yet available,Not yet available,Not yet available,19/05/2014,22501611,8415,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BETTERCARE KEYS LTD,N/A,Not yet available,Not yet available,Not yet available,19/05/2014,22501614,6655,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BETTERCARE KEYS LTD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22523664,8415,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BETTERCARE KEYS LTD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22523512,8415,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BETTERCARE KEYS LTD,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22525690,-5355,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,17580,Childcare Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BROADWOOD EDUCATIONAL SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22520942,11142.9,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,29360,Educational Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BROADWOOD EDUCATIONAL SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22479290,11142.9,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,29360,Educational Services,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BROADWOOD EDUCATIONAL SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22504164,11514.33,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Family Services,CAT04,29360,Educational Services,Not yet available
