"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B1","56436","72185","Building","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF1","24615","32703","Commissioned Officer","1376.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","B1","56436","72185","Not in post","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162138","C2","29258","36333","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","B1","56436","72185","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","3","17920","26235","Team Member","7.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF5","81310","89408","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","OF2","37916","45090","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B1","56436","72185","Housing Service Delivery","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF2","37916","45090","Commissioned Officer","3576.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","B2","47942","59535","Not in post","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Secretarial","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","B2","47942","59535","HR Officer","4.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","4","20837","33829","Team Member","11.20","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","OF4","67032","77617","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B1","56436","72185","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF3","47760","57200","Commissioned Officer","1678.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","B2","47942","59535","Security","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","B1","56436","72185","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","C1","35648","44268","HR Officer","11.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","5","29387","41774","Team Member","5.61","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR7-8","33223","43252","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","OF5","81310","89408","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF4","67032","77617","Commissioned Officer","488.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","D","23427","29092","Not in post","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","B2","47942","59535","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","C2","29258","36333","HR Officer","12.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","6","37977","51084","Programme manager","7.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR5-6","30013","36929","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","OR1-3","17515","28940","House Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Estate Management","6.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF5","81310","89408","Commissioned Officer","76.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","D","23427","29092","Security","6.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C1","35648","44268","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","D","23427","29092","HR Officer","8.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","7","47472","60830","Group Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR4","26405","33182","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","OR4","26405","33182","Steward","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Housing Service Delivery","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR1-3","17515","28940","Enlisted Soldier","40441.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","C1","35648","44268","Not in post","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C1","35648","44268","Secretariat & Private Office","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","E1","18370","22124","HR Officer","8.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","7","47472","60830","Programme manager","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","D","23427","29092","Administrative Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","OR5-6","30013","36929","Driver","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR4","26405","33182","Enlisted Soldier","11971.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","C1","35648","44268","Security","14.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C2","29258","36333","Business Management and Improvement","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1123043","OF2","37916","45090","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","OF2","37916","45090","HR Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","8","56529","70663","Chief","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF3","47760","57200","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR5-6","30013","36929","Enlisted Soldier","6435.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","C2","29258","36333","Not in post","17.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C2","29258","36333","Civilian HR Partner","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1123043","OF3","47760","57200","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","OF4","67032","77617","HR Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","8","56529","70663","Head of Function","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF5","81310","89408","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Building","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR7-8","33223","43252","Enlisted Soldier","6335.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","C2","29258","36333","Security","36.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C2","29258","36333","Secretariat & Private Office","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1123043","OF5","81310","89408","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","OF5","81310","89408","HR Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","9","67806","118634","Specialist Advisors","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Business Management and Improvement","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR9","38600","46753","Enlisted Soldier","693.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","E1","18370","22124","Not in post","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1123043","OR4","26405","33182","House Manager","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","OR1-3","17515","28940","HR Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV01001","9","67806","118634","Principal","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF2","37916","45090","RAF","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Business Risk Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","B1","56436","72185","Business Management and Improvement","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","E1","18370","22124","Security","7.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1123043","OR5-6","30013","36929","Driver","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","OR5-6","30013","36929","HR Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02013","5","29387","41774","Team Member","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Customer Services","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","B1","56436","72185","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OF2","37916","45090","Security","8.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Secretariat & Private Office","8.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1123043","OR7-8","33223","43252","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","OR7-8","33223","43252","HR Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF2","37916","45090","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02013","6","37977","51084","Programme Leader","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","B1","56436","72185","Legal","1.00","Law"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OF3","47760","57200","Security","9.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Employee Representative","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","OR9","38600","46753","HR Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR5-6","30013","36929","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02013","7","47472","60830","Principal","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","C2","29258","36333","Keeper and Curator","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","EnvironmentalManagementAssessm","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Business Management and Improvement","7.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OF4","67032","77617","Policy Adviser","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Secretarial","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","Retired Offr 1","37819","44268","HR support officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","E1","18370","22124","Administrative Support","2.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02013","8","56529","70663","Head of Function","0.61","Planning"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","D","23427","29092","Events & Visitor Services Management","2.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Estate Management","26.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Clinical Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OF4","67032","77617","Security","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","1","13602","15959","Team Member","3.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","B1","56436","72185","Performance Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","B1","56436","72185","Performance Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","E1","18370","22124","HMS Victory Guide","22.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Estate Planning","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OR1-3","17515","28940","Security","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","2","13864","20628","Team Member","32.47","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","B2","47942","59535","Performance Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","B2","47942","59535","Performance Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OF2","37916","45090","Senior Staff Outer Office","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Estate Surveying","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OR4","26405","33182","Security","4.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E2","15623","18815","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR1-3","17515","28940","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","3","17920","26235","Team Member","86.24","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","C1","35648","44268","Performance Management","9.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","C1","35648","44268","Performance Management","9.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OF3","47760","57200","HMS Victory Guide","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Housing Service Delivery","15.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Teaching Advice/Inspection","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OR5-6","30013","36929","Security","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","C1","35648","44268","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","4","20837","33829","Team Member","98.69","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","C2","29258","36333","Performance Management","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","C2","29258","36333","Performance Management","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OF4","67032","77617","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Business Management and Improvement","11.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OR7-8","33223","43252","Not in post","6.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR7","33223","43252","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","D","23427","29092","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","5","29387","41774","Operational Manager","2.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","E1","18370","22124","Performance Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","E1","18370","22124","Performance Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR1-3","17515","28940","HMS Victory Guide","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Civilian HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OR7-8","33223","43252","Security","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR4","26405","33182","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","D","23427","29092","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","B1","56436","72185","Project support officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","5","29387","41774","Programme Leader","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR4","26405","33182","HMS Victory Guide","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Performance Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Community Service","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","111794","OR9","38600","46753","Security","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR6","30013","36929","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","E1","18370","22124","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","B2","47942","59535","Project support officer","18.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","5","29387","41774","Team Leader","21.80","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR5-6","30013","36929","HMS Victory Guide","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Project Management","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Customs & Immigration","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR9","38600","46753","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","C1","35648","44268","Project support officer","82.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","B1","56436","72185","Business Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","5","29387","41774","Specialist Advisors","37.04","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR7-8","33223","43252","HMS Victory Guide","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Quality Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Decision Support","7.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B2","47942","59535","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF3","47760","57200","RM","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","C2","29258","36333","Project support officer","82.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","B1","56436","72185","Policy Adviser","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","6","37977","51084","Operational Manager","2.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","OR9","38600","46753","HMS Victory Guide","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Quality Surveying","5.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Defence Policy and Commitments","5.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Steward","15083","22150","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF2","37916","45090","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","D","23427","29092","Project support officer","34.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","B2","47942","59535","Not in post","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","6","37977","51084","Team Leader","19.10","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","Skill Zone 1","15083","16482","General Hand","5.54","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Safety,Health,Environment&Fire","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Direct Military Support","8.92","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","RN","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","E1","18370","22124","Project support officer","23.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","B2","47942","59535","Policy Adviser","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","6","37977","51084","Specialist Advisors","19.49","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121821","Skill Zone 3","18010","22150","General Hand","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","35648","44268","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Estate Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121797","E1","18370","22124","Personal Secretary","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR2","17515","28940","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","RM","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","E2","15623","18815","Project support officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","D","23427","29092","Business Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Group Leader","11.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Administrative Support","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121797","OF2","37916","45090","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR5-6","30013","36929","RN","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OF2","37916","45090","Procurement Support Officer","16.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","D","23427","29092","Executive Assistant","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Head of Function","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Business Management and Improvement","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Government Quality Assurance","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121797","OF4","67032","77617","Senior Staff Outer Office","3.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OR4","26405","33182","Military","6.00","Military"
