ExtractDate,ItemCount,ReturnCode,FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Hygiene,Structural,ConfidenceInManagement,SchemeType,NewRatingPending,Location
29/03/2017,1261,Success,268395,00640/0026/0/000,Cherwell Boathouse Restaurant,Restaurant/Cafe/Canteen,1,OX2 6ST,4,fhrs_4_en-GB,16/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,,,,FHRS,False,"Cherwell Boat House 50 Bardwell Road Oxford OX2 6ST
UK
(51.76966, -1.254225)"
29/03/2017,1261,Success,701765,14/00092/COM,Cherwell Guest House,Hotel/bed & breakfast/guest house,7842,OX4 1EJ,4,fhrs_4_en-GB,09/03/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,5,FHRS,False,"131-141 Iffley Road Oxford Oxfordshire OX4 1EJ
UK
(51.745168, -1.240274)"
29/03/2017,1261,Success,269001,07700/2006/2/000,Cherwell School,School/college/university,7845,OX2 7EF,5,fhrs_5_en-GB,02/12/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,5,FHRS,False,"Cherwell School South Site Marston Ferry Road Oxford OX2 7EF
UK
(51.774636, -1.260564)"
29/03/2017,1261,Success,268998,07700/2003/2/000,Cherwell School,School/college/university,7845,OX2 7EE,5,fhrs_5_en-GB,18/10/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"The Cherwell School Marston Ferry Road Oxford OX2 7EE
UK
(51.774992, -1.261471)"
29/03/2017,1261,Success,268728,05740/0130/A/000,Chiang Mai Kitchen,Restaurant/Cafe/Canteen,1,OX1 4DH,5,fhrs_5_en-GB,11/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"130A High Street Oxford Oxfordshire OX1 4DH
UK
(51.752033, -1.256528)"
29/03/2017,1261,Success,649030,14/00029/COM,Chicken Cottage,Takeaway/sandwich shop,7844,OX4 1HU,3,fhrs_3_en-GB,15/10/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,5,10,FHRS,False,"107 Cowley Road Oxford Oxfordshire OX4 1HU
UK
(51.748133, -1.237212)"
29/03/2017,1261,Success,268908,07/00373/COM,Chicken Hut,Takeaway/sandwich shop,7844,OX4 3LR,2,fhrs_2_en-GB,10/05/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,15,10,10,FHRS,False,"55 Between Towns Road Oxford Oxfordshire OX4 3LR
UK
(51.732411, -1.217175)"
29/03/2017,1261,Success,268782,06/00139/COM,Chillies Indian Takeaway,Takeaway/sandwich shop,7844,OX4 7YS,4,fhrs_4_en-GB,30/09/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,5,5,FHRS,False,"2 Dunnock Way Oxford Oxfordshire OX4 7YS
UK
(51.716821, -1.19605)"
29/03/2017,1261,Success,269128,08850/0131/0/000,China Kitchen,Takeaway/sandwich shop,7844,OX4 2ES,2,fhrs_2_en-GB,12/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,15,15,10,FHRS,True,"131 Oxford Road Cowley Oxford OX4 2ES
UK
(51.735318, -1.214924)"
29/03/2017,1261,Success,269228,10/00006/COM,Chinese Elderly Day Centre - OCCAC,Other catering premises,7841,OX4 1DD,5,fhrs_5_en-GB,10/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,5,FHRS,False,"East Oxford Community Centre Princes Street Oxford OX4 1DD
UK
(51.748939, -1.236662)"
29/03/2017,1261,Success,739533,13/00065/COM,Chocsford,Other catering premises,7841,,5,fhrs_5_en-GB,08/02/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,
29/03/2017,1261,Success,929924,16/00123/COM,Chozen Noodle,Restaurant/Cafe/Canteen,1,OX1 2AE,5,fhrs_5_en-GB,18/10/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"22 George Street Oxford Oxfordshire OX1 2AE
UK
(51.753929, -1.260583)"
29/03/2017,1261,Success,268447,01530/0003/0/000,Christ Church Cathedral School,School/college/university,7845,OX1 1QW,5,fhrs_5_en-GB,18/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,5,FHRS,False,"3 Brewer Street Oxford OX1 1QW
UK
(51.749641, -1.257799)"
29/03/2017,1261,Success,269314,10980/2001/2/000,Christ Church College,School/college/university,7845,OX1 1DP,5,fhrs_5_en-GB,06/10/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,5,FHRS,False,"St Aldate's Oxford Oxfordshire OX1 1DP
UK
(51.749912, -1.256564)"
29/03/2017,1261,Success,268397,00720/2001/2/000,Church Cowley St James C Of E Primary School,School/college/university,7845,OX4 3QH,5,fhrs_5_en-GB,26/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"Church Cowley St James Primary Scho Bartholomew Road Oxford OX4 3QH
UK
(51.728129, -1.212775)"
29/03/2017,1261,Success,929918,16/00116/COM,Church Mission Society (CMS),Restaurant/Cafe/Canteen,1,OX4 6YL,5,fhrs_5_en-GB,19/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,
29/03/2017,1261,Success,269108,08640/2012/0/000,Churchill Hospital  - Ward Kitchens,Hospitals/Childcare/Caring Premises,5,OX3 7JY,5,fhrs_5_en-GB,02/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"Churchill Hospital Old Road Headington OX3 7JY
UK
(51.753357, -1.219319)"
29/03/2017,1261,Success,269105,08640/2002/2/000,Churchill Hospital Main,Hospitals/Childcare/Caring Premises,5,OX3 7JY,5,fhrs_5_en-GB,24/03/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,0,FHRS,False,"Churchill Hospital Old Road Headington OX3 7JY
UK
(51.753357, -1.219319)"
29/03/2017,1261,Success,269386,11360/0036/0/000,Chutneys Indian Brasserie,Restaurant/Cafe/Canteen,1,OX1 2EB,3,fhrs_3_en-GB,29/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,10,5,FHRS,False,"36 St Michael's Street Oxford Oxfordshire OX1 2EB
UK
(51.753316, -1.260303)"
29/03/2017,1261,Success,683088,14/00080/COM,Cinnamon Cafe,Restaurant/Cafe/Canteen,1,OX1 2BY,1,fhrs_1_en-GB,11/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,15,15,20,FHRS,False,"28 Friars Entry Oxford Oxfordshire OX1 2BY
UK
(51.754361, -1.260547)"
29/03/2017,1261,Success,268546,03030/0288/2/000,City Arms,Pub/bar/nightclub,7843,OX4 1UR,4,fhrs_4_en-GB,19/05/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,0,FHRS,False,"The City Arms 288 Cowley Road Oxford OX4 1UR
UK
(51.74514, -1.230397)"
29/03/2017,1261,Success,854385,12/00030/COM,City Of Oxford College,School/college/university,7845,OX1 1SA,5,fhrs_5_en-GB,09/03/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,5,FHRS,False,"Oxpens Road Oxford Oxfordshire OX1 1SA
UK
(51.749557, -1.264536)"
29/03/2017,1261,Success,269013,07820/2029/2/000,City Of Oxford Rowing Club,Pub/bar/nightclub,7843,OX4 4BL,5,fhrs_5_en-GB,20/03/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"Meadow Lane Oxford Oxfordshire OX4 4BL
UK
(51.735549, -1.239147)"
29/03/2017,1261,Success,841949,16/00006/COM,Claddagh,Hotel/bed & breakfast/guest house,7842,OX3 7DX,5,fhrs_5_en-GB,08/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,5,FHRS,False,"112 The Slade Oxford Oxfordshire OX3 7DX
UK
(51.751688, -1.205107)"
29/03/2017,1261,Success,854389,16/00040/COM,Classic Wines,Retailers - other,4613,OX4 1UH,5,fhrs_5_en-GB,27/10/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"254 Cowley Road Oxford Oxfordshire OX4 1UH
UK
(51.746044, -1.232496)"
29/03/2017,1261,Success,542348,12/00068/COM,Coach And Horses,Hotel/bed & breakfast/guest house,7842,OX4 1AH,4,fhrs_4_en-GB,20/01/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,10,FHRS,False,"62 St Clement's Street Oxford Oxfordshire OX4 1AH
UK
(51.750837, -1.239484)"
29/03/2017,1261,Success,717013,14/00094/COM,Coba,Restaurant/Cafe/Canteen,1,OX1 3EU,5,fhrs_5_en-GB,02/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,5,FHRS,False,"9 Golden Cross Oxford Oxfordshire OX1 3EU
UK
(51.75256, -1.257332)"
29/03/2017,1261,Success,848729,16/00027/COM,Coco Noir,Restaurant/Cafe/Canteen,1,OX3 9AA,4,fhrs_4_en-GB,09/02/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,10,5,FHRS,False,"77A London Road Headington Oxford OX3 9AA
UK
(51.759859, -1.212918)"
29/03/2017,1261,Success,268756,05920/2004/2/000,Coffee Bar,Restaurant/Cafe/Canteen,1,OX1 3BN,5,fhrs_5_en-GB,27/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,0,FHRS,False,"New College J C R Bar Holywell Street Oxford OX1 3BN
UK
(51.754321, -1.251536)"
29/03/2017,1261,Success,941752,17/00005/COM,Collinwood Road - Lunch Club,Other catering premises,7841,OX3 8HW,4,fhrs_4_en-GB,17/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,10,FHRS,False,"Collinwood Road United Reformed Chu Collinwood Road Oxford OX3 8HW
UK
(51.761576, -1.191647)"
29/03/2017,1261,Success,955352,17/00054/COM,Colombia Coffee Roasters,Restaurant/Cafe/Canteen,1,OX1 3DZ,5,fhrs_5_en-GB,27/03/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,5,FHRS,False,"106 - 107 Covered Market Market Street Oxford OX1 3DZ
UK
(51.752626, -1.256504)"
29/03/2017,1261,Success,268803,06/00242/COM,Combibos Coffee,Restaurant/Cafe/Canteen,1,OX1 2BU,5,fhrs_5_en-GB,16/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"93 Gloucester Green Oxford Oxfordshire OX1 2BU
UK
(51.75412, -1.262246)"
29/03/2017,1261,Success,889451,16/00072/COM,Comie's Caribbean Grill,Restaurant/Cafe/Canteen,1,OX4 6NQ,4,fhrs_4_en-GB,12/05/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,5,0,FHRS,False,"202 Garsington Road Oxford Oxfordshire OX4 6NQ
UK
(51.728593, -1.198968)"
29/03/2017,1261,Success,268987,07560/2000/2/000,Common Room Cafe,School/college/university,7845,OX1 3UB,5,fhrs_5_en-GB,19/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,5,FHRS,False,"Dept Of Pharmacology And Anatomical South Parks Road Oxford OX1 3UB
UK
(51.757961, -1.254142)"
29/03/2017,1261,Success,867881,16/00063/COM,Communi-Tea Cafe,Restaurant/Cafe/Canteen,1,OX4 6JH,5,fhrs_5_en-GB,19/04/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"Holy Family Church 1 Cuddesdon Way Oxford OX4 6JH
UK
(51.721257, -1.200574)"
29/03/2017,1261,Success,268570,03800/2001/0/000,Connect Catering At Sharp Laboratories,Restaurant/Cafe/Canteen,1,OX4 4GB,5,fhrs_5_en-GB,12/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,0,FHRS,False,"Sharp Laboratories Of Europe Limite 1 Edmund Halley Road Oxford OX4 4GB
UK
(51.71524, -1.220395)"
29/03/2017,1261,Success,816793,15/00132/COM,Constructameal Ltd - Mace Ltd,Restaurant/Cafe/Canteen,1,OX3 7DQ,3,fhrs_3_en-GB,06/11/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,10,FHRS,False,"Mace Site Office Old Road Campus Roosevelt Drive OX3 7DQ
UK
(51.751964, -1.214171)"
29/03/2017,1261,Success,268875,07/00027/COM,Convenience Store,Retailers - other,4613,OX4 2BY,1,fhrs_1_en-GB,10/03/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,20,FHRS,True,"366 Cowley Road Oxford Oxfordshire OX4 2BY
UK
(51.742274, -1.226593)"
29/03/2017,1261,Success,268892,07/00155/COM,Cook,Retailers - other,4613,OX2 7HN,5,fhrs_5_en-GB,09/10/2014,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,5,FHRS,False,"237 Banbury Road Oxford Oxfordshire OX2 7HN
UK
(51.777822, -1.265382)"
29/03/2017,1261,Success,269307,10890/0008/2/000,Coombs Catering Partnership,Hospitals/Childcare/Caring Premises,5,OX1 1PX,5,fhrs_5_en-GB,19/11/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"Lucy Faithfull House 8 Speedwell Street Oxford OX1 1PX
UK
(51.748736, -1.259668)"
29/03/2017,1261,Success,268331,00050/0282/0/000,Cornerways Guest House,Hotel/bed & breakfast/guest house,7842,OX1 4TA,4,fhrs_4_en-GB,05/05/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,10,FHRS,False,"Cornerways 282 Abingdon Road Oxford OX1 4TA
UK
(51.736673, -1.251886)"
29/03/2017,1261,Success,269230,10/00012/COM,Cornish Kitchen,Takeaway/sandwich shop,7844,OX1 3JD,5,fhrs_5_en-GB,18/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,5,FHRS,False,"11 The Clarendon Centre Cornmarket Street Oxford OX1 3JD
UK
(51.75229, -1.258669)"
29/03/2017,1261,Success,269017,07880/2001/2/000,Corpus Christi College,School/college/university,7845,OX1 4JF,5,fhrs_5_en-GB,23/03/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,5,FHRS,False,"Merton Street Oxford OX1 4JF
UK
(51.750549, -1.253511)"
29/03/2017,1261,Success,889457,16/00082/COM,Cosmo,Restaurant/Cafe/Canteen,1,OX1 3AE,5,fhrs_5_en-GB,22/07/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"9 Magdalen Street Oxford Oxfordshire OX1 3AE
UK
(51.754704, -1.259455)"
29/03/2017,1261,Success,269545,13452/0001/A/000,Costa,Restaurant/Cafe/Canteen,1,OX4 6XJ,5,fhrs_5_en-GB,28/07/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"Unit 7 Oxford Retail Park Ambassador Avenue OX4 6XJ
UK
(51.72757, -1.200651)"
29/03/2017,1261,Success,268918,07/00414/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,OX4 1HU,5,fhrs_5_en-GB,23/01/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"141-145 Cowley Road Oxford Oxfordshire OX4 1HU
UK
(51.748133, -1.237212)"
29/03/2017,1261,Success,268790,06/00196/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,OX1 3JD,5,fhrs_5_en-GB,27/03/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,5,FHRS,False,"2 - 3 The Clarendon Centre Cornmarket Street Oxford OX1 3JD
UK
(51.75229, -1.258669)"
29/03/2017,1261,Success,268783,06/00140/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,OX2 7HQ,5,fhrs_5_en-GB,04/03/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"205 Banbury Road Oxford Oxfordshire OX2 7HQ
UK
(51.776777, -1.264979)"
29/03/2017,1261,Success,269252,10/00054/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,OX1 1ER,5,fhrs_5_en-GB,09/12/2014,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,0,FHRS,False,"30 Queen Street Oxford Oxfordshire OX1 1ER
UK
(51.751862, -1.259226)"
29/03/2017,1261,Success,268982,07440/2004/2/000,Costa Odeon,Retailers - other,4613,OX1 3AE,3,fhrs_3_en-GB,06/12/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,10,10,FHRS,False,"Cinema Magdalen Street Oxford OX1 3AE
UK
(51.754704, -1.259455)"
29/03/2017,1261,Success,268571,04/00016/COM,Costcutter And Post Office,Retailers - other,4613,OX3 0JR,2,fhrs_2_en-GB,11/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,15,0,10,FHRS,False,"7 - 9 Old Marston Road Oxford Oxfordshire OX3 0JR
UK
(51.766273, -1.235153)"
29/03/2017,1261,Success,548824,13/00028/COM,COTE Brasserie,Restaurant/Cafe/Canteen,1,OX1 2BE,4,fhrs_4_en-GB,16/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,0,FHRS,False,"41 - 47 George Street Oxford Oxfordshire OX1 2BE
UK
(51.753407, -1.261881)"
29/03/2017,1261,Success,268384,00600/0363/0/000,Cotswold House,Hotel/bed & breakfast/guest house,7842,OX2 7PL,5,fhrs_5_en-GB,23/08/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"363 Banbury Road Oxford Oxfordshire OX2 7PL
UK
(51.78318, -1.268237)"
29/03/2017,1261,Success,269454,12610/2001/2/001,Cotswold House,Hospitals/Childcare/Caring Premises,5,OX3 7JX,5,fhrs_5_en-GB,09/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"Warneford Hospital Warneford Lane Oxford OX3 7JX
UK
(51.75085, -1.222332)"
29/03/2017,1261,Success,268355,00600/0066/A/000,Cotswold Lodge Hotel,Restaurant/Cafe/Canteen,1,OX2 6JP,5,fhrs_5_en-GB,27/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"66A Banbury Road Oxford Oxfordshire OX2 6JP
UK
(51.765573, -1.260639)"
29/03/2017,1261,Success,904891,16/00094/COM,Country Grains,Retailers - other,4613,OX2 0BS,4,fhrs_4_en-GB,08/07/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,10,FHRS,False,"69A Botley Road Oxford Oxfordshire OX2 0BS
UK
(51.752177, -1.278125)"
29/03/2017,1261,Success,269497,13230/0065/0/000,Court Candy Shop,Retailers - other,4613,OX2 6HJ,4,fhrs_4_en-GB,02/03/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,10,FHRS,False,"65 Woodstock Road Oxford Oxfordshire OX2 6HJ
UK
(51.762201, -1.263418)"
29/03/2017,1261,Success,269027,08/00024/COM,Cous Cous Cafe,Restaurant/Cafe/Canteen,1,OX4 1AB,5,fhrs_5_en-GB,21/09/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,,,,FHRS,False,"19-20 St Clement's Street Oxford Oxfordshire OX4 1AB
UK
(51.75033, -1.243114)"
29/03/2017,1261,Success,502628,13/00002/COM,Cow And Creek,Pub/bar/nightclub,7843,OX1 1LT,4,fhrs_4_en-GB,24/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,0,FHRS,False,"The Cow And Creek 12 New Road Oxford OX1 1LT
UK
(51.751953, -1.26089)"
29/03/2017,1261,Success,848732,16/00031/COM,Cowley Retreat,Pub/bar/nightclub,7843,OX4 1UE,2,fhrs_2_en-GB,25/07/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,15,10,10,FHRS,False,"172 Cowley Road Oxford Oxfordshire OX4 1UE
UK
(51.74716, -1.235547)"
29/03/2017,1261,Success,268795,06/00222/COM,Cowley Road Post Office,Retailers - other,4613,OX4 1JE,4,fhrs_4_en-GB,19/01/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,10,FHRS,False,"120 Cowley Road Oxford Oxfordshire OX4 1JE
UK
(51.748325, -1.239077)"
29/03/2017,1261,Success,932830,16/00152/COM,Cowley St. John Plc,Other catering premises,7841,OX4 1UR,4,fhrs_4_en-GB,22/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,10,FHRS,False,"Parish Church Of Mary And John Cowley Road Oxford OX4 1UR UK
SS
(51.745139, -1.230396)"
29/03/2017,1261,Success,268417,01090/2007/0/000,Cowley Workers Social Club,Pub/bar/nightclub,7843,OX4 3LZ,4,fhrs_4_en-GB,24/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,10,10,FHRS,False,"Between Towns Road Oxford Oxfordshire OX4 3LZ
UK
(51.733465, -1.213508)"
29/03/2017,1261,Success,269217,09680/0045/3/000,Crabtree And Evelyn,Retailers - other,4613,OX1 1ET,5,fhrs_5_en-GB,09/10/2014,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"45 Queen Street Oxford Oxfordshire OX1 1ET
UK
(51.751902, -1.258443)"
29/03/2017,1261,Success,929925,16/00124/COM,CRAFT Burger,Restaurant/Cafe/Canteen,1,OX3 7BL,4,fhrs_4_en-GB,27/10/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,5,5,FHRS,False,"1 The Parade Windmill Road Oxford OX3 7BL
UK
(51.759871, -1.210514)"
29/03/2017,1261,Success,929919,16/00118/COM,Crepesomania,Mobile caterer,7846,,4,fhrs_4_en-GB,09/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,10,5,FHRS,False,
29/03/2017,1261,Success,269395,11800/0102/2/000,Cricketers Arms,Pub/bar/nightclub,7843,OX4 2EZ,5,fhrs_5_en-GB,30/04/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"Temple Road Oxford Oxfordshire OX4 2EZ
UK
(51.73646, -1.212282)"
29/03/2017,1261,Success,739536,15/00024/COM,Cupcake Delights Oxford,Other catering premises,7841,,5,fhrs_5_en-GB,23/02/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,
29/03/2017,1261,Success,418443,12/00035/COM,Cupcakes By Maria,Other catering premises,7841,,5,fhrs_5_en-GB,18/03/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,
29/03/2017,1261,Success,723651,14/00147/COM,CurryDor,Takeaway/sandwich shop,7844,OX2 0BN,4,fhrs_4_en-GB,08/07/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,5,FHRS,False,"25 Botley Road Oxford Oxfordshire OX2 0BN
UK
(51.752239, -1.276502)"
29/03/2017,1261,Success,269512,13280/2000/2/000,Cutteslowe Community Cafe,Restaurant/Cafe/Canteen,1,OX2 7SX,5,fhrs_5_en-GB,14/02/2014,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,5,FHRS,False,"Cutteslowe Community Centre Wren Road Oxford OX2 7SX
UK
(51.786185, -1.261245)"
29/03/2017,1261,Success,269513,13280/2001/2/000,Cutteslowe Primary School,School/college/university,7845,OX2 7SX,5,fhrs_5_en-GB,20/09/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"Wren Road Oxford Oxfordshire OX2 7SX
UK
(51.786184, -1.261244)"
29/03/2017,1261,Success,949733,17/00022/COM,Cuttlefish,Restaurant/Cafe/Canteen,1,OX4 1AB,3,fhrs_3_en-GB,19/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,10,10,FHRS,False,"36-37 St Clement's Street Oxford Oxfordshire OX4 1AB
UK
(51.750329, -1.243113)"
29/03/2017,1261,Success,268654,04860/0104/2/000,Dak Bo,Takeaway/sandwich shop,7844,OX2 8PQ,3,fhrs_3_en-GB,19/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,10,5,FHRS,False,"104 Godstow Road Oxford Oxfordshire OX2 8PQ
UK
(51.783914, -1.29258)"
29/03/2017,1261,Success,269301,10860/2001/2/000,Darwins,School/college/university,7845,OX1 3PS,5,fhrs_5_en-GB,17/10/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,5,FHRS,False,"Department Of Zoology South Parks Road Oxford OX1 3PS
UK
(51.758775, -1.250623)"
29/03/2017,1261,Success,754676,15/00045/COM,Daudhar News,Retailers - other,4613,OX4 2QT,4,fhrs_4_en-GB,17/04/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,0,10,FHRS,False,"96 - 100 Horspath Road Oxford Oxfordshire OX4 2QT
UK
(51.737821, -1.20076)"
29/03/2017,1261,Success,269528,13432/0093/3/000,David John Butchers,Retailers - other,4613,,4,fhrs_4_en-GB,17/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,5,FHRS,False,
29/03/2017,1261,Success,269543,13445/9000/2/000,David Lloyd Health And Fitness Club,Restaurant/Cafe/Canteen,1,OX4 2JY,5,fhrs_5_en-GB,24/08/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,5,FHRS,False,"David Lloyd Leisure Plot 9000 Alec Issigonis Way Oxford OX4 2JY
UK
(51.730496, -1.205147)"
29/03/2017,1261,Success,569208,13/00041/COM,Daybreak Oxford,Other catering premises,7841,OX4 7FX,5,fhrs_5_en-GB,23/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"The Clock House Long Ground Oxford OX4 7FX
UK
(51.716392, -1.198952)"
29/03/2017,1261,Success,268981,07440/2000/3/002,Debenhams Food Services,Restaurant/Cafe/Canteen,1,OX1 3AA,5,fhrs_5_en-GB,13/02/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"1 Magdalen Street Oxford Oxfordshire OX1 3AA
UK
(51.754337, -1.259577)"
