Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 12/01/2017,OPS0276669,270,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 05/01/2017,OPS0276530,370,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 26/01/2017,OPS0277039,370,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 12/01/2017,OPS0276752,77.93,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 05/01/2017,OPS0276529,150.15,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 26/01/2017,OPS0276946,170.62,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 12/01/2017,OPS0276664,225.23,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 05/01/2017,PCO0276616,281.3,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 26/01/2017,PCO0276972,426.8,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,41.48,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 19/01/2017,DAL0276912,142.06,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 19/01/2017,DAL0276912,194.78,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,346.73,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,17.83,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 19/01/2017,DAL0276912,103.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,23.84,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,9.3,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,2.57,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,43.78,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 12/01/2017,DAL0276692,108,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,238.15,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 12/01/2017,DAL0276692,108,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,36.82,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,42.39,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,6.55,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,222.04,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/01/2017,DAL0276949,94.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 19/01/2017,DAL0276827,299.92,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 26/01/2017,OPS0277035,2100,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 05/01/2017,PCO0276614,30.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,SPALDINGS (UK) LTD,A0002537, 05/01/2017,PCO0276614,75,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,G4S CASH SOLUTIONS (UK) LIMITED,A0002616, 19/01/2017,AAS0276874,184.27,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 19/01/2017,HED0276810,25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 19/01/2017,HED0276810,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 19/01/2017,HED0276811,25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 19/01/2017,HED0276811,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,T & F STEEL DESIGNS LTD,A0002627, 05/01/2017,HED0276523,190,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,T & F STEEL DESIGNS LTD,A0002627, 05/01/2017,HED0276523,330,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Miscellaneous : Other,4707,T & F STEEL DESIGNS LTD,A0002627, 05/01/2017,HED0276522,15,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Miscellaneous : Other,4707,T & F STEEL DESIGNS LTD,A0002627, 05/01/2017,HED0276522,40,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,T & F STEEL DESIGNS LTD,A0002627, 05/01/2017,HED0276523,190,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,T & F STEEL DESIGNS LTD,A0002627, 05/01/2017,HED0276523,330,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,LEXIS NEXIS,A0002634, 05/01/2017,HED0276562,397,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Reference Books Acts,4304,IHS (GLOBAL) LIMITED,A0002657, 12/01/2017,PBC0276709,2387.87,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,JOHNSONS TEXICARE LTD,A0002665, 05/01/2017,ENV0276567,78.8,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 05/01/2017,PCO0276540,22.44,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 05/01/2017,PCO0276611,30.24,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 05/01/2017,PCO0276611,42,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 05/01/2017,PCO0276611,99.8,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 26/01/2017,PCO0276970,4.05,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 26/01/2017,PCO0276970,5.7,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 26/01/2017,PCO0276970,46.4,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 26/01/2017,PCO0276970,106.2,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276676,22.8,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276656,37.26,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276668,37.26,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276673,37.26,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276659,37.93,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276666,51.38,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276671,57.26,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276658,61.51,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276660,61.51,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276675,61.51,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/01/2017,REG0276662,84.42,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,TRISTAR PRINTERS LTD,A0002731, 05/01/2017,DAL0276560,146.02,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,TRISTAR PRINTERS LTD,A0002731, 05/01/2017,DAL0276560,146.03,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,TRISTAR PRINTERS LTD,A0002731, 05/01/2017,DAL0276560,64.9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,TRISTAR PRINTERS LTD,A0002731, 05/01/2017,DAL0276560,292.05,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 12/01/2017,OPS0276663,66.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 12/01/2017,OPS0276751,126.82,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 26/01/2017,OPS0276944,276.97,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 12/01/2017,OPS0276663,66.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 26/01/2017,OPS0276944,266.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,DHRB LIMITED T/A DRIVER HIRE (45680),A0003556, 12/01/2017,OPS0276751,427.2,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,ST PAULS C E  PRIMARY SCHOOL,A0005899, 19/01/2017,HED0276908,250,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,FAST GLASS GLAZING LIMITED,A0005903, 12/01/2017,EST0276777,130,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,1261,PHILIP SANDERSON,A0006611, 12/01/2017,DAL0276694,9.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,1261,PHILIP SANDERSON,A0006611, 12/01/2017,DAL0276694,7.03,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,4611,PHILIP SANDERSON,A0006611, 12/01/2017,DAL0276694,18.7,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Staff Refreshments,1261,VENDA VALET (MACHINES) LTD,A0009649, 19/01/2017,EST0276854,216.67,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 12/01/2017,COR0276606,16500,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LHT ENTERPRISES LIMITED,A0010288, 26/01/2017,PCO0276973,62.45,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,PENDLE LEISURE LTD,A0012961, 12/01/2017,PER0276785,50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,PENDLE LEISURE LTD,A0012961, 12/01/2017,DAL0276696,60,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,PENDLE LEISURE LTD,A0012961, 11/01/2017,AAS0276802,1100000,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BROWNS ENGINEERING SERVICES,A0012980, 19/01/2017,PCO0276902,114,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BROWNS ENGINEERING SERVICES,A0012980, 19/01/2017,PCO0276901,120,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BROWNS ENGINEERING SERVICES,A0012980, 19/01/2017,PCO0276902,210,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LANDSCAPE ENGINEERING LTD,A0013135, 12/01/2017,EST0276781,1200,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Long Service Awards,1235,REDACTED - PERSONAL DATA,A0015225, 26/01/2017,PER0277000,214,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 12/01/2017,OPS0276729,800.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 05/01/2017,OPS0276595,1234.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 26/01/2017,OPS0276981,1537.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 19/01/2017,OPS0276864,1556.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 05/01/2017,OPS0276605,40.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 26/01/2017,OPS0277037,73.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 19/01/2017,OPS0276819,75.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 19/01/2017,OPS0276818,117.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 05/01/2017,OPS0276605,40.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 26/01/2017,OPS0277037,73.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 19/01/2017,OPS0276819,75.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 19/01/2017,OPS0276818,117.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,MAYORESS CHARITY COMMITTEE,A0015905, 26/01/2017,HED0276985,439,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Pooled Transport,3401,DVLA SWANSEA,A0016348, 12/01/2017,PCO0276619,19,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 26/01/2017,PCO0276966,32.62,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 19/01/2017,PCO0276892,102.29,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,5005,SAANRO INTERNATIONAL LTD,A0021480, 19/01/2017,OPS0276866,540,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,ASPEN VALLEY KENNELS & CATTERY,A0022106, 19/01/2017,OPS0276826,670,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 12/01/2017,AAS0276725,2.46,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 05/01/2017,EST0276577,53.65,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 05/01/2017,EST0276573,0.18,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 05/01/2017,EST0276571,0.19,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 26/01/2017,EST0276990,0.19,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Storage & Homelessness prevention,6104,HENDON MILL CO LTD,A0024924, 26/01/2017,HMR0276954,145.83,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ALD AUTOMOTIVES,A0025555, 24/01/2017,AAS0277168,244.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,2702,BARNFIELD INVESTMENT PROPERTIES LTD,A0026595, 05/01/2017,AAS0276593,709.75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LITE,A0040032, 19/01/2017,HED0276816,379,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LITE,A0040032, 19/01/2017,HED0276907,196,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 05/01/2017,EST0276580,96.9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 12/01/2017,DAL0276693,55.81,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 19/01/2017,DAL0276828,2115.24,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 26/01/2017,DAL0276948,81.83,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 12/01/2017,DAL0276693,148.16,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 19/01/2017,DAL0276828,1841.59,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ANDIDRAIN LIMITED,A0041404, 05/01/2017,HED0276555,1156.1,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ANDIDRAIN LIMITED,A0041404, 05/01/2017,HED0276556,2250,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,CARRADICE OF NELSON LIMITED,A0041549, 05/01/2017,REG0276534,650,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,COUNTRYWIDE COURIERS,A0042116, 05/01/2017,PCO0276625,27,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PROTEC FIRE DETECTION PLC,A0042311, 26/01/2017,EST0276993,17.66,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,ASSOCIATION OF TOWN CENTRE MANAGEMENT,A0042926, 26/01/2017,REG0277013,625,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BT REDCARE,A0043418, 19/01/2017,COR0276914,6309.07,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,OFFICE OF COMMUNICATIONS,A0043419, 05/01/2017,COR0276548,100,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,OFFICE OF COMMUNICATIONS,A0043419, 19/01/2017,COR0276794,100,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,M J RUSHTON,A0043864, 26/01/2017,PCO0276968,75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 05/01/2017,OPS0276608,40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 05/01/2017,OPS0276608,60,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 19/01/2017,OPS0276833,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 19/01/2017,OPS0276833,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 26/01/2017,OPS0277038,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 26/01/2017,OPS0277038,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 19/01/2017,OPS0276832,160,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 19/01/2017,OPS0276832,200,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON UK PLC,A0044040, 12/01/2017,AAS0276750,63.15,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON UK PLC,A0044040, 12/01/2017,EST0276762,292.95,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Training,1211,UNIVERSITY OF BRADFORD,A0045094, 12/01/2017,PER0276788,2700,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276740,327.08,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276746,647.21,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 12/01/2017,OPS0276733,2588.82,N,N/A,N,N/A
