Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AON45332AP,,FM - building maintenance,,GENERIC,,,FM - building maintenance,FM - building maintenance,,,,,10/02/2015,31/01/2017,,31/01/2019,41787,Estimated,,DUTTON COMMUNICATION LTD,,,82404,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46691,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",Public health - sexual health,,,,,01/04/2015,,,,805,Estimated,,DYE'S PHARMACY LIMITED,gb/03129203,,90188,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BON40410F,,Multi Provider Framework for the Provision of Learning & Organisational Activities,,RESOURCES,,,Multi Provider Framework for the Provision of Learning & Organisational Activities,HR - training,,,,,01/01/2013,31/12/2016,,31/12/2016,500000,Estimated,,DYNAMIC BUSINESS SERVICES LTD,,,1082762,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN43579,,Fostering recruitment sessional work,,CHILDREN,,,Fostering recruitment sessional work,Children's services - fostering,,,,,01/04/2014,31/03/2016,,31/03/2016,20000,Estimated,,E BURTON SERVICES LIMITED,,,1169768,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN40143H,,Graduate Teacher Training Programme Services and Mentoring,,CHILDREN,,,Graduate Teacher Training Programme Services and Mentoring,HR - trainers & tutors,,,,,01/06/2012,,,,225000,Estimated,,E CASEY,,,885798,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,APN47697,,Legal Counsel,,RESOURCES,,,Legal Counsel,Legal - counsel,,,,,01/08/2013,30/09/2018,,30/09/2018,99500,Estimated,,E CATTERMULL,,,114094,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42204,,Education Out of County School Fees,,CHILDREN,,,Education Out of County School Fees,Children's services - residential homes & schools,,,,,,,,,,,,E FUTTER,,,127149,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN44825,,Spot purchase of children's therapy services,,CHILDREN,,,Spot purchase of children's therapy services,"Children's services - assessment/witness, contact, therapy",,,,,01/11/2014,,,,70707,Estimated,,E HADCROFT (DR),,,853767,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,GXN42601E,,Museums Display Materials,,COMMUNITY SERVICES,,,Museums Display Materials,Museums - exhibits,,,,,25/02/2014,30/06/2021,,,50000,Estimated,,E M SIMMONDS,,,495469,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AON45332AQ,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM - building maintenance,,,,,10/02/2015,31/01/2017,,31/01/2019,,,,E. RAND & SONS LIMITED,gb/01507907,,82461,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BLN42314B,,Interagency fee for adoption placement,,CHILDREN,,,Interagency fee for adoption placement,Children's services - adoption,,,,,01/04/2013,01/04/2019,,01/04/2019,78336,Estimated,,E ROWE,,,1058772,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AUN44909C,,Museums - Professional & Specialist Demonstrations,,COMMUNITY SERVICES,,,Museums - Professional & Specialist Demonstrations,Museums - demonstrators & educational services,,,,,25/02/2014,30/06/2021,,,50000,Estimated,,E THOMAS,,,988768,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41358R,,External Training,,GENERIC,,,External Training,HR - training,,,,,22/05/2013,30/06/2020,,30/06/2020,65000,Estimated,,E-VOICE SPEECH RECOGNITION LTD,5967717,NULL,160115,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BON43108,,CF0380 Children with Disabilities Short Break Services: Overnight Palliative Care,,CHILDREN,,,CF0380 Children with Disabilities Short Break Services: Overnight Palliative Care,Children's services - positive activities,,,,,01/04/2007,31/03/2016,,31/03/2017,300000,Estimated,,EACH QUIDENHAM,,,161327,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN35008Y,,Driver tuition,,ETD,,,Driver tuition,Highways - road safety,,,,,01/05/2008,,,,25000,Estimated,,EADT L KNOWLES,,,151141,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BON41230,,"H010 - Specialist Information, Advice and Advocacy for People with HIV",,COMMUNITY SERVICES,,,"H010 - Specialist Information, Advice and Advocacy for People with HIV","Information, advice and advocacy services",,,,,01/04/2013,31/03/2016,,31/03/2016,220766,Estimated,,EASTERN AIDS SUPPORT TRIANGLE,,,82494,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AON45332AR,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM - building maintenance,,,,,10/02/2015,31/01/2017,,31/01/2019,,,,ECO CLASSROOMS,,,1529829,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AXN44543,,Loan Repayment,,RESOURCES,,,Loan Repayment,Finance - loan repayments,,,,,04/11/2014,30/03/2018,,30/03/2018,1336670,Estimated,,EEPK S.A,,,1366777,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AAN43483,,FM - cleaning services,,RESOURCES,,,FM - cleaning services,FM - cleaning services,,,,,07/05/2014,31/03/2018,,31/03/2018,50000,Estimated,,EKS LIVING CLEAN LIMITED,,,1076780,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN41811A,,Cleaning services,,RESOURCES,,,Cleaning services,Coroner's and funeral services,,,,,03/10/2013,08/07/2018,,08/07/2018,50000,Estimated,,EKS LIVING CLEAN LIMITED,,,1076780,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41945G,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,,GENERIC,,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,Subscriptions to professional bodies,,,,,01/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,ENGAGE,,,72281,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,GDN36033,,Gas - mains - supplied - terms of ESPO contract 191/a apply.,,GENERIC,,,Gas - mains - supplied - terms of ESPO contract 191/a apply.,Utilities,,,,,01/04/2012,31/03/2016,,31/03/2016,7000000,Estimated,,EASTERN SHIRES PURCHASING ORGANISATION,,,68527,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BON40201C,,Multi provider Framework Agreement for the Provision of Training for the Early years and Childcare Workforce,,RESOURCES,,,Multi provider Framework Agreement for the Provision of Training for the Early years and Childcare Workforce,HR - training,,,,,05/07/2012,04/07/2016,,04/07/2016,500000,Estimated,,EARLY YEARS EQUALITY,,,90202,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AUN41219AE,,Shop Stock for Resale,,COMMUNITY SERVICES,,,Shop Stock for Resale,Retail - goods for resale,,,,,01/04/2013,30/09/2016,,,50000,Estimated,,EARTH SCIENCE INTERNATIONAL (E S I),,,68546,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41345H,,External training,,GENERIC,,,External training,HR - training,,,,,30/09/2011,30/06/2020,,30/06/2020,50000,Estimated,,EAS TEC,,,246569,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10237,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,EAST ANGLIA CARE HOMES LIMITED,2218655,NULL,68550,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AFN36110A,,Vehicle accident repairs,,RESOURCES,,,Vehicle accident repairs,Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,,,,EAST BILNEY COACHWORKS (EAST BILNEY),,,82519,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AFN36110B,,Vehicle accident repairs,,RESOURCES,,,Vehicle accident repairs,Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,,,,EAST BILNEY COACHWORKS (NORWICH NORTH),,,196376,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AFN36110C,,Vehicle accident repairs,,RESOURCES,,,Vehicle accident repairs,Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,,,,EAST BILNEY COACHWORKS (NORWICH-SOUTH),,,195139,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BON40274,,Management and Co-ordination of Needle Exchange and Supervised Consumption Services,,PUBLIC HEALTH,,,Management and Co-ordination of Needle Exchange and Supervised Consumption Services,Drug and alcohol recovery services,,,,,01/10/2012,30/09/2019,,30/09/2019,1500000,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41358A,,External Training,,GENERIC,,,External Training,HR - training,,,,,20/06/2013,30/06/2020,,30/06/2020,50000,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,ALN44925,,Rent payments for office accommodation at Shrublands,,COMMUNITY SERVICES,,,Rent payments for office accommodation at Shrublands,FM - rent & rates,,,,,13/01/2015,30/09/2019,,30/09/2019,5000,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AYN43574,,Rent payments for office and desks at Northgate Hospital,,COMMUNITY SERVICES,,,Rent payments for office and desks at Northgate Hospital,FM - rent & rates,,,,,13/01/2015,30/09/2019,,30/09/2019,45000,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46692,,The Identification and Invitation of the Eligible Population,,PUBLIC HEALTH,,,The Identification and Invitation of the Eligible Population,Public health - health checks,,,,,01/04/2015,,,,,,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46693,,Delivery of the NHS Health Check,,PUBLIC HEALTH,,,Delivery of the NHS Health Check,Public health - health checks,,,,,01/04/2015,,,,6172,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46694,,Community Records Update,,PUBLIC HEALTH,,,Community Records Update,Public health - health checks,,,,,01/04/2015,,,,,,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN43049,,Healthy Weight Service,,PUBLIC HEALTH,,,Healthy Weight Service,Public health - children and young people,,,,,01/04/2014,31/03/2016,,31/03/2016,168295,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN43050,,Physical Activity Service,,PUBLIC HEALTH,,,Physical Activity Service,Public health - children and young people,,,,,01/04/2014,31/03/2016,,31/03/2016,163506,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN43051,,Healthy Exercise and Nutrition in the Really Young (HENRY),,PUBLIC HEALTH,,,Healthy Exercise and Nutrition in the Really Young (HENRY),Public health - children and young people,,,,,01/04/2014,31/03/2016,,31/03/2016,65288,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN43061,,GY - Health Promotion Service,,PUBLIC HEALTH,,,GY - Health Promotion Service,Public health - adult services,,,,,01/04/2014,31/03/2016,,31/03/2016,182854,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN43062,,GY - Physical Activity for Adults,,PUBLIC HEALTH,,,GY - Physical Activity for Adults,Public health - adult services,,,,,01/04/2014,31/03/2016,,31/03/2016,241574,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BPN47212,,Public Health - Smoking Cessation - Smoking Cessation Service (Great Yarmouth),,PUBLIC HEALTH,,,Public Health - Smoking Cessation - Smoking Cessation Service (Great Yarmouth),Public health - smoking cessation,,,,,01/04/2015,31/03/2016,,30/09/2016,406086,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46695,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",Public health - sexual health,,,,,01/04/2015,,,,996,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46696,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,,PUBLIC HEALTH,,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,Public health - sexual health,,,,,01/04/2015,,,,,,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46697,,Stop Smoking Service Provision,,PUBLIC HEALTH,,,Stop Smoking Service Provision,Public health - smoking cessation,,,,,01/04/2015,,,,,,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46698,,Substance Misuse Shared Support,,PUBLIC HEALTH,,,Substance Misuse Shared Support,Drug and alcohol recovery services,,,,,01/04/2015,,,,,,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BUN40025,,CF427 Speech & Language Therapy,,CHILDREN,,,CF427 Speech & Language Therapy,"Children's services - assessment/witness, contact, therapy",,,,,01/04/2011,31/03/2016,,31/03/2016,735787,Estimated,,EAST COAST COMMUNITY HEALTHCARE (CIC),7573080,NULL,708718,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41358B,,External training,,GENERIC,,,External training,HR - training,,,,,20/06/2013,30/06/2020,,30/06/2020,50000,Estimated,,EAST COAST DRIVER TRAINING,,,1011787,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN47294F,,Public Health - Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation: Select List 2015,,PUBLIC HEALTH,,,Public Health - Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation: Select List 2015,Drug and alcohol recovery services,,,,,01/04/2015,31/03/2017,,31/03/2018,,,,EAST COAST RECOVERY LIMITED,gb/06475114,,328021,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN10167,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,Adult care - nursing & residential,,,,,01/04/2012,,,,,,,EAST COAST RECOVERY LIMITED,gb/06475114,,328021,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN44912A,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,Children's services - playgroups & nurseries,,,,,,,,,7182,Estimated,,EAST DEREHAM DAY NURSERY,,,68569,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46699,,Public Health-Primary Care Contracts-Lot 1b,,PUBLIC HEALTH,,,Public Health-Primary Care Contracts-Lot 1b,Public health - health checks,,,,,01/04/2015,,,,3472,Estimated,,EAST HARLING CHEMIST LTD (FAT07),,,1285759,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46702,,Supply of Nicotine Replacement Therapy (NRT),,PUBLIC HEALTH,,,Supply of Nicotine Replacement Therapy (NRT),Public health - smoking cessation,,,,,01/04/2015,,,,,,,EAST HARLING CHEMIST LTD (FAT07),,,1285759,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46701,,Stop Smoking Service Provision,,PUBLIC HEALTH,,,Stop Smoking Service Provision,Public health - smoking cessation,,,,,01/04/2015,,,,1895,Estimated,,EAST HARLING CHEMIST LTD (FAT07),,,1285759,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46700,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",Public health - sexual health,,,,,01/04/2015,,,,554,Estimated,,EAST HARLING CHEMIST LTD (FAT07),,,1285759,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46703,,Community Records Update,,PUBLIC HEALTH,,,Community Records Update,Public health - health checks,,,,,01/04/2015,,,,,,,EAST NORWICH MEDICAL PARTNERSHIP,,,249618,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46706,,Stop Smoking Service Provision,,PUBLIC HEALTH,,,Stop Smoking Service Provision,Public health - smoking cessation,,,,,01/04/2015,,,,,,,EAST NORWICH MEDICAL PARTNERSHIP,,,249618,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46705,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,,PUBLIC HEALTH,,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,Public health - sexual health,,,,,01/04/2015,,,,,,,EAST NORWICH MEDICAL PARTNERSHIP,,,249618,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN46704,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",Public health - sexual health,,,,,01/04/2015,,,,,,,EAST NORWICH MEDICAL PARTNERSHIP,,,249618,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,ADN44766,,Broadband provision,,CHILDREN,,,Broadband provision,"ICT - networks, telephony & radiocomms",,,,,01/04/2011,31/03/2017,,31/03/2017,1500000,Estimated,,EAST OF ENGLAND BROADBAND NETWORK,,,90209,,,,Procurement Sourcing Team,ICT SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BAN42326,,EAST POINT ACADEMY (out of county SEN) CF613,,CHILDREN,,,EAST POINT ACADEMY (out of county SEN) CF613,Children's services - residential homes & schools,,,,,,,,,74000,Estimated,,EAST POINT ACADEMY,,,822796,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN4285,,East Sussex County Council (out of county SEN) CF578,,CHILDREN,,,East Sussex County Council (out of county SEN) CF578,Children's services - residential homes & schools,,,,,,,,,,,,EAST SUSSEX COUNTY COUNCIL,,,82536,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AON44944,,Removal of bodies,,RESOURCES,,,Removal of bodies,Coroner's and funeral services,,,,,01/01/2015,01/01/2016,,01/03/2019,24300,Estimated,,EAST OF ENGLAND CO-OPERATIVE SOCIETY LTD,,,116404,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41358C,,External Training,,GENERIC,,,External Training,HR - training,,,,,20/06/2013,30/06/2020,,30/06/2020,50000,Estimated,,EAST OF ENGLAND LGA,,,324995,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN44732,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,,GENERIC,,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,Subscriptions,,,,,01/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,EAST OF ENGLAND LGA,,,324995,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AUN45307,,Interim property transformation support,,RESOURCES,,,Interim property transformation support,FM - property professional services,,,,,01/11/2014,01/02/2016,,01/02/2016,275000,Estimated,,EAST OF ENGLAND LGA,,,324995,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41358D,,External training,,GENERIC,,,External training,HR - training,,,,,22/05/2013,30/06/2020,,30/06/2020,50000,Estimated,,EASTERN FRAUD FORUM,,,132470,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,ADN42955,,Annual levy,,RESOURCES,,,Annual levy,Consultants & advisers,,,,,01/03/2014,01/04/2018,,01/04/2018,2000000,Estimated,,EASTERN INSHORE FISHERIES & CONSERVATION AUTHORITY,,,556478,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41358E,,External training,,GENERIC,,,External training,HR - training,,,,,22/05/2013,30/06/2020,,30/06/2020,50000,Estimated,,EASTERN LEADERSHIP CENTRE,,,93971,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BXN41945CI,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,,GENERIC,,,SUBSCRIPTIONS TO PROFESSIONAL BODIES.,Subscriptions,,,,,01/10/2013,31/08/2020,,31/08/2020,50000,Estimated,,EASTERN LEADERSHIP CENTRE,,,93971,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,AYN42595,,Rent payments for Active Norfolk offices at Easton College,,GENERIC,,,Rent payments for Active Norfolk offices at Easton College,FM - rent & rates,,,,,25/02/2014,31/03/2018,,31/03/2018,50000,Estimated,,EASTON & OTLEY COLLEGE,,,998759,,,,Procurement Sourcing Team,"COMMODITIES, GOODS & SERVICES",
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,08/12/2015,BNX41358F,,External Training,,GENERIC,,,External Training,HR - training,,,,,22/05/2013,30/06/2020,,30/06/2020,50000,Estimated,,EASTON & OTLEY COLLEGE,,,998759,,,,Procurement Sourcing Team,PROFESSIONAL SERVICES,
