Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,PLACE-REF,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,PERSON-REF,SURNAME,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV
0,2129.6,O,0,,1640044189,-1,0,2129.6,,0,,0,0,CW,4400,10476050,ALL GLASS & GLAZING (NW) LTD,,,,,,,01/04/2015,24 CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,,SK6 3NE,WAREHOUSE AND PREMISES
0,1139.19,O,0,,80001029,-1,0,930.32,,0,,0,0,CG1,7100,10487314,ALLDIS MOT CENTRE LIMITED,,,,,,,01/12/2016,1 ALLDIS STREET,GREAT MOOR,STOCKPORT,,,SK2 7PA,VEHICLE REPAIR WORKSHOP AND PREMISES
0,8833,O,0,,8105200899,0,237.25,0,,0,,0,0,CW,18250,10484192,ALLEN & APPLEYARD (FURNITURE) LIMITED,,,,,,,01/08/2013,UNIT 31,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,WAREHOUSE AND PREMISES
0,23353,O,0,,8359123009,0,627.25,0,,0,,0,0,CO,48250,9039140,ALLENS ACCOUNTANTS LTD,,,,,,,01/07/1998,113-123 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK1 3TH,OFFICES AND PREMISES
0,170610,O,0,,715007089,0,4582.5,0,,0,,0,0,IFO,352500,9049170,ALLIED PUBLICITY SERVICE (MANCHESTER) LT,CHETHAM HOUSE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0ZP,04/01/1997,CHETHAM HOUSE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0ZP,"FACTORY, OFFICE AND PREMISES"
0,188760,O,0,,715008069,0,5070,0,,0,,0,0,CWO,390000,9049170,ALLIED PUBLICITY SERVICE (MANCHESTER) LT,CHETHAM HOUSE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0ZP,01/03/2010,UNITS C & D,ORION BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,"WAREHOUSE,OFFICES AND PREMISES"
0,18150,O,0,,3989010009,0,487.5,0,,0,,0,0,CWO,37500,9120230,ALLIED ROOFING (NW) LTD,,,,,,,26/11/2002,HIGHER BURY STREET,HEATON NORRIS,STOCKPORT,,,SK4 1BJ,"WAREHOUSE, OFFICE  AND PREMISES"
0,4307.6,O,0,,1640044109,-1,0,2225.63,,0,,0,0,IF3,8900,9307250,ALLINGHAM STUART FRAMERS LTD,,,,,,,01/08/2009,16 CHADKIRK BUSINESS PARK,CHADKIRK COTTAGES,OFF VALE RD,ROMILEY,STOCKPORT,SK6 3NE,WORKSHOP AND PREMISES
0,13431,O,0,,3969007009,0,360.75,0,,0,,0,0,CW,27750,10398440,ALLOYWHEELS MANCHESTER LIMITED,,,,,,,01/04/2012,UNIT 7,BAMFORD BUSINESS PARK,HIBBERT STREET,SOUTH REDDISH,STOCKPORT,SK4 1PL,WAREHOUSE AND PREMISES
0,5060.12,O,0,,3969003009,0,135.91,0,,0,,0,0,CWO,18000,10486983,ALL-TAG EUROPE LTD,,,,,,,01/09/2016,UNIT 3,BAMFORD BUSINESS PARK,HIBBERT STREET,SOUTH REDDISH,STOCKPORT,SK4 1PL,"WAREHOUSE, OFFICE AND PREMISES"
0,20086,O,0,,3823003009,0,539.5,0,,0,,0,0,CW,41500,10431388,ALLWOOD FIRE PLACES LTD,,,,,,,12/08/2013,UNIT 3,S.PARK BUSINESS PARK,HAMILTON ROAD,STOCKPORT,,SK1 2AE,WAREHOUSE AND PREMISES
0,60500,O,0,,1009149009,0,1625,0,,0,,0,0,CH,125000,9190920,ALMA LODGE HOTEL LTD,,,,,,,23/11/2000,ALMA LODGE HOTEL,BUXTON ROAD,STOCKPORT,,,SK2 6EQ,HOTEL AND PREMISES
0,2710.4,O,0,,6550020059,0,72.8,0,MAN,2226.56,,0,0,CO,5600,10421694,AL-MASOOM INTERNATIONAL FOUNDATION TRUST,71 ALEXANDRA ROAD SOUTH,WHALLEY RANGE,MANCHESTER,,,M16 8GJ,01/04/2013,PT 1ST & PT 2ND FLRS,20A PRINCES STREET,STOCKPORT,,,SK1 1SE,OFFICES AND PREMISES
0,8107,V,0,,3380200009,0,217.75,0,,0,,0,0,CW,16750,10482327,AL-MURAD DIY LTD,HOWLEY PARK ROAD EAST,MORLEY,LEEDS,,,LS27 0BN,01/04/2016,GEORGES ROAD,HEATON NORRIS,STOCKPORT,,,SK4 1DP,WAREHOUSE AND PREMISES
0,2461.77,O,0,,4111056009,0,0,0,,0,,0,0,IF3,11750,10400905,ALPHA LEISURE AMUSEMENTS LTD,UNIT 2,HURSTFIELD INDUSTRIAL ESTATE,HURST STREET,REDDISH,STOCKPORT,SK5 7BA,03/09/2016,UNIT 2,HURSTFIELD INDUSTRIAL ESTATE,HURST STREET,REDDISH,STOCKPORT,SK5 7BA,WORKSHOP AND PREMISES
0,1113.2,O,0,,4961099269,-1,0,1113.2,,0,,0,0,CW,2300,10479292,ALPHATECC ENGINEERING S.L.,C/O 36 NEWTON ROAD,URMSTON,MANCHESTER,,,M41 5AE,01/01/2016,UNIT 9,HAMPSTEAD MILL,LAKE STREET,GREAT MOOR,STOCKPORT,SK2 7NU,WAREHOUSE AND PREMISES
0,0,V,0,MINRV,30357169,0,0,0,,0,,0,0,CG2,0,10378228,ALPINE PRODUCTS LTD,,,,,,,01/03/2011,UNIT 17B,ADSWOOD ROAD INDUSTRIAL  ESTATE,ADSWOOD ROAD,ADSWOOD,STOCKPORT,SK3 8LF,SEVERELY DAMAGED BY FIRE
0,22627,V,23234.75,LB,873038029,0,607.75,0,,0,,0,0,CO,46750,9116460,ALROSS ESTATES LTD,1 THE CAUSEWAY,ALTRINCHAM,,,,WA14 1DE,25/02/2015,15-17 BRIDGE STREET,STOCKPORT,,,,SK1 1XR,OFFICES AND PREMISES
0,5687,O,0,,13017419,0,0,0,,0,,0,0,CO,11750,9302614,ALTAIR ENGINEERING LTD,IMPERIAL HOUSE,HOLLY WALK,ROYAL LEAMINGTON SPA,WARWICKSHIRE,,CV32 4JG,12/11/2012,SUITE A 1ST FLOOR,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,OFFICES AND PREMISES
0,242,O,0,,13017499,0,0,0,,0,,0,0,CP1,500,9302614,ALTAIR ENGINEERING LTD,IMPERIAL HOUSE,HOLLY WALK,ROYAL LEAMINGTON SPA,WARWICKSHIRE,,CV32 4JG,12/11/2012,CAR SPACES 49-50,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,CAR PARKING SPACES
0,484,O,0,,13017489,0,0,0,,0,,0,0,CP1,1000,9302614,ALTAIR ENGINEERING LTD,IMPERIAL HOUSE,HOLLY WALK,ROYAL LEAMINGTON SPA,WARWICKSHIRE,,CV32 4JG,12/11/2012,CAR SPACES 1-4,VICTORIA HOUSE,ACK LANE EAST,BRAMHALL,STOCKPORT,SK7 2BE,CAR PARKING SPACES
0,1790.8,O,0,,8105201039,-1,0,1790.8,,0,,0,0,IF3,3700,9301866,ALTAIR SYSTEMS LTD,C/O REG OFFICE,4 CROSSMOOR CRESCENT,ROMILEY,STOCKPORT,,SK6 4AG,15/11/2005,UNIT G,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,WORKSHOP AND PREMISES
0,2468.4,O,0,,2510001019,-1,0,2468.4,,0,,0,0,CX,5100,9307840,ALTCOM 410 LTD T/A THE LODGE KENNELS & C,,,,,,,15/09/2006,THE LODGE,1 DOOLEY LANE,MARPLE,STOCKPORT,,SK6 7EJ,"KENNELS, CATTERY AND PREMISES"
0,4356,O,0,,7973144009,-1,0,2178,,0,,0,0,CS,9000,10427420,ALTERATIONS PLUS LIMITED,,,,,,,04/07/2013,144 TURVES ROAD,CHEADLE HULME,CHEADLE,,,SK8 6AW,SHOP AND PREMISES
0,11374,O,0,,5593028009,0,305.5,0,,0,,0,0,CS,23500,10410876,ALTERBRIDGE LTD,127 GEORGE STREET,ALTRINCHAM,,,,WA14 1RN,01/10/2012,28 MERSEY SQUARE,STOCKPORT,,,,SK1 1RA,SHOP AND PREMISES
0,2516.8,O,0,,8105001279,-1,0,2516.8,,0,,0,0,IF3,5200,10413137,ALTERTHERM FACILITIES LTD,CHAPEL HOUSE,BRICKBRIDGE ROAD,MARPLE,STOCKPORT,,SK6 7BQ,01/04/2014,UNIT L,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,WORKSHOP AND PREMISES
0,2420,O,0,,195001019,0,0,0,,0,,0,0,MH,5000,9042480,ALVANLEY CLINIC,1 AUBURN AVE,BREDBURY,STOCKPORT,,,SK6 2AL,30/06/2009,ALVENLEY CLINIC,1 AUBURN AVENUE,BREDBURY,STOCKPORT,,SK6 2AL,SURGERY AND PREMISES
0,4840,O,0,,1009085179,0,130,0,MAN,3976,,0,0,CO,10000,9190140,ALZHEIMERS SOCIETY,PT GND FLOOR LEFT,LANSDOWNE HOUSE,85 BUXTON ROAD,STOCKPORT,,SK2 6LR,01/12/2015,PT GRD FLR LEFT,LANSDOWNE HOUSE,85 BUXTON ROAD,STOCKPORT,,SK2 6LR,OFFICES AND PREMISES
0,363,O,0,,1095008039,0,0,0,,0,,0,0,CX,750,10483597,AMAZON UK SERVICES LTD,RATES MANAGEMENT,LAMBERT SMITH HAMPTON,INTERCHANGE PLACE,EDMUND STREET,BIRMINGHAM,B3 2TA,11/01/2016,ADJ 8,THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,SITE OF ELECTRONIC STORAGE BOX AND PREMISES
0,1694,O,0,,9916003039,0,0,0,,0,,0,0,CP1,3500,10405661,AMBER FINANCIAL SERVICES LTD,UNIT 3 PART GOUND FLOOR,BOLLIN HOUSE,OAKFIELD ROAD,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3GX,22/04/2012,CAR SPACES,UNIT 3 BOLLIN HOUSE,OAKFIELD ROAD,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3GX,CAR PARKING SPACE
0,15609,O,0,,9916003029,0,419.25,0,,0,,0,0,CO,32250,10405661,AMBER FINANCIAL SERVICES LTD,UNIT 3 PART GOUND FLOOR,BOLLIN HOUSE,OAKFIELD ROAD,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3GX,22/04/2012,UNIT 3 PART GROUND FLOOR,BOLLIN HOUSE,OAKFIELD ROAD,CHEADLE ROYAL BUSINESS PARK,CHEADLE,SK8 3GX,OFFICES AND PREMISES
0,798.6,O,0,,5188002079,0,0,0,,0,,0,0,IF3,1650,10378080,AMBER FIRE PROTECTION SERVICES LTD,16 CROSSFIELD GROVE,WOODSMOOR,STOCKPORT,,,SK2 7EQ,07/01/2012,UNIT 3D,LEVENS ROAD,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DL,WORKSHOP AND PREMISES
0,871.2,O,0,,5188002069,-1,0,871.2,,0,,0,0,IF3,1800,10378080,AMBER FIRE PROTECTION SERVICES LTD,16 CROSSFIELD GROVE,WOODSMOOR,STOCKPORT,,,SK2 7EQ,08/03/2011,UNIT 3C,LEVENS ROAD,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DL,WORKSHOP AND PREMISES
0,22022,O,0,,3981001009,0,591.5,0,,0,,0,0,CL,45500,10440697,AMBER TAVERNS LTD,THE VICTORY OFFICES,112 VICTORY ROAD,BLACKPOOL,,,FY1 3NW,20/05/2014,GEORGE AND DRAGON HOTEL,HIGH STREET,CHEADLE,,,SK8 1AX,PUBLIC HOUSE AND PREMISES
0,14762,O,0,,3933099019,0,396.5,0,,0,,0,0,COC,30500,10465632,AMC INTERATIVE LTD,,,,,,,01/07/2015,UNIT 1 ACORN BUSINESS CENTRE,HEATON LANE,STOCKPORT,,,SK4 1AS,"OFFICES, CAR SPACE AND PREMISES"
0,24926,O,0,,8326017009,0,669.5,0,,0,,0,0,CS,51500,10403509,AMPLIFON LTD,LOGISTICS DEPT,AMPLIFON LTD,ULTRAVOX HOUSE,STYAL ROAD,MANCHESTER,M22 5WY,26/11/2014,17 WARREN STREET,STOCKPORT,,,,SK1 1UD,SHOP AND PREMISES
0,1282.6,O,0,,1615040009,-1,0,1282.6,,0,,0,0,CS,2650,10438896,AMS PAWNBROKERS LTD,,,,,,,01/03/2014,40 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AD,SHOP AND PREMISES
0,16456,O,0,,2751000429,0,442,0,,0,,0,0,CO,34000,9226200,AMSHIRE SOLUTIONS LTD,AMSHIRE HOUSE,4 OAK GREEN,STANLEY GREEN BUSINESS PARK,CHEADLE HULME,CHEADLE,SK8 6QL,17/12/2007,AMSHIRE HOUSE,"STANLEY GREEN BUSINESS PARK, OAK GREEN",EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,OFFICES AND PREMISES
0,27830,O,0,,3823004009,0,747.5,0,,0,,0,0,CW,57500,10470265,AMT VEHICLE RENTAL LTD,AMT HOUSE,1778 ARMLEY ROAD,LEEDS,WEST YORKSHIRE,,LS12 2QH,01/10/2015,UNIT 4,S. PARK BUSINESS PARK,HAMILTON ROAD,STOCKPORT,,SK1 2AE,WAREHOUSE AND PREMISES
0,2565.2,O,0,,5098020009,0,0,0,,0,,0,0,CO,5300,9189580,AMTECS LTD,TEALGATE CHAMHAM PARK,HUNGERFORD,BERKS,,,RG17 0YT,13/01/2001,20 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,OFFICES AND PREMISES
0,1742.4,O,0,,8951000349,-1,0,1742.4,,0,,0,0,CO,3600,10457097,AMY LAUGHTON PHOTOGRAPHY LTD,,,,,,,01/04/2015,"SUITE 4, 1ST FLOOR",EDEN POINT,THREE ACRES LANE,CHEADLE HULME,CHEADLE,SK8 6RL,OFFICES AND PREMISES
0,19607.97,V,0,,3823015009,0,526.66,0,,0,,0,0,CW,46500,10475976,ANATOLIAN LTD,UNIT 18 INDUSTRIAL ESTATE,LANGHEDGE LANE,EDMONTON,LONDON,,N18 2TQ,29/03/2016,UNIT 15,S. PARK BUSINESS PARK,HAMILTON ROAD,STOCKPORT,,SK1 2AE,WAREHOUSE AND PREMISES
0,6534,O,0,,4090075419,-1,0,0,,0,,0,0,EX,13500,10340081,ANCHORS AWAY LTD,103 MILFORD DRIVE,LEVENSHULME,MANCHESTER,,,M19 2RY,14/02/2009,UNIT SG4,HOULDSWORTH MILL,HOULDSWORTH STREET,REDDISH,STOCKPORT,SK5 6BX,INDOOR PLAY CENTRE AND PREMISIS
0,14399,O,0,,3854001009,0,386.75,0,,0,,0,0,IF3,29750,10471460,ANDREW ISAACS MACHINERY INTERNATIONAL LT,KINETIC CENTRE,THEOBALD STREET,BOREHAMWOOD,HERTS,,WD6 4PJ,02/02/2016,WORKSHOP AT,HARROP STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3JP,WORKSHOP AND PREMISES
0,469.48,O,0,,1640074069,-1,0,469.48,,0,,0,0,CW1,970,9218440,ANDREW KANE LTD,44 CAMBRIDGE DRIVE,WOODLEY,STOCKPORT,,,SK6 1HZ,01/08/2004,COMPOUND 4,CHADKIRK BUSINESS PARK,CHADKIRK,ROMILEY,STOCKPORT,SK6 3NE,LAND USED FOR STORAGE AND PREMISES
0,1093.31,V,1122.68,3MTHS,3153003019,0,29.37,0,,0,,0,0,CO,8500,10488358,ANDREW MAHON PROPERTY SERVICE LTD,,,,,,,25/12/2016,3A FIVEWAYS PARADE,HAZEL GROVE,STOCKPORT,,,SK7 6DG,OFFICES AND PREMISES
0,13529.46,O,0,,8853035049,0,363.39,0,,0,,0,0,CW,57000,10486689,ANDREW PAGE 1917 LTD,C/O GERALD EVE  LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,04/10/2016,D2-D3,STOCKPORT TRADING ESTATE,YEW STREET,BRINKSWAY,STOCKPORT,SK4 2JZ,WAREHOUSE AND PREMISES
0,7892.18,O,0,,7435009019,0,211.98,0,,0,,0,0,CW,33250,10486689,ANDREW PAGE 1917 LTD,C/O GERALD EVE  LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,04/10/2016,UNIT 9 & 11,HILLGATE BUSINESS CENTRE,SWALLOW STREET,HIGHER HILLGATE,STOCKPORT,SK1 3AU,WAREHOUSE AND PREMISES
0,1573,O,0,,6754020019,-1,0,1573,,0,,0,0,IF3,3250,9316770,ANDREW SHORT CABINET MAKERS LTD,,,,,,,01/04/2007,WORKSHOP,2B QUEEN STREET,MARPLE,STOCKPORT,,SK6 6BQ,WORKSHOP AND PREMISES
0,11132,O,0,,5098295059,0,299,0,,0,,0,0,CX,23000,9309664,ANDUFF CAR WASH LIMITED T/A ARC CAR WASH,35-37 AMERSHAM HILL,HIGH WYCOMBE,BUCKINGHAMSHIRE,,,HP13 6NU,01/05/2006,236-238 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,CAR WASH & PREMISES
0,8833,O,0,,176000009,0,237.25,0,,0,,0,0,CX,18250,9136110,ANDUFF CAR WASH LTD,35-37  AMERSHAM HILL,HIGH WYCOMBE,BUCKS,,,HP13 6NU,16/03/1995,CAR WASH AND PREMISES,ASHTON ROAD,BREDBURY,STOCKPORT,,SK6 2QN,CAR WASH & PREMISES
0,7865,O,0,,4796166019,0,0,0,,0,,0,0,CX,16250,9136110,ANDUFF CAR WASH LTD,35-37  AMERSHAM HILL,HIGH WYCOMBE,BUCKS,,,HP13 6NU,10/07/1996,CAR WASH CENTRE,KING STREET WEST,STOCKPORT,,,SK3 0DT,CAR WASH AND PREMISES
0,1645.6,O,0,,3422123129,-1,0,1645.6,,0,,0,0,CW3O,3400,10334675,ANDYMAC LTD,,,,,,,01/10/2013,UNIT 1,REDDISH BUSINESS CENTRE,123A GORTON ROAD,REDDISH,STOCKPORT,SK5 6EE,"STORE, OFFICE AND PREMISES"
0,23629.81,V,0,,7298099009,0,634.68,0,,0,,0,0,COC,54000,10476267,ANFIELD LTD,PADDOCK HOUSE,THE PADDOCK,HANDFORTH,WILMSLOW,,SK9 3HQ,06/05/2016,STONEPAIL COURT,STONEPAIL ROAD,GATLEY,CHEADLE,,SK8 4EZ,"OFFICES, CAR SPACE AND PREMISES"
0,1223.26,V,0,,1009094009,0,32.86,0,,0,,0,0,CS,10250,9028410,ANGLIAN WINDOWS LTD,FAO PROPERTY ADMINISTRATOR,PO BOX 65,NORWICH,,,NR6 6EJ,01/04/1990,94-96 BUXTON ROAD,STOCKPORT,,,,SK2 6PL,SHOP AND PREMISES
0,4840,O,0,,2510010019,0,0,0,,0,,0,0,CO,10000,9028410,ANGLIAN WINDOWS LTD,FAO PROPERTY ADMINISTRATOR,PO BOX 65,NORWICH,,,NR6 6EJ,01/12/2000,THE CONSERVATORY VILLAGE,WYEVALE GARDEN CENTRE,DOOLEY LANE,MARPLE,STOCKPORT,SK6 7EH,OFFICE AND PREMISES
0,22506,O,0,,6032071009,0,604.5,0,,0,,0,0,IF3O,46500,9028410,ANGLIAN WINDOWS LTD,FAO PROPERTY ADMINISTRATOR,PO BOX 65,NORWICH,,,NR6 6EJ,01/10/2001,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5DA,"WORKSHOP, OFFICE AND PREMISES"
0,3823.6,O,0,,8576012009,-1,0,2612.84,,0,,0,0,CS,7900,9071820,ANN BALON LTD,6 KINGSTON HILL,CHEADLE,,,,SK8 1JS,01/04/1990,12 WILMSLOW ROAD,CHEADLE,,,,SK8 1BT,SHOP AND PREMISES
0,2832.13,O,0,,1615054029,-1,0,2832.13,,0,,0,0,CS,5900,10474762,ANOUSH FOODS LTD T/A SK3 STEAK & GRILL,,,,,,,04/04/2016,54 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AD,SHOP AND PREMISES
0,13794,O,0,,1888099009,0,370.5,0,,0,,0,0,CW,28500,10445872,ANTALA LTD,,,,,,,29/09/2014,"WAREHOUSE, OFFICES & PREMISES",CROMWELL ROAD,BREDBURY,STOCKPORT,,SK6 2RF,WAREHOUSE AND PREMISES
0,2347.4,O,0,,688026009,-1,0,2347.4,,0,,0,0,CS,4850,10463645,ANTHONY WYCH T/A ANTHONY WYCH & CO,,,,,,,01/08/2015,26 BERRYCROFT LANE,ROMILEY,STOCKPORT,,,SK6 3AU,SHOP AND PREMISES
0,665.5,O,0,,8334006459,-1,0,665.5,,0,,0,0,IF3,1375,10333920,ANTIQUES & CEREMIC RESTORATION LTD,,,,,,,27/06/2008,UNIT 3.7,MEADOW MILL,WATER STREET,PORTWOOD,STOCKPORT,SK1 2BU,WORKSHOP AND PREMISES
0,25652,O,0,,8154003169,0,689,0,,0,,0,0,CO,53000,10316060,APEM LTD,RIVERVIEW,A17 EMBANKMENT BUSINESS PARK,HEATON MERSEY,STOCKPORT,,SK4 3GN,19/03/2007,UNIT A17 RIVERVIEW,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GN,OFFICES AND PREMISES
0,14157,O,0,,7379048009,0,380.25,0,,0,,0,0,CWO,29250,10316060,APEM LTD,RIVERVIEW,A17 EMBANKMENT BUSINESS PARK,HEATON MERSEY,STOCKPORT,,SK4 3GN,28/03/2012,UNIT 50,STATION ROAD,HEATON MERSEY,STOCKPORT,,SK4 3QT,"WAREHOUSE, OFFICE AND PREMISES"
0,84700,O,0,,2543000159,0,2275,0,,0,,0,0,CW,175000,9195760,APEX SELF STORAGE LTD,APEX HOUSE,RIVERPARK TRADING ESTATE,RIVERPARK ROAD,MANCHESTER,,M40 2XP,01/04/2008,UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,WAREHOUSE AND PREMISES
0,7623,O,0,,2543000169,0,0,0,,0,,0,0,CW,15750,9195760,APEX SELF STORAGE LTD,APEX HOUSE,RIVERPARK TRADING ESTATE,RIVERPARK ROAD,MANCHESTER,,M40 2XP,01/10/2012,UNIT 4A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,WAREHOUSE AND PREMISES
0,22506,O,0,,8420000079,0,604.5,0,,0,,0,0,CWO,46500,9144980,APOLLO SCIENTIFIC LTD,,,,,,,07/01/2002,WHITEFIELD ROAD,BREDBURY,STOCKPORT,,,SK6 2QR,"WAREHOUSE, OFFICES AND PREMISES"
0,3291.2,O,0,,8576013009,0,0,0,,0,,0,0,CS,6800,10447298,APPLE BLINDS LTD,,,,,,,15/09/2014,1 RECTORY COURT,13 WILMSLOW ROAD,CHEADLE,,,SK8 1DW,SHOP AND PREMISES
0,1645.6,O,0,,8358345009,-1,0,1645.6,,0,,0,0,CS,3400,9071270,APPLETON & GREEN LTD,,,,,,,01/04/1990,345 WELLINGTON ROAD NORTH,STOCKPORT,,,,SK4 4QG,SHOP AND PREMISES
0,3194.4,O,0,,3500327529,0,0,0,,0,,0,0,CWO,6600,10455703,APPROVED HYDRAULICS LIMITED,,,,,,,01/07/2009,"15, VAUXHALL WORKS",GREG STREET,SOUTH REDDISH,STOCKPORT,,SK5 7BR,"WAREHOUSE, OFFICE AND PREMISES"
0,3049.2,O,0,,3500327399,0,0,0,,0,,0,0,CWO,6300,10455703,APPROVED HYDRAULICS LIMITED,,,,,,,02/12/2014,UNIT 14,VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BR,"WAREHOUSE, OFFICE AND PREMISES"
0,64372,O,0,,7343075009,0,1729,0,,0,,0,0,CG3,133000,9311555,APRITE (GB) LTD T/A WESTWAY STOCKPORT,SPRING GARDENS,STOCKPORT,,,,SK1 4AA,23/11/2006,SPRING GARDENS,CHURCHGATE,STOCKPORT,,,SK1 4AA,CAR SHOWROOM AND PREMISES
0,5947.23,O,0,,8104099009,0,0,0,,0,,0,0,CWO,15000,9311555,APRITE (GB) LTD T/A WESTWAY STOCKPORT,SPRING GARDENS,STOCKPORT,,,,SK1 4AA,06/06/2016,38 UPPER BROOK STREET,HALL STREET,STOCKPORT,,,SK1 3BP,"WAREHOUSE, OFFICES AND PREMISES"
0,58080,O,0,,5468028399,0,1560,0,,0,,0,0,CO,120000,10450418,APS EVENTS AND MEDIA LTD,,,,,,,01/09/2014,PART,ABNEY HALL,MANCHESTER ROAD,CHEADLE,,SK8 2PD,OFFICES AND PREMISES
0,338.8,V,347.9,MINRV,1601029129,0,9.1,0,,0,,0,0,CP1,700,10426182,APVCO 20 LTD,11 HOPE STREET,DOUGLAS,ISLE OF MAN,,,IM1 1AQ,13/08/2013,2 CAR SPACES FOR SUITE 1,BLENHEIM COURT,CARRS ROAD,CHEADLE,,SK8 2JY,CAR PARKING SPACES
0,3775.2,O,0,,3370025009,-1,0,2642.53,,0,,0,0,CS,7800,9231257,AQUA IFA LTD,25 GATLEY ROAD,CHEADLE,,,,SK8 1LY,01/04/2005,25 GATLEY ROAD,CHEADLE,,,,SK8 1LY,SHOP AND PREMISES
0,2758.8,O,0,,1701002299,-1,0,2758.8,,0,,0,0,IF3,5700,9194340,AQUA LOGISITICS LTD,UNIT 14 ENTERPRISE CENTRE TWO,CHESTER STREET,CHESTERGATE,,,SK3 0BR,01/03/2010,UNIT 14,ENTERPRISE CENTRE TWO,CHESTER STREET,CHESTERGATE,STOCKPORT,SK3 0BR,WORKSHOP AND PREMISES
0,11616,O,0,,3172007109,0,312,0,,0,,0,0,CW,24000,9213590,AQUACOOL LTD,UNIT 1A,HEAP RIDING BUSINESS PARK,FORD STREET,CHESTERGATE,STOCKPORT,SK3 0BT,01/02/2012,UNIT 1A,HEAP RIDING BUSINESS PARK,FORD STREET,CHESTERGATE,STOCKPORT,SK3 0BT,WAREHOUSE AND PREMISES
0,2420,O,0,,5451005019,-1,0,2420,,0,,0,0,IF3,5000,10316362,AQUARIUS CLEANING SERVICES (N.W.) LTD,UNIT 10B MARCLIFFE INDUSTRIAL ESRTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,SK7 5EG,06/07/2015,UNIT 10B,MARCLIFFE INDUSTRIAL ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,WORKSHOP AND PREMISES
0,7226.19,O,0,,5209023059,0,194.09,0,,0,,0,0,CWO,31500,10485681,AQUAVISION DISTRIBUTION LTD,,,,,,,07/10/2016,UNIT 2,GROSVENOR BUSINESS PARK,HORSFIELD WAY,BREDBURY IND. ESTATE,BREDBURY,SK6 2SU,"WAREHOUSE,OFFICES AND PREMISES"
0,10527,O,0,,7192030019,0,282.75,0,,0,,0,0,CR,21750,10471624,AQUILA FOODS LTD T/A AQUA NERO,,,,,,,16/01/2016,30-34 ST PETERSGATE,STOCKPORT,,,,SK1 1HD,RESTAURANT AND PREMISES
0,370260,O,0,,6002207009,0,9945,0,MAN,304164,,0,0,EL1,765000,9113350,AQUINAS 6TH FORM COLLEGE,C/O THE PRINCIPAL,AQUINAS 6TH FORM COLLEGE,NANGREAVE ROAD,HEAVILEY,STOCKPORT,SK2 6TH,01/04/1993,AQUINAS 6TH FORM COLLEGE,NANGREAVE ROAD,HEAVILEY,STOCKPORT,,SK2 6TH,COLLEGE AND PREMISES
