Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date, Contract value ,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43352,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,275689,,,HEADWAY NORFOLK & WAVENEY LTD,2686901,1040706,69699,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43263,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,274442,,,ALL HALLOWS HEALTHCARE TRUST,6583647,1124717,181481,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43445,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,231152,,,SPECIAL NEEDS ENTERPRISES (NORFOLK) LIMITED,2370795,801275,74752,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43322,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,228665,,,BENELL CARE SERVICES LTD.,3281717,,79508,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43431,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,209471,,,RETHINK,,,80056,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN44502,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,196633,,,CAMBRIDGESHIRE COUNTY COUNCIL,,,81483,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43351,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,158138,,,HASSINGHAM LIMITED,5509279,,111061,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN44501,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,157110,,,CAMBRIDGESHIRE COUNTY COUNCIL,,,81483,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43334,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,154384,,,FITZROY SUPPORT,2699902,1011290,829788,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43275,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,145869,,,AUTISM ANGLIA,3407778,1063717,159584,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43363,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,135052,,,HIGH OAKS FARM LIMITED,4588913,,69800,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43303,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,114775,,,CLINKS CARE FARM LTD,6966867,,297620,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43281,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,114067,,,BEYOND THE WALL,,292229,75610,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43443,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,111126,,,SPECIAL OBJECTIVES FOR THE LOCAL DISABLED,,,74754,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43455,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,100761,,,THALIA THEATRE COMPANY,,1105132,94951,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43347,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,91045,,,GREAT YARMOUTH & WAVENEY MIND,3282832,1059886,79683,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43448,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,76205,,,STREET FORGE WORKSHOPS,2203942,298301,74986,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43311,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,71322,,,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,,,104198,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43407,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,64219,,,NEW BEGINNINGS (WISBECH) LTD,,,165244,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43463,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,61308,,,WAVENEY ENTERPRISES CRAFT WORKSHOP,,1045523,76126,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43356,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,57821,,,WEST SUFFOLK HEADWAY LIMITED,,1145962,1367766,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43286,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,55323,,,BRANCH OUT,,,66770,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN47583,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,51110,,,K T HEALTH LIMITED,5752450,,123790,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43429,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,39505,,,MISS R M CLAXTON T/A RED HOUSE RESIDENTIAL HOME,,,195119,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43298,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,32493,,,APS CARE LTD,4423576,,350992,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43373,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,29057,,,JDT MUSIC ACADEMY,,,803779,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43340,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,28857,,,ORWELL MENCAP,5984331,1117888,134418,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43450,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,26756,,,SUNSET BARN CARE FARM,,,1138845,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43349,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,25549,,,THE ROYAL BRITISH LEGION T/A HALSEY HOUSE,,219279,69614,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43324,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,25128,,,ECKLING GRANGE LIMITED,853423,251534,68632,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43319,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,24029,,,LORRAINE DORRINGTON AND STEPHEN DORRINGTON T/A DORRINGTON HOUSE (DEREHAM),,,68301,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43323,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,22613,,,V W & J A EWING T/A EALING HOUSE,,,1046765,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN50528,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,,,,INDEPENDENT LIVES (NORFOLK) LIMITED,10372880,,2330342,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43438,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,19394,,,MEDICARE CORPORATION LTD,,,71813,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43458,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,16953,,,MRS RJ FRANCIS & PARTNERS T/A TWIN OAKS NURSING HOME,,,75801,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43427,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,16455,,,THE PROSPECTS TRUST,,,888761,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43464,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,15587,,,WENSUM CENTRE,,,80186,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43433,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,11953,,,METHODIST HOMES FOR THE AGED,,1083995,79950,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN50013,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,,,,RADIBOR LTD T/A AVAIL (NORWICH),8098746,,1117770,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43365,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,,,,R SMART AND DR M SMART T/A HILL BARN,,,96852,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43434,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,9748,,,ROWAN HUMBERSTONE,,,143758,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43312,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,8408,,,DAYBREAK SUPPORT SERVICES LIMITED,10602558,,117196,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN46366,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,,,,SILVERDALE DAY CENTRE,,275472,80122,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN50605,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,,,,EMPANDA CARE & SUPPORT LTD CIC,9959609,,2113943,,y,Community Interest Company ,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN50519,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,,,,LINGWOOD CARE FARM,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43459,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,7512,,,VOLUNTARY NORFOLK,,1112017,151519,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43418,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,6915,,,PAPWORTH TRUST,,,80019,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43343,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,6500,,,MR & MRS R SMART T/A GLENDON HOUSE,,,69357,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43304,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,6387,,,NORFOLK CARE LIMITED,5358284,,104155,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43442,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,5226,,,HEALTHCARE HOMES GROUP LIMITED,5507277,,71703,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43294,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,4560,,,HOLLYMAN CARE HOMES LIMITED,7902115,,73612,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43361,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,2848,,,BARCHESTER HEALTHCARE HOMES LIMITED,2849519,,617525,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43277,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,,,,AYLSHAM AND DISTRICT CARE TRUST,,296411,79476,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,05/10/2017,BAN43269,,Adults - Day Care - 1995 contract,OTHER,ADULT SOCIAL CARE,,,Adults - Day Care - 1995 contract,ADULT CARE-DAY CARE/COMMUNITY SUPPORT/SUPPORT INTO WORK,Daycare services,853121000,Social Community Care Supplies & Services - Adult / Day care,321013,,,,,1800,,,K T HEALTH LIMITED,5752450,,123790,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
