Framework,Supplier,Customer,Parent Department,Customer Invoice Number,Date Booked,Booking Method,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Destination Country,Air Carrier
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6276819.00,NULL,NULL,1817.57,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40603.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6276895.00,NULL,NULL,386.97,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40612.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6276896.00,NULL,NULL,336.80,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40618.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6276944.00,NULL,NULL,87.70,NULL,NULL,CONTINENTAL,NULL,Economy,40636.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277002.00,NULL,NULL,1955.47,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277076.00,NULL,NULL,100.00,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40642.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277117.00,NULL,NULL,574.23,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40625.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277121.00,NULL,NULL,574.23,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40625.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277123.00,NULL,NULL,574.23,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40625.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277149.00,NULL,NULL,87.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40600.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277150.00,NULL,NULL,87.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40600.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277222.00,NULL,NULL,1320.17,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40601.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277228.00,NULL,NULL,1320.17,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40601.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277284.00,NULL,NULL,1659.37,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40599.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277308.00,NULL,NULL,868.17,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40624.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277357.00,NULL,NULL,136.74,NULL,NULL,CONTINENTAL,NULL,Economy,40634.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277395.00,NULL,NULL,493.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40626.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277397.00,NULL,NULL,493.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40626.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277402.00,NULL,NULL,1914.90,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277427.00,NULL,NULL,127.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40599.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277428.00,NULL,NULL,109.58,NULL,NULL,DOMESTIC,NULL,Economy,40605.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277429.00,NULL,NULL,-113.58,NULL,NULL,DOMESTIC,NULL,Economy,40605.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277463.00,NULL,NULL,211.71,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40599.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277470.00,NULL,NULL,1772.47,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277498.00,NULL,NULL,667.17,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40608.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277500.00,NULL,NULL,667.17,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40608.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277520.00,NULL,NULL,431.37,NULL,NULL,CONTINENTAL,NULL,Economy,40608.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277526.00,NULL,NULL,284.60,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40615.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277570.00,NULL,NULL,410.00,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277572.00,NULL,NULL,395.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277575.00,NULL,NULL,410.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277578.00,NULL,NULL,410.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277598.00,NULL,NULL,902.47,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40601.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277618.00,NULL,NULL,72.50,NULL,NULL,DOMESTIC,NULL,Economy,40629.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277645.00,NULL,NULL,1057.39,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277655.00,NULL,NULL,1092.39,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277657.00,NULL,NULL,186.90,NULL,NULL,CONTINENTAL,NULL,Economy,40611.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277658.00,NULL,NULL,675.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40613.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277713.00,NULL,NULL,-298.10,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40592.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277742.00,NULL,NULL,225.00,NULL,NULL,CONTINENTAL,NULL,Economy,40598.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277765.00,NULL,NULL,153.10,NULL,NULL,DOMESTIC,NULL,Economy,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277797.00,NULL,NULL,1659.17,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40614.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277808.00,NULL,NULL,57.74,NULL,NULL,CONTINENTAL,NULL,Economy,40608.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277827.00,NULL,NULL,410.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277833.00,NULL,NULL,-83.98,NULL,NULL,DOMESTIC,NULL,Economy,40572.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277836.00,NULL,NULL,83.98,NULL,NULL,DOMESTIC,NULL,Economy,40572.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6277899.00,NULL,NULL,98.00,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40611.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278010.00,NULL,NULL,119.30,NULL,NULL,CONTINENTAL,NULL,Economy,40638.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278040.00,NULL,NULL,198.30,NULL,NULL,CONTINENTAL,NULL,Economy,40638.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278044.00,NULL,NULL,87.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40600.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278084.00,NULL,NULL,501.90,NULL,NULL,CONTINENTAL,NULL,Economy,40609.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278087.00,NULL,NULL,250.40,NULL,NULL,CONTINENTAL,NULL,Economy,40606.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278118.00,NULL,NULL,105.90,NULL,NULL,CONTINENTAL,NULL,Economy,40615.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278136.00,NULL,NULL,675.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40613.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278137.00,NULL,NULL,186.90,NULL,NULL,CONTINENTAL,NULL,Economy,40611.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278150.00,NULL,NULL,1111.60,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278185.00,NULL,NULL,152.30,NULL,NULL,CONTINENTAL,NULL,Economy,40637.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278216.00,NULL,NULL,119.30,NULL,NULL,CONTINENTAL,NULL,Economy,40638.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278276.00,NULL,NULL,2141.17,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40603.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278283.00,NULL,NULL,566.94,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40603.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278290.00,NULL,NULL,687.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40618.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278336.00,NULL,NULL,636.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40618.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278337.00,NULL,NULL,636.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40618.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278347.00,NULL,NULL,636.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40618.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278352.00,NULL,NULL,288.71,NULL,NULL,CONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278353.00,NULL,NULL,636.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40618.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278356.00,NULL,NULL,489.77,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278364.00,NULL,NULL,326.07,NULL,NULL,CONTINENTAL,NULL,Economy,40603.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278377.00,NULL,NULL,133.80,NULL,NULL,CONTINENTAL,NULL,Economy,40621.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278432.00,NULL,NULL,544.87,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40639.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278471.00,NULL,NULL,1660.57,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278496.00,NULL,NULL,616.37,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40625.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278522.00,NULL,NULL,1660.47,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40608.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278541.00,NULL,NULL,619.10,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40631.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278543.00,NULL,NULL,410.00,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278559.00,NULL,NULL,616.37,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40625.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278634.00,NULL,NULL,81.10,NULL,NULL,DOMESTIC,NULL,Economy,40611.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278645.00,NULL,NULL,81.10,NULL,NULL,DOMESTIC,NULL,Economy,40611.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278671.00,NULL,NULL,1552.22,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40613.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278768.00,NULL,NULL,1567.10,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40621.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278777.00,NULL,NULL,3524.47,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40606.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278808.00,NULL,NULL,540.27,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40629.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6278971.00,NULL,NULL,77.60,NULL,NULL,CONTINENTAL,NULL,Economy,40604.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607123.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607124.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607124.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607124.00,NULL,NULL,517.30,NULL,NULL,CONTINENTAL,NULL,Business Class,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,9607228.00,NULL,NULL,337.90,NULL,NULL,CONTINENTAL,NULL,Economy,40602.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279063.00,NULL,NULL,1659.17,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279186.00,NULL,NULL,668.53,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40647.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279251.00,NULL,NULL,152.30,NULL,NULL,CONTINENTAL,NULL,Economy,40638.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279512.00,NULL,NULL,26.00,NULL,NULL,DOMESTIC,NULL,Economy,40618.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279513.00,NULL,NULL,26.00,NULL,NULL,DOMESTIC,NULL,Economy,40618.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279549.00,NULL,NULL,685.37,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40611.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279550.00,NULL,NULL,628.13,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40641.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279554.00,NULL,NULL,808.43,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40635.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279638.00,NULL,NULL,211.90,NULL,NULL,CONTINENTAL,NULL,Economy,40657.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279704.00,NULL,NULL,101.99,NULL,NULL,CONTINENTAL,NULL,Economy,40605.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279785.00,NULL,NULL,204.67,NULL,NULL,CONTINENTAL,NULL,Economy,40610.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279840.00,NULL,NULL,128.97,NULL,NULL,CONTINENTAL,NULL,Economy,40614.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279843.00,NULL,NULL,128.97,NULL,NULL,CONTINENTAL,NULL,Economy,40614.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279883.00,NULL,NULL,245.21,NULL,NULL,CONTINENTAL,NULL,Economy,40609.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279896.00,NULL,NULL,205.21,NULL,NULL,CONTINENTAL,NULL,Economy,40609.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279897.00,NULL,NULL,50.00,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40605.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6279927.00,NULL,NULL,524.17,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40612.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280051.00,NULL,NULL,676.31,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40621.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280142.00,NULL,NULL,-182.20,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40617.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280155.00,NULL,NULL,1553.07,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40610.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280161.00,NULL,NULL,244.90,NULL,NULL,CONTINENTAL,NULL,Economy,40628.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280181.00,NULL,NULL,284.27,NULL,NULL,CONTINENTAL,NULL,Economy,40623.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280217.00,NULL,NULL,452.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40633.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280220.00,NULL,NULL,452.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40633.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280253.00,NULL,NULL,475.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280254.00,NULL,NULL,723.83,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280310.00,NULL,NULL,278.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40635.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280310.00,NULL,NULL,424.12,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40634.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280386.00,NULL,NULL,1288.97,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40617.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6280399.00,NULL,NULL,528.27,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40620.00,NULL,NULL,NULL,NULL,NULL
