OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,NC024842825INVRAND1000808,Penetration Testing ,CENTRAL & CORPORATE,NUL - ,,31/03/2017,,,,,"�17,550.00",,"NCC GROUP SECURITY SERVICES LIMITED, Manchester Technology Centre, Oxford Road, MANCHESTER, M1 7EF",,e) Large,,Steven Bedford,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,NE0145428041204773,Grant contribution,CITY DEVELOPMENT,NUL - ,,10/03/2017,,,,,"�7,500.00",,"NETWORK RAIL, Po Box 4150, 4 Travis Street, MANCHESTER, M60 7WY",,e) Large,,John Ebo,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,NH0348428187015600646,S76 agreement,PUBLIC HEALTH,526 - Public Health Commissioned Services,,24/03/2017,,,,,"�392,370.00",,"NHS LEEDS SOUTH AND EAST CCG, 03g Receivables L539 Shared Busi Service, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,Lynne Hellewell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,NI102842801432001637,Agency Staff,CENTRAL & CORPORATE,NUL - ,,07/03/2017,,,,,"�23,575.00",,"NIGEL FRANK INTERNATIONAL LTD, ",,Other/Not known,,Steven Bedford,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,NO843X428186107,VisitLeeds Sponsorship,CITY DEVELOPMENT,267 - Publication And Promotion,,24/03/2017,,,,,"�8,000.00",,"NORTHERN BALLET THEATRE LIMITED, 2 St Cecilia Street, Quarry Hill, LEEDS, LS2 7PA",,d) Medium,,Jennifer Young,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,NO019842823851720494,Adoption Fees,CHILDRENS SERVICES,559 - Interagency Adoptions,,29/03/2017,,,,,"�43,000.00",,"NOTTINGHAM CITY COUNCIL, City Treasury, Guildhall, NOTTINGHAM, NG1 2DE",,Other/Not known,,Saleem Tariq,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ZZ33004280206MAR-02APR,Residential Care,ADULT SOCIAL CARE,580 - Residential,,08/03/2017,,,,,"�6,692.92",,"OAK PARK CARE HOME, Walnut Lane, NULL, DEWSBURY, WF12 8NJ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ON188942795BM03/1617,Project Delivery,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,01/03/2017,,,,,"�6,964.00",,"ONE FORMATION, 13 Hilton Road, NULL, LEEDS, LS8 4HB",,Other/Not known,,Shaid Mahmood,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,OT92534280410/02/17 PHASE 1,Contribution to Wharfed,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,10/03/2017,,,,,"�5,000.00",,"OTLEY TOWN COUNCIL, Fao Jason Knowles, Unit 11 Orchard Gate Otley, LEEDS, LS21 3NX",,Other/Not known,,Gwyn Owen,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,OV179X42803000424201,Legal Fees,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,09/03/2017,,,,,"�9,397.50",,"OVE ARUP & PARTNERS LTD, Central Square, Forth Street, NEWCASTLE UPON TYNE, NE1 3PL",,e) Large,,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,WE6667428187MSI4022881,"Contribution to PCSO
",ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,24/03/2017,,,,,"�222,101.60",,"P & CC FOR WEST YORKSHIRE, Finance Dept  P O Box 9, Laburnum Road, WAKEFIELD, WF1 3QP",,Other/Not known,,LOUISE HACKETT,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,PA7144428083293,Training allowance for Youth Justice,CHILDRENS SERVICES,511 - Services Rendered By Other Organisations,,14/03/2017,,,,,"�27,000.00",,"PATH YORKSHIRE, 29 Harrogate Road, Chapel Allerton, LEEDS, LS7 3PD",,c) Small,,Andy Peaden,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,PE10444280410319,Road Safety Programme,CITY DEVELOPMENT,265 - Road ,,10/03/2017,,,,,"�5,000.00",,"PERFORMANCE IN EDUCATION LLP, Lower Ground Floor, 132 Huddersfield Road, HOLMFIRTH, HD9 3AS",,Other/Not known,,Tim Draper,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,PE069042803217664,Agency Staff,CENTRAL & CORPORATE,8 - Agency Staff,,09/03/2017,,,,,"�8,930.00",,"PERMANENT FUTURES LTD, 19 New Street, Horsforth, LEEDS, LS18 4BH",,c) Small,,Steven Bedford,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,PI3670428116301798,Legal Fees,CITY DEVELOPMENT,NUL - ,,17/03/2017,,,,,"�5,157.70",,"PINSENT MASONS, 1 Park Row, NULL, LEEDS, LS1 5AB",,e) Large,,Debbie Kirk,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,PR3252428021354694725,Legal Fees,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/03/2017,,,,,"�40,390.00",,"PRICEWATERHOUSECOOPERS LLP, Hays Galleria, 1 Hays Lane, LONDON, SE1 2RD",,e) Large,,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,RD02034280116506,Building Works,ENVIRONMENT & HOUSING,NUL - ,,07/03/2017,,,,,"�6,395.94",,"RDF BUILDING SERVICES LTD,  7 Wortley Moor Road, NULL, LEEDS, LS12 4JF",,c) Small,,Maggie Gjessing,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SA28444282535178,Plumbing Works,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,31/03/2017,,,,,"�19,408.20",,"SAYES SERVICE LTD, Richardshaw Road, Pudsey, LEEDS, LS28 6BR",,c) Small,,Mandy Grace,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ZZ16884280206MAR-02APR,Residential Care,ADULT SOCIAL CARE,571 - Residential Care Dementia,,08/03/2017,,,,,"�6,557.82",,"SHAKESPEARE COURT, Handsale Ltd  3rd Floor Westbury House, 23-25 Bridge Street, PINNER, HA5 3HR",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SH120442808258760,Agency Staff,CHILDRENS SERVICES,265 - Other Hired And Contracted Services,,14/03/2017,,,,,"�17,179.01",,"SHEFFIELD CITY COUNCIL (RESOURCES), Resources, Town Hall, SHEFFIELD, S1 2HH",,Other/Not known,,Andy Peaden,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SH106642802SBS-0298,Production of Leeds Film,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/03/2017,,,,,"�5,780.00",,"SHOT BY SODIUM LTD, Unit 00/12 Tower Works, Globe Road, LEEDS, LS11 5QG",,Other/Not known,,Dinah Clark,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SI0366428161402715,Advanced first aiders,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,22/03/2017,,,,,"�14,966.50",,"SITE RESCUE, The Training Centre, New Princess Street, LEEDS, LS11 9BA",,Other/Not known,,Craig Shackleton,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SM0652427971264,Automatic gates,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,03/03/2017,,,,,"�5,325.00",,"SMART DOOR CONTROLS LTD, Unit 3 City Works, Melbourne Street, Morley, LEEDS, LS27 8BG",,Other/Not known,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SM0695428220000075938,Smart Parking Sensors,CENTRAL & CORPORATE,NUL - ,,28/03/2017,,,,,"�14,500.00",,"SMART PARKING LTD, ",,Other/Not known,,Steven Bedford,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SM067842800INV014403,Laminate,ENVIRONMENT & HOUSING,267 - Publication And Promotion,,06/03/2017,,,,,"�8,250.00",,"SMARTBAGS LIMITED, ",,Other/Not known,,Nicholas Lawrence,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,EC7908428070000001107,Supply & Install a Gas Meter,ENVIRONMENT & HOUSING,205 - Operational Materials,,13/03/2017,,,,,"�6,618.01",,"SMS CONNECTIONS LIMITED, 2nd Floor 48 St Vincent Street, NULL, GLASGOW, G2 5TS",,d) Medium,,Paul Ackroyd,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SO032742825247-2017317,Licence Fee,CITY DEVELOPMENT,266 - Licences,,31/03/2017,,,,,"�5,695.25",,"SOLOGICAL SOLUTIONS, 15 Whitehall Court, Upper Saxondale, RADCLIFFE ON TRENT, NG12 2NJ",,b) Micro,,Martin Elliot,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SP04974279784,Scope of Sporting Assets services,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,03/03/2017,,,,,"�6,300.00",,"SPORTING ASSETS, N201a Vox Studios, 1-4 Durham Street, LONDON, SE11 5JH",,Other/Not known,,Ian Waller,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SQ0662428252598900,Legal Fees,CITY DEVELOPMENT,411 - Legal Disbursements,,31/03/2017,,,,,"�7,425.60",,"SQUIRE PATTON BOGGS (UK) LLP, Po Box 574, NULL, LEEDS, LS3 1ZH",,e) Large,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SQ05474281818128,Professional Fees,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,24/03/2017,,,,,"�6,230.00",,"SQW LIMITED, Enterprise House, Vision Park Histon, CAMBRIDGE, CB4 9ZR",,Other/Not known,,Phil Cole,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CU0295427971171352,Residential Care,CHILDRENS SERVICES,507 - General External Residential Placements,,03/03/2017,,,,,"�22,715.00",,"ST CUTHBERTS CARE, St Cuthberts House, West Road, NEWCASTLE UPON TYNE, NE15 7PY",,Other/Not known,,Philip Mulhearn,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,MA1517428112016-17/090,Public Health,PUBLIC HEALTH,505 - Services Rendered By Voluntary Sector,,17/03/2017,,,,,"�16,640.00",,"ST MARTINS HEALTHCARE SERVICES CIC, Mill 2 Mabgate Mills, NULL, LEEDS, LS9 7DZ",,e) Large,,Lynne Hellewell,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ST012542815J6061616,Steamline Charges,ENVIRONMENT & HOUSING,263 - Bank Charges,,21/03/2017,,,,,"�10,345.79",,"STREAMLINE CHARGES, Gateshead Card Centre, Victory House, Fifth Avenue, GATESHEAD, NE8 1HJ",,c) Small,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SU101442797610276,Theming work for Tropical World,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,03/03/2017,,,,,"�14,161.00",,"SUSTAINABLE SOURCES LIMITED, Windy Harbour Green Lane, Heptonstall, HEDBEN BRIDGE, HX7 7PD",,Other/Not known,,David Morgan,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SW001542818S101831,Boiler,ENVIRONMENT & HOUSING,205 - Operational Materials,,24/03/2017,,,,,"�7,270.00",,"SWITCH2 ENERGY LIMITED, Ground Floor West  The Waterfront, Salts Mill Road, SHIPLEY, BD17 7EZ",,d) Medium,,Derek Prest,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,AR027442811377,Exhibition design and print ,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,17/03/2017,,,,,"�6,705.00",,"THE ARCHIPELAGO STUDIO LTD, Tower Works, Globe Road, LEEDS, LS11 5QG",,Other/Not known,,Yvonne hardman,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CA2770427971283912,Residential Care,CHILDRENS SERVICES,507 - General External Residential Placements,,03/03/2017,,,,,"�37,717.86",,"THE CALDECOTT FOUNDATION, ",,Other/Not known,,Philip Mulhearn,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,IN066442809LS16006,Leeds Shopmobility operating cost,ADULT SOCIAL CARE,141 - Rents,,15/03/2017,,,,,"�24,647.68",,"THE INCLUSION ZONE, C/O Scarborough Shopmobility, 5 Somerset Terrace, SCARBOROUGH, YO11 2LL",,Other/Not known,,Sinead Cregan,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,KI060442821SIN-005840,Membership fee ,ADULT SOCIAL CARE,240 - Research Costs,,27/03/2017,,,,,"�5,000.00",,"THE KINGS FUND, Finance Dept  11-13 Cavendish Square, NULL, LONDON, W1G OAN",,Other/Not known,,Mick Ward,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LO0037427960000000060,Programme for Light Night,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,02/03/2017,,,,,"�5,000.00",,"THE LOWRY CENTRE TRUST, Pier 8, Salford Quays, MANCHESTER, M50 3AZ",,e) Large,,Matthew Sims,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ZZ33214280406MAR-02APR,Residential Care,JCS FOR PEOPLE WITH LEARNING DISABILITIE,580 - Residential,,10/03/2017,,,,,"�420,685.71",,"THE OUTWOOD - CAMBIAN GROUP (ISAND LTD), ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,RE20124282527830,Reading Material ,CITIZENS AND COMMUNITIES,205 - Operational Materials,,31/03/2017,,,,,"�6,452.25",,"THE READING AGENCY LTD, Free Word Centre, 60 Farrington Road, LONDON, EC1R 3GA",,c) Small,,Katrina Pickering,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,YA13634280111183,Licence Fee,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,07/03/2017,,,,,"�7,347.56",,"THE YABOO COMPANY LTD, 20-22 Station Road, NULL, KETTERING, NN15 7HH",,b) Micro,,Christopher Simpson,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,TH0446428092573,Adoption Services,CHILDRENS SERVICES,550 - Placement Support,,15/03/2017,,,,,"�5,170.60",,"THERAPY IN PRAXIS LIMITED, Po Box 90, NULL, YORK, YO62 6YE",,c) Small,,Sarah Johal,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,TH057542824223,Claim in respect of loss of crop,CITY DEVELOPMENT,111 - Grounds Maintenance Work,,30/03/2017,,,,,"�8,490.00",,"THOMLINSONS, 24 High Street,, NULL, WETHERBY, LS22 6LZ",,Other/Not known,,Chris Gomersall,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,UN01894282549,Residential Care,CHILDRENS SERVICES,509 - Independent Fostering Agencies,,31/03/2017,,,,,"�10,496.46",,"UNITY FOSTER CARE, Unit 16  Carlisle Business Centre, NULL, BRADFORD, BD8 8BD",,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LE09034280490232649,Secondment,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,10/03/2017,,,,,"�6,500.00",,"UNIVERSITY OF LEEDS, Finance Office Ec Stoner Building, Room 11.23, LEEDS, LS2 9JT",,Other/Not known,,Amanda Mawson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,MA01824280116128278,University Rent,CHILDRENS SERVICES,552 - Rents (non supported),,07/03/2017,,,,,"�5,214.00",,"UNIVERSITY OF MANCHESTER, Director Of Finance, John Owen Building    Oxford Road, MANCHESTER, M13 9PL",,e) Large,,Angela Howarth,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,VA85494280019592,Plant Hire,CITY DEVELOPMENT,305 - Plant Hire - By Directorate,,06/03/2017,,,,,"�5,340.00",,"VALE ENGINEERING (YORK) LIMITED, Moor Farm, Moor Monkton, YORK, YO26 8JA",,c) Small,,Edwige Moutault,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,HO1224428111507,Subscription,CITIZENS AND COMMUNITIES,206 - Books & Audio-Visual Materials,,17/03/2017,,,,,"�6,000.00",,"W F HOWES LTD, Unit 5 St Georges House, Rearsby Ind Park,  Rearsby, LEICESTER, LE7 4YH",,c) Small,,Richard Hart,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,WA043042797635316,Legal Fees,CENTRAL & CORPORATE,411 - Legal Disbursements,,03/03/2017,,,,,"�5,130.50",,"WARD HADAWAY SOLICITORS, 1a Tower Square, Wellington Street, LEEDS, LS1 4DL",,b) Micro,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,WE077642809608069,Legal Fees,CENTRAL & CORPORATE,277 - Bought In Professional Services,,15/03/2017,,,,,"�6,009.65",,"WEIGHTMANS LLP, Westgate Point, Westgate, LEEDS, LS1 2AX",,e) Large,,Simon Bentley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,WE665942825SI01-33107,Corn Exchange Bus Shelter and Leeds contribution to China outbound mission,CITY DEVELOPMENT,295 - City Centre Enhancement,,31/03/2017,,,,,"�21,500.00",,"WEST YORKSHIRE COMBINED AUTHORITY, Wellington House, 40/50 Wellington Street, LEEDS, LS1 2DE",,e) Large,,John Ebo,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LE037642816LCSI200,Office Rental,CHILDRENS SERVICES,141 - Rents,,22/03/2017,,,,,"�22,208.33",,"WHITE ROSE ACADEMIES TRUST, Leeds West Academy Finance Department, Intake Lane  Rodley, LEEDS, LS13 1DQ",,e) Large,,Paul Brennan,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,WA144242818169240118,Furniture,STRATEGIC LANDLORD,203 - Operational Furniture And Equipment,,24/03/2017,,,,,"�5,711.00",,"YORKSHIRE PURCHASING ORGANISATION, 41 Industrial Park, NULL, WAKEFIELD, WF2 0XE",,e) Large,,Juliet Duke,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,YO722442800800519795 JAN17,Water Charges,STRATEGIC ACCOUNTS,1 - Basic Pay,,06/03/2017,,,,,"�155,496.72",,"YORKSHIRE WATER, Po Box 52, Bradford, WEST YORKSHIRE, BD3 7YD",,e) Large,,Derek Prest,Non-influenceable
