Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,242,,Planning applications service,,Planning & Sustainability,,,Planning applications service,,,,,,01/10/2012,01/04/2015,31/03/2015,,30000,,N/A,Sterling Planning,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,286,,Princes Risborough Urban Design Framework,,Planning & Sustainability,,,Princes Risborough Urban Design Framework,,,,,,24/07/2014,27/02/2015,02/03/2015,,55000,,N/A,Tibbalds,,,,,,,,Rosie.Brake@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,55,,Private Medical Insurance,,Human Resources ICT/CSC & Shared Support Services,,,Private Medical Insurance,,,,,,01/04/2014,31/03/2015,02/01/2015,,52000,,N/A,AXA PPP,,,,,,,,Jo.Whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,287,,Project manager client role for Princes Risborough,,Planning & Sustainability,,,Project manager client role for Princes Risborough,,,,,,16/06/2014,27/02/2015,02/03/2015,,16000,,N/A,TDRC,,,,,,,,Rosie.Brake@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,45,,Public Convenience Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Public Convenience Cleaning,,,,,,05/07/2010,04/07/2015,30/04/2015,,597090,,N/A,Wettons,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,135,,Stationery & office consumables,,Finance & Commercial,,,Stationery & office consumables,,,,,,01/07/2013,29/07/2016,04/04/2016,,75000,,N/A,Lyreco,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,251,,Strategic Housing Market Assessment,,Planning & Sustainability,,,Strategic Housing Market Assessment,,,,,,27/03/2012,27/02/2015,02/03/2015,,29850,,N/A,ORS,,,,,,,,Ian.Manktelow@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,81,,supply Nhh Electricity,,Finance & Commercial,,,supply Nhh Electricity,,,,,,01/10/2014,30/09/2015,02/03/2015,,60000,,N/A,British Gas via OGC,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,97,,Supply of Electricity HH,,Finance & Commercial,,,Supply of Electricity HH,,,,,,01/10/2014,30/09/2015,02/03/2015,,116000,,N/A,EDF,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,98,,Supply of gas,,Finance & Commercial,,,Supply of gas,,,,,,01/10/2014,30/09/2015,31/03/2015,,60000,,N/A,Corona,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,80,,Supply of non-metered electricity,,Finance & Commercial,,,Supply of non-metered electricity,,,,,,01/10/2014,30/09/2015,02/03/2015,,16000,,N/A,EDF Energy,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,150,,Telephone call charges & line rental,,Finance & Commercial,,,Telephone call charges & line rental,,,,,,01/10/2014,30/09/2015,02/02/2015,,38000,,N/A,British Telecom,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,86,,Thames Valley Cash collection contract,,Finance & Commercial,,,Thames Valley Cash collection contract,,,,,,01/01/2015,31/12/2019,01/12/2014,,120000,,N/A,CSS Ltd,,,,,,,,Simon.Blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,151,,Treasury Management Fund Managers Fees. (Hold funds on our behalf charge as % of funds held).,,Finance & Commercial,,,Treasury Management Fund Managers Fees. (Hold funds on our behalf charge as % of funds held).,,,,,,01/04/2014,31/03/2015,27/02/2015,,40000,,N/A,Investec Asset Management,,,,,,,,Steve.Richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,65,,Treasury Management Services. (Market intelligence and advice).,,Finance & Commercial,,,Treasury Management Services. (Market intelligence and advice).,,,,,,01/04/2013,31/03/2015,27/02/2015,,14500,,N/A,Sector,,,,,,,,Steve.Richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,266,,UPT terminals ANPR Veripark machines,,Environment,,,UPT terminals ANPR Veripark machines,,,,,,22/04/2013,31/03/2015,05/01/2015,,10000,,N/A,Wild Yeast Ltd - Xenco,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,232,,Waste collection/ refuse collection,,Environment,,,Waste collection/ refuse collection,,,,,,04/03/2013,02/03/2020,02/03/2018,02/03/2034,49000000,,N/A,Serco,,,,,,,,Caroline.Hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,116,,Water and Air Hygiene,,Human Resources ICT/CSC & Shared Support Services,,,Water and Air Hygiene,,,,,,01/04/2014,31/03/2015,30/01/2015,,25000,,N/A,SMS ltd,,,,,,,,Paul.Bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe District Council,http://opendatacommunities.org/id/district-council/wycombe,31/12/2014,127,,Web Control and Blackspider,,Human Resources ICT/CSC & Shared Support Services,,,Web Control and Blackspider,,,,,,01/02/2013,31/03/2015,01/01/2015,,29000,,N/A,Websense (Via Civica),,,,,,,,Mary.Hayward-Ord@wycombe.gov.uk,
