Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,351,,Installation of Festive Lights,,Human Resources ICT/CSC & Shared Support Services,,,Installation of Festive Lights,,,,,,01/09/2015,31/01/2019,31/01/2018,0,163000,,N/A,Lamps & Tube Illuminations Ltd.,,,,,,,,stuart.ross@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,352,,"Replacement server, including 3 years support and maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Replacement server, including 3 years support and maintenance",,,,,,07/10/2015,06/10/2018,01/12/2017,0,57000,,N/A,Q Associates,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,353,,Supply and Install Street Nameplates,,Human Resources ICT/CSC & Shared Support Services,,,Supply and Install Street Nameplates,,,,,,01/10/2015,01/10/2018,01/04/2018,0,15000,,N/A,Signways Ltd,,,,,,,,stuart.ross@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,354,,Landscape Design Services,,Community,,,Landscape Design Services,,,,,,01/09/2015,31/08/2018,31/01/2018,0,18000,,N/A,Applied landscape Design,,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,355,,Higginson park consultancy,,Community,,,Higginson park consultancy,,,,,,01/09/2015,31/08/2016,31/08/2016,0,14750,,N/A,FMG Consulting  Ltd,,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,356,,Mobile phones,,Finance & Commercial,,,Mobile phones,,,,,,04/11/2015,05/02/2018,01/07/2017,0,28000,,N/A,Vodafone,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,361,,Maintenance/ Service Agreement for Private Electrical Distribution System,,Human Resources ICT/CSC & Shared Support Services,,,Maintenance/ Service Agreement for Private Electrical Distribution System,,,,,,01/10/2015,01/11/2019,01/09/2016,0,10000,,N/A,The Freedom Group of Companies (FGC),,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,362,,Princes Risborough Water infra structure study,,Planning & Sustainability,,,Princes Risborough Water infra structure study,,,,,,08/12/2015,09/06/2016,19/05/2016,0,17250,,N/A,Amec Foster Wheeler,,,,,,,,aude.pantel@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,364,,Food Hygiene inspections,,Environment,,,Food Hygiene inspections,,,,,,20/11/2015,30/06/2016,31/05/2016,30/06/2017,20000,,N/A,Osborne Richardson,,,,,,,,andrew.collinson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,365,,Handy Cross phase 3 & 4 Agents,,Major Projects & Estates,,,Handy Cross phase 3 & 4 Agents,,,,,,01/09/2015,30/12/2017,30/09/2016,0,2300000,,N/A,Savills,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,366,,Retail planning consultancy support services framework,,Planning & Sustainability,,,Retail planning consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,0,40000,,N/A,Carter Jonas,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,367,,Retail planning consultancy support services framework,,Planning & Sustainability,,,Retail planning consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,0,40000,,N/A,Nathaniel Lichfield,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,368,,Retail planning consultancy support services framework.,,Planning & Sustainability,,,Retail planning consultancy support services framework.,,,,,,01/07/2015,30/06/2018,01/01/2018,0,40000,,N/A,Nexus planning,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,369,,Retail planning consultancy support services framework,,Planning & Sustainability,,,Retail planning consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,0,40000,,N/A,Peter Brett,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,370,,Retail planning consultancy support services framework,,Planning & Sustainability,,,Retail planning consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,0,40000,,N/A,WYG,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,371,,Green infra structure suport,,Planning & Sustainability,,,Green infra structure suport,,,,,,01/12/2015,30/11/2018,01/01/2018,0,30000,,N/A,Bell fischer landscape Architects,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,378,,WDC Service Level Agreement SUDS advice on planning applications,,Planning & Sustainability,,,WDC Service Level Agreement SUDS advice on planning applications,,,,,,18/04/2016,31/03/2017,31/03/2017,0,25000,,N/A,Bucks County Council,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,380,,car parks lift  refurbishment,,Human Resources ICT/CSC & Shared Support Services,,,car parks lift  refurbishment,,,,,,01/04/2016,31/05/2016,31/05/2016,0,75000,,N/A,Chiltern Lifts,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,381,,District Energy survey,,Community,,,District Energy survey,,,,,,01/05/2016,30/06/2016,30/06/2016,0,31820,,N/A,Arup,,,,,,,,catherine.silvadonayre@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,382,,In Life care plans MSCP's,,Human Resources ICT/CSC & Shared Support Services,,,In Life care plans MSCP's,,,,,,25/04/2016,24/04/2020,24/04/2017,0,71500,,N/A,Pyle Car parks ltd,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,383,,Public Convenience Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Public Convenience Cleaning,,,,,,01/04/2016,02/03/2020,03/04/2017,0,594300,,N/A,Danfo Uk Ltd,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,384,,Quantity Surveying services for QEII project,,Human Resources ICT/CSC & Shared Support Services,,,Quantity Surveying services for QEII project,,,,,,20/04/2016,30/11/2016,30/11/2016,0,10500,,N/A,Pro Com,,,,,,,,richard.marks@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,385,,ICES - BPU services provision,,Environment,,,ICES - BPU services provision,,,,,,04/07/2016,04/06/2018,30/04/2018,0,90000,,N/A,ICES - Imperial Civil enforcement Solutions,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14076,,Agency staff fees,,Major Projects & Estates,,,Agency staff fees,,,,,,04/01/2016,,,,10000,,N/A,Macdonald & Company,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14088,,Ashwells Reserve Site Housing - Masterplan,,Major Projects & Estates,,,Ashwells Reserve Site Housing - Masterplan,,,,,,06/01/2016,,,,5000,,N/A,Odyssey Markides Llp,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14091,,Wycombe District Athletics Complex,,Community,,,Wycombe District Athletics Complex,,,,,,06/01/2016,,,,23475,,N/A,Agripower Ltd - Cis,,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14105,,Additional fit out works,,Community,,,Additional fit out works,,,,,,07/01/2016,,,,5000,,N/A,T & Gee Construction Ltd - Cis,,,,,,,,catherine.silvadonayre@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14108,,Sterling Planning,,Planning & Sustainability,,,Sterling Planning,,,,,,07/01/2016,,,,15000,,N/A,Sterling Planning Ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14110,,Second installment BID levy 15/16,,Finance & Commercial,,,Second installment BID levy 15/16,,,,,,07/01/2016,,,,77216,,N/A,Hwbidco Ltd,,,,,,,,nisar.visram@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14116,,Repair to vandalised machines,,Environment,,,Repair to vandalised machines,,,,,,08/01/2016,,,,24000,,N/A,Parking Pal Ltd,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14125,,Reading Agricultural - 15/08276,,Planning & Sustainability,,,Reading Agricultural - 15/08276,,,,,,11/01/2016,,,,20000,,N/A,Reading Agricultural Consultants,,,,,,,,penelope.tollit@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14126,,"Off highway signage, Handy Cross",,Finance & Commercial,,,"Off highway signage, Handy Cross",,,,,,11/01/2016,,,,65000,,N/A,Agripower Ltd - Cis,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14127,,B & B for 5 Amersham Hill,,Housing,,,B & B for 5 Amersham Hill,,,,,,12/01/2016,,,,10000,,N/A,The Coin Group Ltd,,,,,,,,kathryn.hobman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14135,,Wave 2 costs for WYA Prevent project,,Community,,,Wave 2 costs for WYA Prevent project,,,,,,13/01/2016,,,,6070.08,,N/A,Wycombe Youth Action,,,,,,,,daniel.sullivan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14153,,Practical Law,,Democratic Legal & Policy,,,Practical Law,,,,,,14/01/2016,,,,7543,,N/A,Thomson Reuters,,,,,,,,julie.openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14169,,BT CCTV Circuits rent 30th Dec 2015 to 29th M,,Community,,,BT CCTV Circuits rent 30th Dec 2015 to 29th M,,,,,,18/01/2016,,,,10707.17,,N/A,Bt Redcare,,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14171,,Wycombe Airpark fees for period 27/10/15 - 19,,Major Projects & Estates,,,Wycombe Airpark fees for period 27/10/15 - 19,,,,,,18/01/2016,,,,20000,,N/A,Bevan Brittan,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14177,,PostageCreditBought08JAN2016,,Finance & Commercial,,,PostageCreditBought08JAN2016,,,,,,19/01/2016,,,,5000,,N/A,Neopost Neofunds,,,,,,,,paul.simmons@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14186,,Costs relating to Public Health Funeral,,Environment,,,Costs relating to Public Health Funeral,,,,,,19/01/2016,,,,5046.76,,N/A,C P J Field & Co Ltd,,,,,,,,keith.coldham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14203,,Richard Ground - former Molins 15/05250/OUTEA,,Planning & Sustainability,,,Richard Ground - former Molins 15/05250/OUTEA,,,,,,20/01/2016,,,,52000,,N/A,Richard Ground,,,,,,,,penelope.tollit@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14210,,Guildhall Cleaning & Sundry supplies.,,Major Projects & Estates,,,Guildhall Cleaning & Sundry supplies.,,,,,,21/01/2016,,,,6000,,N/A,A1 Cleaning,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14213,,Security patrols,,Environment,,,Security patrols,,,,,,21/01/2016,,,,9541,,N/A,Securipol Ltd,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14216,,Urgent Roof repair,,Housing,,,Urgent Roof repair,,,,,,21/01/2016,,,,5377.12,,N/A,Murrell Estates  Ltd                 Cis,,,,,,,,ryan.savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14219,,Bid Levy 2015/16,,Finance & Commercial,,,Bid Levy 2015/16,,,,,,21/01/2016,,,,16301,,N/A,Hwbidco Ltd,,,,,,,,nisar.visram@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14220,,Little Marlow Running Track - professional Fe,,Major Projects & Estates,,,Little Marlow Running Track - professional Fe,,,,,,22/01/2016,,,,60000,,N/A,Agripower Ltd - Cis,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14222,,"Gritting and Snow cleanance Coachway,  park a",,Finance & Commercial,,,"Gritting and Snow cleanance Coachway,  park a",,,,,,22/01/2016,,,,5430.17,,N/A,Gritit Winter Risk Management,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14232,,B & B for 5 Amersham Hill,,Housing,,,B & B for 5 Amersham Hill,,,,,,25/01/2016,,,,10000,,N/A,The Coin Group Ltd,,,,,,,,kathryn.hobman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14242,,Equipment Maintenance,,Environment,,,Equipment Maintenance,,,,,,25/01/2016,,,,5944,,N/A,Esu1 Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14244,,Front Office support RB integration 010216-31,,Human Resources ICT/CSC & Shared Support Services,,,Front Office support RB integration 010216-31,,,,,,25/01/2016,,,,33934.35,,N/A,Northgate Public Services (Uk) Ltd,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14246,,Montem Guest House,,Housing,,,Montem Guest House,,,,,,25/01/2016,,,,10000,,N/A,Montem Guest House,,,,,,,,kathryn.hobman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14271,,Voluntary Sector Infrastructure Grant,,Community,,,Voluntary Sector Infrastructure Grant,,,,,,28/01/2016,,,,23104,,N/A,Bucks County Council,,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14280,,Temporary Accommodation Works,,Housing,,,Temporary Accommodation Works,,,,,,29/01/2016,,,,10000,,N/A,Cobar Enterprises,,,,,,,,kathryn.hobman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14295,,Gomm Valley Ashwells - Design Visualisations,,Major Projects & Estates,,,Gomm Valley Ashwells - Design Visualisations,,,,,,01/02/2016,,,,7000,,N/A,Lda Design (Consulting) Ltd,,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14296,,"Handy X Phase 3 - Site Modelling Work, CGI Im",,Major Projects & Estates,,,"Handy X Phase 3 - Site Modelling Work, CGI Im",,,,,,01/02/2016,,,,8000,,N/A,Richard Markland Architects,,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14300,,councillor search consultancy,,Human Resources ICT/CSC & Shared Support Services,,,councillor search consultancy,,,,,,01/02/2016,,,,14990,,N/A,Astun Technology Ltd,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14310,,Agency staff w/c 25/1/16 to w/e 1,,Planning & Sustainability,,,Agency staff w/c 25/1/16 to w/e 1,,,,,,02/02/2016,,,,15000,,N/A,B R G Interim Solutions Ltd,,,,,,,,alison.pipes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14320,,"Commercial Warranty Insurance - re Waitrose,",,Finance & Commercial,,,"Commercial Warranty Insurance - re Waitrose,",,,,,,02/02/2016,,,,51049.31,,N/A,Building & Land Guarantees Ltd,,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14321,,Town Centre Projects Consultancy Work,,Planning & Sustainability,,,Town Centre Projects Consultancy Work,,,,,,02/02/2016,,,,5000,,N/A,Mike Knight,,,,,,,,john.callahan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14327,,Handy X - Additional Works to main signage Co,,Finance & Commercial,,,Handy X - Additional Works to main signage Co,,,,,,03/02/2016,,,,10000,,N/A,Agripower Ltd - Cis,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14344,,HNL mailing February 2016,,Democratic Legal & Policy,,,HNL mailing February 2016,,,,,,04/02/2016,,,,5803.72,,N/A,Print Image Network Ltd,,,,,,,,rob.curtis@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14345,,Town Hall Roof Retention,,Major Projects & Estates,,,Town Hall Roof Retention,,,,,,04/02/2016,,,,6781.32,,N/A,Messenger Construction Ltd - Cis,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14348,,replacement machine following vandalism,,Environment,,,replacement machine following vandalism,,,,,,04/02/2016,,,,42615,,N/A,Parking Pal Ltd,,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14351,,Council Office Car Park - Replacement Light F,,Human Resources ICT/CSC & Shared Support Services,,,Council Office Car Park - Replacement Light F,,,,,,05/02/2016,,,,5895,,N/A,Scorpio Electrical Contractors,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14353,,MyShred (Confidential Waste Colection Februar,,Human Resources ICT/CSC & Shared Support Services,,,MyShred (Confidential Waste Colection Februar,,,,,,05/02/2016,,,,5900,,N/A,Myshred Limited,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14374,,Handy Cross - Signage Contract -Remainder due,,Finance & Commercial,,,Handy Cross - Signage Contract -Remainder due,,,,,,08/02/2016,,,,48142.15,,N/A,Agripower Ltd - Cis,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14385,,Locata membership and support,,Housing,,,Locata membership and support,,,,,,09/02/2016,,,,10000,,N/A,Locata (Housing Services) Ltd,,,,,,,,kathryn.hobman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14390,,Globe Park: WDC levy contribution 2016,,Democratic Legal & Policy,,,Globe Park: WDC levy contribution 2016,,,,,,09/02/2016,,,,5000,,N/A,Groundwork South,,,,,,,,jacqueline.ford@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14392,,Recruitment,,Finance & Commercial,,,Recruitment,,,,,,09/02/2016,,,,20000,,N/A,Penna Plc,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14399,,XPress annual fees for the 2016-17 year,,Democratic Legal & Policy,,,XPress annual fees for the 2016-17 year,,,,,,10/02/2016,,,,14500,,N/A,Xpress Software Solutions Ltd,,,,,,,,rob.curtis@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14408,,FM50- Swan MSCP upstand redecoration levels 8,,Environment,,,FM50- Swan MSCP upstand redecoration levels 8,,,,,,11/02/2016,,,,5940,,N/A,Jones & Reeves                       Cis,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14416,,Second Thoughts and THINK workshops,,Community,,,Second Thoughts and THINK workshops,,,,,,11/02/2016,,,,6576,,N/A,Equalitech,,,,,,,,daniel.sullivan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14419,,B & B at 5 Amersham Hill,,Housing,,,B & B at 5 Amersham Hill,,,,,,12/02/2016,,,,10000,,N/A,The Coin Group Ltd,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14422,,Fees,,Major Projects & Estates,,,Fees,,,,,,12/02/2016,,,,5000,,N/A,Bevan Brittan,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14427,,FM Development Support - CPR/HXH- top up fees,,Major Projects & Estates,,,FM Development Support - CPR/HXH- top up fees,,,,,,15/02/2016,,,,7371,,N/A,Mace Macro Ltd,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14439,,Hughenden Quarter Upper Site - lease,,Major Projects & Estates,,,Hughenden Quarter Upper Site - lease,,,,,,16/02/2016,,,,10890,,N/A,Duncan Bailey Kennedy,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-16,WDC14443,,Agency staff,,Major Projects & Estates,,,Agency staff,,,,,,16/02/2016,,,,11000,,N/A,Macdonald & Company,,,,,,,,robert.daniels@wycombe.gov.uk,
