Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,P-Card Tran,Contract
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,HG CONSULTING LTD,Redacted,Not yet available,Not yet available,Not yet available,17/07/2014,22546523,1,1200,Nil,Consultants Fees,Revenue,Business Services,CAT02,79960,Training Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,HG CONSULTING LTD,Redacted,Not yet available,Not yet available,Not yet available,17/07/2014,22546524,,700,Nil,Consultants Fees,Revenue,Business Services,CAT02,79960,Training Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Planning Services,N,LEEDS CITY COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,17/09/2014,22589258,1,1000,Nil,Consultants Fees,Revenue,n/a,CATNA,48583,Local Government,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Planning Services,N,LEEDS CITY COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,01/07/2014,22536160,1,983.61,Nil,Consultants Fees,Revenue,n/a,CATNA,48583,Local Government,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Planning Services,N,LEEDS CITY COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,19/08/2014,22570423,1,696.71,Nil,Consultants Fees,Revenue,n/a,CATNA,48583,Local Government,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Planning Services,N,LEEDS CITY COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,09/09/2014,22587305,1,-1116.39,Nil,Consultants Fees,Revenue,n/a,CATNA,48583,Local Government,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Planning Services,N,MUNRO KEMPTON ASSOCIATES LTD,Redacted,Not yet available,Not yet available,Not yet available,09/09/2014,22587296,1,9870,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,NPS NORTH EAST LTD,Redacted,Not yet available,Not yet available,Not yet available,02/09/2014,22581664,,3611.5,Nil,Consultants Fees,Revenue,Property & Asset Management,CAT01,4422,Architectural Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,POSITIVE EYE LTD,Redacted,Not yet available,Not yet available,Not yet available,19/09/2014,22599883,1,2237.5,Nil,Consultants Fees,Revenue,Business Services,CAT02,79960,Training Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,PRICEWATERHOUSECOOPERS LLP,Redacted,Not yet available,Not yet available,Not yet available,16/09/2014,22590614,1,69786.88,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,PRICEWATERHOUSECOOPERS LLP,Redacted,Not yet available,Not yet available,Not yet available,16/09/2014,22590833,1,36414.38,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,PRICEWATERHOUSECOOPERS LLP,Redacted,Not yet available,Not yet available,Not yet available,12/09/2014,22588044,1,88976.25,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,PRICEWATERHOUSECOOPERS LLP,Redacted,Not yet available,Not yet available,Not yet available,12/09/2014,22588056,1,56665.63,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Planning Services,N,PRICEWATERHOUSECOOPERS LLP,Redacted,Not yet available,Not yet available,Not yet available,23/09/2014,22599668,1,3504,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,RPS BUSINESS HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,28/07/2014,22549648,1,2300,Nil,Consultants Fees,Revenue,Business Services,CAT02,53385,Occupational Therapists,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,RPS BUSINESS HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,25/09/2014,22599140,1,2300,Nil,Consultants Fees,Revenue,Business Services,CAT02,53385,Occupational Therapists,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,RPS BUSINESS HEALTHCARE,Redacted,Not yet available,Not yet available,Not yet available,10/09/2014,22581829,1,2300,Nil,Consultants Fees,Revenue,Business Services,CAT02,53385,Occupational Therapists,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,SHARPE PRITCHARD,Redacted,Not yet available,Not yet available,Not yet available,29/07/2014,22560536,1,19313,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,SHARPE PRITCHARD,Redacted,Not yet available,Not yet available,Not yet available,25/09/2014,22601387,1,5192.5,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,SHARPE PRITCHARD,Redacted,Not yet available,Not yet available,Not yet available,12/09/2014,22588059,1,8323.5,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Highways & Transport Services,5,SUSTRANS LTD,Redacted,Not yet available,Not yet available,Not yet available,30/09/2014,22589617,1,7499,Nil,Consultants Fees,Revenue,Adult Services,CAT04,17020,Charities & Voluntary Organisations,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,THE MID YORKSHIRE HOSPITALS NHS TRUST,Redacted,Not yet available,Not yet available,Not yet available,08/09/2014,22586378,1,2149.5,Nil,Consultants Fees,Revenue,Professional Services,CAT08,42200,Health Authorities,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Cultural and Related Services,L,THE SPORTS CONSULTANCY,Redacted,Not yet available,Not yet available,Not yet available,22/09/2014,22599635,1,3560.04,Nil,Consultants Fees,Revenue,Professional Services,CAT08,12100,Business & Management Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Planning Services,N,VALUATION OFFICE AGENCY,Redacted,Not yet available,Not yet available,Not yet available,23/09/2014,22599839,1,1350,Nil,Consultants Fees,Revenue,Professional Services,CAT08,38711,Government Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Environmental and Regulatory Services,M,VALUATION OFFICE AGENCY,Redacted,Not yet available,Not yet available,Not yet available,05/08/2014,22548727,1,984.1,Nil,Consultants Fees,Revenue,Professional Services,CAT08,38711,Government Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,VALUATION OFFICE AGENCY,Redacted,Not yet available,Not yet available,Not yet available,15/09/2014,22589304,1,10000,Nil,Consultants Fees,Revenue,Professional Services,CAT08,38711,Government Agencies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,WAKEFIELD DISTRICT HOUSING INVOICE PAYMENTS,Redacted,Not yet available,Not yet available,Not yet available,29/07/2014,22560961,1,10000,Nil,Consultants Fees,Revenue,Adult Services,CAT04,44166,"Housing Associations, Societies, Trusts & Co-Opera",,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,WAKEFIELD DISTRICT HOUSING INVOICE PAYMENTS,Redacted,Not yet available,Not yet available,Not yet available,29/07/2014,22560983,1,20265,Nil,Consultants Fees,Revenue,Adult Services,CAT04,44166,"Housing Associations, Societies, Trusts & Co-Opera",,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Environmental and Regulatory Services,M,WALKER MORRIS SOLICITORS,Redacted,Not yet available,Not yet available,Not yet available,21/07/2014,22545049,1,1251.2,Nil,Consultants Fees,Revenue,Professional Services,CAT08,72460,Solicitors,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,WEST YORKSHIRE PENSION FUND,Redacted,Not yet available,Not yet available,Not yet available,21/07/2014,22549202,1,3774,Nil,Consultants Fees,Revenue,Business Services,CAT02,56860,Pensions,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,COCKCROFT TIMBER LTD,Redacted,Not yet available,Not yet available,Not yet available,30/07/2014,22537972,1,718.81,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,78210,"Timber Merchants, Importers & Agents",,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,HENROB DIRECT LIMITED,Redacted,Not yet available,Not yet available,Not yet available,17/09/2014,22590832,1,602.95,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,40401,Glass Products - Mnfrs,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Environmental and Regulatory Services,M,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,Redacted,Not yet available,Not yet available,Not yet available,29/07/2014,22560934,1,1022.65,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,10900,Brush Mnfrs,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Environmental and Regulatory Services,M,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,Redacted,Not yet available,Not yet available,Not yet available,11/08/2014,22566555,1,795.77,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,10900,Brush Mnfrs,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Environmental and Regulatory Services,M,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,Redacted,Not yet available,Not yet available,Not yet available,07/08/2014,22560929,1,728.28,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,10900,Brush Mnfrs,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,RAINBOW PAINTS,Redacted,Not yet available,Not yet available,Not yet available,24/07/2014,22559013,1,633,Nil,Consumable Items,Revenue,Property & Asset Management,CAT01,55630,Painting & Decorating Supplies,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DUNEDIN PROPERTY,Redacted,Not yet available,Not yet available,Not yet available,15/07/2014,22545564,1,875.74,Nil,Contrib to Insurance provision - Premises,Revenue,Property & Asset Management,CAT01,1,Commercial Property Agents,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION MATTERS NORTHWEST,Redacted,Not yet available,Not yet available,Not yet available,08/07/2014,22542672,1,1488,Nil,Contribution,Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ADOPTION UK,Redacted,Not yet available,Not yet available,Not yet available,04/07/2014,22541000,1,1495,Nil,Contribution,Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CONCERTO SERVICES,Redacted,Not yet available,Not yet available,Not yet available,25/09/2014,22603851,1,2100,Nil,Contribution,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CONCERTO SERVICES,Redacted,Not yet available,Not yet available,Not yet available,25/09/2014,22603855,1,2100,Nil,Contribution,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CONCERTO SERVICES,Redacted,Not yet available,Not yet available,Not yet available,25/09/2014,22603857,1,2100,Nil,Contribution,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CONCERTO SERVICES,Redacted,Not yet available,Not yet available,Not yet available,07/08/2014,22566556,1,2100,Nil,Contribution,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CONCERTO SERVICES,Redacted,Not yet available,Not yet available,Not yet available,07/08/2014,22566557,1,2100,Nil,Contribution,Revenue,ICT,CAT11,20703,Computer Systems & Software (Development),,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CORE ASSETS CHILDRENS SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,18/09/2014,22599103,1,1920,Nil,Contribution,Revenue,Children and Young People,CAT05,17780,Children�s Homes,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543286,,900,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543287,1,1200,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543291,1,2700,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543292,,900,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543297,1,4400,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543298,,900,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543302,,2700,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543304,,900,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543309,1,1200,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543314,,900,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543316,,2700,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543317,1,900,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,09/07/2014,22543318,,2700,Nil,Contribution,Revenue,n/a,CATNA,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,LINK MAKER SYSTEMS,Redacted,Not yet available,Not yet available,Not yet available,17/07/2014,22548200,,4800,Nil,Contribution,Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,BUSINESS,Central Services,1,POLICE AND CRIME COMISSIONER FOR WEST YORKSHIRE,Redacted,Not yet available,Not yet available,Not yet available,08/07/2014,22542648,1,8000,Nil,Contribution,Revenue,n/a,CATNA,60064,Police,,Not yet available
Wakefield MDC,E08000036,30/09/2014,REGENCULT,Cultural and Related Services,L,RUTHERFORD AND WHEELER,Redacted,Not yet available,Not yet available,Not yet available,29/08/2014,22582708,1,4000,Nil,Contribution,Revenue,Property & Asset Management,CAT01,26330,Display Fixtures & Materials,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ACORN CARE & EDUCATION LTD SALES,Redacted,Not yet available,Not yet available,Not yet available,15/07/2014,22545788,1,10347.68,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,29360,Educational Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,ACORN CARE & EDUCATION LTD SALES,Redacted,Not yet available,Not yet available,Not yet available,15/07/2014,22545831,1,10347.66,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,29360,Educational Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,AUTISM PARTNERSHIP UK LTD,Redacted,Not yet available,Not yet available,Not yet available,18/07/2014,22548892,1,1143,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Adult Services,CAT04,25820,Disability & Special Needs - Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,AUTISM PARTNERSHIP UK LTD,Redacted,Not yet available,Not yet available,Not yet available,30/09/2014,22604006,1,540,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Adult Services,CAT04,25820,Disability & Special Needs - Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,AUTISM PARTNERSHIP UK LTD,Redacted,Not yet available,Not yet available,Not yet available,14/08/2014,22568280,1,1413,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Adult Services,CAT04,25820,Disability & Special Needs - Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,BETTERCARE KEYS LTD,Redacted,Not yet available,Not yet available,Not yet available,29/09/2014,22591271,1,11475,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,17580,Childcare Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,BETTERCARE KEYS LTD,Redacted,Not yet available,Not yet available,Not yet available,29/09/2014,22591273,1,11475,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,17580,Childcare Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,BETTERCARE KEYS LTD,Redacted,Not yet available,Not yet available,Not yet available,29/09/2014,22591276,1,11475,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,17580,Childcare Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,BETTERCARE KEYS LTD,Redacted,Not yet available,Not yet available,Not yet available,29/09/2014,22591282,1,11475,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,17580,Childcare Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,BROADWOOD EDUCATIONAL SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,10/07/2014,22542982,1,11514.33,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,29360,Educational Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,BROADWOOD EDUCATIONAL SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,29/09/2014,22590977,1,11142.9,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,29360,Educational Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,BROADWOOD EDUCATIONAL SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,12/08/2014,22567231,1,11514.33,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,29360,Educational Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,CHAIGELEY EDUCATIONAL FOUNDATION,Redacted,Not yet available,Not yet available,Not yet available,12/08/2014,22567241,1,14439.67,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,29360,Educational Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,COMPASS FOSTERING NORTH WEST LIMITED,Redacted,Not yet available,Not yet available,Not yet available,13/08/2014,22537577,1,6250.37,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,COMPASS FOSTERING NORTH WEST LIMITED,Redacted,Not yet available,Not yet available,Not yet available,13/08/2014,22537539,1,5169.87,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,COMPASS FOSTERING NORTH WEST LIMITED,Redacted,Not yet available,Not yet available,Not yet available,13/08/2014,22537540,1,5169.87,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,COMPASS FOSTERING NORTH WEST LIMITED,Redacted,Not yet available,Not yet available,Not yet available,13/08/2014,22537564,1,6222.14,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,COMPASS FOSTERING NORTH WEST LIMITED,Redacted,Not yet available,Not yet available,Not yet available,13/08/2014,22537585,1,6222.14,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,COMPASS FOSTERING NORTH WEST LIMITED,Redacted,Not yet available,Not yet available,Not yet available,13/08/2014,22537469,1,6021.42,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,1880,Adoption & Fostering,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,18/07/2014,22548590,1,1170,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Business Services,CAT02,79960,Training Consultants,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,18/07/2014,22548540,1,845,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,17580,Childcare Services,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,EASTWOOD GRANGE PRIORY,Redacted,Not yet available,Not yet available,Not yet available,13/08/2014,22548862,1,7007.88,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Adult Services,CAT04,15698,Addiction Rehabilitation & Treatment,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,EASTWOOD GRANGE PRIORY,Redacted,Not yet available,Not yet available,Not yet available,08/09/2014,22582180,1,-2260.6,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Adult Services,CAT04,15698,Addiction Rehabilitation & Treatment,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,GAWTHORPE COMMUNITY ACADEMY SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,16/07/2014,22547240,,10315.25,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,67860,Schools - Independent & Preparatory,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,GAWTHORPE COMMUNITY ACADEMY SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,20/08/2014,22579149,,25732.69,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,67860,Schools - Independent & Preparatory,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,GLASSHOUGHTON INFANT ACADEMY,Redacted,Not yet available,Not yet available,Not yet available,16/07/2014,22547241,1,17738.05,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,67860,Schools - Independent & Preparatory,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,GLASSHOUGHTON INFANT ACADEMY,Redacted,Not yet available,Not yet available,Not yet available,20/08/2014,22579150,1,27712.13,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,67860,Schools - Independent & Preparatory,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,"HALFPENNY LANE J, I & N SCHOOL",Redacted,Not yet available,Not yet available,Not yet available,16/07/2014,22547242,,13250.68,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,67860,Schools - Independent & Preparatory,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,"HALFPENNY LANE J, I & N SCHOOL",Redacted,Not yet available,Not yet available,Not yet available,20/08/2014,22579151,,32990.63,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,67860,Schools - Independent & Preparatory,,Not yet available
Wakefield MDC,E08000036,30/09/2014,CHILDYOU,Children's and Education Services,4,HAVERCROFT ACADEMY,Redacted,Not yet available,Not yet available,Not yet available,20/08/2014,22579152,1,21773.81,Nil,Contribution Pupils (Other Local Auth including police and fire),Revenue,Children and Young People,CAT05,67860,Schools - Independent & Preparatory,,Not yet available
