Property Address,RATEPAYER,RV,LIABILITY_START
"62 Southgate, Elland, HX5 0PS",,3550,01/01/2017
"Office H M 2.9, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,1075,01/08/2017
"Office H M 2.11, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Rapid Ecommerce Ltd,7400,01/08/2017
"Bramsche Bar, 31 Rochdale Road, Todmorden, OL14 7LA",Good Food Lovers Limited,11500,18/01/2017
"198 King Cross Road, Halifax, HX1 3JP",,5500,29/05/2017
"Car Park, 17 Winding Road, Halifax, HX1 1UZ",,12000,20/02/2017
"The Fleece Inn, Westgate, Elland, HX5 0BB",New River Retail (Mantle) Ltd,20750,30/08/2017
"Sherwood Road, Brighouse, HD6 1QG",Toad Diaries Ltd,13750,01/04/2017
"Unit 2-3, Caldene Busines Park, Burnley Road, Mytholmroyd          HX7 5QJ",Industrials Uk Ltd Partnership,18500,01/09/2017
"Unit 1A Portsmouth Mill, Station Parade, Todmorden, OL14 8PU",,2550,31/10/2016
"Fenced Compound, Portsmouth Mill, Station Parade, Todmorden           OL14 8PU",,3100,05/11/2016
"Royal George Hotel, 17 Rochdale Road, Todmorden, OL14 5AA",,8800,11/08/2017
"Suite 4 Hawkstone House, Valley Road, Hebden Bridge, HX7 7BL",,1600,01/06/2017
"Suite 2, Hawkestone House, 2 Valley Road, Hebden Bridge        HX7 7BL",Setbray Properties Ltd,1375,01/06/2017
"Units 7-8, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",Mailroom Equipment Ltd,15000,01/04/2017
"Ferguson Street, Halifax, HX1 2EE",Empire Property Holdings 2 Ltd,211000,15/07/2017
"Car Park, Powell Street, Halifax, HX1 1LN",Empire Property Holdings 2 Ltd,23000,15/07/2017
"1 Holiday Let Appletree Farm, Davy Lane, Blackshawhead, Hebden Bridge        HX7 7JG",,5200,30/10/2016
"The Cellar, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",Clay Construction (Huddersfield) Ltd,2500,01/04/2017
"Ground Floor, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",Clay Construction (Huddersfield) Ltd,6000,01/04/2017
"Part Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",Clay Construction (Huddersfield) Ltd,1800,01/04/2017
"Second Floor, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",Clay Construction (Huddersfield) Ltd,1725,01/04/2017
"Garage 1, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",Clay Construction (Huddersfield) Ltd,1400,01/04/2017
"F'Mr W'House At Beard Ents, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",Clay Construction (Huddersfield) Ltd,5500,01/04/2017
"Beard Enterprises, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",Clay Construction (Huddersfield) Ltd,8000,01/04/2017
"27B Halifax Road, Hipperholme, Halifax, HX3 8HQ",,4550,01/09/2017
"Gf Lhs Front, 38 Clare Road, Halifax, HX1 2HX",Relate Pennine Keighley & Craven,1875,01/04/2015
"1ST Flr Lhs Front, 38 Clare Road, Halifax, HX1 2HX",Relate Pennine Keighley & Craven,1875,01/04/2015
"Basement, 38 Clare Road, Halifax, HX1 2HX",Relate Pennine Keighley & Craven,2500,01/04/2015
"2ND Flr Lhs Front, 38 Clare Road, Halifax, HX1 2HX",Relate Pennine Keighley & Craven,1450,01/04/2015
"Unofficial Address, Unit 1C Victoria Road, Halifax, HX1 5PT",,10000,01/02/2017
"Unofficial Address, Unit 1B Victoria Road, Halifax, HX1 5PT",,11000,01/02/2017
"(Unofficial Address) Monty's, Oddfellows Hall, Bridge Street, Todmorden           OL14 5AQ",Everest Pubs Ltd,31750,15/12/2016
"Sun Inn, 94 New Hey Road, Brighouse, HD6 3PZ",,19750,03/01/2017
"Suite 9 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,1050,01/07/2017
"Unit 10B The Nurseries, Halifax Road, Brighouse, HD6 2QD",Brighouse Nurseries Ltd,4600,01/08/2017
"Kershaw House, Luddenden Lane, Luddendenfoot, Halifax             HX2 6NW",,11500,08/12/2016
"The Loft, First Floor, Lever Street, Todmorden           OL14 5QF",Singletrack Media Ltd,6200,18/04/2017
"Unit 4 Co-Op Shopping Parade, Denholmegate Road, Hipperholme, Halifax             HX3 8HX",Vetpartners Limited,15750,12/04/2017
"73 Hopwood Lane, Halifax, HX1 4DG",,3500,01/04/2017
"310 Ovenden Road, Halifax, HX3 5TJ",,2300,02/08/2017
"18 Sculptor Place, Brighouse, HD6 2AR",,2300,29/05/2017
"70 Commercial Street, Halifax, HX1 2JE",Premier Homes Uk Ltd,6500,11/10/2016
"12 Horton Street, Halifax, HX1 1PU",Pepperzal Limited,20000,15/08/2017
"Alma Inn, Alma Lane, Ripponden, Sowerby Bridge      HX6 4NS",,8750,08/08/2017
"Office H M 2.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Engineering Services Partnership Ltd,2800,01/04/2017
"Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1200,02/03/2017
"Unit 1E Lwr Grd Flr Sth Mill, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN",G S M Civils Limited,900,01/05/2017
"Unit 1B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",A4 Barcodes Ltd,2200,01/05/2017
"Unit Hm 1.04, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",,1125,01/06/2017
"252 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",Woodhall Mortgages Ltd,3200,01/09/2017
"Unit 3B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,400,01/08/2017
"6 Lord Street, Halifax, HX1 5AE",,14500,01/04/2017
"Unit 5 Park Road Mills, Park Road, Elland, HX5 9HX",V-Seal Ltd,23250,21/06/2017
"Unit 16, Ripponden Business Park, Oldham Road, Ripponden            HX6 4FF",Ripponden Business Park Limited,8800,02/07/2017
"1ST Floor 5 Storey Section, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",Clay Construction (Huddersfield) Ltd,3550,01/04/2017
"Unit B, Harley House Mill, Harley Street, Todmorden           OL14 5JE",,6100,02/12/2015
"Suite 5, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",,5900,04/09/2017
"Union Cross Hotel, 12 Old Market, Halifax, HX1 1TN",,16750,03/04/2017
"Delilink, Park Street, Brighouse, HD6 1JL",Custom Unique Limited,8300,01/09/2017
"The Willows, 21 Firth Street, Brighouse, HD6 3BB",,31250,01/09/2017
"Unit 70 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",Comcat Ltd,3750,20/05/2017
"(Unofficial Address), Unit 29 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,930,06/09/2017
"Elmfield House, 50/52 Prescott Street, Halifax, HX1 2QW",Urban Phoenix Ltd,32250,20/06/2017
"Office Suite D 23, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,2950,01/08/2017
"2 Bond Street, Halifax Road, Todmorden, OL14 5QB",,3550,03/05/2017
"Suite F7 Trinity House, Blackwall, Halifax, HX1 2QR",Diddikicks Ltd,2125,01/09/2017
"Well Pharmacy Waiting Area, Calderdale Royal Hospital, Dryclough Lane, Halifax              HX3 0PW",Calderdale & Hudds Nhs Foundation Trust,3950,01/04/2015
"Calderdale Royal Hospital, Dryclough Lane, Halifax, HX3 0PW",Calderdale & Hudds Nhs Foundation Trust,1740000,01/04/2015
"Well Pharmacy, Calderdale Royal Hospital, Dryclough Lane, Halifax              HX3 0PW",Calderdale & Hudds Nhs Foundation Trust,11000,01/04/2015
"Engie Fm Offices, Calderdale Royal Hospital, Dryclough Lane, Halifax              HX3 0PW",Calderdale & Hudds Nhs Foundation Trust,24000,01/04/2015
"The Dales, Calderdale Royal Hospital, Dryclough Lane, Halifax              HX3 0PW",Calderdale & Hudds Nhs Foundation Trust,41500,01/04/2015
"Renal Dialysis Unit, Calderdale Royal Hospital, Dryclough Lane, Halifax              HX3 0PW",Calderdale & Hudds Nhs Foundation Trust,11750,01/04/2015
"Unit 8 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",Eco Tech Plumbing & Heating Ltd,5800,18/01/2017
"8 Square, Hawksclough, Hebden Bridge, HX7 8NN",,2550,01/06/2017
"Unit 2B, New Delight Works, Boothtown Road, Halifax              HX3 6TU",,650,05/09/2016
"15 Shay Lane, Halifax, HX3 6QT",,2650,01/04/2017
"52A Back Bowling Green Road, Stainland, Halifax, HX4 9ND",,3900,07/12/2016
"68 Commercial Street, Brighouse, HD6 1AQ",Luxury Leisure,14750,19/04/2017
"Office Suite E345, Dean Clough, Halifax, HX3 5AX",Pod Space Ltd,8400,01/08/2017
"Office Suite D137, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,7900,07/08/2017
"Unit 1, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",Dugdale Ltd,50500,07/03/2016
"Office H M 2.12, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",C C R M Ltd,4500,01/05/2017
"Unit 11, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",,15500,14/01/2017
"17 King Edward Street, Halifax, HX1 1BW",Bnp Paribas Real Estate Uk,9400,24/08/2017
"Unit 12, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",Yorkshire Dama Cheese Ltd,7100,01/12/2016
"10 Albion Street, Halifax, HX1 1DU",Card City Retail Ltd,13000,14/07/2017
"8/10 Bull Close Lane, Halifax, HX1 2EF",,10500,07/08/2017
"50 Southgate, Halifax, HX1 1DL",Overgate Hospice,12750,15/07/2017
"Unit 13, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",,7900,01/02/2017
"Unit 2, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",,11000,01/06/2016
"Unit 3, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",Sowerby Bridge Independent Auto Services Ltd,8500,14/04/2016
"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",,6900,01/11/2016
"Office 17 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,1500,01/09/2017
"178 Queens Road, Halifax, HX1 4LN",Tubzee Ltd,22750,05/07/2017
"Unit 7, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",,4150,01/04/2016
"Unit 9, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",,5800,01/02/2016
"Unit 15, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AQ",Cobra Build Ltd,2550,01/08/2016
"Office Suite L G 38, Dean Clough Mills, Halifax, HX3 5AX",Northern Broadsides Theatre Company,1275,20/03/2017
"Office Suite LG34, Dean Clough Industrial Park, Halifax, HX3 5AZ",Northern Broadsides Theatre Company,9300,20/03/2017
"Unit A3 Elant House, Old Power Way, Lowfields Business Park, Elland               HX5 9DE",Legal & General Assn [Pens Mgmt] Ltd,111000,06/05/2017
"Adj 54 Southgate, Halifax, HX1 1DL",Primesight Ltd,2750,01/07/2017
"186 Halifax Road, Ripponden, Sowerby Bridge, HX6 4AH",Cornerstones Osteopathy Ltd,2100,01/02/2017
"Unit 14, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",,3750,01/11/2016
"Unit 4, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",The Casey Group Ltd,5800,01/12/2016
"Unit 5, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",Safe Stage Services Ltd,5100,16/01/2017
"(Unoff Add) S/Home 1 Bed Apt, Hollins Mill, Rochdale Road, Todmorden           OL14 6SA",Roch Valley Homes Ltd,7300,27/02/2017
"3RD Floor East, Bowling Dyke, Dean Clough Mills, Halifax, HX3 5AX",Fule Card Services Ltd,71500,06/03/2017
"3RD Floor West, Bowling Dyke, Dean Clough Mills, Halifax, HX3 5AX",Credit Resource Solutions Ltd,66500,10/04/2017
"19 Halifax Road, Todmorden, OL14 5AG",,6000,01/11/2016
"Shepherds Rest, Moorside Farm, Radcliffe Lane, Midgley",,3150,05/06/2017
"Unit 4A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,7700,01/07/2017
"Units 1A & 1B, Brier Hey, Burnley Road, Mytholmroyd          HX7 5PF",Thornber Chicks Ltd,8600,16/08/2017
"(Unoff Add) Unit J Factory, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Maramar Holdings Ltd,15250,13/08/2017
"Unofficial Address, Shroggs Park Bowling Club, Lee Mount Road, Lee Mount",Shroggs Park Bowling Club,4150,24/03/2017
"Unofficial Address, Storage Land, Mill Royd Street, Brighouse            HD6 1EY",Northern Gas Networks Ltd,15000,27/03/2017
"338/340 Salterhebble Hill, Halifax, HX3 0QT",Pearson Bros. Properties Ltd,22500,18/07/2017
"Offices Ground & First Floor, The Old Woolcombers Mill, 12/14 Union Street South, Halifax              HX1 2LE",,31500,08/07/2017
"17 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,2600,17/07/2017
"Store, The Old Woolcombers Mill, 12/14 Union Street, Halifax              HX1 2LE",Primafit Uk Ltd,2500,02/03/2017
"Office 2ND Floor, The Old Woolcombers Mill, 12/14 Union Street, Halifax              HX1 2LE",,6600,02/03/2017
"41 Wharf Street, Sowerby Bridge, HX6 2LB",,3900,07/06/2017
"103a Ovenden Road, Ovenden, Halifax, HX3 5RQ",,3050,15/01/2017
"Basement, 32 Northgate, Heptonstall, Hebden Bridge        HX7 7ND",,3200,01/04/2017
"269/271 Queens Road, Halifax, HX1 4NS",,10500,01/07/2017
"26/30 Rochdale Road, Todmorden, OL14 7LD",Veedas Todmorden Limited,20000,01/08/2017
"Grd Flr Unit 2C, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF",Danish Crown Uk Ltd,7700,10/01/2017
"Lwr Gf Unit 2C, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF",,4850,10/01/2017
"Suite K1, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,15000,15/10/2015
"Blackshaw Royd Farm, Marsh Lane, Blackshaw, Hebden Bridge        HX7 7JU",,6800,01/04/2017
"23 Ashenhurst Road, Todmorden, OL14 8EB",Trufoods (Uk) Limited,2300,17/07/2017
"13 Manor Drive, Halifax, HX3 0DN",,2700,31/07/2017
"Unit 20/21, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",,5300,01/03/2017
"Unofficial Address, Former Tourer World, Mill Royd Street, Brighouse            HD6 1EY",F M N T Trading Ltd,39750,30/08/2017
"Unit 2, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",Crompton Mouldings Ltd,13250,01/04/2017
"Unit 1A & 1B, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",Decopac Holdings Ltd,94500,01/04/2017
"Unit 12 The Ainleys, Huddersfield Road, Elland, HX5 9JP",Obl Contracts Ltd,2325,01/04/2017
"4 Huddersfield Road, Brighouse, HD6 1JZ",The Meze Restaurant Limited,11250,28/09/2016
"Unit 6, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",Yorkshire Nu-Builds Ltd,7800,21/06/2017
"741 Burnley Road, Todmorden, OL14 8LF",,2225,01/06/2017
"7 King Cross Street, Halifax, HX1 2SH",,5300,27/07/2017
"26 Burnley Road, Todmorden, OL14 5EZ",,3450,01/09/2017
"Unit 5A White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",P.D.S Plastics Ltd,6800,31/07/2017
"The Car Spot, 1 Rochdale Road, Sowerby Bridge, HX6 3BL",The Car Spot Sales Ltd,15500,31/05/2017
"73 Stainland Road, Greetland, Halifax, HX4 8BD",Lorenzo Greetland Limited,2850,05/06/2017
"4 Savile Park Street, Halifax, HX1 3DX",,2500,01/07/2015
"Unit 9A Woodman Works, South Lane, Elland, HX5 0PA",Heathleigh Ltd,7700,11/08/2017
"Barge & Barrel, 8 Park Road, Elland, HX5 9HP",,8800,08/08/2017
"Ground Floor, 58/60 Southgate, Elland, HX5 0DQ",,9000,05/06/2017
"Police Station, Station Road, Sowerby Bridge, HX6 3AB",,17500,18/08/2017
"Unit W5, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",,9200,16/06/2017
"13 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",,3150,03/07/2017
"Unit 10, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AQ",Flower Of Life Ltd,14750,14/04/2017
"Shay Lane Cafe, 213 Shay Lane, Halifax, HX2 9AD",,4900,10/07/2017
"First Floor Showroom B, 150 Jubilee Road, Halifax, HX3 9LL",,4800,01/04/2017
"8 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,10250,14/07/2017
"11 Town Hall Buildings, Elland, HX5 0EU",,6800,01/07/2017
"(Unofficial Address), Unit 25 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",Setbray Properties Ltd,2500,24/10/2016
"(Unofficial Address), Unit 28 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",Setbray Properties Ltd,2150,24/10/2016
"(Unofficial Address), Unit 30 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",Setbray Properties Ltd,2400,24/10/2016
"(Unofficial Address), Unit 22 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",Setbray Properties Ltd,2125,24/10/2016
"(Unofficial Address), Unit 24 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",Setbray Properties Ltd,2475,24/10/2016
"(Unofficial Address), Unit 20 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",Setbray Properties Ltd,1600,24/10/2016
"New Hall Farm Stables, And Livery, Whitwell Green Lane, Elland               HX5 9PH",,3600,10/08/2017
"170 King Cross Road, Halifax, HX1 3LN",,4800,12/09/2017
"9 Square, Halifax, HX1 1RJ",Game Retail Ltd,16000,28/08/2017
"103 Northgate, Halifax, HX1 1XF",,3950,19/05/2017
"Office 22 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Gp Strategies Training Ltd,2950,01/09/2017
"Office H M 2.10, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1550,01/04/2017
"Unit 1A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,3700,01/07/2017
"Unit 20, Mill Lane, Boothtown, Halifax              HX3 6TR",Reflecting Roadstuds Ltd,5900,15/09/2017
"51 Hanson Lane, Halifax, HX1 5NX",,2800,17/08/2017
"Unit W3, Tenterfield Business Pk, Burnley Road, Luddendenfoot        HX2 6EQ",,4500,01/03/2017
"Unit 1 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",Bespoke Financial Services Yorkshire Ltd,3400,01/08/2017
"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,3900,14/08/2017
"Enterprise House, 320 Ovenden Road, Halifax, HX3 5TJ",,2850,17/07/2017
"1 Wellington Arcade, Briggate, Brighouse, HD6 1DN",St Vincent De Paul Society (England & Wales),12750,17/02/2017
"Rooms 2 & 4 (Ground Floor), 3 Clare Road, Halifax, HX1 2HX",Albanyview Limited,4250,01/04/2015
"1 Spring Hall House, Pellon New Road, Halifax, HX1 4GQ",,5500,01/07/2015
"Interview Rooms 1ST Floor, The Ew Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,5100,01/04/2015
"(Unoff Add) Office 1ST Floor, The Ew Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,32000,01/04/2015
"Units 3-4, Margram Business Centre, Horne Street, Halifax              HX1 5UA",P P L Windows-Doors Ltd,13250,01/04/2016
"Units 1-2, Margram Business Centre, Horne Street, Halifax              HX1 5UA",Halifax Flooring Ltd,13000,01/04/2016
"Field North Of, Upper Soil Hill Farm, Soil Hill, Halifax              HX2 9NT",R N K Renewables Limited,9675,01/04/2017
"Unit 1A Craggs Country B/Prk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Uk Swim Stars Llp,15750,07/04/2017
"6 Huddersfield Road, Brighouse, HD6 1JZ",Forida Jasmin  (Brighouse) Ltd,12250,01/09/2017
"10 Hopwood Lane, Halifax, HX1 5HW",,5700,09/07/2017
"Unit 16, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge       HX6 3AE",Wxfast Ltd,7300,01/04/2017
"New Delight Works, Boothtown Road, Halifax, HX3 6TU",,2475,06/09/2016
"64 Horton Street, Halifax, HX1 1QE",Royal London Mutual Insurance Society Ltd,38000,23/06/2017
"115 Oxford Lane, Siddal, Halifax, HX3 9BJ",,2800,19/08/2017
"Unit 2, New Delight Works, Boothtown Road, Halifax              HX3 6TU",,1350,06/09/2016
"Unit 2A, New Delight Works, Boothtown Road, Halifax              HX3 6TU",,1875,06/09/2016
"D Y L Motor Group, Queens Road, Halifax, HX1 3XY",Eclipse Property (HFX1) Limited,76500,01/04/2017
"D Y L Motor Group, Queens Road, Halifax, HX1 3XY",Eclipse Property (HFX1) Limited,77500,01/04/2017
"31 Huddersfield Road, Elland, HX5 9AH",Berties @ La Cachette Ltd,14000,01/04/2015
"Berties Catering Co Ltd, Brook Street, Elland, HX5 9AH",Berties @ La Cachette Ltd,32250,01/04/2015
"Unit J6 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",Buy It Direct Ltd,477500,29/04/2017
"Adj Harper Barn, Bradshaw Lane, Bradshaw, Halifax              HX2 9XB",,2400,01/04/2017
"22/24 Bridge Gate, Hebden Bridge, HX7 8EX","R.S.P.C.A. Halifax, Huddersfield",10500,01/09/2017
"Suite 6 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",Harley House Ripponden Ltd.,4700,01/04/2017
"Meadowside, Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",Harley House Ripponden Ltd.,4000,01/04/2017
"Bankside, Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",Harley House Ripponden Ltd.,4650,01/04/2017
"Unit 6, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",Enviraclad Ltd,11750,01/09/2017
"(Unofficial Address), Unit 4 Rhs Commercial Mill, Oldham Road, Ripponden            HX6 4EH",Ryburn Valley Furniture Ltd,4300,01/04/2016
"Office Hm 3.16, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,6700,01/04/2017
"Office Hm 3.11, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",B & I Systems Ltd,2425,01/08/2017
"Office Hm 3.12, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Viva Gas Ltd,1800,01/09/2017
"Office Hm 3.13, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Viva Gas Ltd,3450,01/09/2017
"Unit 2A Vale Street, Todmorden, OL14 5HG",Climbingskool Ltd,3800,01/04/2015
"Unit 2 Vale Street, Todmorden, OL14 5HG",Canteen Smithy & Engineering Ltd,9800,01/04/2015
"Unit 2 White Platts Street, Todmorden, OL14 5DW",,1800,01/04/2015
"33A Keighley Road, Halifax, HX2 8BA",,4300,02/07/2017
"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8SW",Clay Construction (Huddersfield) Ltd,3700,01/10/2017
"203a Gibbet Street, Halifax, HX1 5JW",,3050,01/10/2017
"Unit B2, 49 Pear Street, Halifax, HX1 3UA",,2950,01/09/2017
"1ST Flr, 3 Carlton Place, Halifax, HX1 2SB",Crystal Connect Ltd,13000,01/05/2017
"Unit 3 Mount Works, Quebec Street, Elland, HX5 9AN",Hammerstones Construction Ltd,17250,27/09/2017
"Office Hm 3.17, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Gill Graphics,3200,01/10/2017
"3 Bradford Road, Brighouse, HD6 1RW",Brief Encounter Brighouse Ltd,7900,01/10/2017
"80a Commercial Street, Brighouse, HD6 1AQ",,13000,08/05/2017
"Ground & Part 1ST Flr, 82 Gibbet Street, Halifax, HX1 5BP",,4100,18/06/2017
"Office 7, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,910,07/08/2017
"18/20 Square, Halifax, HX1 1RJ",Coal Pension Properties Ltd,20000,01/10/2017
"107 Haley Hill, Halifax, HX3 6EE",,2950,01/10/2017
"39 Rastrick Common, Brighouse, HD6 3DW",,1725,01/04/2017
"19/21 St Georges Square, Hebden Bridge, HX7 8ET",Craven Establishment Ltd,12250,19/05/2017
"Unit A/B, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Maramar Holdings Ltd,45250,14/02/2017
"Dominion House, Denholmegate Road, Hipperholme, Halifax              HX3 8JQ",Bardolino's Ltd,12000,14/04/2017
"Unit 17, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",Administrators Of Aquamat Ltd,6900,31/08/2017
"2 Windsor House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",Industrials Uk Ltd Partnership,19000,01/10/2017
"Bankfield Works, Haley Hill, Halifax, HX3 6ED",Cubik Products Uk Ltd,18250,26/08/2017
"1 Crown Street, Halifax, HX1 1TT",Administrators Of Greenwoods Menswear Ltd,16500,07/09/2017
"Unit 6 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",,1600,01/08/2017
"103/105 Gibbet Street, Halifax, HX1 5BP",,4550,21/08/2017
"Bridges Fitness Centre, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",,16250,01/09/2017
"Unit 11 Woodman Works, South Lane, Elland, HX5 0PA",Northgate Fabrications Ltd,9200,01/09/2017
"1 Central Buildings, Town Hall Street, Sowerby Bridge, HX6 2QF",,5800,27/09/2017
"759 Burnley Road, Todmorden, OL14 8LF",,2125,04/07/2017
