Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,45,1288.34,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/03/2015,170311,73,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,80,1092.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,116,1050.6,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,84,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/03/2015,170309,54,1092.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,49,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,89,1036.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,64,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,50,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/03/2015,170309,50,1208.19,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,107,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,66,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,103,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,43,930.21,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,32,1292.04,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,63,1292.04,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,87,760.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,76,1092.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,49,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/03/2015,170311,92,1288.34,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,74,997.1,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/03/2015,170310,57,1288.34,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/03/2015,170309,6,1092.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,128,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,99,1096.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,80,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,55,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,123,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,70,840,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,98,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,47,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,26,1050.6,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,49,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,122,1050,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,64,735.42,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,92,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,52,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,82,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,78,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,10,560.32,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/03/2015,170311,62,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,59,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,74,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,82,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/03/2015,170310,122,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,58,1295,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,66,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,101,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,51,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/03/2015,170311,64,2279,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,35,1247,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,38,1313.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,112,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,99,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/03/2015,170309,82,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,92,1316.64,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,73,1384.16,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,81,1268.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,60,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,75,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/03/2015,170309,75,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/03/2015,170310,56,2021,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,100,1763,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,34,1634,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,33,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,96,1278.23,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/03/2015,170311,57,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,62,1358.84,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,53,1720,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,43,1440.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,8,1419,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,56,1290,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,52,987.48,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,61,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,85,2021,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,28/01/2015,170304,54,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,89,1240.68,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,47,1120.64,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,97,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,56,1999.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/02/2015,170308,103,1527.64,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/02/2015,170305,46,2021,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,28,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,94,1147.84,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,04/03/2015,170309,35,1505,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,14/01/2015,170302,59,1505,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,126,1849,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,52,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,30,1033.09,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/04/2015,170313,86,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,25/03/2015,170312,66,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/03/2015,170310,117,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,11/02/2015,170306,68,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,81,516,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,18/02/2015,170307,68,1849,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,07/01/2015,170301,33,1440.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,31/03/2015,CHILDYOU,Children's and Education Services,4,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,21/01/2015,170303,97,1591,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
