Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,OPTION HYGIENE LIMITED,A0002063, 12/10/2017,PCO0283473,56.65,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,OPTION HYGIENE LIMITED,A0002063, 19/10/2017,PCO0283618,4.24,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,OPTION HYGIENE LIMITED,A0002063, 12/10/2017,OPS0283527,1783.60,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,POWER PIPES (PENDLE) LIMITED,A0002089, 19/10/2017,OPS0283713,69.55,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,PRINTOFF GRAPHIC ARTS LTD,A0002115, 05/10/2017,REG0283324,173.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Performing Rights Fees,4406,PHONOGRAPHIC PERFORMANCE LTD,A0002133, 12/10/2017,EST0283555,363.52,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Performing Rights Fees,4406,PHONOGRAPHIC PERFORMANCE LTD,A0002133, 12/10/2017,EST0283555,225.28,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,PENBURN CONSTRUCTION LTD,A0002191, 26/10/2017,HMR0283797,20000.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,1001,PENDLE PERSONNEL LTD,A0002198, 19/10/2017,PCO0283625,3319.87,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 12/10/2017,PCO0283483,3410.66,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 19/10/2017,OPS0283705,384.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 05/10/2017,PCO0283287,384.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 05/10/2017,PCO0283288,384.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 19/10/2017,PCO0283623,262.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 05/10/2017,PCO0283270,285.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 05/10/2017,PCO0283271,352.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 12/10/2017,PCO0283550,367.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 05/10/2017,PCO0283272,385.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 05/10/2017,PCO0283273,3206.39,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 19/10/2017,DAL0283586,-19.10,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,4.24,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 19/10/2017,DAL0283586,432.58,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,534.83,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,574.47,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,1.20,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,10.73,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,14.08,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,3.38,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,86.90,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,50.15,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,60.83,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,107.14,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,140.63,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,25.40,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,28.09,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,28.47,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,9.83,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,18.05,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,13.75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,290.94,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,363.37,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,2.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 05/10/2017,DAL0283334,46.76,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,62.82,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ROYAL MAIL GROUP LIMITED,A0002281, 19/10/2017,DAL0283627,305.83,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,4705,ROYAL MAIL GROUP LIMITED,A0002281, 26/10/2017,DAL0283768,10.26,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 19/10/2017,OPS0283687,2100.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 05/10/2017,OPS0283310,2200.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ROBERTSON MEMORIALS,A0002590, 12/10/2017,PCO0283471,240.13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,G4S CASH SOLUTIONS (UK) LIMITED,A0002616, 12/10/2017,AAS0283570,184.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,T & F STEEL DESIGNS LTD,A0002627, 12/10/2017,PCO0283475,10.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,T & F STEEL DESIGNS LTD,A0002627, 12/10/2017,PCO0283475,15.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 19/10/2017,EST0283650,85.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,T & F STEEL DESIGNS LTD,A0002627, 19/10/2017,EST0283650,180.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,T & F STEEL DESIGNS LTD,A0002627, 05/10/2017,HED0283171,62.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,T & F STEEL DESIGNS LTD,A0002627, 05/10/2017,HED0283171,260.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,T & F STEEL DESIGNS LTD,A0002627, 12/10/2017,PCO0283475,40.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,T & F STEEL DESIGNS LTD,A0002627, 12/10/2017,PCO0283475,42.00,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,JOHNSONS TEXICARE LTD,A0002665, 05/10/2017,ENV0283371,82.80,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 12/10/2017,PCO0283472,13.35,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 19/10/2017,PCO0283613,25.80,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,TRAVIS PERKINS TRADING CO LTD,A0002709, 19/10/2017,PCO0283613,106.20,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,TRISTAR PRINTERS LTD,A0002731, 05/10/2017,DAL0283374,53.50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,TRISTAR PRINTERS LTD,A0002731, 19/10/2017,OPS0283710,172.80,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0002785, 26/10/2017,DAL0283788,16.90,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,YORKSHIRE WATER,A0002808, 19/10/2017,EST0283659,728.88,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,1261,PHILIP SANDERSON,A0006611, 12/10/2017,DAL0283499,18.04,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,1261,PHILIP SANDERSON,A0006611, 12/10/2017,DAL0283499,12.65,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,4611,PHILIP SANDERSON,A0006611, 12/10/2017,DAL0283499,25.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARCHAM TREES PLC,A0007884, 12/10/2017,PCO0283549,71.10,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARCHAM TREES PLC,A0007884, 12/10/2017,PCO0283548,204.30,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARCHAM TREES PLC,A0007884, 12/10/2017,PCO0283538,970.20,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Staff Refreshments,1261,VENDA VALET (MACHINES) LTD,A0009649, 05/10/2017,EST0283344,78.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Staff Refreshments,1261,VENDA VALET (MACHINES) LTD,A0009649, 05/10/2017,EST0283343,216.67,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816, 26/10/2017,COR0283830,150.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Subscriptions & Donations,4706,LHT ENTERPRISES LIMITED,A0010288, 12/10/2017,DAL0283579,203.90,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,CPC PROP & GARDENING SERV LTD,A0011770, 05/10/2017,HED0283250,960.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,CPC PROP & GARDENING SERV LTD,A0011770, 05/10/2017,HED0283248,250.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,CPC PROP & GARDENING SERV LTD,A0011770, 26/10/2017,HED0283776,480.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,CPC PROP & GARDENING SERV LTD,A0011770, 26/10/2017,HED0283776,960.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,CPC PROP & GARDENING SERV LTD,A0011770, 05/10/2017,HMR0283327,310.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,PENDLE LEISURE LIMITED,A0012961, 05/10/2017,PER0283347,345.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,4610,PENDLE LEISURE LIMITED,A0012961, 26/10/2017,DAL0283773,175.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,PENDLE LEISURE LIMITED,A0012961, 26/10/2017,HED0283790,3000.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,PENDLE LEISURE LIMITED,A0012961, 02/10/2017,AAS0283463,713100.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,PENDLE LEISURE LIMITED,A0012961, 12/10/2017,EST0283511,1191.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,PENDLE LEISURE LIMITED,A0012961, 12/10/2017,EST0283510,4049.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BROWNS ENGINEERING SERVICES,A0012980, 12/10/2017,PCO0283486,35.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BROWNS ENGINEERING SERVICES,A0012980, 12/10/2017,PCO0283485,44.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 12/10/2017,OPS0283523,1524.60,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 26/10/2017,OPS0283817,1568.70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 19/10/2017,OPS0283688,1600.20,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 05/10/2017,OPS0283322,1719.90,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 12/10/2017,OPS0283559,45.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 05/10/2017,OPS0283329,89.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 12/10/2017,OPS0283558,113.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 12/10/2017,OPS0283559,45.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 05/10/2017,OPS0283329,89.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 12/10/2017,OPS0283558,113.25,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Indirect Employee Expenses,Emp : Training : General,1217,ABC AWARDS,A0017706, 19/10/2017,REG0283451,17.60,Y,1086947,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Training,1211,LANCASHIRE ASSESSMENT CENTRE LTD,A0018163, 19/10/2017,PCO0283614,97.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Diesel Oil,3202,COOKE FUELS,A0019019, 19/10/2017,OPS0283686,1492.50,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,REDACTED - PERSONAL DATA,A0020031, 12/10/2017,HMR0283388,1.39,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Recruitment,1221,CHARTERED INST OF ENV HEALTH,A0020604, 12/10/2017,PER0283497,750.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Recruitment,1221,CHARTERED INST OF ENV HEALTH,A0020604, 12/10/2017,PER0283498,850.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,ASPEN VALLEY KENNELS & CATTERY,A0022106, 12/10/2017,OPS0283576,889.50,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ECOGEN,A0022890, 05/10/2017,HED0283295,2240.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,E.ON,A0023073, 05/10/2017,HED0283174,167.10,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,E.ON,A0023073, 05/10/2017,HED0283173,405.61,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 26/10/2017,EST0283799,104.03,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,MCMILLAN NURSERY SCHOOL,A0024680, 19/10/2017,HED0283639,800.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ALD AUTOMOTIVES,A0025555, 24/10/2017,AAS0283852,193.24,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RIPON FARM SERVICES,A0025562, 12/10/2017,PCO0283542,5.27,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RIPON FARM SERVICES,A0025562, 12/10/2017,PCO0283545,10.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RIPON FARM SERVICES,A0025562, 12/10/2017,PCO0283542,28.73,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RIPON FARM SERVICES,A0025562, 12/10/2017,PCO0283544,150.08,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RIPON FARM SERVICES,A0025562, 12/10/2017,PCO0283545,10.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,RIPON FARM SERVICES,A0025562, 12/10/2017,PCO0283545,23.75,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Subscriptions & Donations,4706,LANGUAGE LINE LIMITED,A0025582, 19/10/2017,HMR0283630,46.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0026384, 26/10/2017,HMR0283778,6.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Operational Buildings Expenses,2701,BARNFIELD INVESTMENT PROPERTIES LTD,A0026595, 05/10/2017,AAS0283356,709.75,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BRITISH TELECOMMUNICATIONS PLC,A0040001, 19/10/2017,PCO0283626,116.95,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,LITE,A0040032, 19/10/2017,COR0283604,165.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Telephones : Central,4503,BRITISH TELECOMMUNICATIONS PLC,A0040210, 12/10/2017,AAS0283561,25.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0040311, 19/10/2017,DAL0283674,4.67,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 19/10/2017,EST0283645,84.50,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,A0040939, 19/10/2017,DAL0283587,95.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,A0040939, 12/10/2017,DAL0283501,740.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 12/10/2017,DAL0283494,163.22,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 12/10/2017,DAL0283494,969.76,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 26/10/2017,DAL0283767,2914.17,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0041558, 05/10/2017,AAS0283360,11.10,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0041689, 26/10/2017,HED0283738,1.75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0041689, 26/10/2017,HED0283738,2.08,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,REDACTED - PERSONAL DATA,A0041689, 12/10/2017,COR0283491,1.25,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,REDACTED - PERSONAL DATA,A0041689, 12/10/2017,COR0283491,8.60,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,4705,HEALTH & SAFETY EXECUTIVE,A0042138, 05/10/2017,PCO0283281,10081.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 12/10/2017,OPS0283562,35.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM Materials,4004,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 05/10/2017,PCO0283286,40.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM Materials,4004,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 05/10/2017,PCO0283286,60.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM Materials,4004,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 05/10/2017,PCO0283285,80.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM Materials,4004,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 05/10/2017,PCO0283285,100.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 12/10/2017,OPS0283562,40.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 05/10/2017,OPS0283328,160.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,PD03,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 05/10/2017,OPS0283328,200.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON UK PLC,A0044040, 12/10/2017,AAS0283565,69.08,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON UK PLC,A0044040, 12/10/2017,EST0283534,309.26,N,N/A,N,N/A
