OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE607K4278917/02/17 CARNIVAL,Support for Leeds West Inidian Carnival,CITY DEVELOPMENT,265- Other Hired And Contracted Services,,23/02/2017,,,,,"œ16,055.00",,"LEEDS WEST INDIAN CARNIVAL, 82 Sheepscar Street North, NULL, LEEDS, LS7 3AF",,b) Micro,,Matthew Sims,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE119042788SIV163246,Bodypump,CITY DEVELOPMENT,203- Operational Furniture And Equipment,,22/02/2017,,,,,"œ49,873.92",,"LES MILLS FITNESS UK LTD, 1 Alie Street, Aldgate, LONDON, E1 8DE",,c) Small,,Caroline Semple,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LO001842768109590,Home Care,ADULT SOCIAL CARE,505- Services Rendered By Voluntary Sector,,02/02/2017,,,,,"œ8,967.30",,"LOCAL CARE FORCE, Bibby Factors Yorkshire Ltd Woodland Hse, Woodland Park Chain Bar, CLECKHEATON, BD19 6BW",,b) Micro,,Richard Allen,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LO112342767109533,Radio Detection CAT4,CITY DEVELOPMENT,203- Operational Furniture And Equipment,,01/02/2017,,,,,"œ5,670.00",,"LORD TECHNICAL LTD, ",,Other/Not known,,Jackie Larner,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LU748542790407984,Legal Fees,ENVIRONMENT & HOUSING,411- Legal Disbursements,,24/02/2017,,,,,"œ8,598.00",,"LUPTON FAWCETT DENISON TILL, Yorkshire House, East Parade, LEEDS, LS1 5BD",,d) Medium,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,MA752842783MM17123,Supply of Electricity,STRATEGIC ACCOUNTS,124- Electricity,,17/02/2017,,,,,"œ42,427.76",,"MACQUARIE METERS 3 LIMITED, Ropemaker Place, 28 Ropemaker Street, LONDON, EC2Y 9HD",,Other/Not known,,Derek Prest,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,MA40874278324083,Malem Enuresis Bed Alarm,LEEDS COMMUNITY EQUIP STORE POOLED BUDGT,203- Operational Furniture And Equipment,,17/02/2017,,,,,"œ5,637.00",,"MALEM MEDICAL LTD, 10 Willow Holt, Lowdham, NOTTINGHAM, NG14 7EJ",,c) Small,,Gillian Eastwood,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,MA637342783ZBB1163675,AV Equipment,ENVIRONMENT & HOUSING,205- Operational Materials,,17/02/2017,,,,,"œ5,500.00",,"MARSHALLS MONO LTD, Landscape House, Premier Way Lowfields Business Park, ELLAND WEST YORKSHIRE, HX5 9HT",,e) Large,,Paul Ackroyd,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CA2495427816701/00007UD,Home Care,ADULT SOCIAL CARE,568- Home Care,,15/02/2017,,,,,"œ126,044.24",,"MEARS HOMECARE LTD, Crown House  Stephenson Road, NULL, COLCHESTER, CO4 9QR",,e) Large,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ME179342783OP/I037386,Provision of Mental Health Leaflets,PUBLIC HEALTH,202- Teaching Materials,,17/02/2017,,,,,"œ9,900.00",,"MENTAL HEALTH FOUNDATION, Uk Office Sea Containers House, 20 Upper Ground, LONDON, SE1 9QB",,Other/Not known,,Rebecca Vaananen,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,MO144042790010890,Wayfinding Audits & Analysis,CITY DEVELOPMENT,267- Publication And Promotion,,24/02/2017,,,,,"œ18,000.00",,"MOMENTUM DESIGN MANAGEMENT, 21 Duke Street, NULL, CHELMSFORD, CM1 1HL",,Other/Not known,,Susan Burgess,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,MO4193427760312/16,Outer South Garden Maintenance Scheme ,CITIZENS AND COMMUNITIES,230- 'Well Being' Large Grants Projects,,10/02/2017,,,,,"œ24,700.00",,"MORLEY ELDERLY ACTION, Wesley House, 32 Wesley Street   Morley, LEEDS, LS27 9ED",,b) Micro,,Martin Dean,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,NA235142781228067,No Waiting Cone,ENVIRONMENT & HOUSING,203- Operational Furniture And Equipment,,15/02/2017,,,,,"œ6,560.00",,"NAGELS (UK) LTD, 4 Milestone Business Park, Oslo Road, HULL, HU7 0YN",,b) Micro,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LA991842780301012767,Hire of Articulating Truck,CITY DEVELOPMENT,305- Plant Hire - By Directorate,,14/02/2017,,,,,"œ40,156.40",,"NATIONWIDE PLATFORMS LIMITED, 15 Midland Court, Central Park, LUTTERWORTH, LE17 4PN",,e) Large,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,NE061342782RTRN828107,Access of UK and Ireland Newspapers,CITIZENS AND COMMUNITIES,206- Books & Audio-Visual Materials,,16/02/2017,,,,,"œ7,331.00",,"NEWSBANK INC, P O Box 1130    397 Main Street, Chester Vermont  Vt 05143, USA, .",,Other/Not known,,Beverley Rice,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,NH0348427837015600622,Contribution to CIC Beds,ADULT SOCIAL CARE,523- Services Provided By PCTs,,17/02/2017,,,,,"œ1,231,711.55",,"NHS LEEDS SOUTH AND EAST CCG, 03g Receivables L539 Shared Busi Service, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,Mick Ward,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,NH0351427697015200230,Lab Tests,PUBLIC HEALTH,526- Public Health Commissioned Services,,03/02/2017,,,,,"œ6,717.93",,"NHS LEEDS WEST CCG, 03c Receivables L529 Shared Business, Services Phoenix House Topcliffe La, WAKEFIELD, WF3 1WE",,e) Large,,Lynne Hellewell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,NI097142790137868,Legal Fees,INSURANCE,265- Other Hired And Contracted Services,,24/02/2017,,,,,"œ15,000.00",,"NICHOLAS BACON QC, 4 New Square, Lincolns Inn, LONDON, WC2A 3RJ",,Other/Not known,,Frank Morrison,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,GI015142780MAZURFAMILY+3,Emergency Accommodation,CHILDRENS SERVICES,551- Section 17,,14/02/2017,,,,,"œ5,125.00",,"NITE INN BED & BREAKFAST, 281-283 Dewsbury Road, Beeston, LEEDS, LS11 5HN",,Other/Not known,,Julie Longworth,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,NO030842772I2498811,CCTV Systems,ENVIRONMENT & HOUSING,205- Operational Materials,,06/02/2017,,,,,"œ6,987.96",,"NORBAIN SD LTD, Credit Office  Votec House, Hambridge Lane, NEWBURY, RG14 5TN",,e) Large,,Edwige Moutault,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ZZ33004277406FEB-05MAR,Residential Care,ADULT SOCIAL CARE,580- Residential,,08/02/2017,,,,,"œ13,385.84",,"OAK PARK CARE HOME, Walnut Lane, NULL, DEWSBURY, WF12 8NJ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ON188942774BCR/1617,Q3 Delivery BGR Project,CITIZENS AND COMMUNITIES,265- Other Hired And Contracted Services,,08/02/2017,,,,,"œ10,930.00",,"ONE FORMATION, 13 Hilton Road, NULL, LEEDS, LS8 4HB",,Other/Not known,,Shaid Mahmood,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ZZ31784277406FEB-05MAR,Nursing Care,ADULT SOCIAL CARE,570- Nursing Home,,08/02/2017,,,,,"œ9,595.87",,"OSBORNE HOUSE, Union Lane, NULL, SELBY, YO8 4AU",,c) Small,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,OV179X42790000415126,Professional Fees for Clydes Bio Mass,ENVIRONMENT & HOUSING,,,24/02/2017,,,,,"œ24,713.50",,"OVE ARUP & PARTNERS LTD, Central Square, Forth Street, NEWCASTLE UPON TYNE, NE1 3PL",,e) Large,,Jon Andrews,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,OX600042780XI10568070,Oxford Online Subscription,CITIZENS AND COMMUNITIES,206- Books & Audio-Visual Materials,,14/02/2017,,,,,"œ15,580.96",,"OXFORD UNIVERSITY PRESS, Great Clarendon Street, NULL, OXFORD, OX2 6DP",,e) Large,,Beverley Rice,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SP050942774FB 48 COPGROVE ROAD,Exterior Works,STRATEGIC ACCOUNTS,101- Maintenance Of Buildings,,08/02/2017,,,,,"œ5,000.00",,"P. SPENCER T/A EXTERIORS, ",,Other/Not known,,Phil Rigby,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,PE069042772217438,Agency Staff,CENTRAL & CORPORATE,8- Agency Staff,,06/02/2017,,,,,"œ6,580.00",,"PERMANENT FUTURES LTD, 19 New Street, Horsforth, LEEDS, LS18 4BH",,c) Small,,Steven Bedford,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,PO047542793INV-0020,Supply of Furniture,ADULT SOCIAL CARE,,,27/02/2017,,,,,"œ79,564.00",,"POPPI CONTRACT FURNITURE LIMITED, ",,Other/Not known,,Ivan Barnett,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,PO472X42768900763492,Monthly Hire Charge for Portacabin,CHILDRENS SERVICES,141- Rents,,02/02/2017,,,,,"œ15,372.24",,"PORTAKABIN LTD, New Lane, Huntington, YORK, YO32 9PT",,e) Large,,Andrea Richardson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,PO043942787LCC0008,APMP Course,STRATEGIC LANDLORD,70- Best Value Training,,21/02/2017,,,,,"œ7,105.00",,"POTATO LANE PROJECTS LTD, 52 Colders Lane, Meltham, HOLMFIRTH, HD9 5JL",,Other/Not known,,Vicki Tonks,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,OT9231427685100800,TSL Contribution,CHILDRENS SERVICES,265- Other Hired And Contracted Services,,02/02/2017,,,,,"œ28,466.68",,"PRINCE HENRYS GRAMMAR SCHOOL, Farnley Lane, NULL, OTLEY, LS21 2BB",,e) Large,,Carol Nightingale,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,PR06624278070436495,Subscription to Ancestry Library,CITIZENS AND COMMUNITIES,206- Books & Audio-Visual Materials,,14/02/2017,,,,,"œ13,200.00",,"PROQUEST LLC, 789 E Eisenhower Parkway, Po Box 1346, ANN ARBOR, .",,Other/Not known,,Beverley Rice,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,PR134542786058818,Project to Provide Support Service,CHILDRENS SERVICES,265- Other Hired And Contracted Services,,20/02/2017,,,,,"œ9,950.00",,"PROSPECTS SERVICES, Prospect House, 19 Elmfield Road, BROMLEY, BR1 1LT",,e) Large,,Sarah Johal,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,QU984142790107612,"CIMPSA Health & Safety Management
Provision of course materials and",CITY DEVELOPMENT,70- Best Value Training,,24/02/2017,,,,,"œ5,290.00",,"QUALITY LEISURE MANAGEMENT LTD, The Old Church, 31 Rochester Road, AYLESFORD, ME20 7PR",,c) Small,,Peter Whatmore,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,RI572242794RSIN0205648,Lawn Fertilisers,ENVIRONMENT & HOUSING,205- Operational Materials,,28/02/2017,,,,,"œ5,625.12",,"RIGBY TAYLOR LTD, 1-3 Freeman Court, Jarman Way, ROYSTON, SG8 5HW",,d) Medium,,ROY GREAUX,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,RJ010342790474,Dance Flooring,CITIZENS AND COMMUNITIES,,,24/02/2017,,,,,"œ25,000.00",,"RJC PRODUCTIONS LTD, The Mandela Centre Chapeltown Road, NULL, LEEDS, LS7 3HY",,Other/Not known,,Jane Maxwell,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,RO2200427761,Leaving Care Rent,CHILDRENS SERVICES,552- Rents (non supported),,10/02/2017,,,,,"œ5,700.00",,"ROOFTOP LIVING, ",,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SA264542768SALIX-226-2017,Loan Restructure,CENTRAL & CORPORATE,270- Interest Paid,,02/02/2017,,,,,"œ39,399.00",,"SALIX SCHOOLS, ",,Other/Not known,,Neil Barrett,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SC1530427690000144225,Local Authority Grants and Residential Care,CHILDRENS SERVICES,505- Services Rendered By Voluntary Sector,,03/02/2017,,,,,"œ174,905.58",,"SCOPE, Cashiers Department, 6-10 Market Road, LONDON, N7 9PW",,e) Large,,Steve Walker,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SC1880427872361,Sunny Bank Mills Rent,CHILDRENS SERVICES,141- Rents,,21/02/2017,,,,,"œ20,400.00",,"SCRAP CREATIVE REUSE ARTS PROJECT LTD, Unit 10 Sunny Bank Mills, The Spinning Mill, Farsley, LEEDS, LS28 5UJ",,Other/Not known,,Andrew Eastwood,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SE0033427758359,Christmas Tree Lights,CITY DEVELOPMENT,265- Other Hired And Contracted Services,,09/02/2017,,,,,"œ15,480.00",,"SEASONAL DISPLAYS LTD, Brunswick Mill, Westfield Street, HALIFAX, HX1 2TY",,c) Small,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SO0451427691652,Feel Good Furniture,ADULT SOCIAL CARE,564- Day Centre,,03/02/2017,,,,,"œ9,250.00",,"SLATE CAFE AND FURNITURE STORE, 1 Low Road, Hunslet, LEEDS, LS10 1QR",,b) Micro,,Sinead Cregan,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SQ0662427722589709,Legal Fees,CITY DEVELOPMENT,411- Legal Disbursements,,06/02/2017,,,,,"œ352,531.90",,"SQUIRE PATTON BOGGS (UK) LLP, Po Box 574, NULL, LEEDS, LS3 1ZH",,e) Large,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CU0295427681171212,Residential Placement,CHILDRENS SERVICES,507- General External Residential Placements,,02/02/2017,,,,,"œ11,935.00",,"ST CUTHBERTS CARE, St Cuthberts House, West Road, NEWCASTLE UPON TYNE, NE15 7PY",,Other/Not known,,Philip Mulhearn,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,HE1524427907142,Electric Heater Hire,CIVIC ENTERPRISE LEEDS,265- Other Hired And Contracted Services,,24/02/2017,,,,,"œ16,080.00",,"ST HEATING SERVICES, ",,Other/Not known,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,MA151742783LEEDS2016-17/074,PCES Payment,PUBLIC HEALTH,505- Services Rendered By Voluntary Sector,,17/02/2017,,,,,"œ16,640.00",,"ST MARTINS HEALTHCARE SERVICES CIC, Mill 2 Mabgate Mills, NULL, LEEDS, LS9 7DZ",,e) Large,,Lynne Hellewell,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ST10524278890541543,Interagency Adoption,CHILDRENS SERVICES,559- Interagency Adoptions,,22/02/2017,,,,,"œ54,000.00",,"STOCKPORT METROPOLITAN BOROUGH COUNCIL, Po Box 4, NULL, STOCKPORT, SK1 3FN",,Other/Not known,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ST38824276916/057,Stop Hate Line,ENVIRONMENT & HOUSING,265- Other Hired And Contracted Services,,03/02/2017,,,,,"œ17,500.00",,"STOP HATE UK, Suite D6 Josephs Well, Westgate, LEEDS, LS3 1AB",,b) Micro,,Harvinder Saimbhi,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ST1631427832512,1100L Recycling Containers,ENVIRONMENT & HOUSING,,,17/02/2017,,,,,"œ43,848.00",,"STORM ENVIRONMENTAL LTD, P.O. Box 5616, NULL, KIDDERMINSTER, DY10 9BH",,b) Micro,,Elizabeth Behrens,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ST718J427820276,Wellbeing Grant,CITIZENS AND COMMUNITIES,230- 'Well Being' Large Grants Projects,,16/02/2017,,,,,"œ5,680.00",,"STREET WORK SOCCER ACADEMY LTD, Park House  80b The Drive, Roundhay, LEEDS, LS8 1LN",,b) Micro,,Jane Maxwell,Grant
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ST2285427813,Providing an Ice Themed Dodgem Structure,CITY DEVELOPMENT,265- Other Hired And Contracted Services,,15/02/2017,,,,,"œ30,000.00",,"STUDTS FUNFAIRS AND EVENTS, ",,Other/Not known,,Craig Shackleton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SW01804279056716,Legal Fees,STRATEGIC LANDLORD,411- Legal Disbursements,,24/02/2017,,,,,"œ443,600.00",,"SWINBURNE MADDISON LLP, Venture House, Aykley Heads Business Centre, DURHAM, DH1 5TS",,Other/Not known,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,SW001542793SI01414,Smart Sim,ENVIRONMENT & HOUSING,205- Operational Materials,,27/02/2017,,,,,"œ5,536.00",,"SWITCH2 ENERGY LIMITED, Ground Floor West  The Waterfront, Salts Mill Road, SHIPLEY, BD17 7EZ",,d) Medium,,Derek Prest,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,AU0170427763483,Audience Profile Research,CITY DEVELOPMENT,240- Research Costs,,10/02/2017,,,,,"œ10,000.00",,"THE AUDIENCE AGENCY, Green Fish Resource Centre, 46-50 Oldham Street, MANCHESTER, M4 1LE",,Other/Not known,,Matthew Sims,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CA2770427811283812,Residential Care,CHILDRENS SERVICES,507- General External Residential Placements,,15/02/2017,,,,,"œ30,046.43",,"THE CALDECOTT FOUNDATION, ",,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,CO2181427692016-56,Leeds 2023 Website Design,CITY DEVELOPMENT,211- Advertising,,03/02/2017,,,,,"œ9,450.00",,"THE COMMS DEPARTMENT LTD, ",,Other/Not known,,Dinah Clark,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,PR0532427901701015,Tuition Fees,CITIZENS AND COMMUNITIES,70- Best Value Training,,24/02/2017,,,,,"œ5,500.00",,"THE FORUM, Po Box 784, NULL, STOCKPORT, SK4 9DF",,b) Micro,,Angela Fox,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,ZZ32184277406FEB-05MAR,Residential Care,ADULT SOCIAL CARE,580- Residential,,08/02/2017,,,,,"œ10,449.17",,"THE HYLANDS, The Crescent, NULL, FILEY, YO14 9JR",,c) Small,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,TH05014278000035424,Training Course,CITY DEVELOPMENT,70- Best Value Training,,14/02/2017,,,,,"œ5,900.00",,"THOMAS TELFORD LTD, One Great George Street, NULL, LONDON, SW1P 3AA",,e) Large,,Richard Tinker,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,TI03544278873302,Legal Fees,CITIZENS AND COMMUNITIES,411- Legal Disbursements,,22/02/2017,,,,,"œ16,000.00",,"TIMOTHY STRAKER, 4-5 Gray'S Inn Square, Gray'S Inn, LONDON, WC1R 5AH",,Other/Not known,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,TI0135427872312/16,"Sloped Ceilings to Windows x 5
Moistrure Resistant Tiles & Grid",ENVIRONMENT & HOUSING,265- Other Hired And Contracted Services,,21/02/2017,,,,,"œ14,049.07",,"TITAN NORTHERN LIMITED, Mill 7  Mabgate Mills, Macaulay Street, LEEDS, LS9 7SW",,c) Small,,Phil Rigby,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,FI058042783UKA_MEM/58743,Health Commitment Statement for Bodyline,CITY DEVELOPMENT,219- Supplies And Services Insurance,,17/02/2017,,,,,"œ10,481.76",,"UK ACTIVE, 26-28 Bedford Row, NULL, LONDON, WC1R 4HE",,b) Micro,,Caroline Semple,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,BR010542780JLB0313,Design & Deliver PG Certificate,ADULT SOCIAL CARE,70- Best Value Training,,14/02/2017,,,,,"œ27,600.00",,"UNIVERSITY OF BRADFORD, Finance Officer Richmond Road, NULL, BRADFORD, BD7 1DP",,e) Large,,Tracey Cooper,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,LE09034276790223433,Increasing Bowel Cancer Uptake,PUBLIC HEALTH,265- Other Hired And Contracted Services,,01/02/2017,,,,,"œ15,000.00",,"UNIVERSITY OF LEEDS, Finance Office Ec Stoner Building, Room 11.23, LEEDS, LS2 9JT",,Other/Not known,,Lynne Hellewell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,VA85494277519474,"Hire of Tractor, Snowbrush and Deicing Spray",CITY DEVELOPMENT,305- Plant Hire - By Directorate,,09/02/2017,,,,,"œ5,340.00",,"VALE ENGINEERING (YORK) LIMITED, Moor Farm, Moor Monkton, YORK, YO26 8JA",,c) Small,,Russell Martin,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,VE462X42783UKCBB0939,Diversion of Verizon Equipment,CITY DEVELOPMENT,,,17/02/2017,,,,,"œ55,268.61",,"VERIZON UK LTD, Fao P Willis Reading Int Business Park, Basingstoke Road, READING BASINGSTOKE, RG2 6DA",,Other/Not known,,Richard Tinker,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,WA21894278091310383255,Leeds Contribution Towards Sector Led Improvement ,CHILDRENS SERVICES,277- Bought In Professional Services,,14/02/2017,,,,,"œ7,500.00",,"WAKEFIELD COUNCIL, Payments And Controls  County Hall, Bond Street, WAKEFIELD, WF1 9AJ",,Other/Not known,,Saleem Tariq,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,WR0321427862822,"Aireborough Leisure Centre
Pudsey LC plus replacement aerial l
Kirkstall LC
Wetherby LC plus replacement aerial
Fearnville LC
Holt park LC
Scott Hall LC
Armley LC plus replacement aerial l
JCCS Tennis centre
JCCS Stadium
JCCS Aquatics centre
Mo",CITY DEVELOPMENT,265- Other Hired And Contracted Services,,20/02/2017,,,,,"œ514,080.00",,"WDS LIMITED, Zeal Court Moorfield Road Estate, Yeadon, LEEDS, LS19 7BN",,b) Micro,,Nigel Webber,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,WE077642769607527,Legal Fees,CENTRAL & CORPORATE,277- Bought In Professional Services,,03/02/2017,,,,,"œ8,381.53",,"WEIGHTMANS LLP, Westgate Point, Westgate, LEEDS, LS1 2AX",,e) Large,,Simon Bentley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,WE06564277959574,Leeds Manufacturing Alliance - Sector Development Contribution,CITY DEVELOPMENT,265- Other Hired And Contracted Services,,13/02/2017,,,,,"œ7,500.00",,"WEST & NORTH YORKSHIRE CHAMBER, Devere House  Vicar Lane, Little Germany, BRADFORD, BD1 5AH",,c) Small,,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,WI124442783462731,Legal Fees,CENTRAL & CORPORATE,277- Bought In Professional Services,,17/02/2017,,,,,"œ8,000.00",,"WILLIAM HANBURY, Exchange Chambers, 201 Deansgate, MANCHESTER, M3 3NW",,Other/Not known,,Simon Bentley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,KE134542772HHSPRING1704,Residential Placement,CHILDRENS SERVICES,507- General External Residential Placements,,06/02/2017,,,,,"œ110,356.00",,"WOOD GROVE (CHILDCARE) LTD, ",,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,YO032442775216,"Provision of Mediation Services
Additional cost above contract price
For provision of mediation services",ENVIRONMENT & HOUSING,265- Other Hired And Contracted Services,,09/02/2017,,,,,"œ41,580.00",,"YORKSHIRE MEDIATION SERVICES, Suite C26  Josephs Well, NULL, LEEDS, LS3 1AB",,b) Micro,,Simon Hodgson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,YO191442769SIN001914,Partnership Officer Post,ENVIRONMENT & HOUSING,265- Other Hired And Contracted Services,,03/02/2017,,,,,"œ15,000.00",,"YORKSHIRE WILDLIFE TRUST, 1 St George'S Place, NULL, YORK, YO24 1GN",,d) Medium,,Glen Gorner,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18-Apr,YO052342794SI-206,Completion of Painting & Graphic Installation,CITY DEVELOPMENT,267- Publication And Promotion,,28/02/2017,,,,,"œ195,558.00",,"YOU & ME MEDIA LTD, Delph End, Delph House, Pudsey, LEEDS, LS28 8LJ",,Other/Not known,,Susan Burgess,Non-contract
