Body Name,Service Label,Service Code,Expenditure CIPFA Group Label,Expenditure CIPFA Sub Group Label,Expenditure CIPFA Sub Group Code,Date,Transaction Number,Net Amount,Supplier Name,Supplier ID,"Grants to Voluntary, Community and Social Enterprise Sector?"
Pendle Borough Council,Revenues Services,TRE,Supplies and services,EFM : Photocopiers,4001, 09/10/2014,TRE0256061,£3.88,AZZURRI COMMUNICATIONS LIMITED,A0012512,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Other Expenses,4705, 01/10/2014,AAS0255992,"£932,565.00",PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Financial Services,AAS,Capital costs,Capital : Payments,CD14, 09/10/2014,AAS0256130,£752.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Human Resources,PER,Supplies and services,Seminars etc All Costs,4601, 23/10/2014,PER0256485,£210.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : Vandalism Repairs,2102, 16/10/2014,PCO0256166,£201.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 16/10/2014,PCO0256164,£70.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 16/10/2014,PCO0256162,£348.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 16/10/2014,PCO0256167,£129.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 23/10/2014,PCO0256344,"£1,120.00",LANDSCAPE ENGINEERING LTD,A0013135,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Bldgs : R & M : Abnormal,2002, 23/10/2014,HED0256510,"£1,875.00",LANDSCAPE ENGINEERING LTD,A0013135,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,HED0256673,£169.66,WM SMITH & SONS (BARNARD CASTLE),A0013824,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : Vandalism Repairs,2005, 16/10/2014,EST0256210,£500.00,D J HAWORTH,A0014782,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 02/10/2014,OPS0255912,"£1,359.60",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 09/10/2014,OPS0256063,"£1,264.80",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 16/10/2014,OPS0256229,"£1,209.60",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 23/10/2014,OPS0256358,"£1,247.40",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 30/10/2014,OPS0256642,"£1,272.60",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,PCO0256334,£41.64,AUTO SMART,A0016358,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,PCO0256278,£244.00,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,DSS Collection Fee,4414, 23/10/2014,AAS0256495,£0.15,DEPARTMENT FOR WORK & PENSIONS,A0021754,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 16/10/2014,OPS0256208,£811.25,ASPEN VALLEY KENNELS & CATTERY,A0022106,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,HED0256588,"£2,080.00",ECOGEN,A0022890,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Gas,2202, 23/10/2014,AAS0256489,£12.40,E.ON,A0023073,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 23/10/2014,EST0256472,£9.26,E.ON,A0023073,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Printing & Stationery,4301, 09/10/2014,COR0256051,£820.00,PETER SCOTT PRINTERS LTD,A0024985,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 02/10/2014,ENV0255923,£192.80,GRADKO INTERNATIONAL LTD,A0025806,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 30/10/2014,ENV0256597,£192.80,GRADKO INTERNATIONAL LTD,A0025806,No
Pendle Borough Council,Housing Regeneration Services,HMR,Transfer payments,Accommodation,6103, 09/10/2014,HMR0256135,£825.00,OLD HALL FARM (UK) LTD,A0041314,No
Pendle Borough Council,Housing Regeneration Services,HMR,Transfer payments,Accommodation,6103, 09/10/2014,HMR0256136,"£1,087.50",OLD HALL FARM (UK) LTD,A0041314,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Other Expenses,4705, 23/10/2014,PBC0256497,"£4,375.00",NATHANIEL LICHFIELD & PARTNERS,A0042398,No
Pendle Borough Council,Housing Regeneration Services,HMR,Transfer payments,Storage & Homelessness prevention,6104, 30/10/2014,HMR0256633,£50.00,SHELTER,A0042449,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 23/10/2014,COR0256544,£250.00,BT REDCARE,A0043418,No
Pendle Borough Council,Financial Services,AAS,Support Services,District Audit Fees,7202, 02/10/2014,AAS0255896,"£2,300.00",AUDIT COMMISSION,A0043614,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 30/10/2014,EST0256651,£71.36,MORGOED ESTATES LIMITED,A0043862,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 16/10/2014,PCO0256163,£240.00,M J RUSHTON,A0043864,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,PCO0256353,£125.00,M J RUSHTON,A0043864,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 09/10/2014,PCO0256034,£120.00,M J RUSHTON,A0043864,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 09/10/2014,OPS0256117,£200.00,S M SHEPHERD BUILDING CONTRACTORS,A0044037,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,OPS0256447,£380.00,S M SHEPHERD BUILDING CONTRACTORS,A0044037,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 09/10/2014,COR0256155,£329.02,E.ON UK PLC,A0044040,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 09/10/2014,EST0256101,£195.99,E.ON UK PLC,A0044040,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Electricity,2203, 30/10/2014,AAS0256663,£42.98,E.ON UK PLC,A0044040,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Other Expenses,4705, 30/10/2014,AAS0256662,"£1,352.42",NPOWER LTD,A0044051,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 16/10/2014,OPS0256252,"£4,975.43",GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Annual Hire Charge,3601, 16/10/2014,OPS0256223,"£63,935.22",GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,PCO0256347,£138.85,GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,PCO0256348,£68.61,GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,PCO0256345,£63.31,GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Environmental Health Services,ENV,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,ENV0256476,£157.98,GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 30/10/2014,OPS0256648,"£7,491.60",GO PLANT LIMITED,A0045105,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,Publicity & advertisement,4704, 02/10/2014,REG0255943,£150.00,MARKETING LANCASHIRE,A0045273,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Tprt : Repairs : General,3105, 22/10/2014,AAS0256305,"£1,175.45",BARCLAYCARD COMMERCIAL,A0045954,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Printing & Stationery,4301, 22/10/2014,AAS0256302,"£3,100.20",BARCLAYCARD COMMERCIAL,A0045954,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,EFM : Other Equipment,4003, 22/10/2014,AAS0256304,£69.95,BARCLAYCARD COMMERCIAL,A0045954,No
Pendle Borough Council,Financial Services,AAS,Transfer payments,Accommodation,6103, 22/10/2014,AAS0256303,£525.84,BARCLAYCARD COMMERCIAL,A0045954,No
Pendle Borough Council,Financial Services,AAS,Premises related expense,Premises Insurance,2801, 09/10/2014,AAS0256131,£800.35,ZURICH MANAGEMENT SERVICES,A0046883,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 23/10/2014,HED0256454,£435.00,ISAAC BUTTERWORTH LTD,A0048337,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 23/10/2014,HED0256452,£210.00,ISAAC BUTTERWORTH LTD,A0048337,No
Pendle Borough Council,Housing Regeneration Services,HMR,Transfer payments,Storage & Homelessness prevention,6104, 16/10/2014,HMR0256183,£320.00,CROSS RENTALS LIMITED,A0048347,No
Pendle Borough Council,Housing Regeneration Services,HMR,Supplies and services,Other Expenses,4705, 23/10/2014,HMR0256369,£150.00,CROSS RENTALS LIMITED,A0048347,No
Pendle Borough Council,Housing Regeneration Services,HMR,Supplies and services,EFM : Other Equipment,4003, 09/10/2014,HMR0256003,£79.00,ACE BEDS UK,A0050722,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 23/10/2014,EST0256458,£475.00,ASSIST FACILITIES MANAGEMENT LTD,A0050729,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,HED0256675,£230.00,STREETMASTER (SOUTH WALES) LIMITED,A0051106,No
Pendle Borough Council,Housing Regeneration Services,HMR,Premises related expense,Premises Cleaning,2601, 09/10/2014,HMR0256000,£40.00,PETER ROACH,A0051553,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Other Expenses,4705, 15/10/2014,AAS0256325,"£83,158.02",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Financial Services,AAS,Capital costs,Capital : Payments,CD14, 15/10/2014,AAS0256320,"£5,590.30",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Financial Services,AAS,Capital costs,Capital : Salaries,CD13, 30/10/2014,AAS0256667,"£6,565.64",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Human Resources,PER,Indirect employee expense,Recruitment,1221, 16/10/2014,PER0256247,£345.00,LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Human Resources,PER,Indirect employee expense,Emp : Medical Expenses,1236, 23/10/2014,PER0256482,£144.44,LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Financial Services,AAS,Capital costs,Capital : Payments,CD14, 30/10/2014,AAS0256664,"£2,356.00",LIBERATA UK LTD,A0051618,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 09/10/2014,PCO0256031,£650.00,C B PRICE & SONS BUILDERS,A0052117,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 09/10/2014,PCO0256041,"£4,700.00",C B PRICE & SONS BUILDERS,A0052117,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 09/10/2014,PCO0256040,"£4,700.00",C B PRICE & SONS BUILDERS,A0052117,No
Pendle Borough Council,Economic Development & Tourism,REG,Capital costs,Capital : Payments,CD14, 30/10/2014,REG0256516,£69.00,MANDALEIGH PLANTS LTD,A0052982,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Other Expenses,4705, 16/10/2014,AAS0256240,£362.02,O2 (UK) LIMITED,A0053660,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Other Expenses,4705, 23/10/2014,DAL0256505,£54.00,NELSON & DISTRICT ROYAL BRITISH LEGION,A0054144,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 02/10/2014,REG4004373,-£170.97,FARMHOUSE BISCUITS LTD,A0054438,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 02/10/2014,REG0255945,£170.97,FARMHOUSE BISCUITS LTD,A0054438,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 02/10/2014,REG0255947,£164.49,FARMHOUSE BISCUITS LTD,A0054438,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 23/10/2014,REG0256365,£71.97,FARMHOUSE BISCUITS LTD,A0054438,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256197,£39.13,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 09/10/2014,HMR0256144,£83.11,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256201,£40.42,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256200,£40.26,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256199,£39.13,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256203,£44.44,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256202,£44.28,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256196,£25.29,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256204,£67.89,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 02/10/2014,HMR0255846,£53.86,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256194,£21.10,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 16/10/2014,HMR0256195,£24.16,NPOWER,A0054545,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 02/10/2014,HMR0255848,£71.17,NPOWER,A0054545,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 09/10/2014,ENV0256110,£150.00,URBAN VISION PARTNERSHIP LTD,A0054771,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 09/10/2014,COR0256116,£15.31,ZEN INTERNET,A0056321,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 09/10/2014,COR0256119,£29.78,ZEN INTERNET,A0056321,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 16/10/2014,COR0256276,£15.31,ZEN INTERNET,A0056321,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 23/10/2014,COR0256535,£15.31,ZEN INTERNET,A0056321,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 23/10/2014,EST0256459,£10.43,BRITISH GAS BUSINESS,A0057202,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 23/10/2014,EST0256460,£7.89,BRITISH GAS BUSINESS,A0057202,No
Pendle Borough Council,Property Services,EST,Premises related expense,Electricity,2203, 23/10/2014,EST0256466,£33.43,BRITISH GAS BUSINESS,A0057202,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,PCO0256550,"£1,000.00",ROSSENDALE BOROUGH COUNCIL,A0057585,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Other Expenses,4705, 09/10/2014,AAS0256134,£15.22,EQUIFAX LIMITED,A0058121,No
Pendle Borough Council,Operational Services,OPS,Premises related expense,Water & Sewerage,2501, 16/10/2014,OPS0256221,£677.41,UNITED UTILITIES,A0059246,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 23/10/2014,PCO0256273,£125.01,UNITED UTILITIES,A0059246,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Adverts : Statutory Notice,4702, 02/10/2014,MAN0255858,£148.32,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 16/10/2014,MAN0256118,£148.32,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 16/10/2014,MAN0256115,£148.32,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Property Services,EST,Supplies and services,Other Expenses,4705, 23/10/2014,EST0256461,£194.48,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Adverts : Statutory Notice,4702, 23/10/2014,MAN0256309,£173.04,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Newspapers & Periodicals,4305, 28/10/2014,AAS0256725,£41.60,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Financial Services,AAS,Indirect employee expense,Recruitment,1221, 28/10/2014,AAS0256727,£41.60,JOHNSTON PUBLISHING LIMITED,A0059640,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Insurances,4701, 03/10/2014,AAS0255994,£366.38,ZURICH INSURANCE PLC,A0059646,No
Pendle Borough Council,Engineering & Special Projects,HED,Capital costs,Capital : Payments,CD14, 23/10/2014,HED0256513,£110.00,EXCELSIOR ROTO MOULDING LIMITED,A0059849,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 09/10/2014,HED0256153,£195.83,E.ON,A0060595,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 09/10/2014,HED0256069,£64.45,E.ON,A0060595,No
Pendle Borough Council,Property Services,EST,Supplies and services,Other Expenses,4705, 23/10/2014,EST0256434,£60.00,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911,No
Pendle Borough Council,Property Services,EST,Supplies and services,Other Expenses,4705, 23/10/2014,EST0256468,"£2,452.50",MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 23/10/2014,REG0256523,£87.50,CABIN CATERING,A0060989,No
Pendle Borough Council,Operational Services,OPS,Capital costs,Capital : Payments,CD14, 23/10/2014,OPS0256363,"£1,750.00",CONTAINER CARE SOLUTIONS,A0061112,No
Pendle Borough Council,Economic Development & Tourism,REG,Capital costs,Capital : Payments,CD14, 30/10/2014,REG0256520,"£2,327.40",ELYSIUM URBAN DAY SPA,A0061411,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Miscellaneous : Other,4707, 23/10/2014,COR0256539,£120.00,THE BB9 DIRECTORY,A0061673,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,Other Expenses,4705, 16/10/2014,REG0256294,"£4,460.35",LIBRA TEXTILES LTD,A0062627,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 01/10/2014,AAS0256171,"£5,287.71",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 08/10/2014,AAS0256174,"£4,776.37",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 15/10/2014,AAS0256311,"£4,975.11",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 22/10/2014,AAS0256560,"£5,392.63",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Financial Services,AAS,Transport related expense,Diesel Oil,3202, 29/10/2014,AAS0256722,"£5,066.71",ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 16/10/2014,HMR0256184,£360.00,DP SQUARED LIMITED,A0062727,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 02/10/2014,OPS0255906,£25.00,NORTH WEST TRADING COMPANY,A0063527,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 09/10/2014,REG0256140,£36.00,THE BOOKSHOP,A0063559,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 30/10/2014,REG0256609,£252.50,DONALD HOLDEN,A0063707,No
Pendle Borough Council,Property Services,EST,Capital costs,Capital : Payments,CD14, 30/10/2014,EST0256607,"£13,945.00",WILLIAM PYE LIMITED,A0063867,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 23/10/2014,DAL4004409,-£2.50,WHISTLE NORTH LIMITED,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 02/10/2014,DAL0255882,£601.90,WHISTLE NORTH LIMITED,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 16/10/2014,DAL0256245,£300.39,WHISTLE NORTH LIMITED,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 16/10/2014,DAL0256258,"£2,414.94",WHISTLE NORTH LIMITED,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 23/10/2014,DAL0256483,£502.59,WHISTLE NORTH LIMITED,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 30/10/2014,DAL0256650,£106.90,WHISTLE NORTH LIMITED,A0064458,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 30/10/2014,DAL0256638,£616.53,WHISTLE NORTH LIMITED,A0064458,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Capital : Payments,CD14, 02/10/2014,HMR0255870,£670.00,JACK WALSH LIMITED,A0064588,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Hospitality,4611, 16/10/2014,DAL0256248,£68.00,P T ALLISON,A0064694,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 16/10/2014,REG0256282,£538.04,SAWLEY FINE ARTS LTD,A0066186,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 16/10/2014,REG0256290,£31.60,SAWLEY FINE ARTS LTD,A0066186,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Meeting Expenses,4610, 16/10/2014,DAL0256191,£36.00,THE RAINHALL CENTRE,A0066193,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 16/10/2014,HMR0256186,"£12,475.00",ATM CONSTRUCTION LTD,A0066308,No
Pendle Borough Council,Human Resources,PER,Capital Financing Costs,Lease Costs : Transport/Plant,8202, 23/10/2014,PER0256486,£258.76,LEX AUTOLEASE LIMITED,A0066530,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 23/10/2014,EST0256457,"£4,597.31",SPEAKMAN CONTRACTORS LTD,A0066581,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 30/10/2014,EST0256608,"£1,650.00",LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,HED0256676,£325.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,HED0256674,£215.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,HED0256587,"£1,551.00",LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 30/10/2014,HED0256620,£313.00,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,No
Pendle Borough Council,Human Resources,PER,Indirect employee expense,Emp : Medical Expenses,1236, 09/10/2014,PER0256084,£170.00,PEOPLE ASSET MANAGEMENT LIMITED,A0067613,No
Pendle Borough Council,Human Resources,PER,Indirect employee expense,Emp : Medical Expenses,1236, 23/10/2014,PER0256480,£790.00,PEOPLE ASSET MANAGEMENT LIMITED,A0067613,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 23/10/2014,OPS0256366,£306.12,LIMPET LABELS UK LIMITED,A0067671,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 23/10/2014,HED0256514,£180.00,COMPLETE DRAIN SERVICES LIMITED,A0068143,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 02/10/2014,OPS0255919,£600.15,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 16/10/2014,OPS0256266,£747.46,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 30/10/2014,OPS0256647,£596.30,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263,No
Pendle Borough Council,Engineering & Special Projects,HED,Supplies and services,LCC Levy (Admins Costs),4419, 30/10/2014,HED0256614,£44.67,CHIPSIDE LTD,A0068587,No
