Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN13036,,Spot purchased domiciliary care (2008 PPA),,COMMUNITY SERVICES,,,Spot purchased domiciliary care (2008 PPA),DOMICILIARY CARE,,,,,,,,,,Estimated,�0,CLAIMAR CARE LIMITED,3801649,,179205,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON48283,,Home Support  Block Contract (2015) - Lot 2 West 2,,COMMUNITY SERVICES,,,Home Support  Block Contract (2015) - Lot 2 West 2,DOMICILIARY CARE,,,,,02/11/2015,01/11/2020,,01/11/2024,2434536,Estimated,�0,CLAIMAR CARE LIMITED,3801649,,179205,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AXN48315,,Legal Counsel,,RESOURCES,,,Legal Counsel,LEGAL,,,,,01/09/2015,01/09/2016,,01/10/2018,300000,Estimated,�0,CLAIRE WILLS-GOLDINGHAM,,,1322760,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10112,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,CLARENCE LODGE (GT YARMOUTH) LIMITED,6957663,,245383,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN43302,,Spot Purchased Day Care For Adults (Clarence Lodge),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Clarence Lodge),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01/01/2000,,,,,Estimated,�0,CLARENCE LODGE (GT YARMOUTH) LIMITED,6957663,,245383,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN40486,,Domiciliary care for adults (all client groups) - SPOT CONTRACT,,COMMUNITY SERVICES,,,Domiciliary care for adults (all client groups) - SPOT CONTRACT,DOMICILIARY CARE,,,,,,,,,,Estimated,�0,CLARK JAMES NORWICH LTD,,,776760,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GFN36036,,"Fencing (chain link), terms of ESPO contract 17 apply",,ETD,,,"Fencing (chain link), terms of ESPO contract 17 apply","FM-GROUNDS, GROUNDS EQUIP & TREE SURGERY",,,,,19/08/2010,30/06/2017,,30/06/2018,,Estimated,�0,CLARKES OF WALSHAM LIMITED,gb/00539713,,67514,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN42104A,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,CLEARWATER CARE (HACKNEY) LTD,,,1040774,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON45332AC,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM-BUILDING MAINTENANCE,,,,,10/02/2015,31/01/2017,,31/01/2017,,Estimated,�0,CLEARWATER TECHNOLOGY LTD,,,118126,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN44912F,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,CHILDREN'S-PLAYGROUPS & NURSERIES,,,,,,,,,,Estimated,�0,CLEVERCLOGS NORWICH LTD,,,1238761,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10221,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,CIEVES LIMITED,,,67539,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN43345,,Spot Purchased Day Care For Adults (Gorselands),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Gorselands),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01/01/2000,,,,,Estimated,�0,CIEVES LIMITED,,,67539,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON44807,,"To provide staff travel and accommodation, terms of RM1034 apply",,GENERIC,,,"To provide staff travel and accommodation, terms of RM1034 apply",STAFF TRAVEL,,,,,19/12/2014,30/11/2018,,30/11/2018,2700000,Estimated,�0,CLICK TRAVEL LTD,,,1385760,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN43303,,Spot Purchased Day Care For Adults (Clinks Care Farm Limited),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Clinks Care Farm Limited),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01/01/2000,,,,,Estimated,�0,CLINKS CARE FARM LTD,gb/06966867,,297620,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,ATN43825,,"Domestic removal services, terms of NCCT40577 apply",,GENERIC,,,"Domestic removal services, terms of NCCT40577 apply",FM-REMOVALS/STORAGE & RECORDS MANAGEMENT,,,,,07/07/2014,31/03/2017,,31/03/2017,50000,Estimated,�0,CLINTS REMOVALS,,,245242,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN48423,,Medicine Support,,COMMUNITY SERVICES,,,Medicine Support,MEDICAL SUPPLIES & EQUIPMENT,,,,,01/10/2015,,,,,Estimated,�0,CLOCK PHARMACY,,,81719,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46565,,Delivery of the NHS Health Check,,PUBLIC HEALTH,,,Delivery of the NHS Health Check,PUBLIC HEALTH-HEALTH CHECKS,,,,,01/04/2015,,,,,Estimated,�0,CLOCK PHARMACY,,,81719,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46566,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",PUBLIC HEALTH-SEXUAL HEALTH,,,,,01/04/2015,,,,,Estimated,�0,CLOCK PHARMACY,,,81719,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46567,,Stop Smoking Service Provision,,PUBLIC HEALTH,,,Stop Smoking Service Provision,PUBLIC HEALTH-SMOKING CESSATION,,,,,01/04/2015,,,,,Estimated,�0,CLOCK PHARMACY,,,81719,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46568,,Supply of Nicotine Replacement Therapy (NRT),,PUBLIC HEALTH,,,Supply of Nicotine Replacement Therapy (NRT),PUBLIC HEALTH-SMOKING CESSATION,,,,,01/04/2015,,,,,Estimated,�0,CLOCK PHARMACY,,,81719,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON41317,,Banking Services,,RESOURCES,,,Banking Services,FINANCE-BANKING & CASH HANDLING,,,,,01/04/2013,30/09/2021,,30/09/2021,,Estimated,�0,Co-operative Bank Plc,,,81730,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN48450,,Medicine Support,,COMMUNITY SERVICES,,,Medicine Support,MEDICAL SUPPLIES & EQUIPMENT,,,,,01/10/2015,,,,,Estimated,�0,COASTAL PHARMACY,,,496479,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON45332AD,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM-BUILDING MAINTENANCE,,,,,10/02/2015,31/01/2017,,31/01/2019,,Estimated,�0,COFELY LIMITED,gb/00665702,,177956,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN42113X,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,CHILDREN'S-PLAYGROUPS & NURSERIES,,,,,,,,,,Estimated,�0,COLKIRK PRE-SCHOOL,,,67595,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BPN48639D,,Children's services - education recoupment,,CHILDREN,,,Children's services - education recoupment,Children's services - education recoupment,,,,,01/08/2013,31/07/2025,,31/07/2025,,Estimated,�0,COLLEGE OF WEST ANGLIA,,,81761,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON40201L,,Multi provider Framework Agreement for the Provision of Training for the Early years and Childcare Workforce,,RESOURCES,,,Multi provider Framework Agreement for the Provision of Training for the Early years and Childcare Workforce,HR-TRAINING,,,,,05/07/2012,04/07/2016,,04/07/2016,500000,Estimated,�0,COLLEGE OF WEST ANGLIA,,,81761,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON40163,,Provision of apprenticeships,,ETD,,,Provision of apprenticeships,APPRENTICESHIP SUPPORT,,,,,12/07/2012,11/07/2016,,11/07/2016,300000,Estimated,�0,COLLEGE OF WEST ANGLIA,,,81761,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10617,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,COLLEGE OF ST BARNABAS,,,572465,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10528,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,,COMMUNITY SERVICES,,,Pre-Placement Agreement for Care Homes Providing Residential and/or Nursing Services 2008,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,COLLEYCARE LIMITED,2234990,,67599,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GCN25005,,Fire - Dive team equipment and clothing,,FIRE,,,Fire - Dive team equipment and clothing,EMERGENCY SVCES-EMERGENCY RESPONSE EQPT,,,,,,31/07/2016,,31/12/2016,49000,Estimated,�0,COLLINS NETS LIMITED,4688956,,67602,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN42113R,,Private Voluntary Independent School Pre-school & Playgroup,,CHILDREN,,,Private Voluntary Independent School Pre-school & Playgroup,CHILDREN'S-PLAYGROUPS & NURSERIES,,,,,,,,,,Estimated,�0,COLTISHALL & HORSTEAD PRE-SCHOOL,,,67608,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46688,,Community Records Update,,PUBLIC HEALTH,,,Community Records Update,PUBLIC HEALTH-HEALTH CHECKS,,,,,01/04/2015,,,,,Estimated,�0,COLTISHALL MEDICAL PRACTICE,,,113176,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46689,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",,PUBLIC HEALTH,,,"National Chlamydia Screening Programme, Emergency Hormone Contraception, Pregnancy Testing",PUBLIC HEALTH-SEXUAL HEALTH,,,,,01/04/2015,,,,,Estimated,�0,COLTISHALL MEDICAL PRACTICE,,,113176,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46690,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,,PUBLIC HEALTH,,,Fitting and Management of Contraceptive Implants & Intra Uterine Devices/Intra Uterine Systems,PUBLIC HEALTH-SEXUAL HEALTH,,,,,01/04/2015,,,,,Estimated,�0,COLTISHALL MEDICAL PRACTICE,,,113176,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46686,,The Identification and Invitation of the Eligible Population,,PUBLIC HEALTH,,,The Identification and Invitation of the Eligible Population,PUBLIC HEALTH-HEALTH CHECKS,,,,,01/04/2015,,,,,Estimated,�0,COLTISHALL MEDICAL PRACTICE,,,113176,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN46687,,Delivery of the NHS Health Check,,PUBLIC HEALTH,,,Delivery of the NHS Health Check,PUBLIC HEALTH-HEALTH CHECKS,,,,,01/04/2015,,,,,Estimated,�0,COLTISHALL MEDICAL PRACTICE,,,113176,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,SDN41261C,,Grass cutting,,ETD,,,Grass cutting,HIGHWAYS-GRASS & VEGETATION CUTTING,,,,,19/04/2013,01/04/2017,,01/04/2017,,Estimated,�0,COLTISHALL PARISH COUNCIL,,,94338,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN48424,,Medicine Support,,COMMUNITY SERVICES,,,Medicine Support,MEDICAL SUPPLIES & EQUIPMENT,,,,,01/10/2015,,,,,Estimated,�0,COLTISHALL PHARMACY,,,1079807,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AXN47733,,Specialist ICT and audio-visual equipment for sensory support only,,GENERIC,,,Specialist ICT and audio-visual equipment for sensory support only,EDUCATION & LEARNING MATERIALS & EQUIPT,,,,,24/08/2015,,,,50000,Estimated,�0,COMBINED PRECISION COMPONENTS PLC,1098045,,67610,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BMN42941,,Managed service for the provision of temporary staff,,GENERIC,,,Managed service for the provision of temporary staff,HR-INTERIM & TEMPORARY STAFF,,,,,01/07/2013,30/06/2017,,30/06/2017,15000000,Estimated,�0,COMENSURA LIMITED,gb/04085767,,455300,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,APN49003,,Room hire for all restorative Justice schemes,,ETD,,,Room hire for all restorative Justice schemes,"VENUE HIRE, BUFFETS & EVENT CATERING",,,,,06/04/2016,05/04/2017,,05/04/2017,,Estimated,�0,COMFORT HOTEL,,,129662,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,SSN40519,,Fire - National Radio Network Fees,,FIRE,,,Fire - National Radio Network Fees,"ICT-NETWORKS, TELEPHONY & RADIOCOMMS",,,,,,31/12/2016,,31/12/2016,2000000,Estimated,�0,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,,,281231,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BPN49213,,U108 Voluntary and Community Sector Infrastructure Funding Agreement,,COMMUNITY SERVICES,,,U108 Voluntary and Community Sector Infrastructure Funding Agreement,VOLUNTARY SECTOR-INFRASTRUCTURE,,,,,01/10/2014,30/09/2017,,30/09/2017,730174.25,Estimated,�0,COMMUNITY ACTION NORFOLK,,,2136969,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN43306,,Spot Purchased Day Care For Adults (Community Action Norwich ),,COMMUNITY SERVICES,,,Spot Purchased Day Care For Adults (Community Action Norwich ),ADULT CARE-DAY/COMMUNITY/WORK SUPPORT,,,,,01/01/2000,,,,,Estimated,�0,COMMUNITY ACTION NORWICH,,,67625,,Y,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GON41565,,Salt for use on Highways,,ETD,,,Salt for use on Highways,HIGHWAYS-SUPPLIES & EQUIPMENT,,,,,27/10/2011,27/10/2035,,27/10/2035,8000000,Estimated,�0,SALT UNION LIMITED,gb/02654529,,74402,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GCN45544C,,Technology hardware - terms of Lot 1 of RM1054 apply,,GENERIC,,,Technology hardware - terms of Lot 1 of RM1054 apply,ICT-HARDWARE,,,,,13/04/2015,16/11/2016,,16/11/2016,500000,Estimated,�0,COMPUTACENTER LIMITED,,,67636,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN40487,,Domiciliary care for adults (all client groups) - SPOT CONTRACT,,COMMUNITY SERVICES,,,Domiciliary care for adults (all client groups) - SPOT CONTRACT,DOMICILIARY CARE,,,,,,,,,,Estimated,�0,CONNIE'S CARE SERVICES LTD,6947109,,714703,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN41356W,,HR - training,,GENERIC,,,HR - training,HR-TRAINING,,,,,05/05/2015,30/06/2020,,30/06/2020,50000,Estimated,�0,CONSTRUCTION TRAINING SPECIALISTS LIMITED,4943536,,94559,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN42544A,,Oakdene Farm CF732 Out Of County SEN - National Schools Contract,,CHILDREN,,,Oakdene Farm CF732 Out Of County SEN - National Schools Contract,CHILDREN'S-RESIDENTIAL HOMES & SCHOOLS,,,,,,,,,,Estimated,�0,CONTINUUM CARE AND EDUCATION GROUP LIMITED,gb/05804360,,128609,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BXN41368B,,Murrow House CF473 Out of County SEN - National Schools Contract,,CHILDREN,,,Murrow House CF473 Out of County SEN - National Schools Contract,CHILDREN'S-RESIDENTIAL HOMES & SCHOOLS,,,,,,,,,,Estimated,�0,CONTINUUM CARE AND EDUCATION GROUP LIMITED,gb/05804360,,128609,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON42509G,,Murrow House CF694 Out of County SEN - Rolling Select List,,CHILDREN,,,Murrow House CF694 Out of County SEN - Rolling Select List,CHILDREN'S-RESIDENTIAL HOMES & SCHOOLS,,,,,01/05/2013,31/03/2017,,31/03/2017,,Estimated,�0,CONTINUUM CARE AND EDUCATION GROUP LIMITED,gb/05804360,,128609,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON42509H,,Oakdene Farm CF697 Out of County SEN - Rolling Select List,,CHILDREN,,,Oakdene Farm CF697 Out of County SEN - Rolling Select List,CHILDREN'S-RESIDENTIAL HOMES & SCHOOLS,,,,,01/05/2013,31/03/2017,,31/03/2017,,Estimated,�0,CONTINUUM CARE AND EDUCATION GROUP LIMITED,gb/05804360,,128609,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON45332AE,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM-BUILDING MAINTENANCE,,,,,10/02/2015,31/01/2017,,31/01/2019,,Estimated,�0,CONTRACT BUILDERS DIRECT LTD,,,1529820,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BPN41672B,,Legal Advice Services,,RESOURCES,,,Legal Advice Services,FINANCE-BANKING & CASH HANDLING,,,,,07/08/2013,22/07/2018,,22/07/2018,,Estimated,�0,CONVEYANCING LIABILITY SOLUTIONS LTD,,,181198,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AXN47736,,Solar power monitoring,,FIRE,,,Solar power monitoring,UTILITIES,,,,,24/08/2015,,,,50000,Estimated,�0,COOKES RENEWABLE ENERGY LTD,,,1319798,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,AON45332AF,,Building Maintenance & Works Framework,,GENERIC,,,Building Maintenance & Works Framework,FM-BUILDING MAINTENANCE,,,,,10/02/2015,31/01/2017,,31/01/2019,,Estimated,�0,COOKS BLINDS AND SHUTTERS LIMITED,gb/02022652,,81839,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GCN40436A,,Water coolers - terms of ESPO contract 900w apply,,GENERIC,,,Water coolers - terms of ESPO contract 900w apply,"FM-FOOD, CATERING & VENDING",,,,,09/05/2011,31/10/2017,,31/10/2017,,Estimated,�0,COOLERAID LTD,2585899,,140886,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,GON42137,,Hire of water coolers and supply of bottled water. Terms of ESPO contract 900W apply,,GENERIC,,,Hire of water coolers and supply of bottled water. Terms of ESPO contract 900W apply,"FM-FOOD, CATERING & VENDING",,,,,26/11/2013,31/10/2017,,31/10/2017,,Estimated,�0,COOLERAID LTD,2585899,,140886,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10123,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,COOPERS MILL LIMITED,4442611,,168880,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN10125,,Care Home and Care Homes with Nursing for Adults April 2012,,COMMUNITY SERVICES,,,Care Home and Care Homes with Nursing for Adults April 2012,ADULT CARE-NURSING & RESIDENTIAL,,,,,01/04/2012,,,,,Estimated,�0,MRS KESHWAREE RAMANA T/A CORALYN HOUSE,,,67701,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BLN41784G,,Interagency fee for adoption placement,,CHILDREN,,,Interagency fee for adoption placement,CHILDREN'S-ADOPTION,,,,,01/04/2013,01/04/2019,,01/04/2019,,Estimated,�0,CORAM,,,252682,,Y,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BLN41784H,,Interagency fee for adoption placement,,CHILDREN,,,Interagency fee for adoption placement,CHILDREN'S-ADOPTION,,,,,01/04/2013,01/04/2019,,01/04/2019,150000,Estimated,�0,CORAM,,,252682,,Y,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BLN41784F,,Interagency fee for adoption placement,,CHILDREN,,,Interagency fee for adoption placement,CHILDREN'S-ADOPTION,,,,,01/04/2013,01/04/2019,,01/04/2019,,Estimated,�0,CORAM ADOPTION EAST MIDLANDS,,,288355,,Y,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BUN44428,,Independent Advocacy for Children,,CHILDREN,,,Independent Advocacy for Children,"INFORMATION, ADVICE AND ADVOCACY",,,,,01/08/2014,01/09/2019,,01/09/2019,1240734.67,Estimated,�0,CORAM VOICE,,,1260798,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BUN49071,,BAAF Annual Membership and Subscription,,CHILDREN,,,BAAF Annual Membership and Subscription,CHILDREN'S-ADOPTION,,,,,01/01/2016,31/03/2018,,31/03/2018,50000,Estimated,�0,CORAMBAAF ADOPTION & FOSTERING ACADEMY,,,1984926,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN42981,,CF0782 Out of County SEN - National Schools Contract Spot contract,,CHILDREN,,,CF0782 Out of County SEN - National Schools Contract Spot contract,CHILDREN'S-RESIDENTIAL HOMES & SCHOOLS,,,,,01/03/2000,,,,,Estimated,�0,CORDEAUX ACADEMY,,,1260800,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BAN42015,,Home Care Spot Contract (2008 PPA) from CorderCare Ltd,,COMMUNITY SERVICES,,,Home Care Spot Contract (2008 PPA) from CorderCare Ltd,DOMICILIARY CARE,,,,,,,,,,Estimated,�0,CORDERCARE LTD,,,1184767,,,,Procurement Part B Team,partb@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BON41213E,,Multi Provider Framework for Learning & Organisational Activities,,RESOURCES,,,Multi Provider Framework for Learning & Organisational Activities,HR-TRAINING,,,,,01/01/2013,31/12/2016,,31/12/2016,500000,Estimated,�0,CORDOBA SERVICES LTD,6038142,,194726,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,15/06/2016,BTN47692C,,Core Assets Childrens Services Ltd - Select List Alternatives to Care,,CHILDREN,,,Core Assets Childrens Services Ltd - Select List Alternatives to Care,CHILDREN'S SERVICES,,,,,07/04/2015,03/04/2019,,03/04/2019,,Estimated,�0,CORE ASSETS CHILDRENS SERVICES LTD,,,925784,,,,Procurement Part B Team,partb@norfolk.gov.uk,
