"vehTypeID","ClassID","EU_Class","Make and Model Desc","Body Type Desc 1","Propulsion Type Desc","Wheel Plan Desc","BodyTypeDesc2","GVW","EngineCC","GVW_Mod","EngineCC_mod","PassSeats","KerbWt","OPClassID","SubClassID","WtID","FuelID","EngineID"
38353,1,"M1","KIA PICANTO 1","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1007","999",1007,999,,,1,1,1,1,1
38398,1,"M1","KIA PICANTO LX","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1086",,1086,,,1,1,1,1,1
38611,1,"M1","KIA SPORTAGE 2","CARS","PETROL","2 AXLE RIGID BODY","Estate","1380","1591",1380,1591,,,1,1,1,1,2
38618,1,"M1","KIA SPORTAGE 2 ISG CRDI","CARS","DIESEL","2 AXLE RIGID BODY","Estate","1551","1685",1551,1685,,,1,1,1,2,2
38662,1,"M1","KIA SPORTAGE TITAN CRDI 4WD","CARS","DIESEL","2 AXLE RIGID BODY","Estate","1842","1991",1842,1991,,,1,1,1,2,2
38686,1,"M1","KIA VENGA 1 ECODYNAMICS","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1298","1396",1298,1396,,,1,1,1,1,1
38779,1,"N1 iii","LAND ROVER DISCOVERY 3 TDV6 SE AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","3230","2720",3230,2720,,2708,1,1,2,2,3
38795,1,"N1 iii","LAND ROVER DISCOVERY HSE SDV6 AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","3260","2993",3260,2993,,2583,1,1,2,2,3
38837,1,"N1 iii","LAND ROVER DISCOVERY SPORT SE TECH TD4 A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2660","1999",2660,1999,,1863,1,1,2,2,2
38848,1,"N1 iii","LAND ROVER DISCOVERY TD5 GS","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2880","2495",2880,2495,,2150,1,1,2,2,3
38849,1,"N1 iii","LAND ROVER DISCOVERY TD5 GS","CARS","DIESEL","2 AXLE RIGID BODY","Estate","NULL","2495",3000,2495,,2150,1,1,2,2,3
38899,1,"N1 iii","LAND ROVER FREELANDER FREESTYLE TD","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2505","1951",2505,1951,,1955,1,1,2,2,2
38911,1,"N1 iii","LAND ROVER FREELANDER HSE SD4 AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2505","2179",2505,2179,,1955,1,1,2,2,3
38929,1,"N1 iii","LAND ROVER FREELANDER SE TD4","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2505","2179",2505,2179,,1955,1,1,2,2,3
38963,1,"N1 iii","LAND ROVER FREELANDER XS SD4 AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2505","2179",2505,2179,,1955,1,1,2,2,3
38970,1,"N1 iii","LAND ROVER LR 90 4C SW","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2495",,2495,,,1,1,1,2,3
38993,1,"N1 iii","LAND ROVER R ROVER SPORT ABIOG DYN SDV6 A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","3000","2993",3000,2993,,2000,1,1,2,2,3
39046,1,"N1 iii","LAND ROVER RANGE ROVER SP HSE TDV6 A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","3070","2720",3070,2720,,2000,1,1,2,2,3
39047,1,"N1 iii","LAND ROVER RANGE ROVER SP HSE TDV6 A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","3175","2993",3175,2993,,2000,1,1,2,2,3
39062,1,"N1 iii","LAND ROVER RANGE ROVER SPT SE TDV6 A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","3175","2993",3175,2993,,2000,1,1,2,2,3
39073,1,"N1 iii","LAND ROVER RANGE ROVER VOGUE TDV8 A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","3200","3628",3200,3628,,2000,1,1,2,2,3
39079,1,"N1 iii","LAND ROVER RANGE ROVER VOGUESE TDV8A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","3200","4367",3200,4367,,2000,1,1,2,2,3
39205,8,"LC","LEXUS RX 450H ADVANCE PAN ROOF CVT","CARS","HYBRID ELECTRIC","2 AXLE RIGID BODY","Estate","0","3456",,3456,,,1,1,1,1,3
39304,1,"M1","MAZDA 2 SPORT","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1498",,1498,,,1,1,1,1,2
39507,1,"M1","MAZDA CX-7 SPORT TECH D","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2184",,2184,,,1,1,1,2,3
39777,1,"M1","MERCEDES C180 BLUE-CY SE CGI A","CARS","PETROL","2 AXLE RIGID BODY","4 Door Saloon","2000","1796",2000,1796,,,1,1,1,1,2
39780,1,"M1","MERCEDES C180 CLASSIC","CARS","PETROL","2 AXLE RIGID BODY","4 Door Saloon","1935","1998",1935,1998,,,1,1,1,1,2
39911,1,"M1","MERCEDES C220 CDI CLASSIC SE A","CARS","DIESEL","2 AXLE RIGID BODY","4 Door Saloon","2000","2148",2000,2148,,,1,1,1,2,3
40011,1,"M1","MERCEDES C250 D AMG LINE AUTO","CARS","DIESEL","2 AXLE RIGID BODY","4 Door Saloon","2160","2143",2160,2143,,,1,1,1,2,3
40047,1,"M1","MERCEDES C63 AMG AUTO","CARS","PETROL","2 AXLE RIGID BODY","4 Door Saloon","2185","6208",2185,6208,,,1,1,1,1,3
40073,1,"M1","MERCEDES CLA180 AMG SPORT","CARS","PETROL","2 AXLE RIGID BODY","4 Door Saloon","1920","1595",1920,1595,,,1,1,1,1,2
40185,1,"M1","MERCEDES E220 AMG SPORT CDI AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2440","2143",2440,2143,,,1,1,1,2,3
40199,1,"M1","MERCEDES E220 EXEC-IVE SE CDI BLUE-CY A","CARS","DIESEL","2 AXLE RIGID BODY","4 Door Saloon","2270","2143",2270,2143,,,1,1,1,2,3
40221,1,"M1","MERCEDES E240 ELEGANCE AUTO","CARS","PETROL","2 AXLE RIGID BODY","Estate","2260","2597",2260,2597,,,1,1,1,1,3
40224,1,"M1","MERCEDES E250 AMG SPORT CDI AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Convertible","2315","2143",2315,2143,,,1,1,1,2,3
40364,1,"M1","MERCEDES GLC 250 D 4M AMG LINE PREM A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2500","2143",2500,2143,,,1,1,1,2,3
40366,1,"M1","MERCEDES GLC 250 D 4MATIC SPORT PREM A","CARS","DIESEL","2 AXLE RIGID BODY","Estate","2500","2143",2500,2143,,,1,1,1,2,3
40373,6,"N3","MERCEDES Missing","GOODS","DIESEL","2 AXLE & 2-AXLE ARTIC","Tractor","28000","11967",28000,11967,,,4,7,12,2,4
40426,6,"N3","MERCEDES Missing","GOODS","DIESEL","2 AXLE RIGID BODY","Curtain Sided","18000","7698",18000,7698,,,4,6,7,2,4
40480,6,"N3","MERCEDES Missing","GOODS","DIESEL","3 AXLE RIGID BODY","Curtain Sided","26000","7698",26000,7698,,,4,6,8,2,4
40555,1,"M1","MERCEDES SL 350 AUTO","CARS","PETROL","2 AXLE RIGID BODY","Convertible","2120","3498",2120,3498,,,1,1,1,1,3
40587,1,"M1","MERCEDES SLK 250 D AMG SPORT AUTO","CARS","DIESEL","2 AXLE RIGID BODY","Convertible","1905","2143",1905,2143,,,1,1,1,2,3
40651,4,"N1 iii","MERCEDES SPRINTER 313 CDI","GOODS","DIESEL","2 AXLE RIGID BODY","Insulated Van","3500","2143",3500,2143,,2000,3,5,3,2,4
40654,4,"N1 iii","MERCEDES SPRINTER 313 CDI","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","3500","2143",3500,2143,,2000,3,5,3,2,4
40665,4,"N1 iii","MERCEDES SPRINTER 315 CDI ELWB","GOODS","DIESEL","2 AXLE RIGID BODY","Light Van","3500","2148",3500,2148,,2097,3,5,3,2,4
40724,4,"N1 iii","MERCEDES VITO 113 CDI","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2800","2143",2800,2143,,2050,3,5,3,2,4
40729,1,"N1 iii","MERCEDES VITO 113 CDI TRAVELINER","CARS","DIESEL","2 AXLE RIGID BODY","Multi Purpose Vehicle","3050","2143",3050,2143,,2135,1,1,2,2,3
40803,1,"M1","MG ZS TD","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1640","1588",1640,1588,,,1,1,1,1,2
40817,1,"M1","MINI COOPER","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1499",,1499,,,1,1,1,1,2
40839,1,"M1","MINI COOPER D","CARS","DIESEL","2 AXLE RIGID BODY","Convertible","0","1598",,1598,,,1,1,1,2,2
40874,1,"M1","MINI COOPER SIDEWALK","CARS","PETROL","2 AXLE RIGID BODY","Convertible","0","1598",,1598,,,1,1,1,1,2
40888,1,"M1","MINI COUNTRYMAN COOPER S","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1600",,1600,,,1,1,1,1,2
40903,1,"M1","MINI FIRST","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
40909,1,"M1","MINI MINI COOPER","CARS","PETROL","2 AXLE RIGID BODY","Convertible","0","1598",,1598,,,1,1,1,1,2
40912,1,"M1","MINI MINI COOPER S","CARS","PETROL","2 AXLE RIGID BODY","Convertible","0","1598",,1598,,,1,1,1,1,2
40925,1,"M1","MINI ONE","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1397",,1397,,,1,1,1,1,1
40929,1,"M1","MINI ONE","CARS","PETROL","2 AXLE RIGID BODY","Convertible","0","1598",,1598,,,1,1,1,1,2
41006,4,"N1 iii","MITSUBISHI L200 2.5TD 4LIFE 4WD","GOODS","DIESEL","2 AXLE RIGID BODY","Pick-Up","0","2477",2905,2477,,1860,3,5,3,2,4
41223,1,"M1","NISSAN JUKE ACENTA DCI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1461",,1461,,,1,1,1,2,2
41229,1,"M1","NISSAN JUKE ACENTA PREMIUM DIG-T","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1197",,1197,,,1,1,1,1,1
41242,1,"M1","NISSAN JUKE N-TEC","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
41248,1,"M1","NISSAN JUKE TEKNA CVT","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
41315,1,"M1","NISSAN MICRA S","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","998",,998,,,1,1,1,1,1
41333,1,"M1","NISSAN MICRA SPIRITA","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1240",,1240,,,1,1,1,1,1
41347,1,"M1","NISSAN MICRA TEKNA","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1240",,1240,,,1,1,1,1,1
41401,4,"N1 iii","NISSAN NAVARA TEKNA DCI","GOODS","DIESEL","2 AXLE RIGID BODY","Pick-Up","3210","2488",3210,2488,,1963,3,5,3,2,4
41423,1,"M1","NISSAN NOTE N-TEC+","CARS","PETROL","2 AXLE RIGID BODY","Multi Purpose Vehicle","0","1386",,1386,,,1,1,1,1,1
41517,1,"M1","NISSAN QASHQAI 360","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
41518,1,"M1","NISSAN QASHQAI 360 CVT","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
41522,1,"M1","NISSAN QASHQAI ACENTA","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
41549,1,"M1","NISSAN QASHQAI N-CONNECTA DCI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1461",,1461,,,1,1,1,2,2
41559,1,"M1","NISSAN QASHQAI N-TEC + DCI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1461",,1461,,,1,1,1,2,2
41572,1,"M1","NISSAN QASHQAI N-TEC DCI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1461",,1461,,,1,1,1,2,2
41577,1,"M1","NISSAN QASHQAI N-TEC DCI 4X4","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,2,2
41613,1,"M1","NISSAN QASHQAI TEKNA+2 DCI 4WD A","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1995",,1995,,,1,1,1,2,2
41634,1,"N1 iii","NISSAN TERRANO SE TD","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2953",2580,2953,,1850,1,1,2,2,3
41713,6,"N3","OTHER BRITISH Missing","GOODS","DIESEL","MULTI AXLE RIGID","Flat Lorry","32000","12913",32000,12913,,,4,6,10,2,4
41774,1,"M1","PEUGEOT 107 SPORTIUM","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","998",,998,,,1,1,1,1,1
41777,1,"M1","PEUGEOT 107 URBAN","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","998",,998,,,1,1,1,1,1
41854,1,"M1","PEUGEOT 206 LX","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1360",,1360,,,1,1,1,1,1
41867,1,"M1","PEUGEOT 206 S","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1124",,1124,,,1,1,1,1,1
41967,1,"M1","PEUGEOT 207 S HDI 67","CARS","DIESEL","2 AXLE RIGID BODY","3 Door Hatchback","0","1398",,1398,,,1,1,1,2,1
41985,1,"M1","PEUGEOT 207 SPORT","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
42049,1,"M1","PEUGEOT 208 ALLURE HDI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1398",,1398,,,1,1,1,2,1
42064,1,"M1","PEUGEOT 208 STYLE","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1200",,1200,,,1,1,1,1,1
42072,1,"M1","PEUGEOT 3008 ACTIVE HDI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1560",,1560,,,1,1,1,2,2
42189,1,"M1","PEUGEOT 308 ACTIVE NAV VERSION HDI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1560",,1560,,,1,1,1,2,2
42205,1,"M1","PEUGEOT 308 ALLURE HDI BLUE S/S","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1560",,1560,,,1,1,1,2,2
42234,1,"M1","PEUGEOT 308 S HDI 112","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1560",,1560,,,1,1,1,2,2
42247,1,"M1","PEUGEOT 308 SPORT","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
42330,1,"M1","PEUGEOT 508 ACTIVE HDI","CARS","DIESEL","2 AXLE RIGID BODY","4 Door Saloon","0","1997",,1997,,,1,1,1,2,2
42442,,"N1","PEUGEOT EXPERT HDI LWB","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2963","1997",2963,1997,,1747,3,5,3,2,4
42460,1,"M1","PEUGEOT Missing","CARS","DIESEL","2 AXLE RIGID BODY","Multi Purpose Vehicle","0","1997",,1997,,,1,1,1,2,2
42488,,"N1","PEUGEOT PARTNER 850 S L1 BLUE HDI","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","0","1560",2180,1560,,1320,3,4,3,2,4
42572,1,"M1","PORSCHE BOXSTER","CARS","PETROL","2 AXLE RIGID BODY","Convertible","0","2893",,2893,,,1,1,1,1,3
42587,1,"M1","PORSCHE BOXSTER S-A","CARS","PETROL","2 AXLE RIGID BODY","Convertible","0","2893",,2893,,,1,1,1,1,3
42636,6,"N2","PUCH MAXI 2 SPEED","GOODS","DIESEL","2 AXLE RIGID BODY","Dropside Lorry","7500","4751",7500,4751,,,4,6,4,2,4
42656,1,"M1","RENAULT CAPTUR DYNAMIQUE S NAV TCE","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","898",,898,,,1,1,1,1,1
42686,1,"M1","RENAULT CLIO D-QUE M-NAV ENERGY TCE SS","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1588","899",1588,899,,,1,1,1,1,1
42784,1,"M1","RENAULT CLIO EXPRESSION VVT AUTO","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
42803,1,"M1","RENAULT CLIO GT LINE NAV TCE AUTO","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1664","1197",1664,1197,,,1,1,1,1,1
42954,2,"N1 i","RENAULT KANGOO SL19 DCI","GOODS","DIESEL","2 AXLE RIGID BODY","Car Derived Van","1895","1461",1895,1461,,1212,3,3,3,2,4
43022,4,"N1 iii","RENAULT MASTER LH35 DCI 125","GOODS","DIESEL","2 AXLE RIGID BODY","Van/Side Windows","3500","2298",3500,2298,,2000,3,5,3,2,4
43033,4,"N1 iii","RENAULT MASTER LM35 BUSINESS DCI","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","3500","2298",3500,2298,,2000,3,5,3,2,4
43094,1,"M1","RENAULT MEGANE DYNAMIQUE","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
43161,1,"M1","RENAULT MEGANE EXPRESSION","CARS","PETROL","2 AXLE RIGID BODY","Estate","1795","1598",1795,1598,,,1,1,1,1,2
43180,1,"M1","RENAULT MEGANE EXPR-N + ENERGY DCI S/S","CARS","DIESEL","2 AXLE RIGID BODY","Estate","1864","1461",1864,1461,,,1,1,1,2,2
43249,1,"M1","RENAULT MEGANE SCENIC FIDJI 16V","CARS","PETROL","2 AXLE RIGID BODY","Multi Purpose Vehicle","0","1598",,1598,,,1,1,1,1,2
43267,1,"M1","RENAULT Missing","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1461",,1461,,,1,1,1,2,2
43305,1,"M1","RENAULT MODUS OASIS","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1390",,1390,,,1,1,1,1,1
43325,1,"M1","RENAULT SCENIC DYNAMIQUE 16V","CARS","PETROL","2 AXLE RIGID BODY","Multi Purpose Vehicle","0","1598",,1598,,,1,1,1,1,2
43389,,"N1","RENAULT TRAFIC LL29 DCI 115","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2960","1995",2960,1995,,1754,3,5,3,2,4
43432,3,"N1 ii","RENAULT TRAFIC SL29 DCI","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2790","1996",2790,1996,,1675,3,4,3,2,4
43517,1,"M1","ROVER 45 IMPRESSION 2","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1640","1588",1640,1588,,,1,1,1,1,2
43726,6,"N3","SCANIA Missing","GOODS","DIESEL","3 AXLE & 3-AXLE ARTIC","Tractor","44000","12740",44000,12740,,,4,7,15,2,4
43778,1,"N1 iii","SEAT ALHAMBRA S ECOMOTIVE CR TDI","CARS","DIESEL","2 AXLE RIGID BODY","Multi Purpose Vehicle","2520","1968",2520,1968,,1882,1,1,2,2,2
43921,1,"M1","SEAT IBIZA SE","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1560","1390",1560,1390,,,1,1,1,1,1
43969,1,"M1","SEAT IBIZA TOCA","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","1560","1390",1560,1390,,,1,1,1,1,1
44049,1,"M1","SEAT LEON SE TDI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","1800","1598",1800,1598,,,1,1,1,2,2
44098,1,"M1","SEAT Missing","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1896",,1896,,,1,1,1,2,2
44182,1,"M1","SKODA FABIA BOHEMIA 16V","CARS","PETROL","2 AXLE RIGID BODY","Estate","0","1400",,1400,,,1,1,1,1,2
44189,1,"M1","SKODA FABIA CLASSIC 8V","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1397",,1397,,,1,1,1,1,1
44257,1,"M1","SKODA FABIA SE TDI CR 75","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","1659","1598",1659,1598,,,1,1,1,2,2
44258,1,"M1","SKODA FABIA SE TDI CR 75","CARS","DIESEL","2 AXLE RIGID BODY","Estate","1679","1598",1679,1598,,,1,1,1,2,2
44293,1,"M1","SKODA OCTAVIA AMBIENTE FSI","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
44300,1,"M1","SKODA OCTAVIA AMBIENTE TDI PD8V","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1896",,1896,,,1,1,1,2,2
44325,1,"M1","SKODA OCTAVIA ELEGANCE TDI","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1896",,1896,,,1,1,1,2,2
44497,1,"M1","SKODA OCTAVIA VRS TDI CR","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1968",,1968,,,1,1,1,2,2
44542,1,"M1","SKODA ROOMSTER 2 TDI 105","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1896",,1896,,,1,1,1,2,2
44566,1,"M1","SKODA ROOMSTER SE TSI 85","CARS","PETROL","2 AXLE RIGID BODY","Multi Purpose Vehicle","1676","1197",1676,1197,,,1,1,1,1,1
44790,1,"N1 ii","SSANGYONG REXTON RX270 SE5","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2696",2550,2696,,1554,1,1,2,2,3
44924,1,"M1","SUZUKI ALTO SZ","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","996",,996,,,1,1,1,1,1
44926,1,"M1","SUZUKI ALTO SZ3","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","996",,996,,,1,1,1,1,1
44944,1,"M1","SUZUKI GRAND VITARA 16V SE","CARS","PETROL","2 AXLE RIGID BODY","Estate","0","1590",,1590,,,1,1,1,1,2
44947,1,"M1","SUZUKI GRAND VITARA ATTITUDE","CARS","PETROL","2 AXLE RIGID BODY","Estate","0","1586",,1586,,,1,1,1,1,2
44965,1,"M1","SUZUKI GRAND VITARA X-EC D","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1870",,1870,,,1,1,1,2,2
45040,1,"M1","SUZUKI SWIFT GLX 5DR","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1490",,1490,,,1,1,1,1,2
45090,1,"M1","SUZUKI SX4 SZ5 DDIS","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","1956",,1956,,,1,1,1,2,2
45101,1,"M1","SUZUKI VITARA SZ-T","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1586",,1586,,,1,1,1,1,2
45149,8,"LC","TOYOTA AURIS HYBRID T SPIRIT CVT","CARS","HYBRID ELECTRIC","2 AXLE RIGID BODY","5 Door Hatchback","0","1797",,1797,,,1,1,1,1,2
45216,1,"M1","TOYOTA AVENSIS BUSINESS EDITION D-4D","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1995",,1995,,,1,1,1,2,2
45244,1,"M1","TOYOTA AVENSIS T2 D-4D","CARS","DIESEL","2 AXLE RIGID BODY","4 Door Saloon","0","1995",,1995,,,1,1,1,2,2
45288,1,"M1","TOYOTA AYGO + VVT-I","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","998",,998,,,1,1,1,1,1
45298,1,"M1","TOYOTA AYGO BLUE VVT-I","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","998",,998,,,1,1,1,1,1
45336,1,"M1","TOYOTA AYGO X-PLAY VVT-I","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","998",,998,,,1,1,1,1,1
45440,3,"N1 ii","TOYOTA HIACE 280 GS SWB 88 BHP","GOODS","DIESEL","2 AXLE RIGID BODY","Panel Van","2800","2494",2800,2494,,1680,3,4,3,2,4
45567,8,"LC","TOYOTA PRIUS T SPIRIT VVT-I CVT","CARS","HYBRID ELECTRIC","2 AXLE RIGID BODY","5 Door Hatchback","0","1797",,1797,,,1,1,1,1,2
45582,1,"M1","TOYOTA RAV 4 XT3 VVTI AUTO","CARS","PETROL","2 AXLE RIGID BODY","Estate","0","1998",,1998,,,1,1,1,1,2
45616,1,"M1","TOYOTA RAV4 VX VVTI AUTO","CARS","PETROL","2 AXLE RIGID BODY","Estate","0","1998",,1998,,,1,1,1,1,2
45624,1,"M1","TOYOTA RAV4 XT4 D-4D","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2231",,2231,,,1,1,1,2,3
45632,1,"M1","TOYOTA RAV4 XT-R D-4D","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1995",,1995,,,1,1,1,2,2
45633,1,"M1","TOYOTA RAV4 XT-R D-4D","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","2231",,2231,,,1,1,1,2,3
45676,8,"LC","TOYOTA YARIS DESIGN HYBRID VVT-I CVT","CARS","HYBRID ELECTRIC","2 AXLE RIGID BODY","5 Door Hatchback","0","1497",,1497,,,1,1,1,1,2
45732,8,"LC","TOYOTA YARIS T SPIRIT HYBRID CVT","CARS","HYBRID ELECTRIC","2 AXLE RIGID BODY","5 Door Hatchback","0","1497",,1497,,,1,1,1,1,2
45750,1,"M1","TOYOTA YARIS T3","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1299",,1299,,,1,1,1,1,1
45767,1,"M1","TOYOTA YARIS TR VVT-I","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1329",,1329,,,1,1,1,1,1
45786,1,"M1","TOYOTA YARIS ZINC S-A","CARS","PETROL","2 AXLE RIGID BODY","3 Door Hatchback","0","1296",,1296,,,1,1,1,1,1
45847,1,"M1","VAUXHALL AGILA DESIGN","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1242",,1242,,,1,1,1,1,1
45866,1,"M1","VAUXHALL ANTARA DIAMOND CDTI S/S","CARS","DIESEL","2 AXLE RIGID BODY","5 Door Hatchback","0","2231",,2231,,,1,1,1,2,3
45937,1,"M1","VAUXHALL ASTRA DESIGN","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
45971,1,"M1","VAUXHALL ASTRA ELITE","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
45996,1,"M1","VAUXHALL ASTRA ENJOY 16V","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1389",,1389,,,1,1,1,1,1
46012,1,"M1","VAUXHALL ASTRA EXCITE","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
46025,1,"M1","VAUXHALL ASTRA EXCLUSIV CDTI ECOFLEX","CARS","DIESEL","2 AXLE RIGID BODY","Estate","0","1686",,1686,,,1,1,1,2,2
46064,1,"M1","VAUXHALL ASTRA LIFE A/C","CARS","PETROL","2 AXLE RIGID BODY","5 Door Hatchback","0","1598",,1598,,,1,1,1,1,2
46209,1,"M1","VAUXHALL ASTRA SXI CDTI 100","CARS","DIESEL","2 AXLE RIGID BODY","3 Door Hatchback","0","1686",,1686,,,1,1,1,2,2
