Body,Body name,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed Expenditure Code,Date paid,Transaction Number,Net Amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jan-2011,1101-00243,605.60,R,ALLIED HEALTHCARE GROUP LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Other Hired And Contracted Services,265,27-Jan-2011,1101-00244,818.29,R,ALLIED HEALTHCARE GROUP LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,28-Jan-2011,1101-00245,1295.76,R,ALLIED HEALTHCARE GROUP LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,28-Jan-2011,1101-00246,1623.17,R,ALLIED HEALTHCARE GROUP LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Support Services,Legal Disbursements,411,20-Jan-2011,1101-00247,705.00,R,Alpha Biolabs
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds    ,Aire Valley Homes Leeds,Housing,Supplies and Services,Equipment And Materials,207,06-Jan-2011,1101-00248,448.48,R,Alpha Tools (Northern) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds    ,Aire Valley Homes Leeds,Housing,Supplies and Services,Equipment And Materials,207,06-Jan-2011,1101-00249,920.00,R,Alpha Tools (Northern) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds    ,Aire Valley Homes Leeds,Housing,Supplies and Services,Equipment And Materials,207,11-Jan-2011,1101-00250,3620.00,R,Alpha Tools (Northern) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Business Improvement,Premises,Projects in the Community,114,04-Jan-2011,1101-00251,500.00,R,Alston Lane Over 60'S Club
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,CONSTRUCTION,3,07-Jan-2011,1101-00252,21819.06,C,ALTERNATIVE WINDOWS (LEEDS) LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,CONSTRUCTION,3,14-Jan-2011,1101-00253,42233.07,C,ALTERNATIVE WINDOWS (LEEDS) LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,13-Jan-2011,1101-00254,1179.95,R,ALVIN MORRIS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Third Party Payments,Payments To Voluntary Organisations,561,20-Jan-2011,1101-00255,24500.00,R,ALZHEIMERS DISEASE SOCIETY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,20-Jan-2011,1101-00256,1127.64,R,AMARNA HOUSE CARE CENTRE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Other Organisations,511,21-Jan-2011,1101-00257,2300.00,R,Amazing Grace Early Years Childcare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,General External Residential Placements,507,13-Jan-2011,1101-00258,16554.00,R,Amberleigh Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00259,2190.36,R,AMELIA HOUSE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Educational Visit,269,20-Dec-2010,1101-00260,443.46,R,american ai 001233017778
http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Other Hired And Contracted Services,265,06-Jan-2011,1101-00261,730.45,R,Ammie Flexen
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Grant Related Expenditure,290,14-Jan-2011,1101-00262,4537.50,R,Amr Security Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00263,12133.58,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,21-Jan-2011,1101-00264,712.42,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00265,33788.01,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,21-Jan-2011,1101-00266,4477.47,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jan-2011,1101-00267,1197.30,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00268,22029.13,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,21-Jan-2011,1101-00269,935.37,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00270,25887.05,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,21-Jan-2011,1101-00271,3534.20,R,ANCHOR CARE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-00272,557.65,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-00273,9415.34,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,04-Jan-2011,1101-00274,595.87,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,10-Jan-2011,1101-00275,588.96,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Payments To Voluntary Organisations,561,14-Jan-2011,1101-00276,9167.48,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,19-Jan-2011,1101-00277,1758.08,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,19-Jan-2011,1101-00278,22254.45,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,19-Jan-2011,1101-00279,1500.20,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,19-Jan-2011,1101-00280,1792.95,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,19-Jan-2011,1101-00281,1650.04,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,19-Jan-2011,1101-00282,6063.64,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,19-Jan-2011,1101-00283,1204.92,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,19-Jan-2011,1101-00284,1120.24,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00285,2578.60,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00286,2275.72,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00287,1056.40,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,25-Jan-2011,1101-00288,5839.77,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-00289,448.26,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-00290,9773.70,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting People - Block Subsidy,513,31-Jan-2011,1101-00291,792.95,R,ANCHOR TRUST
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,19-Jan-2011,1101-00292,6701.61,R,ANCHOR TRUST SIMON MARKS COURT
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00293,11867.84,R,ANCHOR TRUST SIMON MARKS COURT
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Supplies and Services,Other Hired And Contracted Services,265,21-Jan-2011,1101-00294,8500.00,R,Andrew Arden Qc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Support Services,MSCLLANEOUS - COUNSELS' FEES,702,27-Jan-2011,1101-00295,800.00,R,ANDREW DYMOND
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Premises,General Maintenance,104,05-Jan-2011,1101-00296,2452.00,R,ANDREW MILLER BUILDERS
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Premises,Maintenance Of Buildings,101,14-Jan-2011,1101-00297,1500.00,R,ANDREW MILLER BUILDERS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Property And Maintenance,Premises,General Maintenance,104,21-Jan-2011,1101-00298,1070.00,R,ANDREW MILLER BUILDERS
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,21-Jan-2011,1101-00299,550.00,R,ANDREW MILLER BUILDERS
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Support Services,Legal Disbursements,411,06-Jan-2011,1101-00300,3000.00,R,Andrew Wastall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Support Services,EXTERNAL COUNSEL - RESOURCE,750,14-Jan-2011,1101-00301,500.00,R,ANDREW WILSON
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Supplies and Services,Publication And Promotion,267,14-Jan-2011,1101-00302,1550.00,R,ANDY EDWARDS DESIGN LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,07-Jan-2011,1101-00303,560.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,07-Jan-2011,1101-00304,448.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00305,4689.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00306,3920.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,12-Jan-2011,1101-00307,1260.40,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,12-Jan-2011,1101-00308,1227.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00309,724.50,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00310,430.50,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00311,546.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00312,448.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00313,816.90,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00314,653.52,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00315,735.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Jan-2011,1101-00316,588.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,12-Jan-2011,1101-00317,2436.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,12-Jan-2011,1101-00318,1624.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,21-Jan-2011,1101-00319,507.50,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00320,1318.50,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00321,1078.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00322,2506.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00323,2016.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00324,560.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,21-Jan-2011,1101-00325,434.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,21-Jan-2011,1101-00326,1578.50,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,21-Jan-2011,1101-00327,676.00,R,ANGELS HOME CARE SERVICES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Non-Recurring Grants,227,28-Jan-2011,1101-00328,3273.00,R,ANGELS HOUSEKEEPING CIC LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Non-Recurring Grants,227,28-Jan-2011,1101-00329,5708.00,R,ANGELS HOUSEKEEPING CIC LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Other Organisations,511,07-Jan-2011,1101-00330,11611.91,R,ANGELS NURSERY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Support Services,Legal Disbursements,411,13-Jan-2011,1101-00331,704.00,R,Anglia Dna Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,11-Jan-2011,1101-00332,469.00,R,Antalis Mcnaughton Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,11-Jan-2011,1101-00333,469.00,R,Antalis Mcnaughton Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and Services,Office Consumables,210,19-Jan-2011,1101-00334,469.00,R,Antalis Mcnaughton Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,19-Jan-2011,1101-00335,1365.00,R,Antalis Mcnaughton Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,21-Jan-2011,1101-00336,469.00,R,Antalis Mcnaughton Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,26-Jan-2011,1101-00337,469.00,R,Antalis Mcnaughton Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Support Services,Supplies and Services,Office Consumables,210,09-Dec-2010,1101-00338,720.73,R,antalis uk ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Office Consumables,210,09-Dec-2010,1101-00339,558.68,R,antalis uk ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Office Consumables,210,16-Dec-2010,1101-00340,532.00,R,antalis uk ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support & Facilities General Fund,Supplies and Services,Office Consumables,210,16-Dec-2010,1101-00341,514.67,R,antalis uk ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Benefits,Supplies and Services,Office Consumables,210,20-Dec-2010,1101-00342,586.25,R,antalis uk ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Office Consumables,210,20-Dec-2010,1101-00343,532.00,R,antalis uk ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Revenues,Supplies and Services,Office Consumables,210,23-Dec-2010,1101-00344,586.25,R,antalis uk ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Office Consumables,210,23-Dec-2010,1101-00345,532.00,R,antalis uk ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Capital,OTHER COSTS,7,12-Jan-2011,1101-00346,429.00,C,AOC ARCHAEOLOGY GROUP
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services Managed By E.L.,Other Education Services Managed By E.L.,Supplies and Services,Other Hired And Contracted Services,265,20-Jan-2011,1101-00347,4455.00,R,AON LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,CONSTRUCTION,3,28-Jan-2011,1101-00348,29832.85,C,Apa Concrete Repairs Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,07-Jan-2011,1101-00349,715.53,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,07-Jan-2011,1101-00350,1446.11,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,07-Jan-2011,1101-00351,1340.65,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,07-Jan-2011,1101-00352,823.10,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,07-Jan-2011,1101-00353,1827.92,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,07-Jan-2011,1101-00354,1881.90,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External  Hire - ( Fleet Management),313,14-Jan-2011,1101-00355,-4403.56,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,14-Jan-2011,1101-00356,728.20,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,14-Jan-2011,1101-00357,502.49,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,14-Jan-2011,1101-00358,780.49,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,14-Jan-2011,1101-00359,2023.96,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,14-Jan-2011,1101-00360,992.92,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,14-Jan-2011,1101-00361,869.77,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,21-Jan-2011,1101-00362,1380.56,R,APETITO LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Well Being Small Grants Projects,228,17-Jan-2011,1101-00363,500.00,R,Apna Yogo Group
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Consultancy Services,259,13-Jan-2011,1101-00364,1883.50,R,APPEAL PR LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Consultancy Services,259,21-Jan-2011,1101-00365,1883.50,R,APPEAL PR LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,19-Jan-2011,1101-00366,10373.56,R,APPLEWALK HOMES
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Central Training,079,17-Jan-2011,1101-00367,444.00,R,APSE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,CONSTRUCTION,3,12-Jan-2011,1101-00368,49811.06,C,AQUA INTERIORS T/A V & T PLUMBING
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,05-Jan-2011,1101-00369,915.60,R,AQUATRUST WATER & VENTILATION LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,07-Jan-2011,1101-00370,1266.09,R,AQUATRUST WATER & VENTILATION LTD
