Property Address,RATEPAYER,RV,LIABILITY_START
"2/4 Conway Street, Halifax, HX1 4DT",,1475,02/08/2015
"Suite 6 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,1950,02/07/2015
"Suite 7 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,870,02/07/2015
"Suite 3 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",G B Kits Ltd,1075,15/10/2015
"Unit 1B Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Environmental Ltd,7400,01/08/2015
"53 Crown Street, Halifax, HX1 1JB",,6900,01/10/2015
"Arundel Street, Halifax, HX1 4LE",,2450,01/04/2007
"2nd Floor, Arundel Street, Halifax, HX1 4LE",,1025,01/04/2007
"Balcony Store 15, Borough Market, Halifax, HX1 1DZ",,740,01/04/2010
"Unit A1A/A1B, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",John Crossley And Sons Limited,3700,07/12/2015
"25 Woolshops, Halifax, HX1 1RU",Coal Pension Properties Ltd,41000,25/11/2015
"Unit Hm 1.04, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",Kino & Co,1125,01/09/2015
"33A Keighley Road, Halifax, HX2 8BA",,2325,27/11/2014
"Unit Hm 21, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",Kino & Co,2050,01/09/2015
"Hinchcliffe Arms, Cragg Vale, Hebden Bridge, HX7 5TA",Mellor And Cross Limited,7300,01/12/2015
"15 Stainland Road, Greetland, Halifax, HX4 8AD",,1675,16/10/2015
"Wellington Car Park, Union Street South, Halifax, HX1 2LF",,10750,01/12/2015
"Duke Of York Inn, Towngate, Stainland, Halifax             HX4 9HF",,12500,26/11/2015
"Sharneyford Works, Bacup Road, Todmorden, OL14 7AF",Brosters Environmental Ltd,212000,09/06/2015
"Unit 9 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Epic Asbestos Solutions Limited,8600,26/05/2015
"4 Cross Hills, Halifax, HX1 1XQ",Court Boutique Ltd,2350,01/02/2015
"The Malt House, 270 Oldham Road, Rishworth, Sowerby Bridge       HX6 4QB",Enterprise Inns Plc,56500,11/11/2015
"Units 3-5, Caldervale Business Park, River Street, Brighouse            HD6 1LU",U Roof Ltd,48250,10/08/2015
"51/53 Stainland Road, Greetland, Halifax, HX4 8BD",,7500,01/05/2015
"Unit 5 Park Road Mills, Park Road, Elland, HX5 9HX",Tws (Selby) Ltd,29250,21/11/2015
"23 Dale Street, Todmorden, OL14 5PX",Singletrack Media Ltd,2250,27/06/2015
"4/8 Hope Street, Hebden Bridge, HX7 8AG",,3500,27/09/2015
"17 Wakefield Road, Hipperholme, Halifax, HX3 8AA",Cats Protection,10750,15/07/2015
"Suites 3 & 5, 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",Towngate Plc,8200,05/12/2015
"Office 3, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",Community Transport Ltd,3600,01/04/2015
"Office 2, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",Community Transport Ltd,2225,01/04/2015
"Office 1, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",Community Transport Ltd,1225,01/04/2015
"18 Rochdale Road, Todmorden, OL14 7LD",Revive Property Northern Ltd,1750,05/09/2014
"Unit B7, Tenterfield Business Park, Luddendenfoot, Halifax             HX2 6EQ",Vama Kitchens Ltd,4300,13/10/2015
"Office 26, 11 Owler Ings Road, Brighouse, HD6 1EJ",Pinnacle People Ltd,3050,01/10/2015
"Office 18, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1175,01/10/2015
"176 King Cross Road, Halifax, HX1 3LN",,3150,22/09/2015
"10C & 10D, Topland Country Bus Pk, Cragg Road, Mytholmroyd",Cragg Cakes Ltd,7700,01/10/2015
"2ND Floor, 8 Hopwood Lane, Halifax, HX1 5HW",,1575,07/02/2015
"Gf & Basement, 8 Hopwood Lane, Halifax, HX1 5HW",D3GOV Ltd,4750,07/02/2015
"First Floor Rear, 8 Hopwood Lane, Halifax, HX1 5HW",,1600,07/02/2015
"Unit 8 Brighouse Trade Park, Armytage Road, Brighouse, HD6 1QZ",Performance Glass Processing  Ltd,35000,05/12/2015
"Offices (1ST Floor), Mile Cross Works, Gibbet Street, Halifax             HX1 4JQ",Specialised Coatings Holdings Ltd,5500,01/11/2015
"43/45 Bridge End, Brighouse, HD6 3DN",,4450,11/12/2015
"Unit 14A Woodman Works, South Lane, Elland, HX5 0PA",Calder Sheetmetal Ltd,6100,01/12/2015
"14 Albert Street, Hebden Bridge, HX7 8AH",,5100,16/11/2015
"22 King Cross Street, Halifax, HX1 2SH",,4550,17/08/2015
"Salt Warehouse, Canal Wharf, Sowerby Bridge, HX6 2AG",Cobblestones Bar & Bistro Ltd,16750,01/05/2015
"Unit 10 & 11, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Horizon Auto Spares Ltd,10500,07/09/2015
"Unit 4-6, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",Sgl Carbon Fibers Ltd,12750,02/01/2013
"Unit 9, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",,2125,01/04/2015
"Cafe At Design House, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,19250,01/04/2015
"Thornton Breakers Scrapyard, Holdsworth Road, Halifax, HX3 6SN",,12750,21/08/2015
"Holmfield Auto Spares Ltd, Holdsworth Road, Halifax, HX3 6SN",,7200,21/08/2015
"19 Charles Street, Halifax, HX1 1QW",V H Fitness Limited,47500,19/10/2015
"3 Waterhouse Street, Halifax, HX1 1XX",Claybar Ltd,29250,01/07/2015
"Clay House Functions, Clay House, Greetland, Halifax              HX4 8AN",Calderdale Mbc Cultural Services,4800,30/08/2015
"The Next Step Trust, Clay House, Greetland, Halifax              HX4 8AN",The Next Step Trust,1900,30/08/2015
"Unit 10, Thrum Hall Business Park, Albert Road, Halifax              HX2 0DB",Thrum Hall Industrial Park Ltd,8700,02/12/2015
"Units 54/55/56, Asquith Bottom Works, Asquith Bottom, Sowerby Bridge       HX6 4RG",Units To Let [Northern] Ltd,8900,01/11/2015
"Suites 4 & 6 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",Bpm Tech Ltd,5400,28/04/2014
"Unit 7 Riverside Mills, Saddleworth Road, Elland, HX5 0RY",Crj Holdings Ltd,20750,23/11/2015
"19/21 Wharf Street, Sowerby Bridge, HX6 2LA",The Wharf @Sowerby Ltd,11000,09/09/2015
"Part First Floor, Unit H6 Premier Way, Lowfields Business Park, Elland               HX5 9HF",Royds Properties Ltd,30000,13/11/2014
"Office 2, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,1975,13/06/2015
"Office 6, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,1225,13/06/2015
"Suite K1, Dean Clough Mills, Halifax, HX3 5AX",Combined Selection Group Ltd,13750,12/10/2015
"Office 8, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",Connections Care Limited,2050,01/12/2015
"Unit 9 Church View Offices, Elland Road, Ripponden, HX6 4DB",Connections Care Limited,3500,01/12/2015
"327 Queens Road, Halifax, HX1 4PY",Duftons Plumbing & Heating Supplies Ltd,24500,25/06/2015
"Unit 11, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EL",,15500,26/06/2015
"Victoria Street, Greetland, Halifax, HX4 8DF",,1800,01/06/2015
"10 Square, Halifax, HX1 1RJ",Coal Pension Properties Ltd,22500,17/12/2015
"196 Savile Park Road, Halifax, HX1 2XP",,4050,11/12/2015
"5,7 & 9 Water Street, Todmorden, OL14 5AB",Commercial First Mortgages Ltd,9000,02/12/2015
"First Floor Store, 150 Jubilee Road, Halifax, HX3 9LL",,5000,12/10/2015
"Unit 2 Park Road Mills, Park Road, Halifax, HX5 9HX",V-Seal Ltd,32250,29/10/2015
"21 Burnley Road, Todmorden, OL14 7BU",Calder Valley Commercial Services Ltd,2950,01/12/2015
"18 Water Street, Todmorden, OL14 5AB",,2450,30/10/2015
"Ground Floor, 2 Wards End, Halifax, HX1 1DD",Epatech Limited,13750,09/09/2015
"14 Wade House Road, Shelf, Halifax, HX3 7PB",,4250,03/12/2015
"Range Lane, Halifax, HX3 6DJ",Stoneacre,71000,18/12/2015
"Haley Hill, Halifax, HX3 6DL",Stoneacre,73500,18/12/2015
"Office Suite G 438, Dean Clough Mills, Halifax, HX3 5AX",Isdm Solutions Ltd,7100,05/10/2015
"Adj Shay Hotel, Shay Syke, Halifax, HX1 2ND",Vertu Motors (Property) Ltd,5800,01/04/2015
"Unit 14 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",John Macklin Ltd,2800,04/12/2015
"Unit 1.01, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,970,01/05/2015
"Unit 13 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Ayup Digital Ltd,3400,12/10/2015
"Unit 10 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hebden Bridge Community Association,1875,13/10/2015
"Unit 6 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hebden Bridge Community Association,1525,21/12/2015
"Unit 8 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Harv,1275,21/12/2015
"Unit 12 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,2050,17/08/2015
"1ST Floor, District Bank Chambers, 1-3 George Square, Halifax              HX1 1HF",City Estates (Uk) Ltd,14750,01/04/2015
"H & C Cardiem Ltd, Hoo Hole Mill, Cragg Road, Mytholmroyd          HX7 5JT",H & C Cardiem Ltd,31000,01/02/2015
"Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5JT",Thornber Chicks Ltd,19750,01/02/2015
"25 Horton Street, Halifax, HX1 1QE",O & C Management Services Ltd,15250,03/06/2015
"Howarth Timber & B S Ltd, Wakefield Road, Brighouse, HD6 1PE",Howarth Timber & Building Supplies Ltd,49750,01/12/2014
"York Mill Ltd, Gooder Lane, Brighouse, HD6 1HF",Alco Valves Group Ltd,124000,30/11/2015
"Northern Timber Merchants, Gooder Lane, Brighouse, HD6 1HF",Alco Valves Group Ltd,110000,30/11/2015
"1ST & 2ND Floor, 256 Gibbet Street, Halifax, HX1 4LT",,1750,01/06/2012
"Unit K, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",,4600,01/03/2015
"Units A B C D E F G H Pt J, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Maramar Holdings Ltd,140000,12/06/2015
"Unit 3 Sidings Business Park, Birds Royd Lane, Brighouse, HD6 1LQ",G R Booth Ltd,57000,01/07/2015
"Unit B4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",,3750,18/07/2014
"Unit 1, Holby Business Park, West Street, Sowerby Bridge       HX6 3BT",,7600,01/10/2015
"Unit 3A Park Works, Arnold Street, Halifax, HX1 5JH",600 Uk Ltd T/A Lathes,6600,01/12/2015
"Unit 5H Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Simply Moving And Sleeping Ltd,5200,17/08/2015
"Suite 1 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Desire Wealth Management Ltd,2325,03/09/2015
"Office 17 Ground Floor, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1100,26/10/2015
"Office 20, 11 Owler Ings Road, Brighouse, HD6 1EJ",Hmo Properties Ltd,1900,09/10/2015
"Unit 5 Lower Brear, Leeds Road, Halifax, HX3 7AG",,1700,02/05/2015
"2 Abbey Walk South, Halifax, HX3 0AP",,3750,01/10/2015
"Unit 7, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",Love Shroom,2800,01/12/2015
"Unit 8B, Topland Country Business Pk, Cragg Road, Hebden Bridge        HX7 5RU",,3700,16/11/2015
"Unit 17, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,2650,01/01/2016
"3 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",Hebden Cook & Coffee Company Ltd,12000,01/01/2016
