OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,PR086242480839,Olsberg Project,CITY DEVELOPMENT,,,20/04/2016,,,,," 10,500.00 ",,"PRIME STUDIOS LTD, 96 Kirkstall Road, NULL, LEEDS, LS3 1HD",,Other/Not Known,,Gareth Read,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,PR134542482055625,NEET Project,CHILDRENS SERVICES,,,22/04/2016,,,,," 9,995.00 ",,"PROSPECTS SERVICES, Prospect House, 19 Elmfield Road, BROMLEY, BR1 1LT",,e) Large,,Lee Launders,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,PR3703424880137,Kirkstall Public Art Project,CITY DEVELOPMENT,,,28/04/2016,,,,," 8,333.33 ",,"PROJECT SPACE LEEDS, The Tetley, Hunslet Road, LEEDS, LS10 1JQ",,b) Micro,,Carole Osborne,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,RE227442482DSINV00109138,Social Care Research,CHILDRENS SERVICES,,,22/04/2016,,,,," 5,700.00 ",,"REED BUSINESS INFORMATION LTD, Quadrant House The Quadrant, NULL, SUTTON, SM2 5AS",,e) Large,,Sultana Khatun / Lisa Banton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,RU0193424685171,Play Equipment,ENVIRONMENT & HOUSING,,,08/04/2016,,,,," 8,052.79 ",,"RUSSELL LEISURE, Newbridge Industrial Estate, Newbridge, MIDLOTHIAN, EH28 8PJ",,c) Small,,THOMAS HARRISON,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SA23574248955,Supported Accommodation Placement,CHILDRENS SERVICES,,,29/04/2016,,,,," 5,757.01 ",,"SAFE HAVEN, 5 Grange Road, NULL, HARTLEPOOL, TS26 8JE",,Other/Not known,,Gillian Gale,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SC055542480LS16001,Mobility Vehicle Fleet Transfer,ADULT SOCIAL CARE,,,20/04/2016,,,,," 5,000.00 ",,"SCARBOROUGH SHOPMOBILITY, 5 Somerset Terrace, NULL, SCARBOROUGH, YO11 2LL",,Other/Not Known,,Lucy Green,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SE0438424891603-10,City Deal Hub Marketing,CENTRAL & CORP FUNC ADMINIST (NON LCC),,,29/04/2016,,,,," 5,055.00 ",,"SERO CONSULTING LTD, Sheffield Technology Park, Cooper Buildings Arundel Street, SHEFFIELD, S1 2NS",,b) Micro,,Catherine Lunn,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SH083742478290037,Legal Fees,CITY DEV ADMINISTERED ACCOUNTS (NON LCC),,,18/04/2016,,,,," 5,220.00 ",,"SHULMANS SOLICITORS, Shulmans Llp, 10 Wellington Place, LEEDS, LS1 4AP",,d) Medium,,Sarah Temple,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SK127142461005618,Skip Hire,ENVIRONMENT & HOUSING,,,01/04/2016,,,,," 8,705.28 ",,"SKELTON SKIP HIRE AND WASTE, Site 46 Knowsthorpe Way, Cross Green Industrial Estate, LEEDS, LS9 0SW",,b) Micro,,Jeanette Coffey,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SK4185424820054,Skill Mill Leeds contribution,CHILDRENS SERVICES,,,22/04/2016,,,,," 10,000.00 ",,"THE SKILL MILL LTD, College Street Centre, College Lane, NEWCASTLE UPON TYNE, NE1 8DX",,b) Micro,,Andy Peaden,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SM0469424795315,Spring Recycling Campaign,ENVIRONMENT & HOUSING,,,19/04/2016,,,,," 12,453.00 ",,"SMITH CREATIVE, 65 Westgate Road, NULL, NEWCASTLE UPON TYNE, NE1 1SG",,b) Micro,,Nicholas Lawrence,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SN17604248969638,SnapSurvey Subscription,CENTRAL & CORPORATE,,,29/04/2016,,,,," 6,000.00 ",,"SNAP SURVEYS LTD, 5 Mead Court Cooper Road, Thornbury, BRISTOL, BS35 3UW",,d) Medium,,Stephen Webb,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SN185242468SEP1042,Leeds International Film Festival,CITY DEVELOPMENT,,,08/04/2016,,,,," 9,500.00 ",,"SNEAKY EXPERIENCE LIMITED, Thornlea House  Nanscar, Ickornshaw, COWLING, BD22 0DL",,Other/Not known,,Deborah Maturi,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SO023442489OP/O044617,Furniture Supply and Repair,ADULT SOCIAL CARE,,,29/04/2016,,,,," 7,300.00 ",,"SOLK FURNITURE HEALTHCARE LTD, Brandon Street, Armley Road, LEEDS, LS12 2ED",,b) Micro,,Andrew Lisowski,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SP962342481SINV003589,Secondment ,CITY DEVELOPMENT,,,21/04/2016,,,,," 34,809.00 ",,"SPORT ENGLAND, Financial Services  1st Floor, 21 Bloomsbury Street, LONDON, WC1B 3HF",,e) Large,,Patricia Skelton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,ST38824246615/078,Safer Leeds PCC Faith Project,ENVIRONMENT & HOUSING,,,06/04/2016,,,,," 8,750.00 ",,"STOP HATE UK, Suite D6, Josephs Well, Westgate, LEEDS, LS3 1AB",,b) Micro,,Janet Clarke,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SU063142468AC0835,Specialist End of Life Training,ADULT SOCIAL CARE,,,08/04/2016,,,,," 6,000.00 ",,"SUE RYDER WHEATFIELDS HOSPICE, Grove Road, Headingley, LEEDS, LS6 2AE",,Other/Not Known,,Debbie Lendhill,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,SU509342474161102,Design & Cost Report for Construction of Skelton Cycleway Stage 1,CITY DEVELOPMENT,,,14/04/2016,,,,," 25,984.31 ",,"SUSTRANS LTD, 2 Cathedral Square, College Green, BRISTOL, BS1 5DD",,e) Large,,Stacey Walton,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,TI0135424892302/16,Broadfields Sheltered Housing Works,ENVIRONMENT & HOUSING,,,29/04/2016,,,,," 5,492.97 ",,"TITAN NORTHERN LIMITED, Mill 7  Mabgate Mills, Macaulay Street, LEEDS, LS9 7SW",,c) Small,,Phil Rigby,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,TO431342475SINV2013131,Type 2 Diabetes Support,PUBLIC HEALTH,,,15/04/2016,,,,," 8,000.00 ",,"TOUCHSTONE - LEEDS, Touchstone House, 2-4 Middleton Crescent, LEEDS, LS11 6JU",,d) Medium,,Phil Slavin,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WA167X4248915-1-1130/1,Gledhow Primary School Extension,CHILDRENS SERVICES,,,29/04/2016,,,,," 352,541.76 ",,"WATES CONSTRUCTION LIMITED, West Court  Geldard Road, NULL, LEEDS, LS12 6DB",,e) Large,,Darren Dobson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WA21894248291309852692,Secondment,CENTRAL & CORP FUNC ADMINIST (NON LCC),,,22/04/2016,,,,," 14,255.45 ",,"WAKEFIELD COUNCIL, Payments And Controls  County Hall, Bond Street, WAKEFIELD, WF1 9AJ",,Other/Not known,,Catherine Lunn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WE03964248221841,Catering Supplies,ENVIRONMENT & HOUSING,,,22/04/2016,,,,," 15,806.05 ",,"WESTCOLD REFRIGERATION LTD, 6 Manor Garth, Ledsham, SOUTH MILFORD, LS25 5LZ",,Other/Not known,,Paul Ackroyd,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WE068942468W0000287,Community Payback Partnership Agreement and Drug Intervention Programme,STRATEGIC LANDLORD,,,08/04/2016,,,,," 36,846.99 ",,"THE WEST YORKSHIRE CRC LTD, Finance Dept Cliff Hill House, Sandy Walk, WAKEFIELD, WF1 2DJ",,b) Micro,,Tracey McGarry,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WE17194246591309825056,Funding contribution to West Yorkshire Illicit Tobacco Programme,PUBLIC HEALTH,,,05/04/2016,,,,," 30,000.00 ",,"WAKEFIELD COUNCIL, Payments And Controls  County Hall, Bond Street, WAKEFIELD, WF1 9AJ",,Other/Not known,,Phil Slavin,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WE665942482SI01-31253,WYCA Partnership Agreement,CITY DEVELOPMENT,,,22/04/2016,,,,," 75,000.00 ",,"WEST YORKSHIRE COMBINED AUTHORITY, Wellington House, 40/50 Wellington Street, LEEDS, LS1 2DE",,e) Large,,Claire Heap,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WO00194248262477,Supply of Furniture,ENVIRONMENT & HOUSING,,,22/04/2016,,,,," 11,313.45 ",,"WOODBERRY OF LEAMINGTON SPA, Bericote Wood Yard Bericote Road, Blackdown Leamington Spa, WORWICKS, CV32 6QP",,Other/Not Known,,MARK SPEIGHT,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WO0356424825100527,Union Duty Fees,CHILDRENS SERVICES,,,22/04/2016,,,,," 21,133.80 ",,"WOODKIRK ACADEMY, Rein Road, Tingley, WAKEFIELD, WF3 1JQ",,d) Medium,,Julia Shemilt,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/06/2016,WO629642482633,Falls Media Campaign,PUBLIC HEALTH,,,22/04/2016,,,,," 13,335.78 ",,"WORDS AND PICTURES (EDUCOM) LTD, Wharfbank House, Wharfebank Business Centre, ILKLEY ROAD  OTLEY, LS21 3JP",,Other/Not Known,,Phil Slavin,Quotes
