Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,5.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018004861,1.49
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BABY TEXTURE MODIFIED FOODS,Facilities,NHS LOGISTICS,1018004861,4.81
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018004861,21.1
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Facilities,NHS LOGISTICS,1018004861,1.49
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,2
Department of Health,Salisbury NHS Foundation Trust,19-May-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018004861,4.83
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018004861,1.44
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,6.67
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,3.67
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,5.3
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,0.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018004861,2.03
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,1.86
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018004861,2.65
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,23.72
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MED SURG EQUIP REP MAINT CLEANING,Musculo-Skeletal,NHS LOGISTICS,1018016704,42.77
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,129.5
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,86.55
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,5.52
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,47.1
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,47.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018016704,215.05
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018016704,236.13
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018016704,236.13
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018016704,6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018016704,143.62
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018016704,61.04
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ELECTRICAL EQUIPMENT x,Facilities,NHS LOGISTICS,1018016704,3.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018016704,33.17
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018016704,16.58
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Clinical Support,NHS LOGISTICS,1018016704,66.05
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SERVICES FROM NHS BODIES,Clinical Support,NHS LOGISTICS,1018016704,32.97
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018016704,155.23
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Medicine,NHS LOGISTICS,1018016704,103.42
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018016704,159.9
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018016704,4.8
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018016704,402.28
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Corporate - Finance & Procurement,NHS LOGISTICS,1018016704,58.2
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018016704,100.6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018016704,58.13
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018016704,61.04
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,45.82
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018016704,29.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018016704,12
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018016704,22.61
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018016704,88.88
Department of Health,Salisbury NHS Foundation Trust,19-May-17,REFUSE DISPOSAL - CLINICAL CONT SERVICES,Corporate - ETS,NHS LOGISTICS,1018016704,368.05
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018016704,64.52
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018016704,85.91
Department of Health,Salisbury NHS Foundation Trust,19-May-17,COOKING & KITCHEN UTENSILS,Clinical Support,NHS LOGISTICS,1018016704,12.77
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018016704,53.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018016704,1.88
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018016704,25.03
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018016704,64.52
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018016704,64.52
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018016704,126.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018016704,16.1
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018016704,10.13
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018016704,7.82
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018016704,4.4
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018016704,16.53
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018016704,13.75
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Facilities,NHS LOGISTICS,1018016704,266.8
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018016704,30.6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018016704,56.8
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,12.62
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,178
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-ANALYSERS,Clinical Support,NHS LOGISTICS,1018016704,50.8
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,12.92
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,467.92
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,62.08
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,9.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018016704,36.6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018016704,182
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018016704,12.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,COOKING & KITCHEN UTENSILS,Corporate - Finance & Procurement,NHS LOGISTICS,1018016704,162.08
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Clinical Support,NHS LOGISTICS,1018016704,94.46
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018016704,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018016704,6.82
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018016704,2.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018016704,28.68
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018016704,2.16
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018016704,1.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018016704,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,0.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MED SURG EQUIP REP MAINT CLEANING,Medicine,NHS LOGISTICS,1018016704,42.77
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TUBES,Medicine,NHS LOGISTICS,1018016704,6.85
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: GENERAL,Medicine,NHS LOGISTICS,1018016704,9.83
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018016704,2.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018016704,3.91
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018016704,1.4
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018016704,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,14.6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018016704,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,7.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,1.57
Department of Health,Salisbury NHS Foundation Trust,19-May-17,SURGICAL INSTRUMENTS: DISPOSABLE,Surgery,NHS LOGISTICS,1018016704,28.23
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018016704,16.83
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018016704,16.83
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,143.46
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018016704,11.25
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,12.17
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018016704,9.3
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Surgery,NHS LOGISTICS,1018016704,12.1
Department of Health,Salisbury NHS Foundation Trust,19-May-17,COOKING & KITCHEN UTENSILS,Surgery,NHS LOGISTICS,1018016704,222.68
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ELECTRICAL EQUIPMENT x,Surgery,NHS LOGISTICS,1018016704,4
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,13.5
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018016704,131.58
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,29.9
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018016704,4.97
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018016704,0.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018016704,6.16
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018016704,21.98
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018016704,11.36
Department of Health,Salisbury NHS Foundation Trust,19-May-17,NON DISPOSABLE BED LINEN,Musculo-Skeletal,NHS LOGISTICS,1018016704,7.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Musculo-Skeletal,NHS LOGISTICS,1018016704,8.25
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018016704,6.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,16.73
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,17.12
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,2.05
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,3.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,7.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,11.77
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,7.67
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018016704,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018016704,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018016704,22.93
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018016704,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018016704,6.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018016704,6.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018016704,4.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018016704,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,17.73
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,77.03
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,44.41
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,56
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,43.98
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,5.87
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,21.58
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,22.67
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRUGS,Clinical Support,NHS LOGISTICS,1018016704,4.68
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018016704,0.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018016704,4.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,2.48
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,4.87
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018016704,11.38
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018016704,10.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018016704,2.78
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,1.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018016704,1.47
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018016704,16.21
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018016704,14.89
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS-LAPAROSCOPIC EQUIPMENT,Surgery,NHS LOGISTICS,1018016704,268.05
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018016704,13.65
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,0.7
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018016704,85.19
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,2.43
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,30.73
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018016704,45.5
Department of Health,Salisbury NHS Foundation Trust,19-May-17,COOKING & KITCHEN UTENSILS,Clinical Support,NHS LOGISTICS,1018016704,12.25
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,84.84
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,84.84
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,28.63
Department of Health,Salisbury NHS Foundation Trust,19-May-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018016704,774.33
Department of Health,Salisbury NHS Foundation Trust,19-May-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018016704,45.6
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018016704,371.88
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018016704,130.21
Department of Health,Salisbury NHS Foundation Trust,19-May-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018016704,197.92
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018016704,4.97
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018016704,1.57
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,0.35
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,5.54
Department of Health,Salisbury NHS Foundation Trust,19-May-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018016704,299.87
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018016704,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018016704,3.24
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018016704,47.46
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018016704,138.42
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018016704,204.08
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018016704,90.96
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018016704,395.42
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018016704,122.45
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018016704,112.25
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,0.62
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,3.72
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018016704,0.39
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,6.16
Department of Health,Salisbury NHS Foundation Trust,19-May-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018016704,45.36
Department of Health,Salisbury NHS Foundation Trust,19-May-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018016704,0.75
Department of Health,Salisbury NHS Foundation Trust,19-May-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018016704,2.48
