Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,138,,Insurance - PA and Travel,,Finance & Commercial,,,Insurance - PA and Travel,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,"�7,500.00",,,,,,Chubb,,,,,,,,Ryan.Savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,76,,Internal Audit Services,,Finance & Commercial,,,Internal Audit Services,,,01/04/2015,30/03/2018,01/03/2018,30/03/2022,"�90,000.00",,,,,,Moore Stephens LLP,,,,,,,,Mike.Howard@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,59,,Intruder Alarm Maintenance at QVR Offices,,"HR, ICT/CSC & SSS",,,Intruder Alarm Maintenance at QVR Offices,,,01/05/2017,30/04/2018,28/02/2018,,"�1,400.00",,,,,,G4S Technology Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,62,,Intruder Alarm Maintenance Guildhall,,"HR, ICT/CSC & SSS",,,Intruder Alarm Maintenance Guildhall,,,01/10/2017,30/09/2018,01/05/2018,,�600.00,,,,,,SECOM,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,13,,ISP Service (Internet link),,"HR, ICT/CSC & SSS",,,ISP Service (Internet link),,,01/02/2015,01/02/2020,01/01/2019,01/02/2024,"�10,200.00",,,,,,Capita,,,,,,,,Mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,2,,Joint Waste Legal Advice,,Democratic Legal & Policy,,,Joint Waste Legal Advice,,,01/12/2010,31/12/2017,30/11/2017,,"�74,000.00",,,,,,Bevan Brittan,,,,,,,,Julie.Openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,175,,"Landscape Design Dervices, Totteridge Open space improvements",,Commumity,,,"Landscape Design Dervices, Totteridge Open space improvements",,,16/10/2017,16/10/2019,16/10/2018,,"�16,500.00",,,,,,Allen Scott,,,,,,,,Alison.Clark@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,89,,Landscape Design Services,,Commumity,,,Landscape Design Services,,,01/09/2015,31/08/2018,31/01/2018,,"�18,000.00",,,,,,Applied landscape Design,,,,,,,,Elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,53,,Least cost routing of call on main switchboard number,,Finance & Commercial,,,Least cost routing of call on main switchboard number,,,11/11/2017,10/11/2018,14/09/2018,,"�12,000.00",,,,,,Adept Telecom,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,133,,Legal advise for Desborough square site,,Democratic Legal & Policy,,,Legal advise for Desborough square site,,,01/04/2017,31/03/2019,31/05/2018,,"�40,000.00",,,,,,Trower and Hamlin,,,,,,,,Kiran.Khanna@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,37,,Leisure centre operator,,Commumity,,,Leisure centre operator,,,01/07/2014,30/06/2029,01/07/2019,,"�15,000,000.00",,,,,,Places for People Leisure Ltd  (PfP),,,,,,,,Richard.Eaton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,18,,Lift maintenance,,"HR, ICT/CSC & SSS",,,Lift maintenance,,,01/04/2014,31/03/2019,31/01/2018,31/03/2020,"�24,000.00",,,,,,Chiltern lifts,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,64,,Lightning Protection Systems Miantenance,,"HR, ICT/CSC & SSS",,,Lightning Protection Systems Miantenance,,,01/04/2017,31/03/2018,28/02/2018,,"�1,660.00",,,,,,Omega Red Group,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,41,,Lincoln Park Business Centre - Management Contract,,Finance & Commercial,,,Lincoln Park Business Centre - Management Contract,,,01/04/2013,31/03/2018,31/03/2018,,"�30,000.00",,,,,,Duncan Bailey - Kennedy,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,57,,Maintenance of Waterless Urinals at QVR,,"HR, ICT/CSC & SSS",,,Maintenance of Waterless Urinals at QVR,,,01/04/2017,31/03/2018,28/02/2018,,"�1,400.00",,,,,,Water Solutions (GB),,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,91,,Maintenance Sercice Agreement for Private Electrical Distribution System,,Finance & Commercial,,,Maintenance Sercice Agreement for Private Electrical Distribution System,,,01/10/2015,01/11/2019,28/02/2018,,"�10,000.00",,,,,,The Freedom Group of Companies (FGC),,,,,,,,Jaswinder.Boom@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,153,,Marlow Bowls Club and Court Garden Wall repairs,,"HR, ICT/CSC & SSS",,,Marlow Bowls Club and Court Garden Wall repairs,,,03/04/2018,29/06/2018,02/07/2018,,"�31,403.75",,,,,,Field Brothers Ltd,,,,,,,,Juliet.Oxley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,45,,Mobile phone system for car parks,,Environment,,,Mobile phone system for car parks,,,31/05/2007,12/02/2018,,,�0.00,,,,,,Cobalt,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,90,,Mobile phones,,Finance & Commercial,,,Mobile phones,,,04/11/2015,05/02/2018,28/02/2018,,"�37,000.00",,,,,,Vodafone,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,44,,Multi funtion Devices (printer/Copier/scanners),,Finance & Commercial,,,Multi funtion Devices (printer/Copier/scanners),,,30/08/2013,31/08/2018,31/08/2018,,"�170,000.00",,,,,,Annodata Ltd,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,43,,Occupational Health and Employee Assistance Programme,,"HR, ICT/CSC & SSS",,,Occupational Health and Employee Assistance Programme,,,01/09/2013,31/08/2019,02/01/2019,31/08/2020,"�54,000.00",,,,,,People Asset Management (PAM),,,,,,,,Jo.Whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,175,,Office Cleaning - Queen Victoria Rd,,"HR, ICT/CSC & SSS",,,Office Cleaning - Queen Victoria Rd,,,01/07/2017,30/06/2020,30/06/3019,30/06/2021,"�372,000.00",,,,,,Busy Bee Cleaning Ltd,,,,,,,,Paul.Spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,34,,"Outsourced print room - supply of creative design, print management and reprographics services",,Democratic Legal & Policy,,,"Outsourced print room - supply of creative design, print management and reprographics services",,,24/01/2013,23/04/2018,23/04/2018,23/04/2019,"�500,000.00",,,,,,Greens,,,,,,,,Catherine.Spalton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,30,,Payroll Contract,,"HR, ICT/CSC & SSS",,,Payroll Contract,,,01/10/2016,31/03/2021,31/03/2020,31/03/2022,"�116,000.00",,,,,,Aylesbury Vale District Council,,,,,,,,Paul.Spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,20,,Pest Control Services,,Environment,,,Pest Control Services,,,01/11/2014,31/10/2018,31/05/2018,,"�98,400.00",,,,,,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,108,,Pigeon Control,,Environment,,,Pigeon Control,,,01/04/2017,31/03/2018,01/01/2018,,"�9,540.00",,,,,,Avian Bird Control Services Limited,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,71,,Pinpoint Alarm Maintenance (Council Offices),,"HR, ICT/CSC & SSS",,,Pinpoint Alarm Maintenance (Council Offices),,,01/04/2017,31/03/2018,28/02/2018,,�700.00,,,,,,Pinpoint Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,123,,Planning Apeals framework,,Planning & Sustainability,,,Planning Apeals framework,,,01/05/2017,30/04/2020,01/09/2019,,"�22,500.00",,,,,,RK ADAS ltd,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,119,,Planning Appeals framework,,Planning & Sustainability,,,Planning Appeals framework,,,01/05/2017,30/04/2020,01/09/2019,,"�22,500.00",,,,,,WYG Environmental,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,117,,Planning Appeals framework,,Planning & Sustainability,,,Planning Appeals framework,,,01/05/2017,30/04/2020,01/08/2019,,"�22,500.00",,,,,,SBW Planning & Sustainability Ltd,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,121,,Planning appeals framework,,Planning & Sustainability,,,Planning appeals framework,,,01/05/2017,30/04/2020,01/09/2019,,"�22,500.00",,,,,,Philippa Jarvis planning,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,118,,Planning Applications,,Planning & Sustainability,,,Planning Applications,,,01/05/2017,30/04/2020,01/09/2019,,"�36,000.00",,,,,,WYG Environmental,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,122,,Planning Applications,,Planning & Sustainability,,,Planning Applications,,,01/05/2017,30/04/2020,01/09/2019,,"�36,000.00",,,,,,RSK ADAS Ltd,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,120,,Planning Applications,,Planning & Sustainability,,,Planning Applications,,,01/05/2017,30/04/2020,01/09/2019,,"�36,000.00",,,,,,Sterling Planning,,,,,,,,Alastair.Nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,4,,Private Medical Insurance,,"HR, ICT/CSC & SSS",,,Private Medical Insurance,,,01/03/2017,31/03/2018,01/02/2018,,"�54,000.00",,,,,,AXA PPP,,,,,,,,Jo.Whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,54,,Procurement card provision,,Finance & Commercial,,,Procurement card provision,,,01/12/2014,30/11/2018,30/04/2018,,�0.00,,,,,,Royal bank of Scotland,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,135,,Project management and design works- Hatters lane remedial works,,Planning & Sustainability,,,Project management and design works- Hatters lane remedial works,,,01/02/2017,28/02/2018,28/02/2018,,"�14,000.00",,,,,,JNP,,,,,,,,Alison.Pipes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,128,,Project management and professional Services - Ashwells,,Major Projects & Estates,,,Project management and professional Services - Ashwells,,,01/03/2017,31/10/2018,,,"�500,000.00",,,,,,Perfect Cirle,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,129,,Project management and QS roles for Handy Cross phase 5,,Major Projects & Estates,,,Project management and QS roles for Handy Cross phase 5,,,01/04/2017,30/04/2018,,,"�115,000.00",,,,,,Step Associates ( formerly TUV PMSS ),,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,77,,Provision of Rent Accounting Services,,Environment,,,Provision of Rent Accounting Services,,,01/07/2017,31/07/2018,31/03/2018,,"�24,000.00",,,,,,Buckinghamshire Housing Association,,,,,,,,Brian.Daly@Wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,105,,Public Convenience Cleaning,,"HR, ICT/CSC & SSS",,,Public Convenience Cleaning,,,01/04/2016,02/03/2020,03/04/2018,,"�594,300.00",,,,,,Danfo Uk Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,109,,QS services QEII Commumity facility build,,Commumity,,,QS services QEII Commumity facility build,,,01/07/2016,30/06/2018,30/04/2018,,"�10,500.00",,,,,,Procom Construction & Management Consultants,,,,,,,,Alison.Pipes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,171,,QS Services Totteridge open space improvement,,Commumity,,,QS Services Totteridge open space improvement,,,17/08/2017,17/08/2018,01/04/2018,,"�12,400.00",,,,,,Procom Construction & Management Consultants,,,,,,,,Alison.Clark@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,154,,QVR refurbishment toilets/showers building C,,"HR, ICT/CSC & SSS",,,QVR refurbishment toilets/showers building C,,,08/01/2018,30/06/2018,02/07/2018,,"�57,434.77",,,,,,R Benson Major Projects & Estates maintenance Ltd,,,,,,,,Juliet.Oxley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,87,,Replacement Sun Server for Revs and Ben's,,"HR, ICT/CSC & SSS",,,Replacement Sun Server for Revs and Ben's,,,07/10/2015,06/10/2018,06/07/2018,,"�57,000.00",,,,,,Q Associates,,,,,,,,Mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,95,,Retail planning consultancy support services framework,,Planning & Sustainability,,,Retail planning consultancy support services framework,,,01/07/2015,30/06/2018,01/01/2018,,"�40,000.00",,,,,,Nathaniel Lichfield,,,,,,,,Gerard.Coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,97,,Retail planning consultancy support services framework,,Planning & Sustainability,,,Retail planning consultancy support services framework,,,01/07/2015,30/06/2018,01/01/2018,,"�40,000.00",,,,,,Peter Brett,,,,,,,,Gerard.Coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,94,,Retail planning consultancy support services framework,,Planning & Sustainability,,,Retail planning consultancy support services framework,,,01/07/2015,30/06/2018,01/01/2018,,"�40,000.00",,,,,,Carter Jonas,,,,,,,,Gerard.Coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,98,,Retail planning consultancy support services framework,,Planning & Sustainability,,,Retail planning consultancy support services framework,,,01/07/2015,30/06/2018,01/01/2018,,"�40,000.00",,,,,,WYG,,,,,,,,Gerard.Coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,96,,Retail planning consultancy support services framework.,,Planning & Sustainability,,,Retail planning consultancy support services framework.,,,01/07/2015,30/06/2018,01/01/2018,,"�40,000.00",,,,,,Nexus planning,,,,,,,,Gerard.Coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,42,,Revenues enforcement agents,,Finance & Commercial,,,Revenues enforcement agents,,,01/03/2015,28/02/2019,30/03/2018,28/02/2021,�0.00,,,,,,"Bristow & sutor; Chandlers, Newlyns",,,,,,,,Andy.Green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,170,,Sales Agent for Affordable Housing Bellfield Rd,,Major Projects & Estates,,,Sales Agent for Affordable Housing Bellfield Rd,,,10/08/2017,01/02/2019,,,"�18,000.00",,,,,,Gerald Eves LLP,,,,,,,,Charles.Brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,72,,Sanibin Contract (Council Offices),,"HR, ICT/CSC & SSS",,,Sanibin Contract (Council Offices),,,01/06/2015,31/05/2018,01/06/2018,,"�18,000.00",,,,,,PHS Group Plc,,,,,,,,Paul.Spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,169,,Sip trunks,,Finance & Commercial,,,Sip trunks,,,01/10/2017,30/09/2020,,,"�37,200.00",,,,,,Adept,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,100,,Solar Voltaic Panel Maintenance & Cleaning Contract,,"HR, ICT/CSC & SSS",,,Solar Voltaic Panel Maintenance & Cleaning Contract,,,01/04/2017,31/03/2018,28/02/2018,,"�1,100.00",,,,,,Solar Clear,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,26,,Stationery & office consumables,,"HR, ICT/CSC & SSS",,,Stationery & office consumables,,,01/07/2016,30/06/2018,30/06/2018,,"�18,000.00",,,,,,Lyreco,,,,,,,,Paul.Spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,112,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,01/09/2016,31/08/2018,01/05/2018,31/08/2020,"�20,000.00",,,,,,JNP,,,,,,,,richard.beel@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,111,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,01/09/2016,31/08/2018,01/05/2018,31/08/2020,"�20,000.00",,,,,,NPS,,,,,,,,richard.beel@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,110,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,01/09/2016,31/08/2018,30/04/2018,31/08/2020,"�20,000.00",,,,,,Peter Brett Associates,,,,,,,,richard.beel@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,88,,Supply and Install Street Nameplates,,"HR, ICT/CSC & SSS",,,Supply and Install Street Nameplates,,,01/10/2015,01/10/2018,01/04/2018,,"�15,000.00",,,,,,Signways Ltd,,,,,,,,Juliet.Oxley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,9,,Supply Nhh Electricity,,Finance & Commercial,,,Supply Nhh Electricity,,,01/04/2017,31/03/2018,01/01/2018,,"�53,000.00",,,,,,British Gas via OGC,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,11,,Supply of Electricity HH,,Finance & Commercial,,,Supply of Electricity HH,,,01/10/2017,30/09/2018,01/03/2018,,"�116,000.00",,,,,,EDF,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,12,,Supply of gas,,Finance & Commercial,,,Supply of gas,,,01/10/2017,30/09/2018,01/08/2018,,"�40,000.00",,,,,,Corona,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,8,,Supply of non-metered electricity,,Finance & Commercial,,,Supply of non-metered electricity,,,01/10/2017,30/09/2018,03/07/2018,,"�16,000.00",,,,,,EDF Energy,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,27,,Telephone call charges & line rental,,Finance & Commercial,,,Telephone call charges & line rental,,,01/10/2017,30/09/2018,30/09/2018,,"�25,000.00",,,,,,British Telecom,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,74,,Town Hall and Rotary Clock Maintenance,,"HR, ICT/CSC & SSS",,,Town Hall and Rotary Clock Maintenance,,,01/04/2017,31/03/2018,28/02/2018,,�460.00,,,,,,Smith of Derby Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,5,,Treasury Management Services. (Market intelligence and advice).,,Finance & Commercial,,,Treasury Management Services. (Market intelligence and advice).,,,01/04/2017,31/03/2019,01/09/2018,,"�15,000.00",,,,,,Capita Treasury  Management  Services,,,,,,,,Brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,40,,UPT terminals ANPR Veripark machines,,Environment,,,UPT terminals ANPR Veripark machines,,,22/04/2013,31/05/2018,01/02/2018,,"�10,000.00",,,,,,Wild Yeast Ltd - Xenco,,,,,,,,Robin.Evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,116,,VMware VSAN and AppVolume licences,,"HR, ICT/CSC & SSS",,,VMware VSAN and AppVolume licences,,,31/10/2016,30/10/2019,01/01/2019,,"�77,550.00",,,,,,Phoenix Software Ltd,,,,,,,,Mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,68,,Wallgate Service in Public Toilets,,"HR, ICT/CSC & SSS",,,Wallgate Service in Public Toilets,,,01/04/2017,31/03/2018,28/02/2018,,"�6,300.00",,,,,,Wallgate Ltd,,,,,,,,Graham.Weston@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,35,,Waste collection/ refuse collection,,Environment,,,Waste collection/ refuse collection,,,04/03/2013,02/03/2020,02/03/2018,02/03/2034,"�49,000,000.00",,,,,,Serco,,,,,,,,Caroline.Hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Feb 2018,168,,Waste Consultancy,,Environment,,,Waste Consultancy,,,01/10/2017,30/09/2018,01/06/2018,,"�49,000.00",,,,,,Eunomia,,,,,,,,Caroline.Hughes@wycombe.gov.uk,
