Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose Of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,GRAHAM KAY,A0072338,04/12/2014,EST0257479,238.13,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,BURNLEY AND PENDLE ENERGY ASSESSORS LTD,A0077075,04/12/2014,EST0257480,264,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,TRAVIS PERKINS TRADING CO LTD,A0002709,04/12/2014,HED0257368,34,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,04/12/2014,HED0257369,13.92,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,04/12/2014,HED0257369,16.39,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,04/12/2014,HED0257369,46.38,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,GREEN BROTHERS SIGNS LIMITED,A0001202,04/12/2014,HED0257370,644.96,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2606,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028,04/12/2014,HED0257402,140,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2606,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028,04/12/2014,HED0257402,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2606,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028,04/12/2014,HED0257402,160,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,9101,Agency Reimbursements,SABDEN PARISH COUNCIL,A0057599,04/12/2014,HED0257404,385.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046,04/12/2014,HED0257412,-75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),PHOENIX COMMERCIAL COLLECTIONS LTD,A0064046,04/12/2014,HED0257412,75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD20,Public Realm,O`CALLAGHAN LIMITED,A0090052,04/12/2014,HED0257416,16657.47,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD20,Public Realm,O`CALLAGHAN LIMITED,A0090052,04/12/2014,HED0257416,49164.76,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,VIP SYSTEMS LIMITED,A0050529,04/12/2014,HED0257461,682.02,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,DP STRUCTURES LIMITED,A0056114,04/12/2014,HED0257463,500,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,DP STRUCTURES LIMITED,A0056114,04/12/2014,HED0257463,1200,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,COMMUTAPORTS LIMITED,A0060728,04/12/2014,HED0257464,2760,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,T & F STEEL DESIGNS LTD,A0002627,04/12/2014,HED0257465,34,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,T & F STEEL DESIGNS LTD,A0002627,04/12/2014,HED0257465,90,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4739,Grants/Contributions,WM SMITH & SONS (BARNARD CASTLE),A0013824,04/12/2014,HED0257466,62.03,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,T & F STEEL DESIGNS LTD,A0002627,04/12/2014,HED0257467,156,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,T & F STEEL DESIGNS LTD,A0002627,04/12/2014,HED0257467,340,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,COMMUTAPORTS LIMITED,A0060728,04/12/2014,HED0257469,2439,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770,04/12/2014,HMR0257359,478,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NEWGROUND CIC,A0060088,04/12/2014,HMR0257360,1436.86,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD13,Capital : Salaries,PEARL 2,A0070545,04/12/2014,HMR0257361,1450,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD13,Capital : Salaries,PEARL 2,A0070545,04/12/2014,HMR0257361,2550,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD13,Capital : Salaries,PEARL 2,A0070545,04/12/2014,HMR0257362,3750,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD13,Capital : Salaries,PEARL 2,A0070545,04/12/2014,HMR0257362,4000,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4705,Other Expenses,TRICAD SOLUTIONS LIMITED,A0070356,04/12/2014,HMR0257372,2795,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,MARTIN COLLINS JOINERY & GLAZING,A0000623,04/12/2014,HMR0257383,47,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,04/12/2014,HMR0257420,31.12,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ATM CONSTRUCTION LTD,A0066308,04/12/2014,HMR0257470,4000,N,N/A,N,666.67
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,M L PLUMBING & BUILDING,A0078739,04/12/2014,HMR0257471,4995,N,N/A,N,832.5
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ATM CONSTRUCTION LTD,A0066308,04/12/2014,HMR0257474,12862,N,N/A,N,2143.67
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,PENBURN CONSTRUCTION LTD,A0002191,04/12/2014,HMR0257477,17629.8,N,N/A,N,2885.8
Pendle Borough Council,Directorate,Indirect Employee Expenses,1201,Emp : Practising Certificates,SOLACE,A0040401,04/12/2014,MAN0257373,203,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640,04/12/2014,MAN0257380,321.36,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640,04/12/2014,MAN0257381,173.04,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640,04/12/2014,MAN0257382,173.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,STANLEY BROTHERS (TIPPERS) LTD,A0002422,04/12/2014,OPS0257401,770,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,CONTAINER CARE SOLUTIONS,A0061112,04/12/2014,OPS0257403,1280,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,PMC POLYTHENE LTD,A0043215,04/12/2014,OPS0257405,900,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002,04/12/2014,OPS0257407,16.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002,04/12/2014,OPS0257407,23.89,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002,04/12/2014,OPS0257408,93.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,04/12/2014,OPS0257410,37.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,04/12/2014,OPS0257410,64.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803,04/12/2014,OPS0257413,1335.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4707,Miscellaneous : Other,ORCHARD RECYCLING SERVICE,A0015803,04/12/2014,OPS0257413,50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,5009,Fast Action Response,ORCHARD RECYCLING SERVICE,A0015803,04/12/2014,OPS0257413,50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,CONNEXION2 LIMITED,A0089719,04/12/2014,OPS0257414,21.26,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,CONNEXION2 LIMITED,A0089719,04/12/2014,OPS0257414,350.79,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4003,EFM : Other Equipment,BARNES JB LIMITED,A0000202,04/12/2014,OPS0257415,5.99,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4003,EFM : Other Equipment,BARNES JB LIMITED,A0000202,04/12/2014,OPS0257415,7.02,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4003,EFM : Other Equipment,THE OLD BATHS TRADING CO,A0002697,04/12/2014,OPS0257417,64,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,04/12/2014,OPS0257421,27.14,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,04/12/2014,OPS0257422,1781.68,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,04/12/2014,OPS0257422,1663.66,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,04/12/2014,OPS0257422,807.12,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,04/12/2014,OPS0257424,455.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,04/12/2014,OPS0257425,455.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,04/12/2014,OPS0257426,465.49,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,04/12/2014,OPS0257426,306.51,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049,04/12/2014,OPS0257428,448.02,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4502,Telephones : Direct,REMGUARD LTD,A0002338,04/12/2014,OPS0257429,112,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4301,Printing & Stationery,THOMSON REUTERS,A0077400,04/12/2014,PBC0257398,49,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,PEOPLE ASSET MANAGEMENT LIMITED,A0067613,04/12/2014,PER0257387,170,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,SPECSAVERS CORPORATE EYECARE,A0058033,04/12/2014,PER0257389,255,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,4705,Other Expenses,FIDELITI LIMITED,A0052058,04/12/2014,PER0257503,125.15,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,SAWLEY FINE ARTS LTD,A0066186,04/12/2014,REG0257354,228.88,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,SAWLEY FINE ARTS LTD,A0066186,04/12/2014,REG0257355,248.64,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,SAWLEY FINE ARTS LTD,A0066186,04/12/2014,REG0257356,153.65,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,NATURALLY MEDIA LIMITED,A0084513,04/12/2014,REG0257386,11.8,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,PENDLE LEISURE LTD,A0012961,04/12/2014,REG0257388,240,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,THE BOOKSHOP,A0063559,04/12/2014,REG0257392,6.79,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,TEXT STYLES UK LIMITED,A0002725,04/12/2014,REG0257399,38,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,CHOCSTOP,A0082947,04/12/2014,REG0257450,5234,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,EXPERTO CREDITE,A0062976,09/12/2014,AAS0257769,680.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,301,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,224.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,253.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,302.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,240.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,168.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,46.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,108.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,53.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,199.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,160.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,222,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,56.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,194.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,224.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,226.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,46.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,47.28,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,119.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,146.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,54.43,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,128.12,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,182.82,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,168.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,126.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,126.56,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,48.42,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,67.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,68.25,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,92.97,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,49.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,45.99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,94.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,127.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,91.34,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,52.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,79.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,25.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,57.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,62.93,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,44.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,46.67,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,10/12/2014,AAS0257614,153.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,DALE SAUNA LIMITED,A0045089,11/12/2014,AAS0257672,4155,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372,11/12/2014,AAS0257675,34.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372,11/12/2014,AAS0257675,1367.61,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372,11/12/2014,AAS0257677,10,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372,11/12/2014,AAS0257677,12.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372,11/12/2014,AAS0257678,10,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4422,Allpay,ALLPAY LIMITED,A0084372,11/12/2014,AAS0257678,18.43,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,E.ON,A0023073,11/12/2014,AAS0257682,303.15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,7201,Bank Charges,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,11/12/2014,AAS0257684,215.35,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257686,8000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1234,Pensions Increase Act Payments,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257687,18700,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257687,2320.56,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),LIBERATA UK LTD,A0051618,11/12/2014,AAS0257687,15132.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257688,10672.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257688,32416.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257688,24207.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257688,85302.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257688,49680.77,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257688,81469.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257688,119058.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,LIBERATA UK LTD,A0051618,11/12/2014,AAS0257689,1707.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4601,Seminars etc All Costs,Redacted - Personal Data,A0076240,11/12/2014,AAS0257690,2.92,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4601,Seminars etc All Costs,Redacted - Personal Data,A0076240,11/12/2014,AAS0257690,10.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,Redacted - Personal Data,A0059452,11/12/2014,AAS0257691,13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,COMPANIES HOUSE,A0000622,11/12/2014,AAS0257692,15,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4706,Subscriptions & Donations,Redacted - Personal Data,A0089941,11/12/2014,COR0257582,35,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,J H BLAKEY & SONS (SECURITY) LTD,A0000211,11/12/2014,COR0257720,93.2,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,ZEN INTERNET,A0056321,11/12/2014,COR0257721,29.78,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4301,Printing & Stationery,HANDFORD DESIGN,A0080086,11/12/2014,COR0257722,100,N,N/A,N,N/A
