Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,08/04/2015,170314,79,703.44,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,13/05/2015,170319,120,703.44,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,08/04/2015,170314,80,703.44,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,03/06/2015,170322,98,713.21,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,22/04/2015,170316,77,727.49,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,22/04/2015,170316,58,727.49,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2015,170326,127,729,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,170317,125,729,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2015,170326,66,729,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,08/04/2015,170314,84,729,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,27/05/2015,170321,50,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,22/04/2015,170316,78,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,170323,66,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,06/05/2015,170318,78,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,17/06/2015,170324,122,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,27/05/2015,170321,44,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,20/05/2015,170320,62,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,06/05/2015,170318,59,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,22/04/2015,170316,59,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,03/06/2015,170322,118,830.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,17/06/2015,170324,147,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2015,170326,129,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,27/05/2015,170321,46,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,01/07/2015,170326,128,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,27/05/2015,170321,45,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,20/05/2015,170320,93,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,17/06/2015,170324,148,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,06/05/2015,170318,66,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,06/05/2015,170318,65,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,22/04/2015,170316,86,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,24/06/2015,170325,54,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,24/06/2015,170325,83,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,20/05/2015,170320,69,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,22/04/2015,170316,90,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,170323,73,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,170317,157,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,170323,71,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,29/04/2015,170317,154,879.3,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,15/04/2015,170315,6,891,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,17/06/2015,170324,150,992.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,20/05/2015,170320,88,992.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MATRIX SCM LTD,Redacted,Not yet available,Not yet available,Not yet available,24/06/2015,170325,48,992.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMI,Redacted,Not yet available,Not yet available,Not yet available,09/04/2015,22752596,1,851.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMI,Redacted,Not yet available,Not yet available,Not yet available,09/04/2015,22744606,1,958.46,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,22800830,1,2750,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22780208,1,3750,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22751970,1,4725,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,22800811,1,4987.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,22801030,1,5000,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22780213,1,5500,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,22800810,1,6500,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22752012,1,6750,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,14/05/2015,22780206,1,8385,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22751979,1,9000,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,22801040,1,9030,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22751984,1,10000,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22751987,1,11287.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children�s and Education Services,4,NAVIGATE RESOURCING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,10/04/2015,22755486,1,15412.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Housing Services,6,NORTHGATE PUBLIC SERVICES (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,15/04/2015,22753053,1,22276.96,Nil,Agency Staff,Revenue,ICT,CAT11,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Housing Services,6,NORTHGATE PUBLIC SERVICES (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,19/05/2015,22781728,1,24052.27,Nil,Agency Staff,Revenue,ICT,CAT11,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Housing Services,6,NORTHGATE PUBLIC SERVICES (UK) LTD,Redacted,Not yet available,Not yet available,Not yet available,09/06/2015,22800342,1,30492.44,Nil,Agency Staff,Revenue,ICT,CAT11,Computer Systems & Software (Development),20703,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,21/04/2015,22760254,1,514.89,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,01/05/2015,22772342,1,533.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,21/04/2015,22760258,1,572.1,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,12/05/2015,22776794,1,572.1,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22744329,1,572.1,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,08/04/2015,22752054,1,572.1,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,02/06/2015,22794310,1,572.1,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,21/05/2015,22779984,1,610.24,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,02/04/2015,22740306,1,762.8,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,OCCUPATIONAL HEALTH RECRUITMENT,Redacted,Not yet available,Not yet available,Not yet available,17/06/2015,22802838,1,1086.99,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,18/06/2015,22805116,1,838.75,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,08/06/2015,22797710,1,921.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,30/04/2015,22764835,1,935,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,17/06/2015,22802837,1,948.75,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,08/06/2015,22797717,1,980.65,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,06/05/2015,22773863,1,989.45,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,30/04/2015,22764730,1,990,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,30/04/2015,22764729,1,1016.95,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,30/04/2015,22764728,1,1017.5,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,08/04/2015,22753792,1,1021.35,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,REGENCULT,Planning Services,N,OYSTER PARTNERSHIP,Redacted,Not yet available,Not yet available,Not yet available,08/04/2015,22753796,1,1306.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,14/04/2015,22756093,1,515.49,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,20/05/2015,22782865,1,745.37,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,10/06/2015,22800746,1,769.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,23/06/2015,22808114,1,771.75,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,09/04/2015,22753825,1,774.81,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,16/06/2015,22803190,1,777.02,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,23/04/2015,22761257,1,781.34,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,03/06/2015,22796780,1,792.9,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,PIERS MEADOWS RECRUITMENT LTD,Redacted,Not yet available,Not yet available,Not yet available,15/05/2015,22780276,1,793.13,Nil,Agency Staff,Revenue,Business Services,CAT02,Employment & Recruitment Agencies,31230,Not yet available
