Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,P-Card Tran,Contract
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,02/12/2014,22653067,1,6148,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22630345,1,533.6,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22630370,1,560.28,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22630414,1,513,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22630376,1,595,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22630412,1,595,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,02/12/2014,22653050,1,535.5,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,02/12/2014,22653056,1,535.5,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22630418,1,2603,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,02/12/2014,22653068,1,2254,Nil,Hire of Taxis,Revenue,Transport,CAT10,76350,Taxis & Private Hire,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Corporate and Democratic Core,8,TRAINLINE.COM ,Redacted,Not yet available,Not yet available,Not yet available,02/12/2014,160714,1332,944.01,Nil,Travel & Public Transport Expenses,Revenue,n/a,n/a,n/a,Passenger Railways,GPC,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,TURNING POINT,Redacted,Not yet available,Not yet available,Not yet available,11/11/2014,22629756,1,1425.31,Nil,Travel & Public Transport Expenses,Revenue,Adult Services,CAT04,64710,Residential Care Homes,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,Not yet available,Not yet available,Not yet available,23/12/2014,22667167,1,612.71,Nil,Travel & Public Transport Expenses,Revenue,Transport,CAT10,80100,Transport Consultants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,Not yet available,Not yet available,Not yet available,29/10/2014,22621427,1,904.4,Nil,Travel & Public Transport Expenses,Revenue,Transport,CAT10,80100,Transport Consultants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,Not yet available,Not yet available,Not yet available,29/10/2014,22621432,1,171925.25,Nil,Travel & Public Transport Expenses,Revenue,Transport,CAT10,80100,Transport Consultants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,BVACOP Not Applicable,Z,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,Not yet available,Not yet available,Not yet available,25/11/2014,22647620,1,6180.36,Nil,Travel & Public Transport Expenses,Revenue,Transport,CAT10,80100,Transport Consultants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,450.18,Nil,Travel & Public Transport Expenses (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,307.65,Nil,Travel & Public Transport Expenses (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,361.71,Nil,Travel & Public Transport Expenses (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,35683.39,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,5671.31,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,23627.95,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,14095.14,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,39221.19,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,6334.32,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,34028.41,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,16138.29,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,39211.39,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,7082.34,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,31637.3,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,19069.19,Nil,Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,12745.32,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,2212.83,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,11011.51,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,,,4163.11,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,10685.48,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,2212.83,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,11301.06,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/11/2014,,,5326.15,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,10474.12,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,2212.83,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,11197.78,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,N/A various,,n/a,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,,,3610.77,Nil,Lump Sum Car Allowances (Employees),Revenue,n/a,n/a,n/a,n/a,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Housing Services,6,RJS PROPERTY SOLUTIONS,Redacted,Not yet available,Not yet available,Not yet available,07/11/2014,22632898,1,740,Nil,Equipment,Revenue,Property & Asset Management,CAT01,11040,Builders,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Environmental and Regulatory Services,M,SUTCLIFFE PLAY LTD,Redacted,Not yet available,Not yet available,Not yet available,26/11/2014,22606641,1,669.9,Nil,Equipment,Revenue,Environment,CAT03,59720,Playground Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Environmental and Regulatory Services,M,GB SPORTS & LEISURE UK LTD,Redacted,Not yet available,Not yet available,Not yet available,02/12/2014,22652684,1,1493.5,Nil,Equipment,Revenue,Environment,CAT03,59720,Playground Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Environmental and Regulatory Services,M,ORBITAL FASTENERS,Redacted,Not yet available,Not yet available,Not yet available,20/11/2014,160710,1454,713.9,Nil,Equipment,Revenue,n/a,n/a,n/a,Lumber/Building Materials Stores,GPC,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Highways & Transport Services,5,INDESPENSION LTD,Redacted,Not yet available,Not yet available,Not yet available,06/11/2014,22627980,1,4300,Nil,Equipment,Revenue,Transport,CAT10,79910,Trailers & Towing Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Highways & Transport Services,5,INDESPENSION LTD,Redacted,Not yet available,Not yet available,Not yet available,17/12/2014,22666184,1,3115,Nil,Equipment,Revenue,Transport,CAT10,79910,Trailers & Towing Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Highways & Transport Services,5,HARROD UK LTD,Redacted,Not yet available,Not yet available,Not yet available,28/10/2014,22603951,1,1896.7,Nil,Equipment,Revenue,"Economic Growth, Culture & Sport",CAT09,72800,Sports Equipment Mnfrs & Distributors,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,TECHNOGYM UK LTD,Redacted,Not yet available,Not yet available,Not yet available,20/11/2014,22646728,1,8000,Nil,Equipment,Revenue,"Economic Growth, Culture & Sport",CAT09,72970,Sportsground & Gymnasium Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,BACK CARE SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,17/11/2014,22644091,1,899,Nil,Equipment,Revenue,Property & Asset Management,CAT01,53390,Office Equipment Mnfrs & Distributors,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,ESCAPE FITNESS LTD,Redacted,Not yet available,Not yet available,Not yet available,22/12/2014,22671851,1,785,Nil,Equipment,Revenue,"Economic Growth, Culture & Sport",CAT09,36164,Fitness Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,NIGHTSEARCHER LTD,Redacted,Not yet available,Not yet available,Not yet available,08/12/2014,22652695,1,1451.92,Nil,Equipment,Revenue,Property & Asset Management,CAT01,48490,Lighting Wholesalers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,NATIONWIDE MARQUEE HIRE,Redacted,Not yet available,Not yet available,Not yet available,09/12/2014,22656677,1,606.8,Nil,Equipment,Revenue,"Economic Growth, Culture & Sport",CAT09,50040,"Marquees, Tents & Portable Floor Hire",,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,PORTABLE LOOS DOT COM,Redacted,Not yet available,Not yet available,Not yet available,04/11/2014,22628430,1,750,Nil,Equipment,Revenue,Property & Asset Management,CAT01,8200,Blast Cleaning,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,EIB GROUP (EVENT INFRASTRUCTURE & BRANDING LTD),Redacted,Not yet available,Not yet available,Not yet available,06/11/2014,22632295,1,1628,Nil,Equipment,Revenue,Property & Asset Management,CAT01,34590,"Fence, Gate & Barrier Suppliers",,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,LS-LIVE LTD,Redacted,Not yet available,Not yet available,Not yet available,21/11/2014,22647638,1,3415,Nil,Equipment,Revenue,Adult Services,CAT04,77640,Theatres,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,NEMISIS PYROTECHNICS LTD,Redacted,Not yet available,Not yet available,Not yet available,04/11/2014,22626046,1,4000,Nil,Equipment,Revenue,"Economic Growth, Culture & Sport",CAT09,35803,Firework Display Technicians,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,HIRE STATION ONE CALL,Redacted,Not yet available,Not yet available,Not yet available,07/11/2014,160707,3021,509.25,Nil,Equipment,Revenue,n/a,n/a,n/a,Equip/Tool/Furn/Appliance Rental/Leasing,GPC,Not yet available
Wakefield MDC,E08000036,31/12/2014,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,NEOPOST LTD,Redacted,Not yet available,Not yet available,Not yet available,29/12/2014,22673775,1,3587.85,Nil,Equipment,Revenue,Business Services,CAT02,49250,Mailing Machines & Equipment,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Cultural and Related Services,L,LS-LIVE LTD,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,22610397,1,520,Nil,Equipment,Revenue,Adult Services,CAT04,77640,Theatres,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Highways & Transport Services,5,SIGN TRADE SUPPLIES,Redacted,Not yet available,Not yet available,Not yet available,03/12/2014,22650157,1,2082,Nil,Equipment,Revenue,Property & Asset Management,CAT01,70800,Sign Makers� Equipment & Materials,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Highways & Transport Services,5,DENMIC ENGINEERING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,22611861,1,2450,Nil,Equipment,Revenue,Property & Asset Management,CAT01,34680,Fencing Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Highways & Transport Services,5,DENMIC ENGINEERING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,15/10/2014,22611861,2,2531,Nil,Equipment,Revenue,Property & Asset Management,CAT01,34680,Fencing Mnfrs,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Highways & Transport Services,5,MANCHESTER SAFETY SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22607740,1,1185,Nil,Equipment,Revenue,Property & Asset Management,CAT01,78830,Tool Merchants,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Highways & Transport Services,5,SIGN TRADE SUPPLIES,Redacted,Not yet available,Not yet available,Not yet available,09/10/2014,22608452,1,1666,Nil,Equipment,Revenue,Property & Asset Management,CAT01,70800,Sign Makers� Equipment & Materials,,Not yet available
Wakefield MDC,E08000036,31/12/2014,REGENCULT,Environmental and Regulatory Services,M,MISCO,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22628433,1,652,Nil,Equipment,Revenue,ICT,CAT11,20706,Computer Systems & Software (Sales),,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,Children's and Education Services,4,PHS GROUP PLC,Redacted,Not yet available,Not yet available,Not yet available,01/12/2014,22651791,1,1642.93,Nil,Equipment,Revenue,Property & Asset Management,CAT01,79180,Towel Supply & Washroom Services,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,Children's and Education Services,4,A V & C LTD,Redacted,Not yet available,Not yet available,Not yet available,06/10/2014,22607788,1,620,Nil,Equipment,Revenue,ICT,CAT11,5400,Audio-Visual Equipment & Supplies,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,Children's and Education Services,4,CHRYSALIS YOUTH & COMMUNITY PROJECT,Redacted,Not yet available,Not yet available,Not yet available,09/10/2014,22610285,1,3840,Nil,Equipment,Revenue,Adult Services,CAT04,20482,Community Projects,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,Children's and Education Services,4,ARGOS BUSINESS SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,21/11/2014,22646902,1,2774.06,Nil,Equipment,Revenue,Property & Asset Management,CAT01,49150,Mail Order & Catalogue Shopping,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,Children's and Education Services,4,ARGOS BUSINESS SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,15/12/2014,22665579,1,3011.56,Nil,Equipment,Revenue,Property & Asset Management,CAT01,49150,Mail Order & Catalogue Shopping,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,Children's and Education Services,4,ARGOS BUSINESS SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,18/12/2014,22669835,1,1424.77,Nil,Equipment,Revenue,Property & Asset Management,CAT01,49150,Mail Order & Catalogue Shopping,,Not yet available
Wakefield MDC,E08000036,31/12/2014,CHILDYOU,Children's and Education Services,4,YORKSHIRE PURCHASING,Redacted,Not yet available,Not yet available,Not yet available,28/11/2014,22633700,1,3034.5,Nil,Equipment,Revenue,YPO,CAT12,62710,Purchasing Services,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,THE HELPING HAND COMPANY LTD,Redacted,Not yet available,Not yet available,Not yet available,01/10/2014,22605394,1,3900.14,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,THE HELPING HAND COMPANY LTD,Redacted,Not yet available,Not yet available,Not yet available,31/10/2014,22629107,1,1192.22,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,CLARK & PARTNERS LTD,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22607583,1,7414,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,CLARK & PARTNERS LTD,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22608286,1,504,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,CLARK & PARTNERS LTD,Redacted,Not yet available,Not yet available,Not yet available,03/11/2014,22608486,1,522,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,CLARK & PARTNERS LTD,Redacted,Not yet available,Not yet available,Not yet available,21/11/2014,22647614,1,1745,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,CLARK & PARTNERS LTD,Redacted,Not yet available,Not yet available,Not yet available,21/11/2014,22647873,1,511,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,CLARK & PARTNERS LTD,Redacted,Not yet available,Not yet available,Not yet available,21/11/2014,22647619,1,784,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,CLARK & PARTNERS LTD,Redacted,Not yet available,Not yet available,Not yet available,03/12/2014,22651775,1,500,Nil,Equipment,Revenue,Adult Services,CAT04,25800,Disability Equipment - Mnfrs & Suppliers,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,WICKER MOBILITY SHOP,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22589619,1,1356.23,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,WICKER MOBILITY SHOP,Redacted,Not yet available,Not yet available,Not yet available,24/11/2014,22631604,1,1213.73,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,01/10/2014,22605933,1,1675,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,01/10/2014,22605945,1,1845.08,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,01/10/2014,22605951,1,2206.19,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,01/10/2014,22604538,1,1866.24,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22607818,1,620.52,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22607822,1,634,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22607826,1,1439,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22598963,1,1766.6,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22605925,1,1853.48,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22605947,1,1769.08,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,03/10/2014,22607814,1,718,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
Wakefield MDC,E08000036,31/12/2014,ADULTS,Adult Social Care,7,OTTO BOCK HEALTHCARE PLC,Redacted,Not yet available,Not yet available,Not yet available,21/10/2014,22624409,1,1210,Nil,Equipment,Revenue,Adult Services,CAT04,51520,Mobility & Access Equipment & Vehicles,,Not yet available
