account_id,account_holder             ,postcode,property_reference,property_description                     ,liable_from,current_rateable_value,Location
71193163,HSBC PENSION TRUST (UK) LTD     ,OX4 6NG ,11101601702,WORKSHOP AND PREMISES                                       ,,5500,"17 CHILTERN BUSINESS CENTRE GARSINGTON ROAD OXFORD OX4 6NG
(51.728856, -1.201731)"
71191034,HSBC BANK PENSION TRUST (UK) LTD,OX4 6NG ,11101601900,WORKSHOP AND PREMISES                                       ,01/03/2017,6100,"19 CHILTERN BUSINESS CENTRE GARSINGTON ROAD OXFORD OX4 6NG
(51.728856, -1.201731)"
71191034,HSBC BANK PENSION TRUST (UK) LTD,OX4 6NG ,11101601900,WORKSHOP AND PREMISES                                       ,01/03/2017,6100,"19 CHILTERN BUSINESS CENTRE GARSINGTON ROAD OXFORD OX4 6NG
(51.728856, -1.201731)"
71191797,HSBC BANK PENSION TRUST (UK) LTD,OX4 6NG ,11101602041,WORKSHOP AND PREMISES                                       ,01/06/2017,5800,"20 CHILTERN BUSINESS CENTRE GARSINGTON ROAD OXFORD OX4 6NG
(51.728856, -1.201731)"
71191797,HSBC BANK PENSION TRUST (UK) LTD,OX4 6NG ,11101602041,WORKSHOP AND PREMISES                                       ,01/06/2017,5800,"20 CHILTERN BUSINESS CENTRE GARSINGTON ROAD OXFORD OX4 6NG
(51.728856, -1.201731)"
71192346,HSBC BANK PENSION TRUST LTD     ,OX4 6NG ,11101602400,WAREHOUSE AND PREMISES                                      ,09/05/2015,13000,"24 CHILTERN BUSINESS CENTRE GARSINGTON ROAD OXFORD OX4 6NG
(51.728856, -1.201731)"
71192346,HSBC BANK PENSION TRUST LTD     ,OX4 6NG ,11101602400,WAREHOUSE AND PREMISES                                      ,09/05/2015,13000,"24 CHILTERN BUSINESS CENTRE GARSINGTON ROAD OXFORD OX4 6NG
(51.728856, -1.201731)"
71086711,3 CHURCH COWLEY ROAD LTD        ,OX4 3JR ,11104003003,SHOP AND PREMISES                                           ,09/07/1999,8900,"3 CHURCH COWLEY ROAD OXFORD OX4 3JR
(51.732614, -1.227165)"
71086711,3 CHURCH COWLEY ROAD LTD        ,OX4 3JR ,11104003003,SHOP AND PREMISES                                           ,09/07/1999,8900,"3 CHURCH COWLEY ROAD OXFORD OX4 3JR
(51.732614, -1.227165)"
70943141,HAWKWELL HOUSE HOTEL LTD        ,OX4 4DZ ,11107302501,HOTEL AND PREMISES                                          ,08/01/1997,230000,"HAWKWELL HOUSE HOTEL CHURCH WAY IFFLEY OXFORD OX4 4DZ
(51.731811, -1.233709)"
70943141,HAWKWELL HOUSE HOTEL LTD        ,OX4 4DZ ,11107302501,HOTEL AND PREMISES                                          ,08/01/1997,230000,"HAWKWELL HOUSE HOTEL CHURCH WAY IFFLEY OXFORD OX4 4DZ
(51.731811, -1.233709)"
71191442,SHELDON INNS LTD                ,OX4 4EF ,11107307300,PUBLIC HOUSE AND PREMISES                                   ,06/10/2014,35000,"THE PRINCE WALES 73 CHURCH WAY IFFLEY OXFORD OX4 4EF
OF
(51.730321, -1.236818)"
71182513,THE CLARENDON LP GP LTD         ,OX1 3JD ,11108800000,CONTROL ROOM                                                ,04/01/2002,3550,"ABOVE SERVICE AREA 1 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71182513,THE CLARENDON LP GP LTD         ,OX1 3JD ,11108800000,CONTROL ROOM                                                ,04/01/2002,3550,"ABOVE SERVICE AREA 1 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71184724,ZARA UK LTD                     ,OX1 3JD ,11108800020,SHOP AND PREMISES                                           ,,437500,"20 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71184724,ZARA UK LTD                     ,OX1 3JD ,11108800020,SHOP AND PREMISES                                           ,,437500,"20 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71184071,THE PERFUME SHOP LIMITED        ,OX1 3JD ,1110880007A        ,SHOP AND PREMISES                                           ,,55500,"7A CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71184071,THE PERFUME SHOP LIMITED        ,OX1 3JD ,1110880007A        ,SHOP AND PREMISES                                           ,,55500,"7A CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71185893,BOOST JUICE BARS (UK) LTD       ,OX1 3JD ,1110880007B        ,SHOP AND PREMISES                                           ,,39250,"7B CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71185893,BOOST JUICE BARS (UK) LTD       ,OX1 3JD ,1110880007B        ,SHOP AND PREMISES                                           ,,39250,"7B CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71192548,TAB OXFORD LTD                  ,OX1 3JD ,11108800100,SHOP AND PREMISES                                           ,11/06/2015,100000,"1 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71192548,TAB OXFORD LTD                  ,OX1 3JD ,11108800100,SHOP AND PREMISES                                           ,11/06/2015,100000,"1 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71190682,OPTICAL EXPRESS LTD             ,OX1 3EX ,11121501201,OFFICES AND PREMISES                                        ,06/12/2013,15000,"2ND FLR 11-12 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71191420,H & M HENNES & MAURITZ UK LTD   ,OX1 3JD ,11108800151,SHOP AND PREMISES                                           ,03/05/2014,685000,"14-16 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71191420,H & M HENNES & MAURITZ UK LTD   ,OX1 3JD ,11108800151,Shop and Premises                                           ,03/05/2014,685000,"14-16 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71189496,CLARENDON LP GP LTD             ,OX1 3JD ,11108800201,SHOP AND PREMISES                                           ,,78000,"2 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71189496,CLARENDON LP GP LTD             ,OX1 3JD ,11108800201,SHOP AND PREMISES                                           ,,78000,"2 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71185866,COSTA RETAIL LTD                ,OX1 3JD ,11108800300,SHOP AND PREMISES                                           ,,111000,"3 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71185866,COSTA RETAIL LTD                ,OX1 3JD ,11108800300,SHOP AND PREMISES                                           ,,111000,"3 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
70974541,CLAIRES ACCESSORIES UK LTD      ,OX1 3JD ,11108800400,SHOP AND PREMISES                                           ,02/06/1998,78000,"4 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
70974541,CLAIRES ACCESSORIES UK LTD      ,OX1 3JD ,11108800400,SHOP AND PREMISES                                           ,02/06/1998,78000,"4 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71190092,DIXONS RETAIL PLC               ,OX1 3JD ,11108800500,SHOP AND PREMISES                                           ,05/03/2012,270000,"5 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71190092,DIXONS RETAIL PLC               ,OX1 3JD ,11108800500,SHOP AND PREMISES                                           ,05/03/2012,270000,"5 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71103401,O2 (UK) LTD                     ,OX1 3JD ,11108800600,SHOP AND PREMISES                                           ,,150000,"6 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71103401,O2 (UK) LTD                     ,OX1 3JD ,11108800600,SHOP AND PREMISES                                           ,,150000,"6 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71183610,ANN SUMMERS LTD                 ,OX1 3JE ,1110880080A        ,SHOP AND PREMISES                                           ,06/02/2003,113000,"8B CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JE
(51.752466, -1.259233)"
71183610,ANN SUMMERS LTD                 ,OX1 3JE ,1110880080A        ,SHOP AND PREMISES                                           ,06/02/2003,113000,"8B CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JE
(51.752466, -1.259233)"
71185503,THE BODY SHOP INTERNATIONAL PLC ,OX1 3JD ,1110880080B        ,SHOP AND PREMISES                                           ,,111000,"8A CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71185503,THE BODY SHOP INTERNATIONAL PLC ,OX1 3JD ,1110880080B        ,SHOP AND PREMISES                                           ,,111000,"8A CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71191997,KIKO UK LTD                     ,OX1 3JD ,11108800900,SHOP AND PREMISES                                           ,,111000,"18 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71191997,KIKO UK LTD                     ,OX1 3JD ,11108800900,Shop and Premises                                           ,,111000,"18 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71191805,KRISPY KREME LTD                ,OX1 3JD ,11108800902,SHOP AND PREMISES                                           ,11/09/2014,32250,"10 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71191805,KRISPY KREME LTD                ,OX1 3JD ,11108800902,SHOP AND PREMISES                                           ,11/09/2014,32250,"10 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71188190,CORNISH BAKEHOUSE UK LTD        ,OX1 3JD ,11108800903,SHOP AND PREMISES                                           ,,28500,"11 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71188190,CORNISH BAKEHOUSE UK LTD        ,OX1 3JD ,11108800903,SHOP AND PREMISES                                           ,,28500,"11 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71193158,RUPERT AND BUCKLEY LTD          ,OX1 3JD ,11108800905,SHOP AND PREMISES                                           ,10/07/2016,58000,"9 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71193158,RUPERT AND BUCKLEY LTD          ,OX1 3JD ,11108800905,SHOP AND PREMISES                                           ,10/07/2016,58000,"9 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71192212,AURUM HOLDINGS LTD              ,OX1 3JD ,11108801000,SHOP AND PREMISES                                           ,06/08/2015,137000,"17 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71192212,AURUM HOLDINGS LTD              ,OX1 3JD ,11108801000,Shop and Premises                                           ,06/08/2015,137000,"17 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
70067391,SIGNET TRADING LTD              ,OX1 3JD ,11108801200,SHOP AND PREMISES                                           ,04/01/1991,106000,"12 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
70067391,SIGNET TRADING LTD              ,OX1 3JD ,11108801200,SHOP AND PREMISES                                           ,04/01/1991,106000,"12 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71186019,OFFICE HOLDINGS LTD             ,OX1 3JD ,11108801300,SHOP AND PREMISES                                           ,10/02/2006,149000,"13 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71186019,OFFICE HOLDINGS LTD             ,OX1 3JD ,11108801300,SHOP AND PREMISES                                           ,10/02/2006,149000,"13 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71185967,HUTCHISON 3G UK LTD             ,OX1 3JD ,11108801900,SHOP AND PREMISES                                           ,,105000,"19 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71185967,HUTCHISON 3G UK LTD             ,OX1 3JD ,11108801900,SHOP AND PREMISES                                           ,,105000,"19 CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71186288,KIDS UNLIMITED LTD              ,OX2 7NL ,11109900045,DAY NURSERY AND PREMISES                                    ,,64000,"45 CLEAR WATER PLACE OXFORD OX2 7NL
(51.773456, -1.270006)"
71186288,KIDS UNLIMITED LTD              ,OX2 7NL ,11109900045,DAY NURSERY AND PREMISES                                    ,,64000,"45 CLEAR WATER PLACE OXFORD OX2 7NL
(51.773456, -1.270006)"
71193219,THE PORTOBELLO PUB COMPANY LTD  ,OX4 4LQ ,11114000200,PUBLIC HOUSE AND PREMISES                                   ,02/06/2017,19500,"GOLDEN BALL 2 COLLEGE LANE LITTLEMORE OXFORD OX4 4LQ
(51.721934, -1.220644)"
71192205,PUNCH TAVERNS PLC               ,OX3 8HH ,11115505301,PUBLIC HOUSE AND PREMISES                                   ,,6000,"AMPLEFORTH ARMS 53 COLLINWOOD ROAD HEADINGTON OXFORD OX3 8HH
(51.75882, -1.18925)"
70983921,FUNAFLOAT LTD                   ,OX2 6BL ,11116501100,LAND USED FOR STORAGE AND PREMISES                          ,,10500,"11 COMBE ROAD OXFORD OX2 6BL
(51.758299, -1.270322)"
70983921,FUNAFLOAT LTD                   ,OX2 6BL ,11116501100,LAND USED FOR STORAGE AND PREMISES                          ,,10500,"11 COMBE ROAD OXFORD OX2 6BL
(51.758299, -1.270322)"
71192361,SILVER LINING QA LTD            ,OX4 6SP ,11117000002,OFFICES AND PREMISES                                        ,06/08/2015,2650,"OFFICE 2 COMFREY ROAD BLACKBIRD LEYS OXFORD OX4 6SP
AT
(51.72433, -1.191981)"
71192361,SILVER LINING QA LTD            ,OX4 6SP ,11117000002,Offices and Premises                                        ,06/08/2015,2650,"OFFICE 2 COMFREY ROAD BLACKBIRD LEYS OXFORD OX4 6SP
AT
(51.72433, -1.191981)"
71192766,TTT MONEYCORP LTD               ,OX1 3EY ,11121500024,ATM                                                         ,04/01/2015,8300,"PUBLIC TELEPHONE 24 CORNMARKET STREET OXFORD OX1 3EY
AT
(51.753494, -1.258318)"
71192766,TTT MONEYCORP LTD               ,OX1 3EY ,11121500024,ATM                                                         ,04/01/2015,8300,"PUBLIC TELEPHONE 24 CORNMARKET STREET OXFORD OX1 3EY
AT
(51.753494, -1.258318)"
71188883,VIRGIN MEDIA LTD                ,OX1 3EZ ,11121500037,SHOP AND PREMISES                                           ,,172000,"37 CORNMARKET STREET OXFORD OX1 3EZ
(51.753723, -1.258995)"
71188883,VIRGIN MEDIA LTD                ,OX1 3EZ ,11121500037,Shop and Premises                                           ,,172000,"37 CORNMARKET STREET OXFORD OX1 3EZ
(51.753723, -1.258995)"
71192445,BABCOCK & SHEN LTD              ,OX1 3JE ,1112150003B        ,SHOP AND PREMISES                                           ,09/11/2015,30250,"3B CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JE
(51.752466, -1.259233)"
71192445,BABCOCK & SHEN LTD              ,OX1 3JE ,1112150003B        ,Shop and Premises                                           ,09/11/2015,30250,"3B CLARENDON CENTRE CORNMARKET STREET OXFORD OX1 3JE
(51.752466, -1.259233)"
71192443,L'OREAL (U.K) LTD               ,OX1 3EX ,11121500060,SHOP AND PREMISES                                           ,,70000,"5 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71192443,L'OREAL (U.K) LTD               ,OX1 3EX ,11121500060,SHOP AND PREMISES                                           ,,70000,"5 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71191234,ORANGE PCS UK LTD               ,OX1 3JD ,11121500065,COMMUNICATION STATION AND PREMISES                          ,04/01/2010,13750,"ORANGE (OXF0065) CLARENDON HOUSE 52/53 CORNMARKET STREET OXFORD OX1 3JD
(51.752283, -1.258656)"
71191886,THE CHANGE GROUP LONDON LTD     ,OX1 3EX ,1112150006A        ,SHOP AND PREMISES                                           ,,47500,"6A CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71191886,THE CHANGE GROUP LONDON LTD     ,OX1 3EX ,1112150006A        ,SHOP AND PREMISES                                           ,,47500,"6A CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71192671,QUEENSWAY COFFEE HOUSES LIMITED ,OX1 3EX ,11121500070,SHOP AND PREMISES                                           ,,237000,"7 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
70828891,PRET A MANGER LIMITED           ,OX1 3EX ,11121500200,SHOP AND PREMISES                                           ,,96500,"2 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
70828891,PRET A MANGER LIMITED           ,OX1 3EX ,11121500200,SHOP AND PREMISES                                           ,,96500,"2 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71192612,VODAFONE LTD                    ,OX1 3EX ,11121500300,SHOP AND PREMISES                                           ,,275000,"3 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71192612,VODAFONE LTD                    ,OX1 3EX ,11121500300,SHOP AND PREMISES                                           ,,275000,"3 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71185135,LUXOTTICA RETAIL UK LTD         ,OX1 3EX ,11121500400,SHOP AND PREMISES                                           ,09/09/2005,90500,"4 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71185135,LUXOTTICA RETAIL UK LTD         ,OX1 3EX ,11121500400,SHOP AND PREMISES                                           ,09/09/2005,90500,"4 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71190954,OFFICE ANGELS LTD               ,OX1 3EX ,11121500401,OFFICES AND PREMISES                                        ,,12250,"1ST FLR GOLDEN CROSS COURT 4 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71189182,ADECCO UK LIMITED               ,OX1 3EX ,11121500403,OFFICES AND PREMISES                                        ,,9200,"2ND FLR GOLDEN CROSS COURT 4 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71189182,ADECCO UK LIMITED               ,OX1 3EX ,11121500403,OFFICES AND PREMISES                                        ,,9200,"2ND FLR GOLDEN CROSS COURT 4 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71180813,BOOTS UK LTD                    ,OX1 3EX ,11121500803,SHOP AND PREMISES                                           ,04/01/2001,1020000,"8-10 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71180813,BOOTS UK LTD                    ,OX1 3EX ,11121500803,SHOP AND PREMISES                                           ,04/01/2001,1020000,"8-10 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71192727,PRUDENTIAL ASSURANCE COMPANY LTD,OX1 3EX ,11121501100,SHOP AND PREMISES                                           ,,248000,"11-12 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71192727,PRUDENTIAL ASSURANCE COMPANY LTD,OX1 3EX ,11121501100,SHOP AND PREMISES                                           ,,248000,"11-12 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71192863,RIVER ISLAND CLOTHING CO. LTD   ,OX1 3EY ,11121501301,OFFICES AND PREMISES                                        ,,2050,"2ND FLR 13-16 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71192863,RIVER ISLAND CLOTHING CO. LTD   ,OX1 3EY ,11121501301,OFFICES AND PREMISES                                        ,,2050,"2ND FLR 13-16 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71186216,THE CARPHONE WAREHOUSE LTD      ,OX1 3EX ,11121501303,SHOP AND PREMISES                                           ,,302500,"13 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71186216,THE CARPHONE WAREHOUSE LTD      ,OX1 3EX ,11121501303,SHOP AND PREMISES                                           ,,302500,"13 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71186483,FAT FACE LTD                    ,OX1 3EY ,11121501400,SHOP AND PREMISES                                           ,,257500,"14 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71186483,FAT FACE LTD                    ,OX1 3EY ,11121501400,SHOP AND PREMISES                                           ,,257500,"14 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71189126,RIVER ISLAND CLOTHING CO. LTD   ,OX1 3EY ,11121501500,SHOP AND PREMISES                                           ,,440000,"15 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71189126,RIVER ISLAND CLOTHING CO. LTD   ,OX1 3EY ,11121501500,SHOP AND PREMISES                                           ,,440000,"15 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
70797601,LADBROKES LTD                   ,OX1 3EX ,11121501804,BETTING SHOP AND PREMISES                                   ,,43500,"18-20 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
70797601,LADBROKES LTD                   ,OX1 3EX ,11121501804,BETTING SHOP AND PREMISES                                   ,,43500,"18-20 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
70070891,WH SMITH LTD                    ,OX1 3EY ,11121502200,SHOP AND PREMISES                                           ,04/01/1991,540000,"22-23 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
70070891,WH SMITH LTD                    ,OX1 3EY ,11121502200,SHOP AND PREMISES                                           ,04/01/1991,540000,"22-23 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
70070901,BANQUETS OF OXFORD LTD          ,OX1 3EY ,11121502400,RESTAURANT AND PREMISES                                     ,04/01/1991,206000,"24-25 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
70070901,BANQUETS OF OXFORD LTD          ,OX1 3EY ,11121502400,RESTAURANT AND PREMISES                                     ,04/01/1991,206000,"24-25 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71186850,PRET A MANGER LTD               ,OX1 3EY ,11121502600,SHOP AND PREMISES                                           ,02/07/2008,171000,"26-27 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71186850,PRET A MANGER LTD               ,OX1 3EY ,11121502600,SHOP AND PREMISES                                           ,02/07/2008,171000,"26-27 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71100011,AMT ENTERPRISES LTD             ,OX1 3EX ,11121502700,KIOSK AND PREMISES                                          ,04/01/1999,29250,"ADJACENT MICHAELS CHURCH CORNMARKET STREET OXFORD OX1 3EX
ST
(51.752349, -1.257728)"
71100011,AMT ENTERPRISES LTD             ,OX1 3EX ,11121502700,KIOSK AND PREMISES                                          ,04/01/1999,29250,"ADJACENT MICHAELS CHURCH CORNMARKET STREET OXFORD OX1 3EX
ST
(51.752349, -1.257728)"
71192038,MANAZIL INVESTMENTS LIMITED     ,OX1 3EY ,11121502800,SHOP AND PREMISES                                           ,04/01/2012,67000,"28 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71192038,MANAZIL INVESTMENTS LIMITED     ,OX1 3EY ,11121502800,SHOP AND PREMISES                                           ,04/01/2012,67000,"28 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71186404,PYLONES UK LTD                  ,OX1 3EY ,11121503001,SHOP AND PREMISES                                           ,09/01/2007,105000,"30 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
71186404,PYLONES UK LTD                  ,OX1 3EY ,11121503001,SHOP AND PREMISES                                           ,09/01/2007,105000,"30 CORNMARKET STREET OXFORD OX1 3EY
(51.753494, -1.258318)"
70071431,NATIONAL WESTMINSTER BANK PLC   ,OX1 3EX ,11121503202,BANK AND PREMISES                                           ,,267500,"32 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
70071431,NATIONAL WESTMINSTER BANK PLC   ,OX1 3EX ,11121503202,BANK AND PREMISES                                           ,,267500,"32 CORNMARKET STREET OXFORD OX1 3EX
(51.752349, -1.257728)"
71188366,T & E FERRIS LTD                ,OX1 3EZ ,11121503300,SHOP AND PREMISES                                           ,,237000,"33-34 CORNMARKET STREET OXFORD OX1 3EZ
(51.753723, -1.258995)"
71188366,T & E FERRIS LTD                ,OX1 3EZ ,11121503300,SHOP AND PREMISES                                           ,,237000,"33-34 CORNMARKET STREET OXFORD OX1 3EZ
(51.753723, -1.258995)"
70071651,KOUT FOOD GROUP CHICKEN LTD     ,OX1 3EZ ,11121503500,RESTAURANT AND PREMISES                                     ,04/01/1991,142000,"35 CORNMARKET STREET OXFORD OX1 3EZ
(51.753723, -1.258995)"
70071651,KOUT FOOD GROUP CHICKEN LTD     ,OX1 3EZ ,11121503500,RESTAURANT AND PREMISES                                     ,04/01/1991,142000,"35 CORNMARKET STREET OXFORD OX1 3EZ
(51.753723, -1.258995)"
71190700,ITSU LTD                        ,OX1 3EZ ,11121503602,RESTAURANT AND PREMISES                                     ,07/10/2013,267500,"36 CORNMARKET STREET OXFORD OX1 3EZ
(51.753723, -1.258995)"
71190700,ITSU LTD                        ,OX1 3EZ ,11121503602,Restaurant and Premises                                     ,07/10/2013,267500,"36 CORNMARKET STREET OXFORD OX1 3EZ
(51.753723, -1.258995)"
71193037,KENSINGTON INTER LTD            ,OX1 3HA ,11121503800,SHOP AND PREMISES                                           ,,181000,"38 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
71193037,KENSINGTON INTER LTD            ,OX1 3HA ,11121503800,SHOP AND PREMISES                                           ,,181000,"38 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
70857451,TIMPSON SHOE REPAIRS LTD        ,OX1 3HA ,11121503900,SHOP AND PREMISES                                           ,09/11/1995,44500,"39 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
70857451,TIMPSON SHOE REPAIRS LTD        ,OX1 3HA ,11121503900,SHOP AND PREMISES                                           ,09/11/1995,44500,"39 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
71058141,ORANGE RETAIL LTD               ,OX1 3HA ,11121504100,SHOP AND PREMISES                                           ,,166000,"41-42 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
71058141,ORANGE RETAIL LTD               ,OX1 3HA ,11121504100,SHOP AND PREMISES                                           ,,166000,"41-42 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
71192853,NATIONAL WESTMINSTER BANK PLC   ,OX1 3HA ,11121504401,SHOP AND PREMISES                                           ,,241000,"43 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
71192853,NATIONAL WESTMINSTER BANK PLC   ,OX1 3HA ,11121504401,Shop and Premises                                           ,,241000,"43 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
71193124,LEON RESTAURANTS LIMITED        ,OX1 3HA ,11121504402,SHOP AND PREMISES                                           ,,357500,"44-46 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
71193124,LEON RESTAURANTS LIMITED        ,OX1 3HA ,11121504402,Shop and Premises                                           ,,357500,"44-46 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
71193023,THE LONDON GIFT SHOP LIMITED    ,OX1 3HA ,11121504700,SHOP AND PREMISES                                           ,09/09/2016,105000,"47 CORNMARKET STREET OXFORD OX1 3HA
(51.753164, -1.258656)"
