Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�37.26,AAS0260829,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�221.02,AAS0260850,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�113.25,AAS0260845,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�8.71,AAS0260843,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�66.33,AAS0260797,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�117.13,AAS0260815,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�19.65,AAS0260813,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�13.81,AAS0260796,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�96.53,AAS0260804,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�13.17,AAS0260795,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�32.07,AAS0260835,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�52.04,AAS0260836,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�55.74,AAS0260847,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�58.62,AAS0260833,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�30.39,AAS0260840,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�69.03,AAS0260839,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�412.28,AAS0260793,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�388.03,AAS0260825,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�6.94,AAS0260810,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�96.54,AAS0260809,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�93.26,AAS0260812,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�166.57,AAS0260798,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�50.34,AAS0260814,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�34.97,AAS0260824,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�64.18,AAS0260826,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�6.94,AAS0260842,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�9.02,AAS0260827,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�8.71,AAS0260807,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�43.03,AAS0260822,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�21.67,AAS0260808,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�8.92,AAS0260811,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�9.03,AAS0260816,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�37.91,AAS0260818,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�34.17,AAS0260817,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�9.22,AAS0260823,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�95.79,AAS0260800,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�16.28,AAS0260846,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�9.02,AAS0260831,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�17.74,AAS0260841,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�25.46,AAS0260838,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�362.10,AAS0260849,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�632.84,AAS0260848,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�9.12,AAS0260828,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,BRITISH GAS BUSINESS,A0069538, 01/04/2015,�35.26,AAS0260803,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,BRITISH GAS BUSINESS,A0057202, 16/04/2015,�34.31,AAS0261013,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 30/04/2015,�6.84,EST0261302,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 30/04/2015,�20.81,EST0261302,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 30/04/2015,�32.72,EST0261302,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 30/04/2015,�33.13,EST0261302,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 30/04/2015,�41.54,EST0261300,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,BRITISH GAS BUSINESS,A0057202, 30/04/2015,�30.38,EST0261301,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 09/04/2015,�74.00,PCO0260515,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 09/04/2015,�150.00,PCO0260515,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 09/04/2015,�22.00,PCO0260512,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 09/04/2015,�188.00,PCO0260512,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 09/04/2015,�146.00,PCO0260513,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 09/04/2015,�391.00,PCO0260513,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 30/04/2015,�32.00,PCO0261283,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 30/04/2015,�104.00,PCO0261283,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,BT REDCARE,A0043418, 16/04/2015,"�12,105.76",COR0261027,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,BT REDCARE,A0043418, 16/04/2015,�587.38,COR0261027,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,BT REDCARE,A0043418, 16/04/2015,�729.64,COR0261028,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4002,EFM : Office and computer equipment,BUCHANAN COMPUTING LIMITED,A0065956, 16/04/2015,�412.00,HED0261034,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,5005,Refuse Collection DLO,BURNLEY BOROUGH COUNCIL,A0044855, 09/04/2015,"�3,000.00",OPS0260484,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4601,Seminars etc All Costs,BURNLEY BOROUGH COUNCIL,A0044855, 16/04/2015,�517.92,DAL0260726,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,C & A 4 X 4,A0000614, 30/04/2015,�379.15,REG0260883,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,CANAL & RIVER TRUST,A0015306, 30/04/2015,�21.77,HED0261273,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,REDACTED,A0090257, 16/04/2015,�291.79,PCO0260993,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4601,Seminars etc All Costs,CAVALIER TAXIS,A0000638, 30/04/2015,�117.00,DAL0261298,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1221,Recruitment,CHARTERED INST OF ENV HEALTH,A0020604, 09/04/2015,�750.00,PER0260701,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),CHIPSIDE LTD,A0068587, 09/04/2015,�407.49,HED0260671,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),CHIPSIDE LTD,A0068587, 23/04/2015,�57.13,HED0261162,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),CHIPSIDE LTD,A0068587, 30/04/2015,-�112.71,HED4004629,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),CHIPSIDE LTD,A0068587, 30/04/2015,�407.49,HED0261361,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,CHORLEY BOROUGH COUNCIL,A0027427, 16/04/2015,�100.00,AAS0261010,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,CHUBB FIRE & SECURITY LTD,A0057603, 09/04/2015,�583.55,OPS0260486,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Support Services,7001,Admin Buildings Expenses,CHUBB FIRE & SECURITY LTD,A0057603, 30/04/2015,�723.70,OPS0261262,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,CIPFA BUSINESS LIMITED,A0001556, 09/04/2015,�555.00,AAS0260642,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,CIPFA BUSINESS LIMITED,A0001556, 09/04/2015,"�3,250.00",AAS0260638,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,CIPFA BUSINESS LIMITED,A0001556, 09/04/2015,"�4,680.00",AAS0260641,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,CIPFA BUSINESS LIMITED,A0001556, 09/04/2015,"�4,950.00",AAS0260654,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,REDACTED,A0090275, 23/04/2015,�35.00,DAL0261193,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CLOVERHILL RESIDENTS ACTION GROUP,A0070942, 09/04/2015,�250.00,HED0260566,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4737,Grant Funding,COLNE OPEN DOOR CENTRE,A0009836, 09/04/2015,"�5,000.00",HMR0260665,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,COLNE RBL POPPY APPEAL,A0074447, 30/04/2015,�222.00,DAL0256506,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4707,Miscellaneous : Other,COMPASS DISPLAY SYSTEMS LTD,A0053219, 23/04/2015,"�2,200.00",DAL0261106,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,COMPTON GROUP,A0007576, 09/04/2015,�1.30,HMR0260559,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,CONNEXION2 LIMITED,A0089719, 09/04/2015,�35.00,OPS0260463,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,CONTAINER CARE SOLUTIONS,A0061112, 09/04/2015,�800.00,OPS0260466,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CONTAINER CARE SOLUTIONS,A0061112, 09/04/2015,�90.00,OPS0260465,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CONTAINER CARE SOLUTIONS,A0061112, 09/04/2015,�102.00,OPS0260470,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CONTAINER CARE SOLUTIONS,A0061112, 09/04/2015,�850.00,OPS0260465,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CONTAINER CARE SOLUTIONS,A0061112, 09/04/2015,"�2,625.00",OPS0260467,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CONTAINER CARE SOLUTIONS,A0061112, 09/04/2015,"�5,550.00",OPS0260467,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4301,Printing & Stationery,COPIFAX,A0000569, 30/04/2015,�26.26,PBC0261287,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�27.77,AAS0261826,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�37.11,AAS0261824,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�52.52,AAS0261830,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�71.00,AAS0261828,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�114.77,AAS0261829,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�115.90,AAS0261832,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�120.37,AAS0261827,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�123.13,AAS0261825,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�183.39,AAS0261831,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�199.64,AAS0261817,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�246.74,AAS0261814,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�288.63,AAS0261821,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�428.34,AAS0261823,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�467.92,AAS0261818,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�564.84,AAS0261815,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,PD03,Paid in the Year,CORONA ENERGY,A0069539, 28/04/2015,�671.35,AAS0261833,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 09/04/2015,�350.00,HMR0260508,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 09/04/2015,�480.00,HMR0260556,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,cd14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 09/04/2015,�100.00,HED0260674,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 09/04/2015,�630.40,HMR0260557,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 09/04/2015,�350.00,HMR0260501,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CRAEMER UK LIMITED,A0070869, 09/04/2015,"�1,290.00",OPS0260604,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CRAEMER UK LIMITED,A0070869, 09/04/2015,"�3,260.00",OPS0260604,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,CSTS LIMITED,A0000587, 30/04/2015,�134.00,HED0261278,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,D & H PRECAST PRODUCTS,A0000874, 30/04/2015,�51.00,REG0260882,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,DAISY CHAIN (BURNLEY)  LIMITED,A0061684, 23/04/2015,�63.00,DAL0261083,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,DAVID NORMAN SOLICITORS LIMITED,A0089434, 16/04/2015,�650.00,REG0260754,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1221,Recruitment,DBS,A0072958, 20/04/2015,�792.00,AAS0261259,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,9303,Other Income : Non-VATable,DBS,A0072958, 20/04/2015,�792.00,AAS0261259,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DEWHURST DECORATING SUPPLIES,A0000879, 16/04/2015,�0.74,PCO0260922,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DEWHURST DECORATING SUPPLIES,A0000879, 16/04/2015,�5.28,PCO0260922,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 16/04/2015,�5.00,PCO0260926,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 16/04/2015,�5.68,PCO0260926,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/04/2015,�52.55,PCO0261237,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3203,Lubricants,DICK LEIGH,A0001675, 30/04/2015,�115.50,PCO0261237,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4706,Subscriptions & Donations,DISTRICT COUNCILS NETWORK,A0069643, 09/04/2015,�260.00,MAN0260631,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,DR LOO LIMITED,A0076237, 23/04/2015,�100.00,DAL0261210,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,DRAIN BUSTERS,A0021656, 30/04/2015,�25.00,ENV0261348,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 09/04/2015,�364.50,OPS0260528,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 16/04/2015,�469.30,OPS0260953,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 30/04/2015,�13.67,OPS0261371,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 30/04/2015,�410.03,OPS0261224,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 30/04/2015,�455.63,OPS0261371,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 30/04/2015,�598.35,OPS0261202,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4301,Printing & Stationery,DUE NORTH LTD,A0072574, 30/04/2015,�510.00,AAS0261375,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4401,Consultants Fees,E A FOULDS LIMITED,A0013455, 09/04/2015,�115.50,EST0260579,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073, 09/04/2015,�92.48,HED0260458,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073, 09/04/2015,�332.19,HED0260461,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 23/04/2015,�20.76,EST0261102,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 30/04/2015,�14.56,AAS0261319,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,E.ON,A0023073, 30/04/2015,�199.57,HMR0261362,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON UK PLC,A0044040, 16/04/2015,�202.52,EST0260969,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,E.ON UK PLC,A0044040, 23/04/2015,�42.05,AAS0261109,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,E.ON UK PLC,A0044040, 23/04/2015,�321.87,COR0261129,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,EARBY TOWN COUNCIL,A0001004, 14/04/2015,"�29,000.00",AAS0261056,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,303,Precept Parish & T Council,EARBY TOWN COUNCIL,A0001004, 30/04/2015,"�68,185.00",AAS0261357,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,EARBY TOWN COUNCIL,A0001004, 30/04/2015,"�2,366.00",AAS0261357,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transfer Payments,6007,Parish Council Allocation,EARBY TOWN COUNCIL,A0001004, 30/04/2015,"�2,449.00",AAS0261357,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4301,Printing & Stationery,ELECTORAL REFORM SERVICES,A0041321, 09/04/2015,"�11,981.18",DAL0260707,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4301,Printing & Stationery,ELECTORAL REFORM SERVICES,A0041321, 30/04/2015,"�1,137.38",DAL0261295,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,EMAP LIMITED,A0001039, 20/04/2015,�219.00,AAS0261398,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4705,Other Expenses,EMPTY HOMES NETWORK,A0077493, 16/04/2015,�95.00,HMR0260722,N,N/A,N,N/A
