Property Address,RATEPAYER,RV,LIABILITY_START
"277 Gibbet Street, Halifax, HX1 4JX",,8500,01/02/2017
"Office H M 2.5 & 2.6, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",The Only Way To Go Ltd,4700,03/02/2017
"Pressers Arms Inn, 2 South Lane, Elland, HX5 0HG",Vesa Mount Ltd,6750,23/01/2017
"Courier Office, 9 King Cross Street, Halifax, HX1 2SH",Courier House Limited,127000,14/06/2016
"St Peter's Avenue, Sowerby, Sowerby Bridge, HX6 1HB",Sowerby Village Ce (Vc) Primary School,27000,01/04/2005
"Ground Floor Store, Below Courier Offices, Bull Close Lane, Halifax              HX1 2SH",Courier House Limited,16750,14/06/2016
"Unit 11F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,1250,10/10/2016
"Unit 11E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,2425,10/10/2016
"Unit 11A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,2100,10/10/2016
"Unit 11B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,1375,10/10/2016
"Unit 11C/D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,5300,10/10/2016
"The Barn First Floor, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",,2750,01/09/2016
"22/24 Bridge Gate, Hebden Bridge, HX7 8EX",,10500,17/02/2017
"3 Hope Street, Hebden Bridge, HX7 8AG",Anthony J Turner Estate Agents,3750,17/02/2017
"19 Roils Head Road, Halifax, HX2 0NQ",,2600,26/02/2017
"Office Block(First Floor), North Dean Business Park, Stainland Road, Greetland           HX4 8LR",Gama Healthcare Ltd,16750,12/01/2017
"Unit 21 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,3450,22/09/2016
"Unit 2 Woodvale Mills, Woodvale Road, Brighouse, HD6 4AB",,22250,25/02/2017
"Unit K2 (Second Floor), K Mill, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,8500,01/03/2017
"Office 2, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,2650,13/06/2015
"12 Albert Street, Hebden Bridge, HX7 8AH",Setbray Properties Ltd,4700,01/03/2017
"Unit 16B First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1350,01/09/2016
"First Floor, 259/261 Queens Road, Halifax, HX1 4NS",,6300,22/01/2016
"252 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",,3200,01/03/2017
"4 Hardcastle House, Valley Road, Hebden Bridge, HX7 7BB",,5800,13/01/2017
"Unit 2 White Lee Garage, Burnley Road, Mytholmroyd, Hebden Bridge       HX7 5QL",Thornber Chicks Ltd,3600,01/03/2017
"Unit 8 Heathfield Ind Estate, Heathfield Street, Elland, HX5 9AE",Waxman Holdings Ltd,9600,27/01/2017
"Garage, Mill Royd Street, Brighouse, HD3 1EY",Younger Homes (Northern) Ltd,15250,03/02/2017
"Elmfield House, 50/52 Prescott Street, Halifax, HX1 2QW",Urban Phoenix Ltd,32250,20/12/2016
"Unit A1C/A1, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,7400,02/10/2016
"4 Cow Green, Halifax, HX1 1JF",,5500,01/04/2016
"Unit 22, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",,3850,10/10/2016
"Unit 5, Salford Industrial Estate, Salford, Todmorden           OL14 5BT",Adhan Property Consultants Ltd,3300,01/04/2016
"Golden Lion Hotel, Fielden Square, Todmorden, OL14 6LZ",Golden Snow Ltd,19500,01/03/2017
"Unit W3, Tenterfield Business Pk, Burnley Road, Luddendenfoot        HX2 6EQ",Brogan Business Parks Ltd,4500,16/02/2017
"8 Albert Street, Hebden Bridge, HX7 8AH",Havencare Management Limited,5200,01/10/2016
"76 Huddersfield Road, Elland, HX5 9AA",,3000,12/01/2017
"50 Southgate, Halifax, HX1 1DL",Due West Ltd,12750,13/03/2017
"Unit 6 & 6A, 25 Square Road, Halifax, HX1 1QG",,10000,22/11/2016
"Suite 5 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,2750,09/03/2017
"Unit 5A White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Kino & Co,6800,01/03/2017
"Riverside House Ground Floor, North Dean Business Park, Stainland Road, Greetland            HX4 8LR",Gama Healthcare Ltd,17250,12/01/2017
"Unit 9 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,5700,01/10/2016
"38 Back Clough, Northowram, Halifax, HX3 7HH",,1900,15/10/2016
"900 Burnley Road, Todmorden, OL14 8PJ",,3600,19/01/2017
"19 Boothtown Road, Halifax, HX3 6EU",,3000,21/10/2016
"Mission Works, Birds Royd Lane, Brighouse, HD6 1LQ",Venturian Funding & Investment Group Ltd,65000,01/02/2017
"Unit 1 & 2 Grove Mills, Elland Lane, Elland, HX5 9DZ",Halifax Web Sales Ltd,61000,01/03/2017
"Unit 4B, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Hebtroco Ltd,2450,28/02/2017
"Office 41 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",The Pluss Organisation C I C,1550,01/03/2017
"11/13 Stainland Road, Greetland, Halifax, HX4 8AD",,6400,13/03/2017
"Unit 1B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,2200,01/01/2017
"8 Victoria Road, Elland, HX5 0PU",,5300,15/03/2017
"Unit G3 A, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",,4150,01/02/2017
"Unit 4G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",P & N S Acquisitions Ltd,32000,14/02/2017
"R/O 7-10 Town Hall Buildings, Elland, HX5 0EU",,4150,01/01/2017
"Excelsior Works, Bedford Street North, Halifax, HX1 5BH",,24000,14/02/2017
"64 Huddersfield Road, Elland, HX5 9AA",,4900,16/02/2017
"20 Market Street, Hebden Bridge, HX7 6AA",,6400,09/03/2017
"Horse & Jockey Inn, 301 Warley Road, Halifax, HX2 0AD",Ei Group Plc,15250,22/02/2017
"Office B18 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",,1600,01/03/2017
"Unit 6/6B/6C Commercial Mill, Oldham Road, Ripponden, Sowerby Bridge       HX6 4EB",Seadrift Offshore Ltd,5600,08/02/2017
"Unit 12, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,3250,02/03/2016
"17 Market Street, Brighouse, HD6 1AP",,8000,01/02/2017
"9 Market Street, Brighouse, HD6 1AP",,3500,24/02/2017
"Unofficial Address, Harrison Social, 11 Harrison Road, Halifax              HX1 2AF",Ei Group Plc,53000,20/02/2017
"714 Burnley Road, Todmorden, OL14 8LF",,3200,01/11/2016
"Unit 16I & Unit 16J, Calderdale Business Park, Club Lane, Halifax              HX2 8DB",P & N S Acquisitions Ltd,6000,14/02/2017
"11A Bradford Road, Brighouse, HD6 1RW",Edward & Co,4000,01/10/2015
"10 Church Street, Greetland, Halifax, HX4 8EG",,4900,14/02/2017
"1ST Floor, 42/44 Wharf Street, Sowerby Bridge, HX6 2AE",Kher Solicitors Ltd,6600,01/08/2016
"6 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",Environment Agency F A O David Smith Estate Surveyor,2700,23/01/2017
"121 Hopwood Lane, Halifax, HX1 4HB",,3000,15/11/2016
"10 Albert Street, Hebden Bridge, HX7 8AH",,5700,01/11/2016
"9A George Street, Halifax, HX1 1HA",Tyler Projects (Halifax) Ltd,23750,17/10/2016
"St Michaels Pre School, Meadow Close, Shelf, Halifax              HX3 7QU",St. Michael & All Angels Ce (Foundation) Primary School,4250,01/04/2016
"234 Queens Road, Halifax, HX1 4NE",,4050,16/01/2017
"Unit 15 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",,2650,01/02/2017
"Unit 11 Caldene Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QJ",Ryden Llp,1350,01/03/2017
"Studio Gallery, 40 Halifax Road, Todmorden, OL14 5QG",,1825,15/12/2016
"Unit 6, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA",Sports Scene Ltd,10500,18/03/2017
"18A Windmill Court, Causeway Foot, Halifax, HX2 8YB",,4150,01/09/2016
"Market Stall 114-115, Market Hall, Borough Market, Halifax              HX1 1DZ",,6100,01/04/2015
"Unit 8 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",Marrtree Investments Limited,5800,10/01/2017
"Unit 13/14, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,1825,13/03/2017
"Car Park, Valley Road, Hebden Bridge, HX7 7BZ",Sharlketh Ltd,11250,24/11/2016
"Kinect Build Ltd, 9 Harley Street, Todmorden, OL14 5JE",Harley Street Nursery Ltd,4100,24/12/2016
"Unit 15B Moderna Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",Checkpoint Car Care Ltd,12500,01/04/2016
"Car Park, Water Lane, Halifax, HX3 9HG",Evergreen Fencing Ltd,3300,01/04/2016
"18g Lydgate, Northowram, Halifax, HX3 7EJ",,5500,01/06/2016
"Office B21 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",,2750,21/11/2016
"Unit C Greenbank Storage, Drakes Ind Estate, Shay Lane, Halifax              HX3 6RL",,2050,01/04/2016
"176 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",Ripponden Dental Practice Ltd,4000,01/04/2016
"44 Southgate, Elland, HX5 0ES",,15750,20/12/2016
"Car Park At Dews Garages Ltd, Northgate, Halifax, HX1 1XJ",Hallmark Developments (North West) Limited,33000,01/03/2017
"Unit 2, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,870,01/01/2017
"Croftmyl, Gf Office A1, West Parade, Halifax              HX1 2EQ",,1500,01/02/2017
"Croftmyl, Gf Office A7, West Parade, Halifax              HX1 2EQ",,2250,01/02/2017
"Unit 8A, Topland Country Business Pk, Cragg Road, Hebden Bridge        HX7 5RU",Mincon International Uk Limited,4450,01/03/2017
"New Hope Church, Warley Road, Halifax, HX2 0AD",New Hope Reformed Church,157,18/02/2017
"Unit 6C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,2425,01/12/2015
"Market Stall 27-28, Market Hall, Borough Market, Halifax             HX1 1DZ",,5900,01/03/2017
"229 Bradford Road, Brighouse, HD6 4BN",No.1 Tastebuds Ltd,8500,14/11/2016
"Unit 10, Moderna Business Park, Mytholmroyd, Hebden Bridge       HX7 5QQ",Nobilia [G.B] Ltd,22250,01/03/2017
"Unit 14C, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",Nobilia [G.B] Ltd,12750,01/03/2017
"20 Rochdale Road, Todmorden, OL14 7LD",New Spice Of India Ltd,4100,04/05/2016
"Shoulder Of Mutton, Cain Lane, Southowram, Halifax             HX3 9SB",Admiral Taverns Ltd,7950,17/08/2016
"Basement Venue Nightclub, Calder Street, Todmorden, OL14 5AQ",Everest Pubs Ltd,8900,15/12/2016
"Venue Nightclub, Bridge Street, Todmorden, OL14 5AQ",Everest Pubs Ltd,10750,15/12/2016
"2ND & 3RD Floors Blue Note, Bridge Street, Todmorden, OL14 5AQ",Everest Pubs Ltd,12000,15/12/2016
"Part 1ST Floor, Somerset House, Rawson Street, Halifax              HX1 1NH",Tyler Projects (Halifax) Ltd In Administration,11000,01/04/2016
"Unit Hm 1.03, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",Kino & Co,1025,02/03/2017
"Office Hm 3.10, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Yorkshire Children's Trust,2550,02/03/2017
"500 Elland Road, Elland, HX5 9JB",Ashday (1986) Ltd,9100,01/04/2017
"Heart Gallery, The Arts Centre, 4A Market Street, Hebden Bridge        HX7 6AA",,9600,01/02/2017
"Unit 3A, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",,1900,01/01/2015
"Office Hm 3.9, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Homestart Calderdale,3750,01/04/2017
"Brian Royd Mills, Saddleworth Road, Greetland, Halifax              HX4 8NF",Pure Audio Visual Ltd,7500,01/04/2017
"Atm Site (Hsbc), W M Morrison Plc, Rochdale Road, Todmorden           OL14 6LG",Notemachine Limited,5900,01/04/2017
"42 Market Street, Halifax, HX1 1PB",Calderdale Mbc Adults Health And Social Care,34500,13/03/2017
"The Old Ambulance Hall, Stansfield Road, Todmorden, OL14 5DL",,17500,15/03/2017
"Unit 1 Ground Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Castle Round Limited,2375,05/03/2017
"Unit 1 Lower Brear, Leeds Road, Halifax, HX3 7AG",Purity Bridal (Halifax) Ltd,13000,01/09/2016
"30 Burnley Road, Todmorden, OL14 5EZ",,4200,13/03/2017
"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,7100,15/10/2016
"Gordon Street, Boothtown, Halifax, HX3 6NU",W Hartley & Sons Ltd,5300,01/04/2017
"Adj Central Ironworks, Gordon Street, Boothtown, Halifax              HX3 6NU",W Hartley & Sons Ltd,1975,01/04/2017
"Adj Central Ironworks, Gordon Street, Boothtown, Halifax              HX3 6NU",W Hartley & Sons Ltd,1400,01/04/2017
"Unit G3 Part Ground Floor, Prescott House, 26 Prescott Street, Halifax              HX1 2LG",Brackenridge & Wade,1125,01/03/2017
"2nd Floor Prescott House, 26 Prescott Street, Halifax, HX1 2LG",Enbyten Ltd,4050,01/03/2017
"Shannon & Chesapeake Inn, 257 Halifax Road, Todmorden, OL14 5RX",Inns & Leisure Ltd,7950,21/01/2017
"Brearley Mill 1ST Flr Office, Halifax Road, Todmorden, OL14 6EF",Bradford Cargo Terminal Ltd,1775,01/04/2017
