ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,PENDLE RESIDENTIAL CARE,10/11/2017,"£2,098.70",RESIDENTIAL LONG TERM,V001190256
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£625.40,NURSING LONG TERM,V001190257
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LTD,10/11/2017,£900.00,NURSING LONG TERM,V001190258
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,WATERSIDE LODGE R H,10/11/2017,£576.70,NURSING LONG TERM,V001190259
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190260
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,ARCHMOOR CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190261
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/11/2017,£900.00,NURSING LONG TERM,V001190262
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190263
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,STAMFORD HOUSE REST HOME LIMITED,10/11/2017,£631.10,RESIDENTIAL LONG TERM,V001190264
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190265
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190266
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,10/11/2017,£900.00,SHORT TERM CARE - RESIDENTIAL,V001190268
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE CARE HOME,10/11/2017,-£900.00,RESIDENTIAL LONG TERM,V001190270
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/11/2017,£570.90,RESIDENTIAL LONG TERM,V001190271
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190272
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,10/11/2017,£771.43,RESIDENTIAL LONG TERM,V001190273
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/11/2017,£599.00,RESIDENTIAL LONG TERM,V001190275
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190276
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,MT CARE PROPERTY LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190277
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£645.10,RESIDENTIAL LONG TERM,V001190278
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,10/11/2017,£991.20,NURSING LONG TERM,V001190280
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190281
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£613.64,RESIDENTIAL LONG TERM,V001190283
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,EHC MOSTON GRANGE LTD,10/11/2017,£925.00,NURSING LONG TERM,V001190284
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/11/2017,£631.10,NURSING LONG TERM,V001190285
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/11/2017,£617.10,RESIDENTIAL LONG TERM,V001190286
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£585.20,RESIDENTIAL LONG TERM,V001190287
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£585.20,RESIDENTIAL LONG TERM,V001190288
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190289
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/11/2017,£615.76,RESIDENTIAL LONG TERM,V001190290
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,HC ONE LTD,10/11/2017,£914.00,RESIDENTIAL LONG TERM,V001190291
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,CEDAR COURT NURSING HOME,10/11/2017,£986.38,NURSING LONG TERM,V001190292
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,10/11/2017,£769.52,RESIDENTIAL LONG TERM,V001190293
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LTD,10/11/2017,"£1,711.94",NURSING LONG TERM,V001190294
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,LEIGHTON HOUSE RETIREMENT HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190295
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£843.60,NURSING LONG TERM,V001190296
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£843.60,NURSING LONG TERM,V001190297
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£631.10,RESIDENTIAL LONG TERM,V001190298
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/11/2017,£914.00,RESIDENTIAL LONG TERM,V001190299
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£914.00,ASSESSMENT CARE,V001190301
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£914.00,ASSESSMENT CARE,V001190302
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/11/2017,£783.02,RESIDENTIAL LONG TERM,V001190303
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,10/11/2017,-£900.00,RESIDENTIAL LONG TERM,V001190304
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/11/2017,£623.82,RESIDENTIAL LONG TERM,V001190306
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£698.50,NURSING LONG TERM,V001190307
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£650.24,RESIDENTIAL LONG TERM,V001190308
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,10/11/2017,£914.00,RESIDENTIAL LONG TERM,V001190310
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£697.80,NURSING LONG TERM,V001190311
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£697.80,NURSING LONG TERM,V001190312
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£971.70,NURSING LONG TERM,V001190313
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190318
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190319
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£560.98,RESIDENTIAL LONG TERM,V001190320
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£560.98,RESIDENTIAL LONG TERM,V001190321
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,10/11/2017,£596.30,RESIDENTIAL LONG TERM,V001190322
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/11/2017,£605.68,RESIDENTIAL LONG TERM,V001190323
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190324
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,MT CARE PROPERTY LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190325
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190326
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/11/2017,£914.00,RESIDENTIAL LONG TERM,V001190332
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/11/2017,£645.10,RESIDENTIAL LONG TERM,V001190333
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£539.86,NURSING LONG TERM,V001190334
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190335
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190336
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190337
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,10/11/2017,£738.50,RESIDENTIAL LONG TERM,V001190338
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,10/11/2017,£615.80,RESIDENTIAL LONG TERM,V001190339
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,10/11/2017,£914.00,RESIDENTIAL LONG TERM,V001190340
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190341
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,10/11/2017,"£1,272.86",RESIDENTIAL LONG TERM,V001190342
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,10/11/2017,"£5,940.00",RESIDENTIAL LONG TERM,V001190343
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,10/11/2017,"£5,940.00",RESIDENTIAL LONG TERM,V001190344
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,10/11/2017,"£5,940.00",RESIDENTIAL LONG TERM,V001190345
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,10/11/2017,£698.70,RESIDENTIAL LONG TERM,V001190346
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190347
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190348
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190349
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,CARR CROFT CARE HOME LIMITED,10/11/2017,£936.00,RESIDENTIAL LONG TERM,V001190350
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,CARR CROFT CARE HOME LIMITED,10/11/2017,£936.00,RESIDENTIAL LONG TERM,V001190351
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£631.10,NURSING LONG TERM,V001190352
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,10/11/2017,£914.00,RESIDENTIAL LONG TERM,V001190353
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£623.68,RESIDENTIAL LONG TERM,V001190354
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190355
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190356
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,EHC MOSTON GRANGE LTD,10/11/2017,"£1,080.00",RESIDENTIAL LONG TERM,V001190357
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190358
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,10/11/2017,£991.20,NURSING LONG TERM,V001190359
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,10/11/2017,"£1,040.00",RESIDENTIAL LONG TERM,V001190360
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/11/2017,£611.62,NURSING LONG TERM,V001190361
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,CHADDERTON TOTAL CARE UNIT LTD,10/11/2017,"£1,050.00",NURSING LONG TERM,V001190362
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190363
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190364
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190365
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190366
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,IDEAL CARE HOMES NUMBER ONE LIMITED,10/11/2017,£523.49,SHORT TERM CARE - RESIDENTIAL,V001190367
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£631.10,RESIDENTIAL LONG TERM,V001190368
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£621.14,NURSING LONG TERM,V001190369
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190370
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,10/11/2017,£900.00,SELF - FUNDING DEFERRED PAYMENTS,V001190371
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/11/2017,£625.10,NURSING LONG TERM,V001190372
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£604.40,NURSING LONG TERM,V001190373
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,EAGLE CARE HOMES LTD,10/11/2017,£628.94,RESIDENTIAL LONG TERM,V001190374
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190375
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£770.50,NURSING LONG TERM,V001190376
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,10/11/2017,£991.20,NURSING LONG TERM,V001190377
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£639.10,NURSING LONG TERM,V001190378
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£631.10,RESIDENTIAL LONG TERM,V001190380
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190381
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£631.10,NURSING LONG TERM,V001190382
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,QUALIA CARE LTD,10/11/2017,£631.10,NURSING LONG TERM,V001190383
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,ANTONI & RIENZIE LTD,10/11/2017,£639.10,RESIDENTIAL LONG TERM,V001190384
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£631.10,NURSING LONG TERM,V001190385
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/11/2017,£914.00,RESIDENTIAL LONG TERM,V001190387
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190388
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190389
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190390
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190392
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,10/11/2017,"£3,598.00",RESIDENTIAL LONG TERM,V001190393
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/11/2017,£661.10,NURSING LONG TERM,V001190395
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,SPRINGHILL CARE HOME,10/11/2017,£739.80,RESIDENTIAL LONG TERM,V001190396
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,BEECH HOUSE,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190397
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190398
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190399
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£914.00,RESIDENTIAL LONG TERM,V001190402
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/11/2017,£553.98,RESIDENTIAL LONG TERM,V001190403
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190404
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/11/2017,£645.06,RESIDENTIAL LONG TERM,V001190405
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190406
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,THE HESLEY GROUP LTD,10/11/2017,"£9,400.00",RESIDENTIAL LONG TERM,V001190407
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190408
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190410
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/11/2017,£619.92,RESIDENTIAL LONG TERM,V001190411
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE CARE HOME,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190413
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/11/2017,£900.00,NURSING LONG TERM,V001190414
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190416
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/11/2017,£651.10,RESIDENTIAL LONG TERM,V001190417
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£629.10,RESIDENTIAL LONG TERM,V001190418
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190423
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,10/11/2017,"£3,538.70",RESIDENTIAL LONG TERM,V001190424
ROCHDALE BOROUGH COUNCIL,10/11/2017,LEARNING DIS & MENTAL HEALTH,THE HESLEY GROUP LTD,10/11/2017,"£7,895.00",RESIDENTIAL LONG TERM,V001190425
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,GHS CARE LTD,10/11/2017,£602.14,RESIDENTIAL LONG TERM,V001190426
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,10/11/2017,£631.10,NURSING LONG TERM,V001190427
ROCHDALE BOROUGH COUNCIL,10/11/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,10/11/2017,£900.00,RESIDENTIAL LONG TERM,V001190428
