Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018158099,16.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018158099,204.09
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018158099,39.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018158099,1200
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018158099,3.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018158099,3.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Surgery,NHS LOGISTICS,1018158099,9.25
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TUBES,Musculo-Skeletal,NHS LOGISTICS,1018158099,20.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,COOKING & KITCHEN UTENSILS,Corporate - Finance & Procurement,NHS LOGISTICS,1018158099,185
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TUBES,Corporate - Finance & Procurement,NHS LOGISTICS,1018158099,143.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENTS FOOTWEAR,Corporate - Finance & Procurement,NHS LOGISTICS,1018158099,77.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,surgery,NHS LOGISTICS,1018158099,5.89
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,surgery,NHS LOGISTICS,1018158099,3.33
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Medicine,NHS LOGISTICS,1018158099,2.93
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Medicine,NHS LOGISTICS,1018158099,12
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Medicine,NHS LOGISTICS,1018158099,0.87
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,22.96
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018158099,28
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018158099,8.98
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018158099,80.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,6.75
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,30.48
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,39.06
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,21.54
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,39.72
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,7.92
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BABY TEXTURE MODIFIED FOODS,Facilities,NHS LOGISTICS,1018158099,3.59
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Facilities,NHS LOGISTICS,1018158099,13.72
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BABY TEXTURE MODIFIED FOODS,Facilities,NHS LOGISTICS,1018158099,3.59
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BABY TEXTURE MODIFIED FOODS,Facilities,NHS LOGISTICS,1018158099,3.59
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BABY TEXTURE MODIFIED FOODS,Facilities,NHS LOGISTICS,1018158099,3.59
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,20.31
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DENTAL SURGERY EQUIPMENT,Musculo-Skeletal,NHS LOGISTICS,1018158099,40.87
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Clinical Support,NHS LOGISTICS,1018158099,11.29
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018158099,17.18
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018158099,31.65
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ELECTRICAL EQUIPMENT x,Musculo-Skeletal,NHS LOGISTICS,1018158099,2.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,188.99
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,16.38
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,13.23
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,SERVICES FROM NHS BODIES,Surgery,NHS LOGISTICS,1018158099,10.16
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,23.61
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,23.61
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018158099,0.78
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,14.13
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,106.78
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,298.99
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,213.57
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,3.11
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,3.11
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,3.11
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,3.11
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018158099,10.42
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Corporate - Finance & Procurement,NHS LOGISTICS,1018158099,48.87
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Corporate - Finance & Procurement,NHS LOGISTICS,1018158099,48.87
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,11.91
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018158099,5.57
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018158099,8.91
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018158099,17.81
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018158099,7.76
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018158099,5.98
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018158099,0.74
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,7.1
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018158099,14.95
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018158099,24.42
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018158099,2.98
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,NHS LOGISTICS,1018158099,242.67
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Musculo-Skeletal,NHS LOGISTICS,1018158099,1.23
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018158099,0.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018158099,3.08
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,4.8
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,6.09
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS-LAPAROSCOPIC EQUIPMENT,Surgery,NHS LOGISTICS,1018158099,33.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Medical,NHS LOGISTICS,1018158099,8.54
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Clinical Support,NHS LOGISTICS,1018158099,1.21
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1018158099,1.11
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Medicine,NHS LOGISTICS,1018158099,0.75
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018158099,0.67
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018158099,0.67
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018158099,0.07
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018158099,0.71
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018158099,8.6
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018158099,0.52
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1018158099,12.78
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018158099,0.75
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018158099,0.14
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018158099,43
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018158099,4.05
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,1.56
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018158099,9.92
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018158099,5.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Facilities,NHS LOGISTICS,1018158099,56.64
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018158099,5.1
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018158099,5.91
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018158099,11.36
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Facilities,NHS LOGISTICS,1018158099,18.24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,30
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018158099,0.75
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018158099,0.71
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,17.39
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018158099,0.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,0.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018158099,0.71
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018158099,0.58
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018158099,0.98
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENTS BABY WEAR,Medicine,NHS LOGISTICS,1018158099,1.61
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENTS BABY WEAR,Medicine,NHS LOGISTICS,1018158099,1.49
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1018158099,6.39
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018158099,0.38
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018158099,0.07
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,0.61
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,7.57
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,83.07
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-ANALYSERS,Clinical Support,NHS LOGISTICS,1018158099,17.38
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,5.17
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,140.69
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,4.57
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,10.27
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,18.84
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-ANALYSERS,Clinical Support,NHS LOGISTICS,1018158099,2.04
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS  -  PROCEDURE PACKS,Clinical Support,NHS LOGISTICS,1018158099,8.51
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,COOKING & KITCHEN UTENSILS,Clinical Support,NHS LOGISTICS,1018158099,0.76
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018158099,18.34
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,NHS LOGISTICS,1018158099,19.3
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,NHS LOGISTICS,1018158099,34.52
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018158099,2.24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Clinical Support,NHS LOGISTICS,1018158099,10.25
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,17.35
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,17.37
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ELECTRICAL EQUIPMENT x,Corporate - Corporate Development,NHS LOGISTICS,1018158099,0.77
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018158099,1
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018158099,2.38
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018158099,2.24
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018158099,141.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018158099,0.25
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018158099,3.27
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018158099,21.86
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018158099,74.23
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018158099,43.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018158099,0.89
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018158099,0.71
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,NON DISPOSABLE BED LINEN,Clinical Support,NHS LOGISTICS,1018158099,2.37
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018158099,0.25
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ELECTRICAL EQUIPMENT x,Surgery,NHS LOGISTICS,1018158099,1.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Surgery,NHS LOGISTICS,1018158099,0.62
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018158099,0.25
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018158099,2.4
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRUGS,Surgery,NHS LOGISTICS,1018158099,3.37
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018158099,5.98
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018158099,11.95
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018158099,22.18
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,1.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018158099,8.23
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,3.27
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018158099,0.5
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,TUBES,Medicine,NHS LOGISTICS,1018158099,1.37
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018158099,0.81
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Medicine,NHS LOGISTICS,1018158099,1.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018158099,0.38
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018158099,0.71
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018158099,0.38
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,SURGICAL INSTRUMENTS: GENERAL,Musculo-Skeletal,NHS LOGISTICS,1018158099,41.63
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,DRUGS,Surgery,NHS LOGISTICS,1018158099,8.69
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BAGS SACKS - OTHER,Facilities,NHS LOGISTICS,1018158099,2.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,3.39
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,18.88
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,20.2
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,7.81
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,3.59
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,2.56
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,4.68
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,7.13
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,5.28
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,5.93
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,4.8
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,8.11
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018158099,6.55
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,0.53
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,10.39
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018158099,14.06
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,1.16
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,1.98
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,1.86
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,1.83
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,2.65
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,5.3
Department of Health,Salisbury NHS Foundation Trust,16-Nov-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018158099,20.4
