Property Address,RATEPAYER,RV,LIABILITY_START
"First Floor Unit 5B, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,840,01/04/2016
"Unit 25, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,950,14/03/2016
"277 Gibbet Street, Halifax, HX1 4JX",Sabrang Fashion Ltd,7700,01/04/2016
"Ground Floor, 11 Ryburn Buildings, West Street, Sowerby Bridge       HX6 3AH",,2550,03/02/2016
"Unit 16B Calder Workshops, Gibbet Street, Halifax, HX1 4JQ",Westfield Properties,1100,01/11/2015
"Unit A1C/A1, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,6900,30/01/2016
"First Floor, 2 Wards End, Halifax, HX1 1DD",,4350,02/10/2015
"Unit 35, Mill House Works, Mill House Lane, Triangle            HX6 3LN",Units To Let [Northern] Ltd,2375,09/03/2016
"264 Gibbet Street, Halifax, HX1 4LT",,2200,01/04/2014
"Unit 6 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",Units To Let [Northern] Ltd,1750,17/04/2016
"120 Oak Avenue, Todmorden, OL14 5PD",Pennine Housing 2000,2075,01/04/2016
"Unit 21 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse           HD6 4EA",Marrtree Investments Limited,8000,09/02/2016
"Unit 2H Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",Scruffy Uk Ltd,4250,01/04/2016
"Unit 1 Springwood Bsnss Pk, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",Calderdale Mbc Economy & Environment,19250,07/04/2016
"Unit 1 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",Friarshill Ltd,1800,01/03/2015
"Church Stile Inn, Sowerby New Road, Sowerby Bridge, HX6 1JZ",,4400,01/04/2016
"Unit 11, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,9600,01/02/2016
"4 Dale Street, Todmorden, OL14 5PX",,1550,05/05/2016
"Office 7, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,710,01/04/2016
"Unit 5, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",Antiques & Orientals Ltd,1225,01/05/2016
"Adj 23 Rake Bank, Crag Lane, Wheatley, Halifax              HX2 8UA",,5400,01/04/2016
"Unit H6 Premier Way, Lowfields Business Park, Elland, HX5 9HF",Logicalis Uk Limited,34000,24/03/2016
"52 Southgate, Elland, HX5 0DQ",Skf Lo (Chemists) Ltd,6400,01/03/2016
"Central Street, Hebden Bridge, HX7 6HB",Central Street Infant School,7200,24/01/2016
"The Gateway, Lowfields Close, Lowfields Business Park, Elland               HX5 9DX",,57500,01/05/2016
"34 Bradford Road, Brighouse, HD6 1RW",,8000,16/03/2016
"Brow Side Farm, Medley Lane, Northowram, Halifax              HX3 7SX",Adept Demolition Ltd,11000,01/04/2016
"105 Battinson Road, Halifax, HX1 4RE",,2850,01/10/2015
"23 Fairbanks, Sowerby Bridge, HX6 2AB",,5900,01/04/2015
"109 Wakefield Road, Lightcliffe, Halifax, HX3 8SH",,7100,15/05/2016
"34 Well Green Lane, Brighouse, HD6 2NS",,2650,05/05/2016
"Miall Street Mills, Miall Street, Halifax, HX1 4AE",,5200,07/10/2015
"9 Halifax Road, Todmorden, OL14 5AG",Mannings Bakery Ltd,5300,08/04/2016
"23 Square Road, Halifax, HX1 1QG",,10000,01/06/2016
"Office 6, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",Yorkshire Finest (Halifax) Ltd,1225,01/04/2016
"77 Southgate, Elland, HX5 0EP",Craftlocker Ltd,6800,21/05/2016
"11 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",,2025,17/04/2016
"129 Hanson Lane, Halifax, HX1 4SD",,1525,06/02/2016
"Lever Street, Todmorden, OL14 5QF",,2325,01/02/2016
"26 Huddersfield Road, Brighouse, HD6 1HA",Huntsman Recruitment Ltd,3000,11/01/2016
"6 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,1875,12/02/2016
"The Grove, Oldham Road, Rishworth, Sowerby Bridge      HX6 4QT",,11000,31/03/2016
"17 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,1800,12/01/2016
"Unit 11, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",Mishri Foods Ltd,3400,18/01/2016
"36 Rochdale Road, Todmorden, OL14 7LD",Robinwood Activity Centre Ltd,3700,16/02/2016
"30 Bull Green, Halifax, HX1 5AB",Chico's Wine Bar Ltd,6900,14/05/2016
"Unit 1F South Mill, Holdsworth Road, Halifax, HX3 6SN",,2100,01/04/2016
"3 Brook Street, Todmorden, OL14 5AJ",,3650,15/11/2015
"Hrs Bldg & Joinery Serv Ltd, Unit 5 Hollins Mill, Rochdale Road, Todmorden           OL14 6SA",Roch Valley Homes Ltd,3450,01/02/2016
"22 Silver Street, Halifax, HX1 1HS",,6100,28/05/2015
"Lister Lane, Halifax, HX1 5DN",,7000,01/04/2016
"Unit 11 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Home And Garden Bargains Ltd,8600,04/01/2016
"Queen Victoria Inn, 10/12 Victoria Place, Bradford Road, Northowram           HX3 7HY",Bpc Yorkshire Ltd,9400,28/05/2016
"Victoria Road, Sowerby Bridge, HX6 3AQ",V C E P Limited,11500,23/05/2016
"Victoria Road, Sowerby Bridge, HX6 3AQ",V C E P Limited,35250,23/05/2016
"65/67 Southgate, Elland, HX5 0DQ",Ami Baxter Ltd,6000,01/09/2015
"1ST & 2ND Floors, 5 Stainland Road, Greetland, Halifax              HX4 8AD",P P L Supplies Ltd,4350,31/12/2015
"Unit 1C, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",Display Logic Ltd,18500,08/12/2015
"27 Queens Road, Halifax, HX1 3NS",,3000,08/09/2015
"Unit 74 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",Edgar Dickinson Properties Ltd,3500,11/02/2016
"Uk Truck Clean, Harsthead Moor Service Area, Hartshead Moor, Brighouse            HD6 4JX",Welcome Break Group Plc,7500,01/01/2016
"Office 4 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",Hepworth International Ltd,3000,07/03/2016
"Suite 7 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",T M E Holdings Ltd,2700,01/02/2016
"Unit 8G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,2750,24/03/2016
"Unit 18H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,3900,24/03/2016
"Unit 18G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,4600,24/03/2016
"Unit 16K, Calderdale Buslness Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,5200,24/03/2016
"Office 11 James Street Mills, South Lane, Elland, HX5 0HB",Kellen Group Plc,7400,21/12/2015
"Unit 7 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1450,27/04/2016
"Unit 4, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",,7600,01/05/2016
"Units C & D, Royd Mills Business Park, Dyehouse Lane, Brighouse           HD6 1LL",,6400,16/05/2016
"""Unauthorised Address"", Unit 11A River Street B Pk, River Street, Brighouse            HD6 1NL",Warmco Space Heating Ltd,2650,01/11/2014
"Unit 7, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",,2800,01/03/2016
"""Unauthorised Address"", Unit 7A River Street B Pl, River Street, Brighouse            HD6 1NL",Warmco Space Heating Ltd,6200,01/12/2014
"12 Woolshops, Halifax, HX1 1RU",Virgin Media Ltd,50000,01/06/2016
"""Unauth Address""  Staywarm, Holmfield Industrial Estate, Holmfield, Halifax              HX2 9TN",Staywarm,1050,01/04/2010
"D Midgley & Sons, Holmfield Industrial Estate, Holmfield, Halifax              HX2 9TN",D Midgley & Sons Ltd,7400,01/06/2011
"Benchmaster Machine Tool Co, Holmfield Industrial Estate, Holmfield, Halifax              HX2 9TN",Benchmaster Machine Tool Co,5400,01/06/2011
"Unit 1, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",Waxman Holdings Ltd,12500,07/04/2016
"Atlas Mill Road, Brighouse, HD6 1ES",Thompson & Hudson Wire Machinery,1900,31/05/2016
"Suite 9 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,870,01/05/2016
"Old Cawsey, Sowerby Bridge, HX6 2AJ",Whitewater Solutions Ltd,4600,02/06/2016
"Unit 3 Lower Brear, Leeds Road, Halifax, HX3 7AG",,6400,01/06/2016
"Unofficial Address, Unit 4B Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,3150,16/12/2014
"Unofficial Address, Unit 4A Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,2175,01/02/2015
"Unofficial Address, Unit 101 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,3350,09/02/2015
"Unofficial Address, Unit 201 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,2125,09/02/2015
"Unofficial Address, Unit 5 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,3750,01/04/2015
"""Unauthorised Address"", Unit 10 River Street B Pk, River Street, Brighouse            HD6 1NL",Warmco Space Heating Ltd,1025,01/05/2015
"Bedford House, 9/11 John Street, Elland, HX5 0AW",,2500,26/11/2015
"Unit 3 Hill Top Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",,1450,03/11/2014
"Arc, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,5000,01/06/2015
"At Recovery, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,6800,01/06/2015
"275 Gibbet Street, Halifax, HX1 4LT",Dawat-E-Islami,15750,19/10/2015
"Offices 19-23, Hanson Lane Ent Centre, Hanson Lane, Halifax              HX1 5PG",Select 4 Ltd,8600,01/08/2015
"The Hobbit, Hob Lane, Norland, Sowerby Bridge       HX6 3QL",Shepherd Cox Ltd,37000,10/06/2016
"Unit 10 Ripponden Bsn Park, Oldham Road, Ripponden, Sowerby Bridge       HX6 4FF",Cotesi (Uk) Ltd,8100,01/06/2016
"Unit 8, Wellington Business Centre, Quebec Street, Elland               HX5 9AS",Royds Properties Ltd,7000,04/06/2016
"Unit 1, Armytage Road, Brighouse, HD6 1QF",Kent Introl Ltd,169000,01/04/2010
"Unit 2, Armytage Road, Brighouse, HD6 1QF",Kent Introl Ltd,128000,01/04/2010
"Duke Of York Inn, Towngate, Stainland, Halifax             HX4 9HF",,12500,06/06/2016
"Unit 31 First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",Units To Let [Northern] Ltd,510,31/05/2016
"Land East Of Park Nook Farm, Park Nook, Southowram, Halifax              HX3 9TT",Jet Renewables Ltd,6000,05/10/2015
"2 Ling Bob, Pellon, Halifax, HX2 0QE",,3200,12/12/2015
"Telecommunication Mast, Site Ref W Y K 0223, Old Lane, Halifax              HX3 6UB",Mobile Broadband Network Ltd,8300,26/03/2016
"Office Suite D 132, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,2950,26/02/2016
"2 Crown Street, Hebden Bridge, HX7 8EH",,7900,15/05/2015
"151 Pellon Lane, Halifax, HX1 5RL",The Kay Group (Uk Holdings) Ltd,60000,31/05/2016
"Rope And Anchor Inn, 132 Halifax Road, Todmorden, OL14 5QR",,7900,28/07/2015
"Unit 10, 32 Huddersfield Road, Brighouse, HD6 1HA",,9800,01/03/2016
"Ground Floor Unit B8, Warhurst Road, Lowfields Business Park, Elland               HX5 9DF",Fostering Solutions Ltd,25250,12/02/2016
"Unit 3 Sdh Ind Estate, West Street, Sowerby Bridge, HX6 3BS",,4650,01/03/2016
"213 Rochdale Road, Greetland, Halifax, HX4 8JE",,3050,02/06/2016
"The Court Yard, 5/6 Wards End, Halifax, HX1 1BX",,22750,02/02/2016
"Unit 1 Calderbank, River Street, Brighouse, HD6 1LU",James Clay & Sons,170000,01/06/2016
"Unit 6, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 8BZ",,11000,01/06/2016
"Unit 5 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",,12250,16/05/2016
"Suite 2B First Floor, Fountain Chambers, Fountain Street, Halifax              HX1 1LW",The Victorian Pub Company Ltd,1900,01/05/2016
"Stalls 8-10 Market Hall, Brook Street, Todmorden, OL14 5AJ",,4050,01/01/2016
"Ashday Hall, Ashday Lane, Southowram, Halifax              HX3 9TR",,3500,01/09/2015
"Unoff Address Units 4DEFGH, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,5500,01/10/2015
"Unofficial Address, Unit 204 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,2125,01/10/2015
"Unofficial Address, Unit 203 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,700,01/10/2015
"Unofficial Address, Unit 101A Victoria Works B P, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,680,01/10/2015
"Unofficial Address, Unit 202 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",Warmco Space Heating Ltd,610,01/10/2015
"Ryburn Vall F'Ture Store, Unit 4 Commercial Mill, Oldham Road, Ripponden            HX6 4EH",Ryburn Valley Furniture Ltd,470,01/04/2010
"The Animate Co, Unit 4 Commercial Mill, Oldham Road, Ripponden            HX6 4EH",,12250,01/04/2010
"Ryburn Valley Furniture, Unit 4 Commercial Mill, Oldham Road, Ripponden            HX6 4EH",Ryburn Valley Furniture Ltd,4100,01/04/2010
"The Animate Co (Store), Unit 4 Commercial Mill, Oldham Road, Ripponden            HX6 4EH",,660,01/04/2010
"Units 3 & 4, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",,670,01/12/2015
"Wellington Inn, Southgate, Elland, HX5 0DQ",Punch Taverns (Ptl) Ltd,11000,10/05/2016
"The Malt House, 270 Oldham Road, Rishworth, Sowerby Bridge       HX6 4QB",The Malthouse At Rishworth Ltd,56500,10/05/2016
"Duke Of York Inn, West Street, Shelf, Halifax             HX3 7LN",Moon Marsh Pub Company Ltd,25000,17/05/2016
"Junction Inn, 133 Moor Bottom Road, Illingworth, Halifax             HX2 9SX",,5300,01/06/2016
"Mytholmroyd Medical Centre, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LF",Welcome Independent Living Ltd,2600,15/10/2015
"18 Town Hall Street, Sowerby Bridge, HX6 2EA",,12500,23/03/2016
"3E Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ",Ethan Blake Amenities Ltd,4800,07/03/2014
"Greyhound Inn, 132 Crowtrees Lane, Brighouse, HD6 3NH",Admiral Taverns Ltd,9000,09/06/2016
"3 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",Jhp Holdings Ltd,3150,23/03/2016
"Foodmac International, Stoodley Brdige Mill, Stoodley Lane, Todmorden           OL14 6HA",Foodmac International Ltd,21000,01/04/2014
"1 Shroggs Road, Halifax, HX1 5HZ",Dreams Ltd,88500,22/04/2016
"20 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",,840,15/08/2014
"18 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",,220,15/08/2014
"Cafe Part Ground Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",The Town Hall Cafe Limited,2750,02/02/2016
"Unit 1B, 32 Charles Street, Elland, HX5 0NF",,2450,10/10/2015
"Unit 17C, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,1675,01/01/2016
"4 Market Street, Halifax, HX1 1RN",Salon Save (Halifax) Ltd,19750,01/05/2016
"Office 1 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,1800,14/01/2016
"Office 2 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,2025,14/01/2016
"Unit 2 Prince Of Wales Mill, Princess Street, Brighouse, HD6 1LH",Birds Royd Property Co Ltd,38500,18/06/2016
"Office 16 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,1400,04/01/2016
"19 Burnley Road, Todmorden, OL14 7BU",,3100,05/08/2015
"First Floor, 26 Horton Street, Halifax, HX1 1PU",Dance 4 All Halifax Ltd,1500,25/04/2016
"2nd Floor, 26 Horton Street, Halifax, HX1 1PU",Dance 4 All Halifax Ltd,5600,25/04/2016
"21 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LN",D.D.H Services Ltd,4150,07/12/2015
"Unit 3A Park Works, Arnold Street, Halifax, HX1 5JH",,6600,01/02/2016
"Brookwoods Abatoir, Brookwoods Industrial Estate, Burrwood Way, Halifax              HX4 9BH",J. & E. Medcalf Ltd,48500,30/11/2015
"Unit 9, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",L Woollard Ltd,2700,01/03/2016
"Railway Inn, 12 New Road, Hebden Bridge, HX7 8AD",William J Turbull & Sons Ltd,18750,29/12/2015
"Unit 4, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,1325,01/06/2016
"Wilderness Farm, Gosport Lane, Outlane, Huddersfield         HD3 3FN",,3200,15/02/2015
"Unit 9, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",Prudential Assurance Company Ltd,7000,26/03/2016
"Unit 9 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,2350,14/05/2016
"Triangle Cottage, 50 Wood End, Hebden Bridge, HX7 8HJ",,1500,17/06/2016
"Unit 10 Wellington Mills, Quebec Street, Elland, HX5 9AS",Bramham Home Care Ltd,2850,01/04/2016
"New Street Hotel, 38 Sutcliffe Street, Pellon, Halifax             HX2 0HG",,2650,18/04/2016
"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,7600,17/06/2016
"Unit 10, Mill Lane, Boothtown, Halifax              HX3 6TR",,10250,01/06/2016
"10 Commercial Street, Halifax, HX1 1TA",,6800,25/06/2016
"Unit 2, 32 Charles Street, Elland, HX5 0NF",,1900,01/10/2015
"Office B4 1ST Flr, Croft Myl, West Parade, Halifax              HX1 2EQ",Circuit Electrical Testing Ltd,3550,21/05/2016
"Office B7 1ST Flr, Croft Myl, West Parade, Halifax              HX1 2EQ",,1650,28/04/2016
"Office B6  1ST Flr, Croft Myl, West Parade, Halifax              HX1 2EQ",,5000,01/02/2016
"Units At, 32 Charles Street, Elland, HX5 0NF",,4850,01/04/2016
"Unit 1a, Walsden Industrial Estate, Rochdale Road, Todmorden           OL14 6UD",Kavia Moulded Products Ltd,9900,01/04/2016
"Unit 26 Robin Hood Works, Grove Street, Brighouse, HD6 1PL",Howarth Timber & Building Supplies Ltd,15750,26/05/2016
"Off 3, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,4700,01/06/2016
"Unit 11 Woodman Works, South Lane, Elland, HX5 0PA",J & C Joel Limited,9200,05/08/2015
"23 Rochdale Road, Todmorden, OL14 5AA",,3400,25/05/2016
"6 Cheetham Street, Hebden Bridge, HX7 8EW",,3600,11/04/2016
"School House, 56 Hopwood Lane, Halifax, HX1 5ER",Field House Projects Ltd,42500,24/03/2016
"2 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",,2950,06/12/2015
"Princess Works, Birds Royd Lane, Brighouse, HD6 1LH",,5600,20/03/2016
"Warehouse Adj K S Chatta, Tillotson Avenue, Sowerby, Sowerby Bridge       HX6 1BX",Spicy Options (Beechwood) Limited,2550,16/02/2016
"Office Suite E 208/210, Dean Clough Mills, Halifax, HX3 5AX",Hebble Law Ltd,5800,05/05/2016
"Office H M 1.01, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1225,01/06/2016
"Adj Unit 2 Woodman Works, South Lane, Elland, HX5 0PA",,920,01/11/2015
"Union Cross Hotel, 12 Old Market, Halifax, HX1 1TN",Halfway Halifax Limited,14000,08/04/2016
"Duke Wellingtons Regiment Hq, Wellesley Park, Gibbet Street, Halifax             HX2 0BA",Regimental Museum Trust Of Duke Of Wellington Regiment Wr,7600,01/04/2016
"Suite 7 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",Towngate Plc,5300,14/01/2016
"Suites 3 & 5, 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",The Lenny Agency Ltd,8200,14/01/2016
"Unit K3 Dean Clough, Halifax, HX3 5AX",Northern Powerhouse Development Ltd,10000,18/01/2016
"11 Town Hall Buildings, Elland, HX5 0EU",,5700,01/06/2016
"Unit G 417, Dean Clough, Halifax, HX3 5AX",Drillco Ltd,3800,15/02/2016
"Office Suite G 444, Dean Clough Mills, Halifax, HX3 5AX",Isdm Solutions Ltd,4100,01/02/2016
"872 Burnley Road, Todmorden, OL14 8PJ",,1750,01/03/2016
"Ground Floor, 24/26 Silver Street, Halifax, HX1 1HS",Memorygate Limited,8100,01/03/2016
"66 Commercial Street, Brighouse, HD6 1AQ",Trustees Of Herbert Atkinson,10500,10/10/2015
"Unit 17 Woodman Works, South Lane, Elland, HX5 0PA",Heathleigh Ltd,5800,01/07/2016
"Compound Opp Unit 17, Woodman Works, South Lane, Elland               HX5 0PA",Heathleigh Ltd,1825,01/07/2016
"Unit 8C Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",Friendly Soap Ltd,2225,01/04/2016
"Office 18, 11 Owler Ings Road, Brighouse, HD6 1EJ",Offploy Ltd,1175,01/06/2016
"Unit G3 A, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",Brogan Business Parks Ltd,4150,27/12/2015
"Stalls 2/3 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2800,01/05/2016
"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",The Travelling Pig Hog Roast Catering Company Ltd,2950,01/11/2015
"Unit 10,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge           HX6",,5100,01/02/2016
"Suite 1, Rimini House, Hall Street, Halifax             HX1 5BB",Age Uk Calderdale & Kirklees,12500,01/04/2014
"The Booth Wood Inn, Oldham Road, Rishworth, Sowerby Bridge       HX6 4QU",Boothwood Ph Ltd,4300,01/12/2015
"Unit 2 Reflecting Roadstuds, Mill Lane, Boothtown, Halifax              HX3 6TR",,6300,01/05/2016
"354 Ovenden Road, Halifax, HX3 5TJ",,4000,01/06/2016
"Unit 5 Mill Lane, Boothtown, Halifax, HX3 6TR",,5000,01/05/2016
"Office Suite D176, Dean Clough Office Park, Halifax, HX3 5AX",Dean Clough Foundation,1650,01/10/2015
"Office Suite D170, Dean Clough Office Park, Halifax, HX3 5AX",Dean Clough Ltd,1275,01/04/2016
"Unit 4A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,8900,01/07/2016
"78 Bradford Road, Brighouse, HD6 4AA",,3550,23/03/2016
"Room 5.3, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Rota Design Ltd,560,01/07/2016
"Travellers Rest, 99 Huddersfield Road, Elland, HX5 9AA",Quality Taverns Limited,6800,01/03/2016
"Unit G3, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",,3100,06/05/2016
"6 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",,2950,11/06/2016
"67 Commercial Street, Brighouse, HD6 1AF",Principled Offsite Logistics Ltd,14750,22/06/2016
"Unit HM30 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",,3400,01/05/2016
"55 Commercial Street, Brighouse, HD6 1AF",Specsavers Optical Superstores Ltd,39250,15/01/2016
"Office 40 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,1425,31/03/2016
"Unit 72 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",Eclectrick Ltd,1775,07/03/2016
"Unit 3, Emstead Works, Old Lane, Halifax             HX3 5QN",Ensee Limited,8000,01/05/2016
"Office Suites D130, & D180/182/184, Dean Clough Office Park, Halifax              HX3 5AX",Dean Clough Ltd,19000,02/11/2015
"53 Crown Street, Halifax, HX1 1JB",,4700,01/01/2016
"8 Central Street, Halifax, HX1 1HU",,11250,01/01/2016
"Unit 36A, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",G & S Conservatory Roof Solutions,7000,20/02/2016
"Waterside Gymnasium, Valley Road, Hebden Bridge, HX7 7BZ",Meritz Trading Limited,14750,09/06/2016
"15 Market Street, Brighouse, HD6 1AP",E.P.I.C Plc,6400,18/01/2016
"Calder Forge, Central Buildings, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",,880,01/04/2015
"Unit 19 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",,1175,01/04/2015
"Unit 20 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",,920,01/04/2015
"1 Tower Hill, Sowerby Bridge, HX6 2EQ",,2500,10/02/2016
"Suites 4 & 6 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",Towngate Plc,5400,30/05/2016
"15 St Georges Square, Hebden Bridge, HX7 8ET",,10500,16/05/2016
"65 Commercial Street, Brighouse, HD6 1AF",Principled Offsite Logistics Ltd,13000,22/06/2016
"Unit 23 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hebden Bridge Community Association,2000,27/04/2016
"Wellholme Garage, 1ST Floor, 74 Bradford Road, Brighouse            HD6 4AA",,8800,25/06/2016
"Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8NF",,455,01/04/2015
"Office B13 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",C F K 052 Llp,2800,01/12/2015
"Office B15 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",C F K 052 Llp,2650,01/12/2015
"Office B21 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",C F K 052 Llp,2750,22/12/2015
"Office B22 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",C F K 052 Llp,3450,22/12/2015
"Office B16 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",C F K 052 Llp,5200,29/01/2016
"Sales Office Apt 2 Gf, Leedham Court, Victoria Road, Hebden Bridge        HX7 8DZ",,6700,26/02/2016
"174 King Cross Road, Halifax, HX1 3LN",Yorkshire Auto Assist Ltd,3250,03/06/2016
"Unit 4, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,2125,14/06/2016
"Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",Halifax Hydroponics Ltd,5500,02/11/2015
"Unit 6, Gauxholme Industrial Estate, Bacup Road, Todmorden           OL14 7PN",Ideal Boats Company Ltd,4050,06/02/2015
