Property Address,RATEPAYER,RV,LIABILITY_START
"111 Bramston Street, Brighouse, HD6 3AQ",K I S Financial Solution Limited,2325,13/10/2016
"36 Market Street, Hebden Bridge, HX7 6AA",,4600,01/11/2016
"Unit 10, 32 Huddersfield Road, Brighouse, HD6 1HA",Chrysalis Associates Limited,9800,03/10/2016
"43 Bolton Brow, Sowerby Bridge, HX6 2AL",,3000,29/08/2016
"Adj Council Offices, Hollins Mill Lane, Sowerby Bridge, HX6 2QG",Sowerby Bridge Fire And Water Ltd,4050,21/10/2016
"Office 4 Britannia Works, Garden Street North, Halifax, HX3 6AE",S L Group Ltd,1000,01/08/2016
"Unit 1, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",Aflex Hose Ltd,12500,16/11/2016
"Unit 2, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",Aflex Hose Ltd,13000,16/11/2016
"Suite 5 Hawkstone House, 2 Valley Road, Hebden Bridge, HX7 7BL",Setbray Properties Ltd,1800,01/12/2016
"The Sycamores, Wakefield Road, Lightcliffe, Halifax              HX3 8UH",Stonebridge Homes Ltd,1800,23/09/2016
"24 Ripponden Business Park, Oldham Road, Ripponden, Sowerby Bridge       HX6 4FF",Kudos Vehicle Management Ltd,14500,15/02/2016
"Livingcare Pharmacy, Southowram Surgery, Law Lane, Southowram           HX3 9QB",T H P Southowram Ltd,9000,01/07/2016
"Wellness Centre, Central Hall, Oldham Road, Ripponden            HX6 4DN",,950,01/04/2016
"Unit 5, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",Renson Products Uk Ltd (In Administartion 09/09/16),10000,10/09/2016
"Unit 9, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",Renson Products Uk Ltd (In Administartion 09/09/16),32250,10/09/2016
"Unit 2, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",Renson Products Uk Ltd (In Administartion 09/09/16),25250,10/09/2016
"Unit 7 Brookfoot Business Pk, Elland Road, Brighouse, HD6 2SD",Renson Products Uk Ltd (In Administartion 09/09/16),8700,10/09/2016
"Unit 2 Culver Works, Hopwood Lane, Halifax, HX1 5EZ",,6500,02/11/2016
"Units 6-7 Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5JT",Thornber Chicks Ltd,8300,01/04/2015
"Units 4-5 Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5JT",B W Industries,14750,01/04/2015
"Arc, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,5000,20/10/2016
"27 Southgate, Halifax, HX1 1DL",Vapour Hub Limited,13750,16/11/2016
"4 Seedlings Mount, Cross Hills, Halifax, HX1 1XQ",Dean Clough Ltd,7700,01/04/2016
"Telecom Mast Ref CAL073, Ro B Stop Nr Ovenden Way Inn, Ovenden Way, Halifax              HX3 5NW",Mobile Broadband Network Ltd,7300,01/04/2016
"Unit 6 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",Dower Ltd,6700,08/11/2016
"1 St Matthew's Close, Wakefield Road, Lightcliffe, Halifax              HX3 8UG",Bdw Trading Ltd,37250,08/08/2016
"Unit 6 Lower Brea, Leeds Road, Halifax, HX3 7AQ",W W Leese [Hx] Ltd,3850,01/12/2016
"23 Ashenhurst Road, Todmorden, OL14 8EB",,1775,22/11/2016
"Unit 3, Picture House Buildings, New Road, Hebden Bridge        HX7 8AD",Hebden Royd Town Council,4200,01/12/2016
"Office 3, 11 Owler Ings Road, Brighouse, HD6 1EJ",,2125,01/12/2016
"21 Old Gate, Hebden Bridge, HX7 6EN",Homely Abode Ltd,11000,24/03/2016
"Battinson Road Mills, Battinson Road, Halifax, HX1 5PR",Bibi Investments Ltd,35500,10/09/2016
"Units 18A & 18B, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",Wattlid Ltd,11000,02/12/2016
"193 Queens Road, Halifax, HX1 4NE",,4450,16/11/2016
"Unit 2 Woodman Works, South Lane, Elland, HX5 0PA",,2425,01/11/2016
"Office Suite D256, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,2100,01/12/2016
"Office B4 1ST Flr, Croft Myl, West Parade, Halifax              HX1 2EQ",,3550,14/11/2016
"22 Rochdale Road, Todmorden, OL14 7LD",Westfield Properties,3900,01/11/2016
"229 King Cross Road, Halifax, HX1 3JL",Yolo Express Ltd,8900,17/10/2016
"611 Bradford Road, Brighouse, HD6 4DN",,6300,02/10/2016
"Off 5, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,5500,27/10/2016
"Unit HM15 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",Proudhome (Halifax) Ltd,2700,01/05/2016
"Unit 2, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",G Goulden Property,2800,01/12/2016
"7 Midgley Road, Mytholmroyd, Hebden Bridge, HX7 5LW",,1500,18/11/2016
"Unit 1 Lock Hill Mills, Holmes Road, Sowerby Bridge, HX6 3LD",Denroyd Ltd,29000,01/08/2016
"19 Commercial Street, Brighouse, HD6 1AF",E P I C Plc,13750,01/12/2016
"55 Halifax Road, Todmorden, OL14 5BB",,5200,01/06/2016
"Unit 2, New Oxford House, Albert Street, Hebden Bridge       HX7 8AH",,6700,01/08/2016
"Office 20, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1900,09/10/2016
"Office 18, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1175,01/12/2016
"The Lodge, 18 Wakefield Road, Brighouse, HD6 1PE",Lidl Uk Gmbh,10500,28/11/2016
"170 Parkinson Lane, Halifax, HX1 3UB",,3350,19/11/2016
"Lever Street, Todmorden, OL14 5QF",,3000,01/12/2016
"Office H M 2.13, Holdsworth Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,3650,01/12/2016
"Unit 9F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,3400,16/11/2016
"Unit 2B, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Westlander Ltd,7100,01/11/2016
"Robin Hood Inn, 16 Wakefield Road, Brighouse, HD6 1PE",Lidl U.K Gmbh,4400,23/09/2016
"Sherwood Road, Brighouse, HD6 1QG",Stove Enamellers Ltd,14250,21/11/2016
"7 Carlton Street, Halifax, HX1 2AL",,5900,01/12/2016
"Sonia Maud Beauty Room, Central Hall, Oldham Road, Ripponden            HX6 4DN",,1525,01/07/2016
"Pw Leah & Sons, The Warehouse, Halifax Road, Todmorden           OL14 5RX",,5800,01/04/2016
"Alliance & Leicester, Off Springs Garage, Halifax Road, Todmorden           OL14 5TS",Spring Petroleum Company Ltd,5900,14/10/2016
"Unit 1 Park Road Mills, Park Road, Halifax, HX5 9HX",Benjamin Whiteley & Sons Ltd,40250,01/12/2016
"Market Stall 91-92, Market Hall, Borough Market, Halifax             HX1 1DZ",,6700,30/09/2016
"Car Parking Space No 1, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,18/06/2015
"Unit 66 (2nd Floor), Bowers Mill, Branch Road, Barkisland          HX4 0AD",The Venue Barkisland Ltd,13750,19/10/2016
"Unit 1 Victoria Road, Halifax, HX1 5PT",,17250,19/10/2016
"Unit 1A Victoria Road, Halifax, HX1 5PT",,19750,19/10/2016
"Unit 56 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",The Venue Barkisland Ltd,2600,19/10/2016
"Car Parking Space No 10, John Street, Halifax, HX1 1YA",Teamsearch,600,14/10/2015
"Car Parking Space No 11, John Street, Halifax, HX1 1YA",Teamsearch,600,01/09/2016
"Car Parking Space No 12, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,18/06/2015
"Car Parking Space No 13, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,18/06/2015
"Car Parking Space No 14, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,18/06/2015
"Car Parking Space No 15, John Street, Halifax, HX1 1YA",,600,15/07/2015
"Car Parking Space No 16, John Street, Halifax, HX1 1YA",,600,16/02/2016
"Car Parking Space No 17, John Street, Halifax, HX1 1YA",,600,16/02/2016
"Car Parking Space No 18, John Street, Halifax, HX1 1YA",Teamsearch,600,18/06/2015
"Car Parking Space No 19, John Street, Halifax, HX1 1YA",Teamsearch,600,18/06/2015
"Car Parking Space No 2, John Street, Halifax, HX1 1YA",,600,03/02/2016
"Car Parking Space No 20, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,18/06/2015
"Car Parking Space No 21, John Street, Halifax, HX1 1YA",Teamsearch,600,16/07/2015
"Car Parking Space No 22, John Street, Halifax, HX1 1YA",,600,01/05/2016
"Car Parking Space No 23, John Street, Halifax, HX1 1YA",Gp Strategies Training Ltd,600,26/06/2015
"Car Parking Space No 24, John Street, Halifax, HX1 1YA",Gp Strategies Training Ltd,600,26/06/2015
"Car Parking Space No 25, John Street, Halifax, HX1 1YA",Gp Strategies Training Ltd,600,26/11/2015
"Car Parking Space No 26, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,18/06/2015
"Car Parking Space No 27, John Street, Halifax, HX1 1YA",Teamsearch,600,18/06/2015
"Car Parking Space No 3, John Street, Halifax, HX1 1YA",Mr & Mrs Booth,600,14/04/2016
"Car Parking Space No 4, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,18/06/2015
"Car Parking Space No 5, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,29/09/2016
"Car Parking Space No 6, John Street, Halifax, HX1 1YA",,600,04/10/2016
"Car Parking Space No 7, John Street, Halifax, HX1 1YA",The Trustees Of B E Holmes Settlement Trust,600,18/06/2015
"Car Parking Space No 8, John Street, Halifax, HX1 1YA",Teamsearch,600,14/10/2015
"Car Parking Space No 9, John Street, Halifax, HX1 1YA",Teamsearch,600,14/10/2015
"Office 15, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1075,01/10/2016
"Office 17 Ground Floor, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1100,31/10/2016
"Unit 2/4a, Bull Fold Garage, Owler Ings Road, Brighouse           HD6 1EJ",Paradigm Shift Training Ltd,12250,15/11/2016
"Unit 4 Springwood Bu'ss Park, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",Dean Farm Fabrications Ltd,10000,19/11/2016
"233 King Cross Road, Halifax, HX1 3JL",The Mayfield Trust,9400,01/04/2015
"233A King Cross Road, Halifax, HX1 3JL",Spectrum Vehicle Recovery Ltd & Uk Insurance Solutions Ltd,4450,01/04/2015
"33 Southgate, Elland, HX5 0BW",Calderdale Mbc,5200,26/10/2016
"Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",Rishworth Indian Cuisine Ltd,28250,01/09/2016
"Ground Floor & Basement, 47 Bolton Brow, Sowerby Bridge, HX6 2AL",Philip Fearnley Photography Ltd,8000,01/04/2015
"1ST Floor, 47 Bolton Brow, Sowerby Bridge, HX6 2AL",Fearnley Photography Ltd,6100,01/04/2015
"Unit 4, Victoria Park, Lightowler Road, Halifax              HX1 5ND",C2 (General Partner Two) Lp,7600,30/11/2016
"Unit 19 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,3250,17/10/2016
"4 Hardcastle House, Valley Road, Hebden Bridge, HX7 7BB",Setbray Properties Ltd,4400,01/12/2016
"Office B5 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",Circuit Electrical Testing Ltd,3050,01/02/2016
"Unit 3 The Warehouse, Wood Street, Brighouse, HD6 1PW",The Loose Cover Company Ltd,4850,01/04/2016
"Rear Unit 3 The Warehouse, Wood Street, Brighouse, HD6 1PW",,2900,01/05/2016
"Office B23 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",Circuit Electrical Testing Ltd,3450,04/11/2016
"Office Suite E323, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,5200,05/11/2016
"Office B13/B15, Croft Myl, West Parade, Halifax              HX1 2EQ",Storm 7 Consulting Ltd,5100,01/04/2016
"Habbeger House, Unit 2 Gannex Park, Dewsbury Road, Elland               HX5 9AF",Habasit (Uk) Ltd,149000,20/06/2016
"Black Bull Hotel, 46 Briggate, Brighouse, HD6 1EA",The Craft Union Pub Company Limited,12000,08/12/2016
"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX",Isdm Solutions Ltd,7600,01/09/2016
"Queen Victoria Inn, 10/12 Victoria Place, Bradford Road, Northowram           HX3 7HY",Bar 22 & Smokehouse Limited,9400,13/12/2016
"Unit 82 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",Knightsbridge Wealth Management Ltd,900,16/08/2016
"Suite 1 Hawkstone House, 2 Valley Road, Hebden Bridge, HX7 7BL",Capable People Ltd,3600,01/04/2016
"Office Suite E 107, Dean Clough Mills, Halifax, HX3 5AX",Calderdale College,8100,17/10/2016
"Holmfield Auto Spares Ltd, Holdsworth Road, Halifax, HX3 6SN",,7200,13/11/2016
"Unit 3, 2 Silver Street, Halifax, HX1 1HS",,5200,01/06/2016
"Office 3G Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",Protreat Preservation Ltd,2650,01/04/2015
"Office 6 3RD Flr, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Limehouse Films Ltd,3750,01/05/2016
"Pt Grd, 1ST & 3RD Flrs, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,88500,01/05/2016
"26 Cheapside, Halifax, HX1 1TQ",Love Furniture Bradford Limited,24500,08/11/2016
"Milner Royd Lane, Sowerby Bridge, HX6 3BH",Calderdale Mbc,3800,28/03/2008
"Office 2 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,3350,15/10/2016
"Unit 1 The Maltings, Halifax Road, Elland, HX5 0SH",Windor Parts Ltd,2900,01/11/2016
"Office Suite F1 West, F Mill Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,22500,12/11/2016
"Unit 7 Ground Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS",Redtronic Ltd,7800,14/10/2016
"115 Gibbet Street, Halifax, HX1 5BP",Mrk Vat & Indirect Tax Consultancy Ltd,2375,01/07/2016
"The Works, 12 Hollins Mill Lane, Sowerby Bridge, HX6 2QG",The Foundry (Sowerby Bridge) Ltd,60000,28/11/2016
"6 Huddersfield Road, Brighouse, HD6 1JZ",Bengal Brasserie Brighouse Ltd,11250,01/08/2014
"51/53 Stainland Road, Greetland, Halifax, HX4 8BD",Bona Vacantia,7500,08/06/2016
"Car Park, Powell Street, Halifax, HX1 1LN",Covea Insurance Plc,18250,06/04/2016
"Unit 9 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Incredibly Edible Todmorden Community Team,950,01/04/2016
"Wellington Inn, Southgate, Elland, HX5 0DQ",Punch Partnerships,11000,29/07/2016
"Unit 1B Alumex Works, Water Lane, Halifax, HX3 9HG",Queensbury Van Hire Ltd,56500,01/08/2016
"Unit HM8 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",,3000,09/07/2016
"Unit 3, Atlas Mill Industrial Estate, Atlas Mill Road, Brighouse            HD6 1ES",,1250,01/04/2016
"Unit 3 Lower Brear, Leeds Road, Halifax, HX3 7AG",,6400,01/12/2016
"Ground Floor Rear, 355 Halifax Road, Todmorden, OL14 5SR",,2325,01/09/2015
"Black Brook Works, Black Brook Way, Greetland, Halifax             HX4 8ED",Richard Jowett & Sons Ltd,4850,04/11/2016
"Sun Inn, 154 Wakefield Road, Lightcliffe, Halifax             HX3 8TH",Enterprise Inns Plc,58500,06/12/2016
"Office Suite D 262, Dean Clough Mills, Halifax, HX3 5AX",J English Builders Ltd,1675,29/06/2016
"Office Suite E136, Dean Clough Mills, Halifax, HX3 5AX",Riccis Tappas And Cicchetti Ltd,2600,01/09/2016
"Office Suites D130, & D180/182/184, Dean Clough Office Park, Halifax              HX3 5AX",Dean Clough Ltd,19000,03/12/2016
"Unit K2 (Second Floor), K Mill, Dean Clough Mills, Halifax, HX3 5AX",Project F.F & E Ltd,8900,01/04/2016
"14 Market Street, Hebden Bridge, HX7 6AA",,6900,30/08/2016
"Suite 1 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",N W C Estates Ltd,2500,10/04/2016
"Suite 6 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",Redwaters Contracts Ltd,4700,06/04/2016
"Suite 9 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",Heritage Salon Solutions Limited,2050,21/04/2016
"Bankside, Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",Bagatelle Estates Ltd,4650,26/04/2016
"Riverside, Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",T And R Properties Llp,5500,11/04/2016
"Pear Tree Inn, Station Road, Norwood Green, Halifax             HX3 8QD",,11750,08/12/2016
"Office 1 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",Wright Angle Marketing Ltd,490,03/10/2016
"Unit 70 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",Edgar Dickinson Properties Ltd,4950,18/10/2016
"197A Gibbet Street &, Halifax, HX1 5JN",,3900,05/12/2016
"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS",Hydroponica Ltd,8700,01/08/2016
"Office 24, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1025,31/10/2016
"24 King Cross Street, Halifax, HX1 2SH",,4250,05/12/2016
"Unit 4B Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Warmco Space Heating Ltd,690,01/03/2016
"Unit 30, 11 Owler Ings Road, Brighouse, HD6 1EJ",,13750,01/09/2016
"Office 14, 11 Owler Ings Road, Brighouse, HD6 1EJ",,1125,01/10/2016
"5 Wharf Street, Sowerby Bridge, HX6 2EG",,4200,18/11/2016
"Unit 10, Thrum Hall Business Park, Albert Road, Halifax              HX2 0DB",,8700,01/08/2016
"17 Market Street, Brighouse, HD6 1AP",E.P.I.C Plc,8000,23/12/2016
"Unit 4 Front, 2 Silver Street, Halifax, HX1 1HS",,2650,15/11/2016
"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",Mood Developments Limited,6100,17/03/2016
"Stores, Portland Place, Halifax, HX1 2QN",,2025,20/06/2016
"Rear Of Unit 7/8, Queens Road Works, Queens Road, Halifax              HX1 3XY",,3950,01/08/2016
"Unit 7, Queens Road Works, Queens Road, Halifax              HX1 3XY",,6600,01/08/2016
"Car Parking Space, Rear Of, 46 Prescott Street, Halifax              HX1 2QW",Cresswells Accountants (Uk) Limited,600,01/01/2016
"2ND Floor, 46 Prescott Street, Halifax, HX1 2QW",Cresswells Accountants (Uk) Limited,2550,01/01/2016
"Ground & 1ST Floors, 46 Prescott Street, Halifax, HX1 2QW",D L Partnership (Uk) Ltd,8200,01/01/2016
"Office 5 & Whse 2, Britannia Works, Garden Street North, Halifax              HX3 6AE",,5800,05/09/2016
"Unit 13 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,840,01/04/2016
"Field Adjacent Lane Ends, Butts Green Lane, Warley, Halifax              HX2 7FW",,1825,01/04/2015
"Unit F, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",Vizur Engineering Ltd,7000,01/04/2015
"123 Halifax Road, Todmorden, OL14 5BE",,2750,01/04/2015
"2 Bradford Road, Brighouse, HD6 1RW",Direct 2 Mum Limited,16500,01/11/2016
"Office 7 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Himmat Ltd,2400,01/11/2016
"Office 1 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Kra Accountants Ltd,4100,01/11/2016
"11 Westgate, Halifax, HX1 1DJ",Cafe Luna Ltd,8400,13/09/2016
"Units 3-7, Burnley Road Garage, Mytholmroyd, Hebden Bridge        HX7 5LH",Co-Operative Group Ltd,21500,25/06/2016
"Office 25 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,2100,01/10/2016
"45 Crown Street, Halifax, HX1 1JB",,6000,10/05/2016
"Croftmyl, Gf Office A8, West Parade, Halifax              HX1 2EQ",,3900,17/11/2016
"Office 2 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",Wright Angle Marketing Ltd,690,24/11/2016
"Office 4 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",Wright Angle Marketing Ltd,2225,24/11/2016
"Office 5 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",Wright Angle Marketing Ltd,3150,24/11/2016
"Office 6 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",Wright Angle Marketing Ltd,850,24/11/2016
"Units 8/9, Queens Road Works, Queens Road, Halifax              HX1 3XY",Click Furniture Warehouse Ltd,13000,20/12/2016
"Office Suite F2 East, F Mill Dean Clough Mills, Dean Clough Office Park, Halifax              HX3 5AX",A W Europe Ltd,78000,10/12/2016
"Fletchers Mill, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,80500,11/12/2016
"Suites 4 & 6 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",Community Transport,5400,01/12/2016
"Suite 7 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",Community Transport,5300,01/12/2016
"Grd Flr Offices A11A-A13, Croft Myl, West Parade, Halifax              HX1 2EQ",,10750,23/11/2016
"Gf Office A10 & Office 3, Croft Myl, West Parade, Halifax              HX1 2EQ",,6600,23/11/2016
"2 Railway Street, Brighouse, HD6 1HQ",,4000,15/02/2016
"Yorks Cooperatives Ltd, Filling Station, Huddersfield Road, Elland               HX5 9AA",Platinum Retail Limited,22500,01/12/2016
"Wakefield Road, Copley, Halifax, HX3 0TP",Charles Leek & Sons Ltd,16000,24/11/2016
"15a Woolshops, Halifax, HX1 1RU",Coal Pension Properties Ltd,7000,01/04/2016
"Unit 2A, West Parade, Halifax, HX1 2TE",Signature Resin Floors Ltd,1750,28/09/2016
"West Parade, Halifax, HX1 2TA",H P C Properties Llp,12000,20/12/2016
"Unit 2 Springvale Works, Elland Road, Brighouse, HD6 2RN",W R P Holdings Ltd,67500,30/12/2016
"67 Commercial Street, Brighouse, HD6 1AF",Tosca North East Ltd,14750,21/08/2016
"65 Commercial Street, Brighouse, HD6 1AF",Tosca North East Ltd,13000,21/08/2016
"Unit 1A The Nurseries, Halifax Road, Brighouse, HD6 2QD",Brighouse Nurseries Ltd,860,31/10/2016
"Unit 3, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",,4750,01/03/2016
"Unit 8, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",,2700,04/02/2016
"Basement Right Hand, Jubilee Mill, West Parade, Halifax              HX1 2TA",A C Fleming Electrical Ltd,2075,01/11/2016
"Suite 5 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Peter David Properties Ltd,2325,01/10/2016
"Suite 8 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,1950,01/12/2016
