Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Puprose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARNES JB LIMITED,A0000202, 05/03/2015,�21.87,PCO0259231,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARNES JB LIMITED,A0000202, 05/03/2015,�32.62,PCO0259229,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BARNES JB LIMITED,A0000202, 05/03/2015,�1.00,PCO0259230,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BARNES JB LIMITED,A0000202, 05/03/2015,�3.99,PCO0259230,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BARNES JB LIMITED,A0000202, 05/03/2015,�14.00,PCO0259230,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARNES JB LIMITED,A0000202, 12/03/2015,�0.57,PCO0259590,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARNES JB LIMITED,A0000202, 12/03/2015,�0.62,PCO0259590,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARNES JB LIMITED,A0000202, 12/03/2015,�4.73,PCO0259590,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARNES JB LIMITED,A0000202, 12/03/2015,�6.63,PCO0259590,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,2,Expenditure : Materials,BARNES JB LIMITED,A0000202, 26/03/2015,�34.66,PCO0260207,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BARNES JB LIMITED,A0000202, 26/03/2015,�19.99,PCO0260208,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2702,Service Charge,BARNFIELD INVESTMENT PROPERTIES LTD,A0026595, 26/03/2015,"�3,836.04",AAS0260365,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,BARNOLDSWICK TOWN COUNCIL,A0000467, 26/03/2015,�500.00,HED0260363,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�2.92,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�5.84,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�8.76,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2005,Bldgs : Vandalism Repairs,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�5.84,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�5.84,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�8.62,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�11.68,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�27.28,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�28.27,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 12/03/2015,�133.92,PCO0259589,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARROWFORD SAFE & LOCK SERV LT,A0000458, 12/03/2015,�40.00,EST0259707,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARROWFORD SAFE & LOCK SERV LT,A0000458, 12/03/2015,�30.00,EST0259706,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,BARROWFORD SAFE & LOCK SERV LT,A0000458, 12/03/2015,�17.52,EST0259704,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1211,Training,BEN SHAW TRAINING LIMITED,A0055722, 05/03/2015,�115.00,PER0259504,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1211,Training,BEN SHAW TRAINING LIMITED,A0055722, 05/03/2015,�200.00,PER0259504,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1211,Training,BEN SHAW TRAINING LIMITED,A0055722, 05/03/2015,�115.00,PER0259503,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1211,Training,BEN SHAW TRAINING LIMITED,A0055722, 05/03/2015,�200.00,PER0259503,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1013,Emp : Training : Courses,BEN SHAW TRAINING LIMITED,A0055722, 19/03/2015,"�2,000.00",OPS0260096,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,1211,Training,BEN SHAW TRAINING LIMITED,A0055722, 26/03/2015,�50.00,PCO0260205,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BES COMMERCIAL ELECTRICITY LTD,A0089105, 05/03/2015,�24.80,AAS0259507,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,BES COMMERCIAL GAS,A0089852, 19/03/2015,�22.40,AAS0260105,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 12/03/2015,�377.00,OPS0259747,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3601,Tprt : Annual Hire Charge,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 19/03/2015,�10.00,OPS0260117,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4609,Members : Training Expenses,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 19/03/2015,�375.00,DAL0260093,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4739,Grants/Contributions,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 19/03/2015,"�4,444.56",AAS0260108,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,BLUEBELL NORTH WEST LIMITED,A0051694, 05/03/2015,"�3,225.00",HMR0259450,N,N/A,N,537.5
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4705,Other Expenses,BOUNDARY MILL STORES,A0010218, 12/03/2015,"�3,622.80",REG0259771,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BOWCOM,A0045454, 12/03/2015,�267.00,PCO0259587,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BOWCOM,A0045454, 12/03/2015,"�1,072.50",PCO0259587,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�356.60,PCO0260202,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�357.15,PCO0260202,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�131.05,PCO0260202,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�456.60,PCO0260201,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�136.55,PCO0260201,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�183.80,PCO0260201,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�306.05,PCO0260202,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�158.80,PCO0260201,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�133.25,PCO0260202,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BOWLAND TREE CONSULTANCY LTD,A0089938, 26/03/2015,�133.80,PCO0260201,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BRENT STEVENSON MEMORIALS,A0002426, 12/03/2015,�125.00,PCO0259603,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4610,Meeting Expenses,BRIERFIELD TOWN COUNCIL,A0000469, 12/03/2015,�54.00,DAL0259709,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,BRIERFIELD TOWN COUNCIL,A0000469, 19/03/2015,�90.00,COR0260163,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 05/03/2015,�27.49,AAS0259560,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 05/03/2015,�78.18,AAS0259559,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�28.15,AAS0260381,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�40.58,AAS0260382,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�7.87,AAS0260407,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�8.15,AAS0260403,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�105.03,AAS0260405,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�300.15,AAS0260376,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�35.16,AAS0260410,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,"-�10,506.79",AAS4004600,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,-�547.43,AAS4004601,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,"�10,506.79",AAS0260395,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�16.46,AAS0260378,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,"�2,732.27",AAS0260379,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�40.57,AAS0260402,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�149.06,AAS0260423,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�160.30,AAS0260418,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�5.34,AAS0260416,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�135.51,AAS0260374,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�70.90,AAS0260391,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�18.91,AAS0260389,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�8.51,AAS0260373,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�231.55,AAS0260424,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�14.24,AAS0260372,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�30.70,AAS0260408,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�34.86,AAS0260409,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�57.57,AAS0260406,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�62.40,AAS0260420,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�9.05,AAS0260413,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�66.38,AAS0260412,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�459.13,AAS0260370,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,-�152.73,AAS4004599,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�7.68,AAS0260386,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�105.13,AAS0260385,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�62.52,AAS0260388,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�136.56,AAS0260375,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�36.54,AAS0260390,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�28.34,AAS0260396,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�23.40,AAS0260398,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�46.20,AAS0260399,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�6.40,AAS0260400,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�9.92,AAS0260415,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�7.87,AAS0260383,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�23.68,AAS0260384,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�5.55,AAS0260387,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�7.87,AAS0260392,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�29.66,AAS0260394,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�21.48,AAS0260393,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�7.11,AAS0260397,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�59.82,AAS0260377,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�17.87,AAS0260419,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�6.40,AAS0260404,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�9.79,AAS0260411,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�18.06,AAS0260414,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�393.82,AAS0260422,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�441.99,AAS0260421,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�18.43,AAS0260401,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,BRITISH GAS BUSINESS,A0069538, 11/03/2015,�20.74,AAS0260380,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,BRITISH GAS BUSINESS,A0057202, 12/03/2015,�39.66,AAS0259748,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 12/03/2015,-�156.36,AAS4004570,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 12/03/2015,-�114.26,AAS4004569,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 12/03/2015,�114.26,AAS0259726,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 12/03/2015,�156.36,AAS0259724,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 12/03/2015,�190.72,AAS0259725,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0057202, 19/03/2015,�1.08,AAS0260104,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,BRITISH GAS BUSINESS,A0040331, 26/03/2015,�31.07,AAS0260281,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2202,Gas,BRITISH GAS BUSINESS,A0057202, 26/03/2015,�35.83,EST0260243,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,BROUGHTON COMPRESSORS,A0087395, 05/03/2015,�120.00,PCO0259259,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 12/03/2015,�25.00,PCO0259594,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,BROWNS ENGINEERING SERVICES,A0012980, 12/03/2015,�140.00,PCO0259594,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,BURNLEY AND PENDLE ENERGY ASSESSORS LTD,A0077075, 26/03/2015,�100.00,EST0260235,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4704,Publicity & advertisement,BURNLEY BOROUGH COUNCIL,A0044855, 26/03/2015,�600.00,REG0260171,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,5005,Refuse Collection DLO,C & C PROCESS SERVERS,A0074728, 26/03/2015,�65.00,OPS0260337,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2005,Bldgs : Vandalism Repairs,C & C SPORTING LIMITED,A0090221, 19/03/2015,�33.33,PCO0260005,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2005,Bldgs : Vandalism Repairs,C & C SPORTING LIMITED,A0090221, 19/03/2015,�225.00,PCO0260005,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,C & R WALNE ENGRAVERS,A0042734, 05/03/2015,�34.00,PCO0259245,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C & R WALNE ENGRAVERS,A0042734, 05/03/2015,�36.00,PCO0259243,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C & R WALNE ENGRAVERS,A0042734, 05/03/2015,�36.00,PCO0259242,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C & R WALNE ENGRAVERS,A0042734, 05/03/2015,�36.00,PCO0259244,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C & R WALNE ENGRAVERS,A0042734, 26/03/2015,�48.00,PCO0260299,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C B PRICE & SONS BUILDERS,A0052117, 26/03/2015,�200.00,PCO0260294,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C B PRICE & SONS BUILDERS,A0052117, 26/03/2015,�200.00,PCO0260296,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C B PRICE & SONS BUILDERS,A0052117, 26/03/2015,"�1,820.00",PCO0260290,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,C B PRICE & SONS BUILDERS,A0052117, 26/03/2015,"�4,040.00",PCO0260298,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,CAMPEY TURF CARE SYSTEMS,A0050717, 12/03/2015,�9.00,PCO0259586,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,CAMPEY TURF CARE SYSTEMS,A0050717, 12/03/2015,�24.65,PCO0259586,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4001,EFM : Photocopiers,CANON (UK) LIMITED,A0040400, 05/03/2015,�249.67,HMR0259477,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4001,EFM : Photocopiers,CANON (UK) LIMITED,A0040400, 05/03/2015,�289.38,AAS0259505,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4301,Printing & Stationery,CANON (UK) LIMITED,A0040400, 05/03/2015,�479.03,OPS0259500,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4001,EFM : Photocopiers,CANON (UK) LIMITED,A0040400, 26/03/2015,�119.31,HMR0260167,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,CAPACITY GRID,A0090239, 26/03/2015,"�393,000.00",AAS0260364,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,4003,EFM : Other Equipment,CASELLA MONITOR,A0069523, 12/03/2015,�994.00,PCO0259612,N,N/A,N,N/A
