Agency,Paid_fare,Trip type,Routing_type,Ticket class,Departure Date,Origin,Destination,Destination Country,Carrier
HMT,115.7,Continental,ONE-WAY,Economy,18/04/2011,LONDON,SOFIA,BULGARIA,BULGARIA AIR
HMT,29,Continental,TURNAROUND OPEN JAW,Economy,18/04/2011,LONDON,SOFIA,BULGARIA,BRITISH AIRWAYS
HMT,167.6,Continental,ONE-WAY,Economy,19/04/2011,SOFIA,PRAGUE,CZECH REPUBLIC,CZECH AIRLINES
HMT,486.3,Continental,ONE-WAY,Economy,19/04/2011,PRAGUE,BUCHAREST,ROMANIA,AUSTRIAN AIRLINES
HMT,167.6,Continental,ONE-WAY,Economy,19/04/2011,SOFIA,PRAGUE,CZECH REPUBLIC,CZECH AIRLINES
HMT,486.3,Continental,ONE-WAY,Economy,19/04/2011,PRAGUE,BUCHAREST,ROMANIA,AUSTRIAN AIRLINES
HMT,204.2,Intercontinental,ONE-WAY,Economy,20/04/2011,DELHI,AHMEDABAD,INDIA,JET AIRWAYS
HMT,418.09,Continental,ONE-WAY,Economy,20/04/2011,LONDON,LJUBLJANA,SLOVENIA,SWISS
HMT,186.4,Continental,ONE-WAY,Economy,20/04/2011,BUCHAREST,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,91.32,Continental,ONE-WAY,Economy,21/04/2011,LJUBLJANA,LONDON,UNITED KINGDOM,EASYJET
HMT,24.9,Intercontinental,ONE-WAY,Economy,22/04/2011,AHMEDABAD,MUMBAI/BOMBAY,INDIA,Kingfisher Airlines
DMO,1404.13,Intercontinental,ROUND TRIP,Economy,26/04/2011,LONDON,OTTAWA,CANADA,AIR CANADA
HMT,286.11,Continental,ROUND TRIP,Economy,27/04/2011,LONDON,LUXEMBOURG,LUXEMBOURG,AIR FRANCE
HMT,1130.33,Intercontinental,ONE-WAY,Business Class,02/05/2011,LONDON,KUWAIT,KUWAIT,KUWAIT AIRWAYS
HMT,-206.5,Continental,ROUND TRIP,Economy,03/05/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,235.5,Continental,ROUND TRIP,Economy,03/05/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,161,Domestic,ONE-WAY,Economy,03/05/2011,.UNITED KINGDOM,.UNITED KINGDOM,UNITED KINGDOM,BRITISH AIRWAYS
HMT,235.5,Continental,ROUND TRIP,Economy,03/05/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,161,Domestic,ONE-WAY,Economy,03/05/2011,.UNITED KINGDOM,.UNITED KINGDOM,UNITED KINGDOM,BRITISH AIRWAYS
HMT,-206.5,Continental,ROUND TRIP,Economy,03/05/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,235.5,Continental,ROUND TRIP,Economy,03/05/2011,LONDON,HELSINKI,FINLAND,BRITISH AIRWAYS
HMT,516.13,Intercontinental,ROUND TRIP,Economy,03/05/2011,LONDON,RABAT,MOROCCO,AIR FRANCE
HMT,50,Intercontinental,ROUND TRIP,Economy,03/05/2011,LONDON,RABAT,MOROCCO,AIR FRANCE
HMT,22,Continental,ROUND TRIP,Economy,04/05/2011,LONDON,BRUSSELS,BELGIUM,EUROSTAR
APA,3017.43,Intercontinental,ROUND TRIP,Business Class,04/05/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
APA,2731.43,Intercontinental,ROUND TRIP,Business Class,04/05/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,3854.23,Intercontinental,ORIGIN OPEN JAW,Business Class,04/05/2011,LONDON,WASHINGTON,UNITED STATES,UNITED AIRLINES
HMT,150.2,Continental,ROUND TRIP,Economy,05/05/2011,LONDON,GENEVA,SWITZERLAND,BRITISH AIRWAYS
HMT,795.1,Intercontinental,ONE-WAY,Business Class,06/05/2011,KUWAIT,PARIS,FRANCE,MIDDLE EAST AIRLINES
DMO,3336.6,Intercontinental,ROUND TRIP,Business Class,08/05/2011,LONDON,SANTIAGO,CHILE,IBERIA
HMT,246.85,Continental,ROUND TRIP,Economy,09/05/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
DMO,187.7,Continental,ROUND TRIP,Economy,10/05/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,250.6,Continental,ONE-WAY,Economy,10/05/2011,LONDON,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
APA,60.35,Domestic,ONE-WAY,Economy,11/05/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
APA,117.27,Domestic,ROUND TRIP,Economy,11/05/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,340.95,Continental,ROUND TRIP,Economy,11/05/2011,LONDON,STOCKHOLM,SWEDEN,BRITISH AIRWAYS
HMT,340.95,Continental,ROUND TRIP,Economy,11/05/2011,LONDON,STOCKHOLM,SWEDEN,BRITISH AIRWAYS
HMT,467,Continental,ROUND TRIP,Economy,11/05/2011,LONDON,ROME,ITALY,BRITISH AIRWAYS
HMT,467,Continental,ROUND TRIP,Economy,11/05/2011,LONDON,ROME,ITALY,BRITISH AIRWAYS
HMT,467,Continental,ROUND TRIP,Economy,11/05/2011,LONDON,ROME,ITALY,BRITISH AIRWAYS
HMT,30,Continental,ROUND TRIP,Economy,11/05/2011,LONDON,STOCKHOLM,SWEDEN,BRITISH AIRWAYS
HMT,39,Domestic,ONE-WAY,Economy,12/05/2011,BELFAST,LONDON,UNITED KINGDOM,BMI
HMT,5341.53,Intercontinental,ROUND TRIP,Business Class,16/05/2011,LONDON,BUENOS AIRES,ARGENTINA,BRITISH AIRWAYS
HMT,124.24,Continental,ONE-WAY,Economy,16/05/2011,LONDON,ROME,ITALY,EASYJET
OBR,220,Continental,ROUND TRIP,Economy,19/05/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,163.18,Domestic,ROUND TRIP,Economy,20/05/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,4145.83,Intercontinental,ROUND TRIP,Business Class,21/05/2011,LONDON,HONG KONG,HONG KONG,CATHAY PACIFIC AIRWAYS
HMT,2297.18,Intercontinental,ROUND TRIP,Business Class,21/05/2011,LONDON,TOKYO,JAPAN,LUFTHANSA GERMAN AIRLINES
HMT,500.6,Intercontinental,ROUND TRIP,Economy,23/05/2011,HONG KONG,BEIJING,CHINA,CATHAY PACIFIC AIRWAYS
HMT,71.19,Continental,ONE-WAY,Economy,24/05/2011,LONDON,DUBLIN,IRELAND,BMI
HMT,419.3,Continental,ROUND TRIP,Business Class,24/05/2011,LONDON,BRUSSELS,BELGIUM,BRITISH AIRWAYS
HMT,81.74,Continental,ONE-WAY,Economy,24/05/2011,DUBLIN,LONDON,UNITED KINGDOM,AER LINGUS
HMT,737.5,Continental,ROUND TRIP,Premium Economy,26/05/2011,LONDON,COPENHAGEN,DENMARK,SAS SCANDINAVIAN AIRLINES
HMT,327.18,Domestic,ROUND TRIP,Economy,26/05/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,327.18,Domestic,ROUND TRIP,Economy,26/05/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,2788.91,Intercontinental,ROUND TRIP,Business Class,28/05/2011,LONDON,BERMUDA,BERMUDA,BRITISH AIRWAYS
HMT,977,Intercontinental,ROUND TRIP,Business Class,29/05/2011,LONDON,CASABLANCA,MOROCCO,ROYAL AIR MAROC
OBR,155.83,Continental,ROUND TRIP,Economy,30/05/2011,LONDON,DUBLIN,IRELAND,AER LINGUS
HMT,561.39,Continental,ROUND TRIP,Economy,31/05/2011,LONDON,VIENNA,AUSTRIA,BMI
HMT,515.5,Continental,ROUND TRIP,Economy,31/05/2011,LONDON,VIENNA,AUSTRIA,BRITISH AIRWAYS
APA,2699.93,Intercontinental,ROUND TRIP,Business Class,01/06/2011,LONDON,NEW YORK,UNITED STATES,BRITISH AIRWAYS
HMT,327.18,Domestic,ROUND TRIP,Economy,01/06/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,489.8,Continental,ONE-WAY,Economy,02/06/2011,BRUSSELS,WARSAW,POLAND,LOT-POLISH AIRLINES
HMT,488.59,Continental,ROUND TRIP,Economy,02/06/2011,LONDON,WARSAW,POLAND,BMI
HMT,488.59,Continental,ROUND TRIP,Economy,02/06/2011,LONDON,WARSAW,POLAND,BMI
HMT,377.59,Continental,ROUND TRIP,Economy,02/06/2011,LONDON,WARSAW,POLAND,BMI
HMT,215,Continental,ONE-WAY,Economy,03/06/2011,WARSAW,LONDON,UNITED KINGDOM,BMI
HMT,667.63,Intercontinental,ONE-WAY,Economy,03/06/2011,LONDON,ABU DHABI,UNITED ARAB EMIRATES,ETIHAD AIRWAYS
HMT,431.6,Continental,ROUND TRIP,Economy,05/06/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
HMT,668.3,Continental,ONE-WAY,Business Class,05/06/2011,LONDON,BUDAPEST,HUNGARY,BRITISH AIRWAYS
HMT,202.15,Continental,ROUND TRIP,Economy,06/06/2011,LONDON,AMSTERDAM,NETHERLANDS,BRITISH AIRWAYS
HMT,192.9,Intercontinental,ONE-WAY,Economy,06/06/2011,ABU DHABI,KUWAIT,KUWAIT,GULF AIR
HMT,757.1,Continental,ROUND TRIP,Economy,06/06/2011,LONDON,BUDAPEST,HUNGARY,BRITISH AIRWAYS
HMT,3017.93,Intercontinental,ROUND TRIP,Business Class,07/06/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,3017.93,Intercontinental,ROUND TRIP,Business Class,07/06/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,3304.93,Intercontinental,ROUND TRIP,Business Class,07/06/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,199.9,Intercontinental,ONE-WAY,Economy,07/06/2011,KUWAIT,DOHA,QATAR,QATAR AIRWAYS
HMT,179.9,Continental,ONE-WAY,Economy,07/06/2011,BUDAPEST,LONDON,UNITED KINGDOM,MALEV
HMT,4735.23,Intercontinental,ROUND TRIP,Business Class,07/06/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,104.2,Continental,ONE-WAY,Economy,07/06/2011,LONDON,STOCKHOLM,SWEDEN,NORWEGIAN AIR SHUTTLE
HMT,1927,Intercontinental,ONE-WAY,Business Class,08/06/2011,DOHA,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,200.8,Continental,ONE-WAY,Economy,08/06/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,200.8,Continental,ONE-WAY,Economy,08/06/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,402.9,Continental,ONE-WAY,Premium Economy,08/06/2011,BERLIN,PARIS,FRANCE,AIR FRANCE
HMT,402.9,Continental,ONE-WAY,Premium Economy,08/06/2011,BERLIN,PARIS,FRANCE,AIR FRANCE
HMT,513.6,Continental,ROUND TRIP,Economy,08/06/2011,LONDON,WARSAW,POLAND,BRITISH AIRWAYS
HMT,513.6,Continental,ROUND TRIP,Economy,08/06/2011,LONDON,WARSAW,POLAND,BRITISH AIRWAYS
HMT,322.9,Continental,TURNAROUND OPEN JAW,Economy,09/06/2011,LONDON,ZURICH,SWITZERLAND,BRITISH AIRWAYS
HMT,128.75,Domestic,ONE-WAY,Economy,10/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,351.89,Continental,ROUND TRIP,Business Class,10/06/2011,LONDON,ZURICH,SWITZERLAND,SWISS
HMT,351.89,Continental,ROUND TRIP,Business Class,10/06/2011,LONDON,ZURICH,SWITZERLAND,SWISS
HMT,2014.03,Intercontinental,ROUND TRIP,Business Class,11/06/2011,LONDON,DELHI,INDIA,BRITISH AIRWAYS
HMT,22,Continental,ROUND TRIP,Economy,14/06/2011,LONDON,BRUSSELS,BELGIUM,EUROSTAR
HMT,1600.13,Intercontinental,ONE-WAY,Business Class,14/06/2011,LONDON,DELHI,INDIA,VIRGIN ATLANTIC
HMT,2148.5,Intercontinental,ORIGIN OPEN JAW,Business Class,15/06/2011,DELHI,LONDON,UNITED KINGDOM,JET AIRWAYS
HMT,10,Domestic,ONE-WAY,Economy,15/06/2011,.UNITED KINGDOM,.UNITED KINGDOM,UNITED KINGDOM,JET AIRWAYS
HMT,584,Continental,ORIGIN OPEN JAW,Economy,15/06/2011,BRUSSELS,WARSAW,POLAND,LOT-POLISH AIRLINES
HMT,10,Intercontinental,ORIGIN OPEN JAW,Business Class,15/06/2011,DELHI,LONDON,UNITED KINGDOM,JET AIRWAYS
HMT,387.18,Domestic,ROUND TRIP,Economy,16/06/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,387.18,Domestic,ROUND TRIP,Economy,16/06/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
APA,387.18,Domestic,ROUND TRIP,Economy,16/06/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,2857.93,Intercontinental,ROUND TRIP,Business Class,17/06/2011,LONDON,MEXICO CITY,MEXICO,BRITISH AIRWAYS
HMT,2857.93,Intercontinental,ROUND TRIP,Business Class,17/06/2011,LONDON,MEXICO CITY,MEXICO,BRITISH AIRWAYS
HMT,2857.93,Intercontinental,ROUND TRIP,Business Class,17/06/2011,LONDON,MEXICO CITY,MEXICO,BRITISH AIRWAYS
HMT,180.2,Domestic,ROUND TRIP,Economy,17/06/2011,LONDON,ISLE OF MAN,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,1370.23,Intercontinental,ROUND TRIP,Premium Economy,17/06/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,179.48,Domestic,ROUND TRIP,Economy,17/06/2011,LONDON,ISLE OF MAN,UNITED KINGDOM,AER ARANN EXPRESS
OBR,1927.23,Intercontinental,CIRCLE TRIP,Business Class,18/06/2011,LONDON,WASHINGTON,UNITED STATES,VIRGIN ATLANTIC
HMT,4834.91,Intercontinental,CIRCLE TRIP,Business Class,19/06/2011,LONDON,MEXICO CITY,MEXICO,VIRGIN ATLANTIC
HMT,250.4,Continental,ONE-WAY,Economy,19/06/2011,LONDON,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
HMT,311.59,Continental,ROUND TRIP,Economy,19/06/2011,LONDON,BASEL,SWITZERLAND,SWISS
DMO,2597.33,Intercontinental,ROUND TRIP,Business Class,20/06/2011,LONDON,SEOUL,KOREA REPUBLIC,KOREAN AIR
HMT,802.85,Continental,ROUND TRIP,Business Class,20/06/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,657.95,Continental,ROUND TRIP,Economy,20/06/2011,LONDON,LUXEMBOURG,LUXEMBOURG,LUXAIR
HMT,822.2,Continental,ROUND TRIP,Business Class,20/06/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
HMT,822.2,Continental,ROUND TRIP,Business Class,20/06/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
HMT,822.2,Continental,ROUND TRIP,Business Class,20/06/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
HMT,822.2,Continental,ROUND TRIP,Business Class,20/06/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
HMT,492.3,Continental,ONE-WAY,Business Class,20/06/2011,LONDON,LUXEMBOURG,LUXEMBOURG,BRITISH AIRWAYS
DMO,343.49,Continental,ROUND TRIP,Economy,21/06/2011,LONDON,ZURICH,SWITZERLAND,BMI
HMT,1134.1,Intercontinental,CIRCLE TRIP,Business Class,21/06/2011,LONDON,TUNIS,TUNISIA,TUNISAIR
HMT,557.6,Continental,ONE-WAY,Business Class,21/06/2011,LUXEMBOURG,LONDON,UNITED KINGDOM,LUXAIR
APA,988,Intercontinental,ROUND TRIP,Business Class,22/06/2011,LONDON,NEW YORK,UNITED STATES,BRITISH AIRWAYS
HMT,269.25,Domestic,ONE-WAY,Economy,22/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,273.75,Domestic,ONE-WAY,Economy,23/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,273.75,Domestic,ONE-WAY,Economy,23/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,-269.25,Domestic,ONE-WAY,Economy,23/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,312.67,Domestic,ROUND TRIP,Economy,23/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,312.67,Domestic,ROUND TRIP,Economy,23/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,923.63,Intercontinental,ROUND TRIP,Economy,24/06/2011,LONDON,BEIJING,CHINA,BRITISH AIRWAYS
HMT,-1187.73,Intercontinental,ROUND TRIP,Premium Economy,24/06/2011,BUENOS AIRES,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,95,Domestic,ONE-WAY,Economy,24/06/2011,.UNITED KINGDOM,.UNITED KINGDOM,UNITED KINGDOM,BRITISH AIRWAYS
HMT,1468.73,Intercontinental,ROUND TRIP,Premium Economy,24/06/2011,BUENOS AIRES,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,208.92,Domestic,ONE-WAY,Economy,24/06/2011,EDINBURGH,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,255,Continental,ROUND TRIP,Economy,25/06/2011,LONDON,WARSAW,POLAND,BRITISH AIRWAYS
HMT,237.81,Continental,ROUND TRIP,Economy,26/06/2011,LONDON,ROTTERDAM,NETHERLANDS,AIR FRANCE
HMT,279.1,Continental,ROUND TRIP,Economy,27/06/2011,LONDON,PARIS,FRANCE,BRITISH AIRWAYS
HMT,105.75,Continental,ONE-WAY,Economy,27/06/2011,LONDON,COPENHAGEN,DENMARK,BRITISH AIRWAYS
HMT,329.7,Continental,ROUND TRIP,Economy,27/06/2011,LONDON,BERLIN,GERMANY,BRITISH AIRWAYS
HMT,129,Domestic,ONE-WAY,Economy,29/06/2011,.UNITED KINGDOM,.UNITED KINGDOM,UNITED KINGDOM,ROYAL AIR MAROC
HMT,-171.8,Intercontinental,ROUND TRIP,Economy,29/06/2011,LONDON,CASABLANCA,MOROCCO,ROYAL AIR MAROC
HMT,237.6,Intercontinental,ROUND TRIP,Economy,29/06/2011,LONDON,CASABLANCA,MOROCCO,ROYAL AIR MAROC
HMT,327.2,Continental,ONE-WAY,Economy,29/06/2011,COPENHAGEN,LONDON,UNITED KINGDOM,SAS SCANDINAVIAN AIRLINES
HMT,3551.5,Intercontinental,ROUND TRIP,Business Class,29/06/2011,LONDON,RIO DE JANEIRO,BRAZIL,TAP AIR PORTUGAL
HMT,154.27,Domestic,ROUND TRIP,Economy,30/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,-39.77,Domestic,ROUND TRIP,Economy,30/06/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,560.6,Continental,ROUND TRIP,Economy,04/07/2011,LONDON,ATHENS,GREECE,AEGEAN AIRLINES
HMT,371,Continental,ROUND TRIP,Economy,05/07/2011,LONDON,PARIS,FRANCE,BRITISH AIRWAYS
HMT,286.11,Continental,ROUND TRIP,Economy,06/07/2011,LONDON,LUXEMBOURG,LUXEMBOURG,AIR FRANCE
HMT,125.93,Domestic,ROUND TRIP,Economy,06/07/2011,LONDON,EDINBURGH,UNITED KINGDOM,EASYJET
HMT,152.8,Continental,ONE-WAY,Economy,07/07/2011,LONDON,WARSAW,POLAND,BRITISH AIRWAYS
HMT,289.22,Domestic,ROUND TRIP,Economy,07/07/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,289.22,Domestic,ROUND TRIP,Economy,07/07/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,289.22,Domestic,ROUND TRIP,Economy,07/07/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,289.22,Domestic,ROUND TRIP,Economy,07/07/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,289.22,Domestic,ROUND TRIP,Economy,07/07/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,302.8,Continental,ROUND TRIP,Economy,07/07/2011,LONDON,WARSAW,POLAND,BRITISH AIRWAYS
HMT,506.8,Continental,ROUND TRIP,Economy,07/07/2011,LONDON,WARSAW,POLAND,BRITISH AIRWAYS
HMT,376.18,Domestic,ROUND TRIP,Economy,07/07/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,304.18,Domestic,ROUND TRIP,Economy,07/07/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,376.18,Domestic,ROUND TRIP,Economy,07/07/2011,LONDON,BELFAST,UNITED KINGDOM,BMI
HMT,815.45,Continental,ROUND TRIP,Economy,07/07/2011,LONDON,MADRID,SPAIN,BRITISH AIRWAYS
HMT,100,Intercontinental,ROUND TRIP,Economy,08/07/2011,LONDON,BEIJING,CHINA,BRITISH AIRWAYS
HMT,134,Intercontinental,ROUND TRIP,Economy,08/07/2011,LONDON,BEIJING,CHINA,BRITISH AIRWAYS
HMT,502.8,Continental,ONE-WAY,Economy,08/07/2011,WARSAW,PARIS,FRANCE,LOT-POLISH AIRLINES
HMT,275.5,Continental,ROUND TRIP,Economy,13/07/2011,LONDON,BRUSSELS,BELGIUM,BRITISH AIRWAYS
HMT,486.5,Continental,ROUND TRIP,Business Class,14/07/2011,LONDON,AMSTERDAM,NETHERLANDS,BRITISH AIRWAYS
HMT,486.5,Continental,ROUND TRIP,Business Class,14/07/2011,LONDON,AMSTERDAM,NETHERLANDS,BRITISH AIRWAYS
HMT,147.27,Domestic,ROUND TRIP,Economy,14/07/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,269.25,Domestic,ONE-WAY,Economy,14/07/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,105.48,Domestic,ONE-WAY,Economy,14/07/2011,GLASGOW,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,324.41,Continental,ROUND TRIP,Economy,14/07/2011,LONDON,DUBLIN,IRELAND,AER LINGUS
HMT,314.41,Continental,ROUND TRIP,Economy,14/07/2011,LONDON,DUBLIN,IRELAND,AER LINGUS
HMT,85.24,Domestic,ONE-WAY,Economy,14/07/2011,GLASGOW,BRISTOL,UNITED KINGDOM,EASYJET
HMT,85.24,Domestic,ONE-WAY,Economy,14/07/2011,LONDON,GLASGOW,UNITED KINGDOM,EASYJET
HMT,262.88,Continental,ROUND TRIP,Economy,15/07/2011,LONDON,DUBLIN,IRELAND,BMI
HMT,91,Continental,ROUND TRIP,Economy,15/07/2011,LONDON,DUBLIN,IRELAND,BMI
HMT,1948.73,Intercontinental,ROUND TRIP,Business Class,16/07/2011,LONDON,MIAMI,UNITED STATES,BRITISH AIRWAYS
HMT,200.6,Intercontinental,ROUND TRIP,Economy,16/07/2011,MIAMI,GRAND CAYMAN ISLAND,CAYMAN ISLANDS,AMERICAN AIRLINES
HMT,1400.16,Intercontinental,ROUND TRIP,Business Class,16/07/2011,LONDON,MIAMI,UNITED STATES,DELTA AIR LINES
HMT,200.9,Intercontinental,ROUND TRIP,Economy,16/07/2011,MIAMI,GRAND CAYMAN ISLAND,CAYMAN ISLANDS,AMERICAN AIRLINES
HMT,202.71,Continental,ONE-WAY,Economy,18/07/2011,LONDON,LUXEMBOURG,LUXEMBOURG,AIR FRANCE
HMT,189.67,Domestic,ROUND TRIP,Economy,19/07/2011,LONDON,EDINBURGH,UNITED KINGDOM,BRITISH AIRWAYS
HMT,284.3,Continental,ONE-WAY,Economy,19/07/2011,LUXEMBOURG,LONDON,UNITED KINGDOM,LUXAIR
HMT,3590.33,Intercontinental,ROUND TRIP,Business Class,20/07/2011,LONDON,BEIJING,CHINA,BRITISH AIRWAYS
APA,371.29,Continental,ROUND TRIP,Economy,20/07/2011,LONDON,MUNICH,GERMANY,LUFTHANSA GERMAN AIRLINES
HMT,536.47,Domestic,ORIGIN OPEN JAW,Economy,21/07/2011,LONDON,STORNOWAY,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,252.35,Domestic,ONE-WAY,Economy,21/07/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,484.59,Domestic,ORIGIN OPEN JAW,Economy,21/07/2011,GLASGOW,LONDON,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,252.35,Domestic,ONE-WAY,Economy,21/07/2011,LONDON,GLASGOW,UNITED KINGDOM,BRITISH AIRWAYS
HMT,484.59,Domestic,ORIGIN OPEN JAW,Economy,21/07/2011,GLASGOW,LONDON,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,286.54,Domestic,ROUND TRIP,Economy,24/07/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,325.54,Domestic,ROUND TRIP,Economy,24/07/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,325.54,Domestic,ROUND TRIP,Economy,24/07/2011,LONDON,ABERDEEN,UNITED KINGDOM,BRITISH AIRWAYS
HMT,3018.33,Intercontinental,ROUND TRIP,Business Class,25/07/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,3018.33,Intercontinental,ROUND TRIP,Business Class,25/07/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,5239.83,Intercontinental,TURNAROUND OPEN JAW,Business Class,25/07/2011,LONDON,WASHINGTON,UNITED STATES,BRITISH AIRWAYS
HMT,141.3,Continental,ONE-WAY,Economy,25/07/2011,LONDON,BRUSSELS,BELGIUM,BRUSSELS AIRLINES
HMT,450.6,Intercontinental,ONE-WAY,Business Class,25/07/2011,BRUSSELS,CAIRO,EGYPT,EGYPTAIR
HMT,512.3,Intercontinental,ONE-WAY,Economy,27/07/2011,WASHINGTON,MEXICO CITY,MEXICO,UNITED AIRLINES
HMT,592.7,Intercontinental,ONE-WAY,Economy,28/07/2011,CAIRO,PARIS,FRANCE,AIR FRANCE
HMT,4887.93,Intercontinental,ROUND TRIP,Business Class,02/08/2011,LONDON,SYDNEY,AUSTRALIA,QANTAS AIRWAYS
HMT,3192.33,Intercontinental,ROUND TRIP,Business Class,06/08/2011,LONDON,BEIJING,CHINA,BRITISH AIRWAYS
HMT,5273.8,Intercontinental,ORIGIN OPEN JAW,Business Class,09/08/2011,MISSOULA,LONDON,UNITED KINGDOM,BRITISH AIRWAYS
HMT,898.3,Continental,ONE-WAY,Business Class,10/08/2011,JEREZ DE LA FRONTERA,LONDON,UNITED KINGDOM,IBERIA
HMT,205.21,Continental,ONE-WAY,Economy,11/08/2011,LONDON,FARO,PORTUGAL,BRITISH AIRWAYS
HMT,186.9,Domestic,ROUND TRIP,Economy,17/08/2011,LONDON,NEWQUAY,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,206.9,Domestic,ROUND TRIP,Economy,17/08/2011,LONDON,NEWQUAY,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,206.9,Domestic,ROUND TRIP,Economy,17/08/2011,LONDON,NEWQUAY,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
HMT,206.9,Domestic,ROUND TRIP,Economy,17/08/2011,LONDON,NEWQUAY,UNITED KINGDOM,FLYBE BRITISH EUROPEAN
