Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,06/06/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,317.56"
Rochdale,10/06/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£36,426.84"
Rochdale,12/06/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£957.15
Rochdale,16/06/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,498.44"
Rochdale,20/06/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,269.05"
Rochdale,27/06/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,276.96"
Rochdale,13/06/2014,CARITAS CARE LTD,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£27,000.00"
Rochdale,04/06/2014,CARLTON MINIBUSES,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£3,328.00"
Rochdale,10/06/2014,CARTWHEEL ARTS,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,CREATIVE EMPL PROGRAMME,"£2,250.00"
Rochdale,26/06/2014,CAS FM LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,1 RIVERSIDE,£570.00
Rochdale,06/06/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,647.71"
Rochdale,16/06/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,516.77"
Rochdale,20/06/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,879.96"
Rochdale,27/06/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,184.26"
Rochdale,26/06/2014,CASTLEROYLE PRIVATE HIRE,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£4,303.00"
Rochdale,17/06/2014,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£534.60
Rochdale,02/06/2014,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£720.00
Rochdale,12/06/2014,CASTLETON HEALTH CENTRE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£2,799.53"
Rochdale,05/06/2014,CHANCES,Unclassifiable,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"£1,862.00"
Rochdale,17/06/2014,CHANNINGS EARLY YEARS SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,039.20"
Rochdale,04/06/2014,CHERISH UK LIMITED,Human Resources,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,414.02"
Rochdale,09/06/2014,CHILD ACTION NORTHWEST,Human Resources,-,STRONGER FAMILIES PROGRAMME DELIVERY,"£12,188.00"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,423.33"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,587.01"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,184.01"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,370.01"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£2,905.63"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,184.01"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,011.34"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,321.34"
Rochdale,24/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,538.34"
Rochdale,01/06/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"£15,833.33"
Rochdale,06/06/2014,CHILDCARE VOUCHERS LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,ST THOMAS MORE,"£49,282.98"
Rochdale,02/06/2014,CLEWORTH ROAD PRE-SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£660.00
Rochdale,17/06/2014,CLEWORTH ROAD PRE-SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,185.40"
Rochdale,23/06/2014,CLONSHALL LTD,Building Construction Materials,-,RUGBY RD IN ROOF 303,"£3,884.30"
Rochdale,17/06/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£6,415.20"
Rochdale,02/06/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£780.00
Rochdale,17/06/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£5,546.88"
Rochdale,04/06/2014,COACH OPTIONS LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,408.00"
Rochdale,04/06/2014,COACH OPTIONS LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,600.00"
Rochdale,04/06/2014,COACH OPTIONS LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,080.00"
Rochdale,06/06/2014,COASTAL CHILD & ADOLESCENT THERAPUTIC SERVICES LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£2,640.00"
Rochdale,26/06/2014,COMFORT CALL,Healthcare,-,WEST,"£1,309.40"
Rochdale,12/06/2014,COMFORT CALL,Healthcare,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,002.00"
Rochdale,13/06/2014,COMFORT CALL,Healthcare,LEARNING DIS & MENTAL HEALTH,GENERAL,£990.00
Rochdale,19/06/2014,COMFORT CALL,Healthcare,LEARNING DIS & MENTAL HEALTH,GENERAL,£520.00
Rochdale,06/06/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£11,368.61"
Rochdale,16/06/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£11,265.69"
Rochdale,20/06/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£11,063.09"
Rochdale,27/06/2014,COMFORT CALL,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£11,090.50"
Rochdale,09/06/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£678.01
Rochdale,09/06/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£566.57
Rochdale,06/06/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,764.05"
Rochdale,16/06/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,754.71"
Rochdale,20/06/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,824.14"
Rochdale,27/06/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,757.76"
Rochdale,17/06/2014,COMPAREX,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£3,058.44"
Rochdale,27/06/2014,CONNECTIONS 4 CHILDHOOD LTD,Education,EARLY HELP AND SCHOOLS,CHILDRENS CENTRE MANAGEMENT TEAM,£800.00
Rochdale,17/06/2014,CONNELL BROTHERS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,"£188,216.38"
Rochdale,09/06/2014,CO-OPERATIVE PHARMACY,Healthcare,PUBLIC HEALTH,STOP SMOKING,"£1,190.80"
Rochdale,24/06/2014,CORAL PRODUCTS PLC,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£1,809.80"
Rochdale,20/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,CUSTOMERS & CORPORATE SERVICES,LITTLEBOROUGH LIBRARY,£566.92
Rochdale,13/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£2,078.86"
Rochdale,20/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£1,109.42"
Rochdale,20/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£2,272.86"
Rochdale,20/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,£754.78
Rochdale,25/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TELEGRAPH HOUSE SERVICE CHARGE ACCOUNT,"£1,098.45"
Rochdale,20/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TOWN HALL,"£2,666.28"
Rochdale,20/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,£811.80
Rochdale,20/06/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,£810.70
Rochdale,09/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,-,(WFL) WIDER FAMILY LEARNING LSC,£690.00
Rochdale,18/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CHILDRENS CENTRE MANAGEMENT TEAM,£690.00
Rochdale,18/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CHILDRENS CENTRE MANAGEMENT TEAM,£675.00
Rochdale,17/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,564.00"
Rochdale,17/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£10,008.90"
Rochdale,17/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,564.00"
Rochdale,17/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,948.60"
Rochdale,17/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,276.88"
Rochdale,17/06/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,518.64"
Rochdale,17/06/2014,COSY TOES PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£8,190.00"
Rochdale,17/06/2014,COSY TOES PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,899.01"
Rochdale,24/06/2014,COTS AND TOTS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,629.96"
Rochdale,09/06/2014,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,484.00"
Rochdale,23/06/2014,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,484.00"
Rochdale,11/06/2014,COZY CARS,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£536.00
Rochdale,11/06/2014,COZY CARS,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,252.00"
Rochdale,17/06/2014,CRECHE N CO LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,316.60"
Rochdale,17/06/2014,CRECHE N CO LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£5,581.18"
Rochdale,17/06/2014,CRESCENT DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£7,929.90"
Rochdale,17/06/2014,CRESCENT DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,261.71"
Rochdale,17/06/2014,CRIMBLE CROFT PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,003.72"
Rochdale,02/06/2014,CROSSGATES PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£1,911.00"
Rochdale,23/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CROSSROADS,£540.00
Rochdale,23/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CROSSROADS,£702.00
Rochdale,23/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CROSSROADS,£648.00
Rochdale,23/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CROSSROADS,"£3,942.00"
Rochdale,01/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£3,508.75"
Rochdale,16/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,979.25"
Rochdale,06/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,471.95"
Rochdale,16/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,483.52"
Rochdale,20/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,711.90"
Rochdale,27/06/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,541.18"
Rochdale,17/06/2014,CRUDEN CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOPWOOD - PLACE PLANNING,"£38,177.13"
Rochdale,10/06/2014,CTRL M/C & M/C CHILDRENS UNI HOSP NHS TR,Healthcare,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£1,215.00"
Rochdale,20/06/2014,CUNDALL,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£1,000.00"
Rochdale,02/06/2014,CUTGATE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£720.00
Rochdale,17/06/2014,CUTGATE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,375.92"
Rochdale,04/06/2014,D K TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,592.00"
Rochdale,23/06/2014,D M WINDOWS AND DOORS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,LOCK 50,"£1,236.00"
Rochdale,17/06/2014,D W TAYLOR                           (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,539.66"
Rochdale,17/06/2014,DAISY CHAINS PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,494.80"
Rochdale,02/06/2014,DAISY CHAINS PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£780.00
Rochdale,23/06/2014,DAISY COMMUNICATIONS,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£1,110.00"
Rochdale,09/06/2014,DB ROCHDALE LTD,Unclassifiable,LEARNING DIS & MENTAL HEALTH,GENERAL,£852.50
Rochdale,09/06/2014,DEEPLISH COMMUNITY CENTRE,Financial Services,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,440.00"
Rochdale,06/06/2014,DEPAUL TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£3,096.00"
Rochdale,23/06/2014,DEPAUL TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£2,653.71"
Rochdale,06/06/2014,DEPAUL TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£1,871.20"
Rochdale,06/06/2014,DEPAUL TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£1,548.00"
Rochdale,17/06/2014,DERBY STREET NURSERY UNIT,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,463.38"
Rochdale,17/06/2014,DIOCESE OF SALFORD (DFC),Financial Services,-,RC DIOCESE - PLACE PLANNING,"£16,200.00"
Rochdale,11/06/2014,DIOCESE OF SALFORD (DFC),Financial Services,EARLY HELP AND SCHOOLS,RC DIOCESE - PLACE PLANNING,"£68,610.00"
Rochdale,11/06/2014,DIOCESE OF SALFORD (DFC),Financial Services,EARLY HELP AND SCHOOLS,RC DIOCESE - PLACE PLANNING,"£37,977.84"
Rochdale,06/06/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,864.08"
Rochdale,16/06/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,525.66"
Rochdale,20/06/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,372.19"
Rochdale,27/06/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,371.79"
Rochdale,04/06/2014,DISCLOSURE & BARRING SERVICE,Public Bodies,ECONOMY AND ENVIRONMENT,REG LIC  GENERAL,"£2,117.00"
Rochdale,23/06/2014,DOBSON UK LTD,Horticultural,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,"£18,965.90"
Rochdale,24/06/2014,DUVAL SECURITY LIMITED,Facilities & Management Services,PROPERTY AND HIGHWAYS,GLOBE HOUSE,"£4,754.88"
Rochdale,24/06/2014,DUVAL SECURITY LIMITED,Facilities & Management Services,PROPERTY AND HIGHWAYS,GLOBE HOUSE,£568.26
Rochdale,09/06/2014,EAR FOUNDATION,Financial Services,EARLY HELP AND SCHOOLS,RANS  MANAGEMENT,£672.39
Rochdale,05/06/2014,EARLY BREAK,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HEY MIDD ROCH PCT FUNDING,"£2,000.00"
Rochdale,05/06/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£953.88
Rochdale,18/06/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£572.81
Rochdale,19/06/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£750.00
Rochdale,16/06/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,£630.00
Rochdale,16/06/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,£630.00
Rochdale,16/06/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,380.00"
Rochdale,16/06/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£750.00
Rochdale,19/06/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,380.00"
Rochdale,17/06/2014,EDF ENERGY 1 LIMITED,Vehicle Management,-,LITTLEBOROUGH COMMUNITY CAMPUS,"£2,942.90"
Rochdale,11/06/2014,EDF ENERGY 1 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£34,120.85"
Rochdale,11/06/2014,EDF ENERGY 1 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,£691.47
Rochdale,09/06/2014,EDF ENERGY 1 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,TOWN HALL,"£2,499.30"
Rochdale,17/06/2014,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,029.40"
Rochdale,02/06/2014,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£720.00
Rochdale,17/06/2014,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,380.60"
Rochdale,17/06/2014,ELM STREET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,316.60"
Rochdale,17/06/2014,ELM STREET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£5,610.53"
Rochdale,26/06/2014,EMO OIL LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£5,539.61"
Rochdale,09/06/2014,EMPLOYEE ADVISORY RESOURCE LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,MANAGEMENT ADMIN,"£3,250.00"
Rochdale,01/06/2014,ENLIGHTENING,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£1,604.17"
Rochdale,03/06/2014,ENTERPRISE MANCHESTER,Environmental Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£1,042.36"
Rochdale,05/06/2014,ENTERPRISE MANCHESTER,Environmental Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£1,000.06"
Rochdale,05/06/2014,ENTERPRISE MANCHESTER,Environmental Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£1,042.36"
Rochdale,16/06/2014,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,LITTLEBOROUGH,£598.08
