ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,07/04/2017,5089.88,INDIVIDUAL SERVICE FUND,V001113141
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,5213.44,INDIVIDUAL SERVICE FUND,V001113142
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,3956.8,INDIVIDUAL SERVICE FUND,V001113143
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1521.24,PERSONAL BUDGETS - MANAGED,V001113144
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1633.66,INDIVIDUAL SERVICE FUND,V001113145
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,3154.9,INDIVIDUAL SERVICE FUND,V001113146
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1660.15,PERSONAL BUDGETS - MANAGED,V001113147
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1775.42,INDIVIDUAL SERVICE FUND,V001113148
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1660.15,PERSONAL BUDGETS - MANAGED,V001113149
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1775.42,INDIVIDUAL SERVICE FUND,V001113150
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,4785.42,INDIVIDUAL SERVICE FUND,V001113151
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,3584.12,INDIVIDUAL SERVICE FUND,V001113152
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1485.57,PERSONAL BUDGETS - MANAGED,V001113153
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1483.76,INDIVIDUAL SERVICE FUND,V001113154
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,2751.45,PERSONAL BUDGETS - MANAGED,V001113155
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,2929.76,INDIVIDUAL SERVICE FUND,V001113156
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,2870.15,PERSONAL BUDGETS - MANAGED,V001113157
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,3293.5,PERSONAL BUDGETS - MANAGED,V001113158
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,3524,INDIVIDUAL SERVICE FUND,V001113159
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,07/04/2017,3805.34,INDIVIDUAL SERVICE FUND,V001113160
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,582.12,PERSONAL BUDGETS - MANAGED,V001113161
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,07/04/2017,1558.68,INDIVIDUAL SERVICE FUND,V001113162
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,3863.58,INDIVIDUAL SERVICE FUND,V001113163
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1796.48,PERSONAL BUDGETS - MANAGED,V001113164
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1801,INDIVIDUAL SERVICE FUND,V001113165
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,697.08,PERSONAL BUDGETS - MANAGED,V001113166
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,4236.98,INDIVIDUAL SERVICE FUND,V001113167
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,679.4,PERSONAL BUDGETS - MANAGED,V001113168
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,4303.8,INDIVIDUAL SERVICE FUND,V001113169
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,5373,INDIVIDUAL SERVICE FUND,V001113170
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,2950.08,PERSONAL BUDGETS - MANAGED,V001113171
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,3010.62,INDIVIDUAL SERVICE FUND,V001113172
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1296.32,INDIVIDUAL SERVICE FUND,V001113173
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1937.99,PERSONAL BUDGETS - MANAGED,V001113174
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,2187.26,INDIVIDUAL SERVICE FUND,V001113175
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,4684.82,INDIVIDUAL SERVICE FUND,V001113176
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,4857.6,INDIVIDUAL SERVICE FUND,V001113177
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,2021.52,PERSONAL BUDGETS - MANAGED,V001113178
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1083.68,PERSONAL BUDGETS - MANAGED,V001113179
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,3635.54,INDIVIDUAL SERVICE FUND,V001113180
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,4732.3,INDIVIDUAL SERVICE FUND,V001113181
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,4184.4,INDIVIDUAL SERVICE FUND,V001113182
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,4184.36,INDIVIDUAL SERVICE FUND,V001113183
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,4611.8,INDIVIDUAL SERVICE FUND,V001113184
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,BROTHERS OF CHARITY SERVICES,07/04/2017,628.8,PERSONAL BUDGETS - MANAGED,V001113185
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,07/04/2017,2493.62,INDIVIDUAL SERVICE FUND,V001113186
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,3513.5,INDIVIDUAL SERVICE FUND,V001113187
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,3984.2,INDIVIDUAL SERVICE FUND,V001113188
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,679.4,PERSONAL BUDGETS - MANAGED,V001113189
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,2859.74,INDIVIDUAL SERVICE FUND,V001113190
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,679.4,PERSONAL BUDGETS - MANAGED,V001113191
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,2859.74,INDIVIDUAL SERVICE FUND,V001113192
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,11634,PERSONAL BUDGETS - MANAGED,V001113193
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,960.72,INDIVIDUAL SERVICE FUND,V001113194
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,2922.68,INDIVIDUAL SERVICE FUND,V001113195
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,07/04/2017,8964.48,PERSONAL BUDGETS - MANAGED,V001113196
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,07/04/2017,2132,INDIVIDUAL SERVICE FUND,V001113197
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,2676.25,PERSONAL BUDGETS - MANAGED,V001113200
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,679.4,PERSONAL BUDGETS - MANAGED,V001113201
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,2802.76,INDIVIDUAL SERVICE FUND,V001113202
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,3654.16,INDIVIDUAL SERVICE FUND,V001113204
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,3915.95,PERSONAL BUDGETS - MANAGED,V001113205
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,2370.87,PERSONAL BUDGETS - MANAGED,V001113206
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,2646.26,INDIVIDUAL SERVICE FUND,V001113207
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,2857.9,PERSONAL BUDGETS - MANAGED,V001113208
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,3166,INDIVIDUAL SERVICE FUND,V001113209
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1188.16,INDIVIDUAL SERVICE FUND,V001113210
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1188.16,INDIVIDUAL SERVICE FUND,V001113211
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,2644.06,INDIVIDUAL SERVICE FUND,V001113213
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3577.8,INDIVIDUAL SERVICE FUND,V001113214
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,07/04/2017,1076.92,PERSONAL BUDGETS - MANAGED,V001113215
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3043.8,INDIVIDUAL SERVICE FUND,V001113216
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,07/04/2017,3556.4,INDIVIDUAL SERVICE FUND,V001113217
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3649.28,INDIVIDUAL SERVICE FUND,V001113219
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3814.88,INDIVIDUAL SERVICE FUND,V001113221
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1056,INDIVIDUAL SERVICE FUND,V001113222
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,571.48,INDIVIDUAL SERVICE FUND,V001113223
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,07/04/2017,3111.5,INDIVIDUAL SERVICE FUND,V001113224
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,07/04/2017,3605,INDIVIDUAL SERVICE FUND,V001113225
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,4303.12,INDIVIDUAL SERVICE FUND,V001113226
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1980.22,INDIVIDUAL SERVICE FUND,V001113227
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,4749.1,INDIVIDUAL SERVICE FUND,V001113228
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,7303.94,INDIVIDUAL SERVICE FUND,V001113229
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,12071.36,INDIVIDUAL SERVICE FUND,V001113230
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,07/04/2017,1120,PERSONAL BUDGETS - MANAGED,V001113231
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3312.28,INDIVIDUAL SERVICE FUND,V001113232
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,4273.48,INDIVIDUAL SERVICE FUND,V001113233
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,5047.78,INDIVIDUAL SERVICE FUND,V001113234
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,07/04/2017,1627.52,INDIVIDUAL SERVICE FUND,V001113236
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,07/04/2017,1925.02,INDIVIDUAL SERVICE FUND,V001113237
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1977.28,INDIVIDUAL SERVICE FUND,V001113239
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,2176.8,INDIVIDUAL SERVICE FUND,V001113242
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3948.1,INDIVIDUAL SERVICE FUND,V001113244
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,4809.32,INDIVIDUAL SERVICE FUND,V001113245
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3948.1,INDIVIDUAL SERVICE FUND,V001113246
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,5269.74,INDIVIDUAL SERVICE FUND,V001113247
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,5798.64,INDIVIDUAL SERVICE FUND,V001113248
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,5957.04,INDIVIDUAL SERVICE FUND,V001113249
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1014.6,INDIVIDUAL SERVICE FUND,V001113250
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,7057.08,INDIVIDUAL SERVICE FUND,V001113253
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3414.1,INDIVIDUAL SERVICE FUND,V001113254
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,5728.36,INDIVIDUAL SERVICE FUND,V001113255
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,4887.58,INDIVIDUAL SERVICE FUND,V001113256
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,3969.68,INDIVIDUAL SERVICE FUND,V001113257
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,849.24,PERSONAL BUDGETS - MANAGED,V001113259
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,07/04/2017,2448.68,INDIVIDUAL SERVICE FUND,V001113260
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,734.27,PERSONAL BUDGETS - MANAGED,V001113261
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,749.26,INDIVIDUAL SERVICE FUND,V001113262
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,1617.18,INDIVIDUAL SERVICE FUND,V001113264
ROCHDALE BOROUGH COUNCIL,07/04/2017,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,07/04/2017,2058,PERSONAL BUDGETS - MANAGED,V001113265
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,07/04/2017,1300,PERSONAL BUDGETS - MANAGED,V001113266
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,VESTA CARE LTD,07/04/2017,3550,PERSONAL BUDGETS - MANAGED,V001113267
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,708.72,INDIVIDUAL SERVICE FUND,V001113268
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1150.72,PERSONAL BUDGETS - MANAGED,V001113269
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,07/04/2017,3486.04,INDIVIDUAL SERVICE FUND,V001113270
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,07/04/2017,760,PERSONAL BUDGETS - MANAGED,V001113271
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,868.74,INDIVIDUAL SERVICE FUND,V001113272
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,07/04/2017,1060.5,INDIVIDUAL SERVICE FUND,V001113273
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,07/04/2017,1133.32,INDIVIDUAL SERVICE FUND,V001113274
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1786.56,INDIVIDUAL SERVICE FUND,V001113275
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,849.24,PERSONAL BUDGETS - MANAGED,V001113276
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,2260.56,INDIVIDUAL SERVICE FUND,V001113282
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,07/04/2017,918,PERSONAL BUDGETS - MANAGED,V001113283
ROCHDALE BOROUGH COUNCIL,07/04/2017,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,07/04/2017,2016,PERSONAL BUDGETS - MANAGED,V001113284
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,2563.2,INDIVIDUAL SERVICE FUND,V001113285
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,07/04/2017,510,PERSONAL BUDGETS - MANAGED,V001113286
ROCHDALE BOROUGH COUNCIL,07/04/2017,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,07/04/2017,1092,PERSONAL BUDGETS - MANAGED,V001113287
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,07/04/2017,1630,INDIVIDUAL SERVICE FUND,V001113288
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,849.24,PERSONAL BUDGETS - MANAGED,V001113289
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1265.52,PERSONAL BUDGETS - MANAGED,V001113290
ROCHDALE BOROUGH COUNCIL,07/04/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,07/04/2017,823.92,INDIVIDUAL SERVICE FUND,V001113291
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,533.08,INDIVIDUAL SERVICE FUND,V001113292
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,966.48,PERSONAL BUDGETS - MANAGED,V001113293
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,07/04/2017,7065.4,INDIVIDUAL SERVICE FUND,V001113295
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,07/04/2017,1115.76,INDIVIDUAL SERVICE FUND,V001113296
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,LINKABILITY ISF,07/04/2017,2716.24,INDIVIDUAL SERVICE FUND,V001113297
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,07/04/2017,781.2,INDIVIDUAL SERVICE FUND,V001113298
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,07/04/2017,-1805.64,PERSONAL BUDGETS - MANAGED,V001113299
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,07/04/2017,628.8,PERSONAL BUDGETS - MANAGED,V001113300
ROCHDALE BOROUGH COUNCIL,07/04/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,07/04/2017,594,PERSONAL BUDGETS - MANAGED,V001113301
