Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,367,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Nathaniel Lichfield,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,368,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework.,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework.,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Nexus Planning & Sustainability & Sustainability & Sustainability,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,369,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Peter Brett,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,370,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Retail Planning & Sustainability & Sustainability & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,WYG,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,371,,Green infra structure suport,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Green infra structure suport,,,,,,01/12/2015,30/11/2018,01/01/2018,,30000,,N/A,Bell fischer landscape Architects,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,389,,Pigeon Control,,Environment,,,Pigeon Control,,,,,,01/04/2017,31/03/2018,30/12/2017,,9360,,N/A,Avian bird Control Services,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,390,,Quantity Surveying services for QEII project,,Human Resources ICT/CSC & Shared Support Services,,,Quantity Surveying services for QEII project,,,,,,01/07/2016,30/06/2018,30/04/2018,,10500,,N/A,Pro Com,,,,,,,,catherine.silvadonayre@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,392,,Structural Calculations Framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,30/04/2018,31/08/2020,20000,,N/A,Peter Brett Associates,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,393,,Structural Calculations Framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,01/05/2018,31/08/2020,20000,,N/A,NPS,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,394,,Structural Calculations Framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,01/05/2018,31/08/2020,20000,,N/A,JNP,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,407,,Desborough Square - professional sevices,,Major Projects & Estates,,,Desborough Square - professional sevices,,,,,,29/09/2016,30/11/2017,03/09/2017,,215000,,N/A,Faithful & Gould,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,413,,VMware VSAN and AppVolume licences,,Human Resources ICT/CSC & Shared Support Services,,,VMware VSAN and AppVolume licences,,,,,,31/10/2016,30/10/2019,01/01/2019,,77500,,N/A,Phoenix software,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,414,,Planning & Sustainability & Sustainability Appeals framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Planning & Sustainability & Sustainability Appeals framework,,,,,,01/05/2017,30/04/2020,01/08/2019,,22500,,N/A,SBW Planning & Sustainability & Sustainability ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,415,,Planning & Sustainability & Sustainability Applications,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Planning & Sustainability & Sustainability Applications,,,,,,01/05/2017,30/04/2020,01/08/2019,,36000,,N/A,WYG Environmental,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,416,,Planning & Sustainability & Sustainability Appeals framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Planning & Sustainability & Sustainability Appeals framework,,,,,,01/05/2017,30/04/2020,01/08/2019,,22500,,N/A,WYG Environmental,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,417,,Planning & Sustainability & Sustainability Applications,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Planning & Sustainability & Sustainability Applications,,,,,,01/05/2017,30/04/2020,01/08/2019,,36000,,N/A,Sterling Planning & Sustainability & Sustainability,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,418,,Planning & Sustainability & Sustainability appeals framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Planning & Sustainability & Sustainability appeals framework,,,,,,01/05/2017,30/04/2020,01/08/2019,,22500,,N/A,Philippa Jarvis Planning & Sustainability & Sustainability,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,419,,Planning & Sustainability & Sustainability Applications,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Planning & Sustainability & Sustainability Applications,,,,,,01/05/2017,30/04/2020,01/08/2019,,36000,,N/A,RSK ADAS Ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,420,,Planning & Sustainability & Sustainability Apeals framework,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Planning & Sustainability & Sustainability Apeals framework,,,,,,01/05/2017,30/04/2020,01/08/2019,,22500,,N/A,RK ADAS ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,421,,Agricultural technical report,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Agricultural technical report,,,,,,01/05/2017,30/04/2020,01/08/2019,,18000,,N/A,RSK ADAS ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,422,,Agricultural Technical reports,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Agricultural Technical reports,,,,,,01/05/2017,30/04/2020,01/08/2019,,18000,,N/A,Bourne Rural Planning & Sustainability & Sustainability Consultancy Ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,423,,Agricultural Technical Reports,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Agricultural Technical Reports,,,,,,01/05/2017,30/04/2020,01/08/2019,,18000,,N/A,Wardell Armstrong LLP,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,424,,Agriculturl technical reports,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Agriculturl technical reports,,,,,,01/05/2017,30/04/2020,01/08/2019,,18000,,N/A,Acorus Rural Major Projects & Estates Services,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,425,,Project management and professional Services - Ashwells,,Major Projects & Estates,,,Project management and professional Services - Ashwells,,,,,,01/04/2017,31/10/2018,01/07/2018,,500000,,N/A,Perfect Cirle,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,426,,Project management and QS roles for Handy Cross phase 5,,Major Projects & Estates,,,Project management and QS roles for Handy Cross phase 5,,,,,,01/04/2017,30/04/2018,01/01/2018,,115000,,N/A,TUV PMSS,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,428,,"Design and build Community room, QEII playing fields",,Community,,,"Design and build Community room, QEII playing fields",,,,,,21/04/2017,01/05/2018,29/12/2017,,150000,,N/A,Integra buildings ltd,,,,,,,,alison.clark@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,430,,legal advise for Desborough square site,,Major Projects & Estates,,,legal advise for Desborough square site,,,,,,01/04/2017,31/03/2019,31/05/2018,,40000,,N/A,Trower and Hamlin,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,431,,FIO and complaints handling software,,Democratic Legal & Policy,,,FIO and complaints handling software,,,,,,03/05/2017,02/05/2020,01/05/2018,,16000,,N/A,Covalent ltd,,,,,,,,jennifer.griffin@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,432,,Project management and design works- Hatters lane remedial works,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,Project management and design works- Hatters lane remedial works,,,,,,01/02/2017,28/02/2018,29/12/2017,,14000,,N/A,JNP,,,,,,,,alison.pipes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,433,,Museum Roof Repair,,Human Resources ICT/CSC & Shared Support Services,,,Museum Roof Repair,,,,,,15/05/2017,31/08/2017,31/08/2017,,106000,,N/A,AGS Roofing ltd,,,,,,,,Juliet.oxley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,441,,Office Cleaning - Queen Victoria Rd,,Human Resources ICT/CSC & Shared Support Services,,,Office Cleaning - Queen Victoria Rd,,,,,,01/07/2017,30/06/3020,03/01/2020,,372000,,N/A,Busy Bee Cleaning Ltd,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,378,,WDC Service Level Agreement SUDS advice on Planning & Sustainability & Sustainability & Sustainability applications,,Planning & Sustainability & Sustainability & Sustainability & Sustainability,,,WDC Service Level Agreement SUDS advice on Planning & Sustainability & Sustainability & Sustainability applications,,,,,,01/04/2017,31/03/2018,31/12/2017,,25000,,N/A,Bucks County Council,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,382,,In Life care plans MSCP's,,Human Resources ICT/CSC & Shared Support Services,,,In Life care plans MSCP's,,,,,,25/04/2016,24/04/2020,24/04/2017,,71500,,N/A,Stripe Consulting,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,383,,Public Convenience Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Public Convenience Cleaning,,,,,,01/04/2016,02/03/2020,03/04/2018,,594300,,N/A,Danfo Uk Ltd,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,385,,ICES - BPU services provision,,Environment,,,ICES - BPU services provision,,,,,,04/07/2016,04/06/2018,30/04/2018,,90000,,N/A,ICES - Imperial Civil enforcement Solutions,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,434,,Engineering Inspection,,Finance & Commercial,,,Engineering Inspection,,,,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,28000,,N/A,Zurich,,,,,,,,ryan.savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,435,,Engineering Insurance,,Finance & Commercial,,,Engineering Insurance,,,,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,19000,,N/A,Zurich,,,,,,,,ryan.savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,436,,PA and travel insurance,,Finance & Commercial,,,PA and travel insurance,,,,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,7500,,N/A,Chubb,,,,,,,,ryan.savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,437,,Major Projects & Estates insurance,,Finance & Commercial,,,Major Projects & Estates insurance,,,,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,370000,,N/A,Protector,,,,,,,,ryan.savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,438,,Casualty Insurance,,Finance & Commercial,,,Casualty Insurance,,,,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,175000,,N/A,Travelers,,,,,,,,ryan.savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,439,,Fidelity Insurance,,Finance & Commercial,,,Fidelity Insurance,,,,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,14000,,N/A,Zurich,,,,,,,,ryan.savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,440,,Motor Insurance,,Finance & Commercial,,,Motor Insurance,,,,,,01/04/2017,31/03/2020,31/12/2019,31/03/2022,9500,,N/A,Protector,,,,,,,,ryan.savage@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17385,,B & B for 5 Amersham Hill and 46 West Wycombe,,Housing,,,B & B for 5 Amersham Hill and 46 West Wycombe,,,,,,04/04/2017,,,,10000,,,The Coin Group Ltd,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17393,,ChilternRailRunningOrder2017-2018,,Human Resources ICT/CSC & Shared Support Services,,,ChilternRailRunningOrder2017-2018,,,,,,04/04/2017,,,,10000,,,Chiltern Railway Co Ltd,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17405,,Wren Davis (Milk Delivery (Apr17 - Mar 18),,Human Resources ICT/CSC & Shared Support Services,,,Wren Davis (Milk Delivery (Apr17 - Mar 18),,,,,,05/04/2017,,,,6700,,,Wren Davis Ltd,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17411,,Fivestar Carpet Cleaning (2017-18),,Human Resources ICT/CSC & Shared Support Services,,,Fivestar Carpet Cleaning (2017-18),,,,,,06/04/2017,,,,5000,,,Five Star Cleaning,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17417,,Agency staff,,Planning & Sustainability & Sustainability,,,Agency staff,,,,,,06/04/2017,,,,15000,,,B R G Interim Solutions Ltd,,,,,,,,alison.pipes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17418,,Agency staff 2017-18 pt1,,Environment,,,Agency staff 2017-18 pt1,,,,,,06/04/2017,,,,15000,,,Unity Recruitment,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17427,,Laptops/Docking Station (including power supply),,Human Resources ICT/CSC & Shared Support Services,,,Laptops/Docking Station (including power supply),,,,,,06/04/2017,,,,249553,,,Total Computer Networks Ltd,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17428,,Licensing DBS Checks - April 2017,,Environment,,,Licensing DBS Checks - April 2017,,,,,,06/04/2017,,,,14400,,,Disclosure & Barring Service,,,,,,,,caroline.steven@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17440,,Royal Mail Annual Billing 2017/2018 (inv: 905,,Finance & Commercial,,,Royal Mail Annual Billing 2017/2018 (inv: 905,,,,,,07/04/2017,,,,16994.91,,,Royal Mail,,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17441,,Royal Mail Annual Billing 2017/2018 (inv: 905,,Finance & Commercial,,,Royal Mail Annual Billing 2017/2018 (inv: 905,,,,,,07/04/2017,,,,5758.63,,,Royal Mail,,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17453,,Appointment of Interim Financial Services Man,,Finance & Commercial,,,Appointment of Interim Financial Services Man,,,,,,07/04/2017,,,,60000,,,Penna Plc,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17458,,To Year 2 of Contract 01/04/2017 to 30/03/201,,Human Resources ICT/CSC & Shared Support Services,,,To Year 2 of Contract 01/04/2017 to 30/03/201,,,,,,07/04/2017,,,,5784,,,Intersafe Ltd,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17460,,Annual Maintenance Council Tax,,Human Resources ICT/CSC & Shared Support Services,,,Annual Maintenance Council Tax,,,,,,07/04/2017,,,,90774.94,,,Northgate Public Services (Uk) Ltd,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17463,,Ishare open agreeement - part,,Human Resources ICT/CSC & Shared Support Services,,,Ishare open agreeement - part,,,,,,07/04/2017,,,,7431,,,Astun Technology Ltd,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17466,,Interim economic development officer,,Democratic Legal & Policy,,,interim economic development officer,,,,,,10/04/2017,,,,7357.5,,,Solace Enterprises Ltd,,,,,,,,jacqueline.ford@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17475,,2017-18 contribution to the Chilterns Conserv,,Planning & Sustainability & Sustainability,,,2017-18 contribution to the Chilterns Conserv,,,,,,10/04/2017,,,,9923,,,Chilterns Conservation Board,,,,,,,,ian.manktelow@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17479,,Westbourne Street Link Road Final payments,,Planning & Sustainability & Sustainability,,,Westbourne Street Link Road Final payments,,,,,,10/04/2017,,,,319865.95,,,Bucks County Council,,,,,,,,david.anderson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17480,,Provision of Out of Hours Emergency Cover,,Democratic Legal & Policy,,,Provision of Out of Hours Emergency Cover,,,,,,10/04/2017,,,,10000,,,Bucks County Council,,,,,,,,andrew.collinson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17489,,UPS Maintenance 01/06/2017-31/05/2018,,Human Resources ICT/CSC & Shared Support Services,,,UPS Maintenance 01/06/2017-31/05/2018,,,,,,11/04/2017,,,,5600,,,On365,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17493,,RingGo fees 2017-2018 (pt1),,Environment,,,RingGo fees 2017-2018 (pt1),,,,,,12/04/2017,,,,15000,,,Cobalt Telephone Technologies,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17501,,Interim Director,,Chief Executive,,,Interim Director,,,,,,13/04/2017,,,,98000,,,Solace Enterprises Ltd,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17502,,Interim Head of Finance,,Finance & Commercial,,,Interim Head of Finance,,,,,,13/04/2017,,,,85000,,,Penna Plc,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17503,,Maintenance EH 010417-310318,,Human Resources ICT/CSC & Shared Support Services,,,Maintenance EH 010417-310318,,,,,,13/04/2017,,,,47642.77,,,Idox Software Ltd,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17507,,WDC BID Levy Collection - Globe Business Park,,Finance & Commercial,,,WDC BID Levy Collection - Globe Business Park,,,,,,13/04/2017,,,,12460.42,,,Groundwork South,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17508,,additional staff hours 190417 - 130617,,Environment,,,additional staff hours 190417 - 130617,,,,,,13/04/2017,,,,5040,,,Risk Management Security Services,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17527,,PostageCreditBoughtApr/Mar2017,,Finance & Commercial,,,PostageCreditBoughtApr/Mar2017,,,,,,19/04/2017,,,,6000,,,Neopost Neofunds,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17529,,RoyalMailPostagesRunningOrder2017-2018,,Finance & Commercial,,,RoyalMailPostagesRunningOrder2017-2018,,,,,,19/04/2017,,,,200000,,,Royal Mail,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2017,WDC17533,,CCTV: BT Fibre rental APril 17 to Jul 17,,Community,,,CCTV: BT Fibre rental APril 17 to Jul 17,,,,,,19/04/2017,,,,11425.05,,,Bt Redcare,,,,,,,,elaine.jewell@wycombe.gov.uk,
