Organisation Name,Effective date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979319
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979363
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979372
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979396
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979401
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979406
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979417
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979416
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979418
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979421
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979423
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979433
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979440
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979441
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979447
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979448
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979453
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979459
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979475
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979497
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979507
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000979518
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,612.00,SUBSIDISED ADOPTERS PMTS,V000979439
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,612.00,SUBSIDISED ADOPTERS PMTS,V000979439
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,614.16,SUBSIDISED ADOPTERS PMTS,V000979323
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,627.96,FOSTER PARENTS BASIC ALLOWANCE,V000979321
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,641.86,FOSTER PARENTS BASIC ALLOWANCE,V000979463
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,668.00,FOSTER PARENTS BASIC ALLOWANCE,V000979391
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,668.00,FOSTER PARENTS BASIC ALLOWANCE,V000979391
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,680.96,SUBSIDISED ADOPTERS PMTS,V000979310
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979376
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979278
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979283
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979265
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979271
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979352
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979371
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979384
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979405
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979412
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979414
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979419
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979422
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979451
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979474
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979537
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000979275
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,695.06,FOSTER PARENTS BASIC ALLOWANCE,V000979280
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V000979269
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V000979336
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,704.02,FOSTER PARENTS BASIC ALLOWANCE,V000979318
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,724.70,SUBSIDISED ADOPTERS PMTS,V000979390
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,724.70,SUBSIDISED ADOPTERS PMTS,V000979390
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V000979266
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V000979279
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V000979397
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V000979551
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,802.94,FOSTER PARENTS BASIC ALLOWANCE,V000979361
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,805.00,FOSTER PARENTS BASIC ALLOWANCE,V000979523
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979267
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979284
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979318
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979326
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979333
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979339
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979378
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979380
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979403
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,FOSTER PARENTS BASIC ALLOWANCE,V000979402
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979410
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979415
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979431
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979438
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979445
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979495
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979507
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,FOSTER PARENTS BASIC ALLOWANCE,V000979505
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979529
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979538
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979562
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979566
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,827.64,PROFESSIONAL FEES,V000979275
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,927.08,SUBSIDISED ADOPTERS PMTS,V000979345
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,980.00,EXTERNAL HIRE,V000979380
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,990.60,SUBSIDISED ADOPTERS PMTS,V000979331
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,1017.42,FOSTER PARENTS BASIC ALLOWANCE,V000979321
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,1103.91,FOSTER PARENTS BASIC ALLOWANCE,V000979361
ROCHDALE BOROUGH COUNCIL,12/02/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12/02/2016,2629.02,FOSTER PARENTS BASIC ALLOWANCE,V000979509
ROCHDALE BOROUGH COUNCIL,12/02/2016,EARLY HELP AND SCHOOLS,BROXAP LIMITED,12/02/2016,700.00,REPAIRS & ALTS OF BUILDINGS,V000978038
ROCHDALE BOROUGH COUNCIL,12/02/2016,EARLY HELP AND SCHOOLS,BROXAP LIMITED,12/02/2016,2364.00,REPAIRS & ALTS OF BUILDINGS,V000977781
ROCHDALE BOROUGH COUNCIL,12/02/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,12/02/2016,914.96,FOSTER PARENTS BASIC ALLOWANCE,V000979346
ROCHDALE BOROUGH COUNCIL,12/02/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,12/02/2016,914.96,FOSTER PARENTS BASIC ALLOWANCE,V000979387
ROCHDALE BOROUGH COUNCIL,12/02/2016,EARLY HELP AND SCHOOLS,ROCHDALE CONNECTION TRUST,12/02/2016,10000.00,TRAINING,V000969892
ROCHDALE BOROUGH COUNCIL,12/02/2016,EARLY HELP AND SCHOOLS,TES  GLOBAL  LIMITED,12/02/2016,690.37,ADVERTISING,V000978029
ROCHDALE BOROUGH COUNCIL,12/02/2016,EARLY HELP AND SCHOOLS,TOMAX BUILDING SERVICES LTD,12/02/2016,28131.04,IMPROVEMENTS-MODERNISATION,V000977976
ROCHDALE BOROUGH COUNCIL,12/02/2016,ECONOMY DIRECTORATE,AECOM INFRASTRUCTURE AND ENVIRONMENT UK LTD,12/02/2016,1890.00,CONDITION SURVEYS,V000981702
ROCHDALE BOROUGH COUNCIL,12/02/2016,ECONOMY DIRECTORATE,CALEDONIAN LIFT SERVICES LTD,12/02/2016,800.00,LIFT,V000980133
ROCHDALE BOROUGH COUNCIL,12/02/2016,ECONOMY DIRECTORATE,KIRSTY RHIND,12/02/2016,4089.60,CONSULTANT FEES,V000981665
ROCHDALE BOROUGH COUNCIL,12/02/2016,ECONOMY DIRECTORATE,LAMBERT SMITH HAMPTON NIRELAND LTD,12/02/2016,1756.80,DISTURBANCE PAYMENTS,V000978061
ROCHDALE BOROUGH COUNCIL,12/02/2016,ECONOMY DIRECTORATE,LAMBERT SMITH HAMPTON NIRELAND LTD,12/02/2016,4800.00,DISTURBANCE PAYMENTS,V000978060
ROCHDALE BOROUGH COUNCIL,12/02/2016,ECONOMY DIRECTORATE,TALKTALK BUSINESS,12/02/2016,549.58,SUPPLIES AND SERVICES PROVISION,V000979569
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ACORN CARE AND EDUCATION LTD,12/02/2016,9076.92,RESIDENTIAL LONG TERM,V000981459
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ACORN CARE AND EDUCATION LTD,12/02/2016,9076.92,RESIDENTIAL LONG TERM,V000981460
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ACORN CARE AND EDUCATION LTD,12/02/2016,9076.92,RESIDENTIAL LONG TERM,V000981461
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,12/02/2016,1982.40,NURSING LONG TERM,V000981112
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,12/02/2016,1982.40,NURSING LONG TERM,V000981229
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,12/02/2016,1982.40,NURSING LONG TERM,V000981283
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,12/02/2016,5040.00,RESIDENTIAL LONG TERM,V000981396
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,-2269.59,SUPPORTED LIVING,V000979709
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,582.12,PERSONAL BUDGETS - MANAGED,V000980421
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,595.35,SUPPORTED LIVING,V000979702
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,740.88,INDIVIDUAL SERVICE FUND,V000980052
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,781.20,INDIVIDUAL SERVICE FUND,V000979831
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,806.40,PERSONAL BUDGETS - MANAGED,V000981350
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,859.96,INDIVIDUAL SERVICE FUND,V000979818
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,882.00,INDIVIDUAL SERVICE FUND,V000979842
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,1159.20,INDIVIDUAL SERVICE FUND,V000980075
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,1203.51,SUPPORTED LIVING,V000979912
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,1217.16,INDIVIDUAL SERVICE FUND,V000979705
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,1282.88,INDIVIDUAL SERVICE FUND,V000979729
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,1468.53,SUPPORTED LIVING,V000979804
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,1971.28,INDIVIDUAL SERVICE FUND,V000979806
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,2281.86,INDIVIDUAL SERVICE FUND,V000979710
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,2314.83,SUPPORTED LIVING,V000979947
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,2724.96,INDIVIDUAL SERVICE FUND,V000979732
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,2772.24,INDIVIDUAL SERVICE FUND,V000979746
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,2870.14,SUPPORTED LIVING,V000979718
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,2966.08,INDIVIDUAL SERVICE FUND,V000980072
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,2968.56,SUPPORTED LIVING,V000980029
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,2971.15,SUPPORTED LIVING,V000979716
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3042.48,SUPPORTED LIVING,V000979708
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3042.48,INDIVIDUAL SERVICE FUND,V000979711
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3121.52,INDIVIDUAL SERVICE FUND,V000979848
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3320.31,SUPPORTED LIVING,V000979712
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3320.31,SUPPORTED LIVING,V000979713
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3341.60,INDIVIDUAL SERVICE FUND,V000979622
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3518.56,SUPPORTED LIVING,V000980019
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3579.72,INDIVIDUAL SERVICE FUND,V000979715
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3592.96,SUPPORTED LIVING,V000979724
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3650.64,INDIVIDUAL SERVICE FUND,V000979647
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3700.44,INDIVIDUAL SERVICE FUND,V000979723
ROCHDALE BOROUGH COUNCIL,12/02/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,12/02/2016,3806.40,INDIVIDUAL SERVICE FUND,V000980046
