Customer,Number of Travellers,Total Cost ex VAT,Travel Class,Travel Date,Journey Start Point,Journey Finish Point,Air Carrier
National Offender Management Service,NULL,NULL,Economy,2/21/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,2/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,2/22/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Business Class,2/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/25/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/25/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/26/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/26/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/27/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/27/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/27/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,2/28/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,2/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/1/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/2/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Business Class,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/5/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Business Class,3/5/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/5/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/5/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/6/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/6/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/7/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/8/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Business Class,3/9/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/9/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/10/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/10/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/10/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/10/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/10/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/10/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/10/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/11/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/11/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/12/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/12/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/13/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/14/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/15/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/15/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/15/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Business Class,3/15/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/15/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Business Class,3/15/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/15/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/15/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/15/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/15/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/16/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/17/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/17/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/17/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/17/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/17/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/17/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/18/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/18/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/19/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/19/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/20/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/21/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/22/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/23/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/24/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/25/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/26/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/26/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/26/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/26/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/26/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/27/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/27/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/27/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/27/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/27/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/27/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/28/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/29/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/30/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/30/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/30/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/30/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/30/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/30/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,3/30/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/31/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/31/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/31/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/31/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/31/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,3/31/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Premium Economy,3/31/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/1/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/3/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Business Class,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Business Class,4/4/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/4/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
National Offender Management Service,NULL,NULL,Economy,4/5/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/6/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/6/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/6/2011,NULL,NULL,NULL
Ministry of Justice,NULL,NULL,Economy,4/6/2011,NULL,NULL,NULL
