PLACE-REF,Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,SURNAME,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV
4099149029,,888,O,0,,-1,0,888,,0,,0,0,CW1,1850,CHF (NW) LTD,UNIT 6A LOWICK CLOSE,NEWBY ROAD INDUSTRIAL ESTATE,HAZEL GROVE,STOCKPORT,,SK7 5ED,01/02/2010,REAR MISSION HALL,HULME HALL ROAD,CHEADLE HULME,CHEADLE,,SK8 6LQ,LAND USED FOR STORAGE
5190060049,,13680,O,0,,0,370.5,0,,0,,0,0,IF3,28500,CHF NORTHWEST LTD,UNITS 6A & 6B,LOWICK CLOSE,HAZEL GROVE,STOCKPORT,,SK7 5ED,06/01/2014,UNITS 6A & 6B,LOWICK CLOSE,HAZEL GROVE,STOCKPORT,,SK7 5ED,WORKSHOP AND PREMISES
8359057029,RETAIL,3984,O,0,,-1,0,2456.98,,0,,0,0,CS,8300,CHICKEN TIME (STOCKPORT) LTD,,,,,,,28/01/2013,57 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK1 3RU,SHOP AND PREMISES
1009312019,,1147.28,O,0,,-1,0,1147.28,,0,,0,0,CS,5400,CHICKETO'S LIMITED,,,,,,,22/05/2015,312A BUXTON ROAD,STOCKPORT,,,,SK2 7DD,SHOP AND PREMISES
5121067249,,3216,O,0,,-1,0,2840.79,,0,,0,0,CO,6700,CHILD SAFETY MEDIA LTD,CAR SPACE 40,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,02/04/2013,RIGHT SIDE GND FLOOR BLOCK C,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,OFFICES AND PREMISES
5121067419,,168,O,0,,0,0,0,,0,,0,0,CP1,350,CHILD SAFETY MEDIA LTD,CAR SPACE 40,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,02/04/2013,CAR SPACE 45,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,CAR PARKING SPACE
5121067459,,61.51,O,0,,0,0,0,,0,,0,0,CP1,350,CHILD SAFETY MEDIA LTD,CAR SPACE 40,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,19/11/2015,CAR PARKING SPACE NO 40,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,CAR PARKING SPACE
5121072049,,168,O,0,,0,0,0,,0,,0,0,CP1,350,CHILD SAFETY MEDIA LTD,CAR SPACE 40,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,02/04/2013,CAR PARKING SPACE NUMBER 68,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,CAR PARKING SPACE
908302009,,4594.75,O,0,,0,124.44,0,,0,,0,0,CO,24500,CHILLI LTD,SUITE 470 4TH FLR,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,14/10/2013,SUITE 470 4TH FLR,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,OFFICES AND PREMISES
7376000739,,168,V,172.55,MINRV,0,4.55,0,,0,,0,0,CP1,350,CHILLI LTD,SUITE 470 4TH FLR,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,15/03/2014,CAR SPACE 34A,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,CAR PARKING SPACE
7376000839,,168,V,172.55,MINRV,0,4.55,0,,0,,0,0,CP1,350,CHILLI LTD,SUITE 470 4TH FLR,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,30/03/2015,CAR SPACE 1A,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,CAR PARKING SPACE
4674005099,,705.05,V,724.15,3MTHS,0,19.1,0,,0,,0,0,CO,4200,CHIMESTONE LTD,C/O R H PROPERTY MANAGEMENT,14 ST MARYS PARSONAGE,MANCHESTER,,,M3 2DF,25/11/2015,UNIT 5A,HEMPSHAW IND ESTATE,JOULES COURT,,STOCKPORT,SK1 3BD,OFFICES AND PREMISES
3420100009,,1776,V,1824.1,LAND,0,48.1,0,,0,,0,0,CW1,3700,CHIMESTONE REGENERATION LTD,SPRING COURT,SPRING ROAD,HALE,CHESHIRE,,WA14 2UQ,01/07/2007,LAND USED FOR STORAGE,17A GORSEY MOUNT STREET,OFFERTON,STOCKPORT,,SK1 3BY,LAND USED FOR STORAGE AND PREMISES
8104032049,,6360,V,6532.25,LAND,0,172.25,0,,0,,0,0,CX,13250,CHIMESTONE REGENERATION LTD,SPRING COURT,SPRING ROAD,HALE,CHESHIRE,,WA14 2UQ,03/09/2010,UPPER BROOK STREET,HALL STREET,STOCKPORT,,,SK1 3BP,CAR DISPLAY LAND AND PREMISES
6900002019,,1824,O,0,,-1,0,1824,,0,,0,0,CW,3800,CHINA CONNECTED LTD,,,,,,,31/03/2014,UNIT 2,ROOTH STREET,HEATON NORRIS,STOCKPORT,,SK4 1DJ,WAREHOUSE AND PREMISES
3823009019,,36528.52,O,0,,0,989.31,0,,0,,0,0,CW,86500,CHINT EUROPE (UK) LTD,,,,,,,15/05/2015,S PARK BUSINESS PARK,UNIT 9-11,HAMILTON STREET,STOCKPORT,,SK1 2AE,WAREHOUSE AND PREMISES
7415005029,,19320,O,0,,0,523.25,0,,0,,0,0,CW,40250,CHIPPINDALE PLANT LTD,BUTTERBOWL WORKS,RING ROAD,LOWER WORTLEY,LEEDS,,LS12 6AJ,13/07/2001,STUART ROAD,STUART ROAD,BREDBURY,STOCKPORT,,SK6 2SR,WAREHOUSE AND PREMISES
5451005099,,4416,O,0,,-1,0,2060.8,,0,,0,0,IF3,9200,CHIPSAWAY CARCARE (STOCKPORT) LTD,,,,,,,01/10/2005,UNITS 10C & 10D,MARCLIFFE INDUSTRIAL ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,WORKSHOP AND PREMISES
5602048189,,794.89,O,0,,0,21.53,0,MAN,653.14,,0,0,CO,1900,CHOICE SUPPORT,,,,,,,18/05/2015,PT 2ND FLOOR,48 MIDDLE HILLGATE,STOCKPORT,,,SK1 3DL,OFFICES AND PREMISES
1613030049,,23280,O,0,,0,630.5,0,,0,,0,0,CG4,48500,CHRIS BENNETT (HEAVY HAULAGE) LTD,,,,,,,10/11/1998,ARDEN HALL,CASTLE HILL,BREDBURY,STOCKPORT,,SK6 2RY,ROAD HAULAGE DEPOT AND PREMISES
8359291049,,804,O,0,,-1,0,804,,0,,0,0,CO,1675,CHRIS CROWSON BUSINESS ADVISORS LTD,,,,,,,29/06/2012,OFFICE 9,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICE AND PREMISES
7885004019,,3168,O,0,,-1,0,2851.2,,0,,0,0,CS,6600,CHRIS JOHNSTON LTD,,,,,,,21/11/2012,7 THE PRECINCT,CASTLE STREET,EDGELEY,STOCKPORT,,SK3 9AJ,SHOP AND PREMISES
3935048009,,900,O,0,,0,24.38,0,MAN,739.5,,0,0,EP,1875,CHRISTIAN EDUCATION TRUST,,,,,,,01/04/1990,THE HAWTHORNS,48 HEATON MOOR ROAD,STOCKPORT,,,SK4 4NX,SCHOOL AND PREMISES
4953015349,,1968,O,0,,-1,0,1968,,0,,0,0,CO,4100,CHROME (SERVICES) LTD,,,,,,,01/10/2014,OFFICE 5,1ST FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,OFFICES AND PREMISES
4953015369,,1392,O,0,,0,0,0,,0,,0,0,CO,2900,CHROME (SERVICES) LTD,,,,,,,01/04/2015,OFFICE 1,1ST FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,OFFICES AND PREMISES
4953015379,,225.6,O,0,,-1,0,225.6,,0,,0,0,CO,940,CHROME ELECTRICAL SERVICES LTD,,,,,,,01/10/2015,OFFICE 2,1ST FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,OFFICES AND PREMISES
4953015309,,1360,O,0,,-1,0,1360,,0,,0,0,CO,3400,CHROME PLUMBING & HEATING LIMITED,,,,,,,01/06/2015,OFFICE 3,1ST FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,OFFICES AND PREMISES
4117011009,,1092,O,0,,0,0,0,,0,,0,0,CS,2275,CHRONNELL HIBBERT,,,,,,,21/11/1994,11 HYDE ROAD,WOODLEY,STOCKPORT,,,SK6 1QG,SHOP AND PREMISES
6550011009,,14160,V,0,,0,383.5,0,,0,,0,0,CS,29500,CHURCHBRIDGE PROPERTIES LTD,16B MARKET STREET,WHALEY BRIDGE,,,,SK23 7LP,02/09/2011,9 PRINCES STREET,STOCKPORT,,,,SK1 1SL,SHOP AND PREMISES
1743045009,,2592,O,0,,-1,0,2592,,0,,0,0,CG2,5400,CHURCHGATE AUTOS LTD,,,,,,,01/04/1990,64B CHURCHGATE,STOCKPORT,,,,SK1 1YJ,GARAGE AND PREMISES
1743048029,,6600,O,0,,0,0,0,,0,,0,0,CS,13750,CHURCHGATE HEALTH AND FITNESS LTD,48A CHURCHGATE,STOCKPORT,,,,SK1 1YG,27/08/2013,48 CHURCHGATE,STOCKPORT,,,,SK1 1YG,SHOP AND PREMISES
8358080029,,14840.66,O,0,,0,401.93,0,,0,,0,0,CO,92000,CHURCHWOOD FINANCIAL MANAGEMENT LTD,NATIONAL HOUSE,80/82 WELLINGTON ROAD NORTH,STOCKPORT,,,SK4 1HW,30/11/2015,80-82 WELLINGTON ROAD NORTH,STOCKPORT,,,,SK4 1HW,OFFICES AND PREMISES
8551066019,,3710.16,O,0,,0,100.48,0,,0,,0,0,CP,23000,CHURCHWOOD FINANCIAL MANAGEMENT LTD,NATIONAL HOUSE,80/82 WELLINGTON ROAD NORTH,STOCKPORT,,,SK4 1HW,30/11/2015,CAR PARK,WYATT STREET,HEATON NORRIS,STOCKPORT,,SK4 1HF,CAR PARK AND PREMISES
3799004009,,67680,O,0,,0,1833,0,,0,,0,0,LT,141000,CINEWORLD CINEMA PROPERTIES LTD,CINEWORLD PLC,POWER ROAD STUDIOS,POWER ROAD,LONDON,,W4 5PY,06/09/1991,M G M CINEMA,44 GRAND CENTRAL LEISURE PARK,GRAND CENTRAL SQUARE,WELLINGTON ROAD SOUTH,STOCKPORT,SK1 3TA,CINEMA AND PREMISES
1615139029,,2784,O,0,,-1,0,2784,,0,,0,0,CS,5800,CIPHER COMMUNICATION LTD,,,,,,,06/04/2004,139 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AR,SHOP AND PREMISES
136033009,,2160,O,0,,-1,0,2160,,0,,0,0,CG1,4500,CITREON REPAIR CENTRE (REDDISH) LTD,6 PEART AVENUE,WOODLEY,STOCKPORT,,,SK6 1PE,01/04/1990,THE WORKSHOP,ARTHUR STREET,REDDISH,STOCKPORT,,SK5 6DE,VEHICLE REPAIR WORKSHOP AND PREMISES
3370018019,,6360,O,0,,0,0,0,,0,,0,0,CO,13250,CITY CARE PARTNERSHIP LTD,2 CROSSFORD COURT,DANE ROAD,SALE,MANCHESTER,,M33 7BZ,01/04/2011,18 GATLEY ROAD,CHEADLE,,,,SK8 1PY,OFFICES AND PREMISES
7266003009,,14280,O,0,,0,386.75,0,,0,,0,0,CWO,29750,CITY ELECTRICAL FACTORS LTD,NORTH WEST DIVISION,GEORGINA MACKIE HOUSE,141 FARMER WARD ROAD,KENILWORTH,,CV8 2SU,01/04/1990,1 CROWN ROYAL INDUSTRIAL PARK,SHAWCROSS STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3EY,"WAREHOUSE, OFFICE AND PREMISES"
1009033009,RETAIL,4920,O,0,,-1,0,1435.59,,0,,0,0,CS,10250,CITY LOCK & SAFE LTD,33 BUXTON ROAD,STOCKPORT,,,,SK2 6LH,01/04/1990,33 BUXTON ROAD,STOCKPORT,,,,SK2 6LS,SHOP AND PREMISES
6094171019,,6000,O,0,,0,0,0,,0,,0,0,CG1,12500,CITY TODAY COURIERS LTD,171 NEWBRIDGE LANE,STOCKPORT,,,,SK1 1NX,20/04/2012,171 NEWBRIDGE LANE,STOCKPORT,,,,SK1 1NX,VEHICLE REPAIR WORKSHOP AND PREMISES
30357339,,600,V,616.25,MINRV,0,16.25,0,,0,,0,0,CW3,1250,CITY TRUSTEES LTD,MW HOUSE,1 PENMAN WAY,GROVE PARK,ENDERBY,LEICESTER,LE19 1SY,,,,,,,,STORE AND PREMISES
8576013079,,1152,V,1183.2,MINRV,0,31.2,0,,0,,0,0,CS,2400,CIVIC INVESTMENTS LTD,7 DONALDSON ROAD,LONDON,,,,NW6 6NA,21/04/2014,7 RECTORY COURT,13 WILMSLOW ROAD,CHEADLE,,,SK8 1DW,SHOP AND PREMISES
7928014409,,2640,O,0,,0,0,0,,0,,0,0,CP1,5500,CLAIM PEOPLE LTD,3RD FLOOR,DALE HOUSE,TIVIOT DALE,LANCASHIRE HILL,STOCKPORT,SK1 1TA,05/06/2014,CAR SPACES (11),DALE HOUSE,TIVIOT DALE,LANCASHIRE HILL,STOCKPORT,SK1 1TA,CAR PARKING SPACES
7928014429,,37200,O,0,,0,1007.5,0,,0,,0,0,CO,77500,CLAIM PEOPLE LTD,3RD FLOOR,DALE HOUSE,TIVIOT DALE,LANCASHIRE HILL,STOCKPORT,SK1 1TA,05/06/2014,2ND & 3RD FLRS,DALE HOUSE,TIVIOT DALE,LANCASHIRE HILL,STOCKPORT,SK1 1TA,OFFICES AND PREMISES
3981075009,RETAIL,9120,O,0,,0,247,0,,0,,0,0,CS,19000,CLAIMBEAT LTD T/A THE COPYSHOP,75 HIGH STREET,CHEADLE,,,,SK8 1AA,11/05/1995,75 HIGH STREET,CHEADLE,,,,SK8 1AA,SHOP AND PREMISES
5595089009,,33360,O,0,,0,903.5,0,,0,,0,0,CS,69500,CLAIRE'S ACCESSORIES UK LTD,UNIT 4,BROMFORD GATE,BROMFORD LANE,BIRMINGHAM,,B24 8DL,15/08/1999,89 MERSEYWAY,STOCKPORT,,,,SK1 1QW,SHOP AND PREMISES
3942525149,,2088,O,0,,-1,0,2088,,0,,0,0,CW3,4350,CLAIRMONT FOOD SERVICES LTD,,,,,,,14/04/2012,WORKSHOP 46A,OFFERTON IND ESTATE,HEMPSHAW LANE,STOCKPORT,,SK2 5TJ,STORE AND PREMISES
3824010029,,15360,O,0,,0,416,0,,0,,0,0,CW,32000,CLAMPCO UK LTD,UNIT 1,HAMMOND AVENUE,WHITEHILL IND ESTATE,REDDISH,STOCKPORT,SK4 1PQ,19/05/2011,1-2 HAMMOND AVENUE,SOUTH REDDISH,STOCKPORT,,,SK4 1PQ,WAREHOUSE AND PREMISES
3824011019,,6960,O,0,,0,0,0,,0,,0,0,CW,14500,CLAMPCO UK LTD,UNIT 1,HAMMOND AVENUE,WHITEHILL IND ESTATE,REDDISH,STOCKPORT,SK4 1PQ,17/05/2013,3 HAMMOND AVENUE,SOUTH REDDISH,STOCKPORT,,,SK4 1PQ,WAREHOUSE AND PREMISES
5710003009,,9960,O,0,,0,269.75,0,,0,,0,0,CW,20750,CLAPHAMS LANDSCAPE SERVICES LTD,,,,,,,21/12/2005,UNIT 3,GREYHOUND IND ESTATE,MELFORD ROAD,HAZEL GROVE,STOCKPORT,SK7 6DD,WAREHOUSE AND PREMISES
8576003059,RETAIL,5280,O,0,,-1,0,880,,0,,0,0,CS,11000,CLARE THOMAS LTD,,,,,,,30/03/2012,3 WILMSLOW ROAD,CHEADLE,,,,SK8 1DW,SHOP AND PREMISES
7376000479,,672,O,0,,0,0,0,,0,,0,0,CP1,1400,CLARITY SURVEILLANCE LTD,SUITE 1C FIRST FLOOR,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,15/04/2013,CAR SPACES 10-13,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,CAR PARKING SPACES
7376000779,,3648,O,0,,-1,0,2675.2,,0,,0,0,CO,7600,CLARITY SURVEILLANCE LTD,SUITE 1C FIRST FLOOR,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,02/06/2014,SUITE 1C 1ST FLOOR,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,OFFICES AND PREMISES
9937000009,,71520,O,0,,0,1937,0,,0,,0,0,CO,149000,CLARKE NICKLIN LLP,4 BROOKS DRIVE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,,SK8 3GP,02/02/2010,BUILDING P,4 BROOKS DRIVE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,SK8 3GP,OFFICES AND PREMISES
1805043079,RETAIL,4800,O,0,,-1,0,1600,,0,,0,0,CS,10000,CLASSIC CARPETS OF ROMILEY LTD,,,,,,,01/01/2012,43 COMPSTALL ROAD,ROMILEY,STOCKPORT,,,SK6 4BT,SHOP AND PREMISES
1095012009,,5126.23,V,0,,0,138.84,0,,0,,0,0,CS,14750,CLEAN INC (BRAMHALL) LTD,21 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,11/04/2015,12 THE BRAMHALL CENTRE,BRAMHALL,STOCKPORT,,,SK7 1AW,SHOP AND PREMISES
8507021009,RETAIL,7920,O,0,,0,0,0,,0,,0,0,CS,16500,CLEAN INC (BRAMHALL) LTD,21 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,06/03/2015,21 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,SHOP AND PREMISES
3935119009,RETAIL,4080,O,0,,-1,0,2380,,0,,0,0,CS,8500,CLEAN INC MANCHESTER LTD,,,,,,,06/12/2014,119 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4HY,SHOP AND PREMISES
8326027039,,2880,O,0,,-1,0,2880,,0,,0,0,CO,6000,CLEAN START SOLUTIONS,,,,,,,10/11/2014,SUITE 2,ALEXANDRA HOUSE,27 WARREN STREET,PORTWOOD,STOCKPORT,SK1 1UD,OFFICES AND PREMISES
176000029,,948,O,0,,0,0,0,,0,,0,0,CA,1975,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,02/02/2003,AD RIGHT,ADJ IMO CAR WASH,ASHTON ROAD,BREDBURY,STOCKPORT,SK6 2DS,ADVERTISING RIGHT
888133009,,1272,O,0,,0,0,0,,0,,0,0,CA,2650,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/1990,ADJACENT,103 BRINKSWAY,STOCKPORT,,,SK3 0BZ,ADVERTISING RIGHT
888134009,,1272,O,0,,0,0,0,,0,,0,0,CA,2650,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/1990,ADJ,133 BRINKSWAY,STOCKPORT,,,SK3 0BZ,ADVERTISING RIGHT
1007999009,,144,O,0,,0,0,0,,0,,0,0,CA,300,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,14/04/1999,AD RIGHT,RISING SUN,BUXTON ROAD,HAZEL GROVE,STOCKPORT,SK7 6LX,ADVERTISING RIGHT
1009001009,,4176,O,0,,0,0,0,,0,,0,0,CA,8700,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/1990,1-11 BUXTON ROAD,STOCKPORT,,,,SK2 6LS,ADVERTISING RIGHT
1009334019,,3408,O,0,,0,0,0,,0,,0,0,CA,7100,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/1990,ADJ,334 BUXTON ROAD,STOCKPORT,,,SK2 7BY,ADVERTISING RIGHT
1095000019,,192,O,0,,0,0,0,,0,,0,0,CA,400,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,11/08/2000,AD RIGHT 1,BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,ADVERTISING RIGHT
1095000029,,192,O,0,,0,0,0,,0,,0,0,CA,400,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,11/08/2000,AD RIGHT 2,THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,ADVERTISING RIGHT
1095000039,,192,O,0,,0,0,0,,0,,0,0,CA,400,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,11/08/2000,AD RIGHT 3,THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,ADVERTISING RIGHT
1095000049,,192,O,0,,0,0,0,,0,,0,0,CA,400,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,11/08/2000,AD RIGHT 4,THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,ADVERTISING RIGHT
1095000059,,192,O,0,,0,0,0,,0,,0,0,CA,400,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,11/08/2000,AD RIGHT 5,THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,ADVERTISING RIGHT
1095000069,,192,O,0,,0,0,0,,0,,0,0,CA,400,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,11/08/2000,AD RIGHT 6,THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,ADVERTISING RIGHT
1095000079,,192,O,0,,0,0,0,,0,,0,0,CA,400,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,11/08/2000,AD RIGHT 7,THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,ADVERTISING RIGHT
1599001029,,288,O,0,,0,0,0,,0,,0,0,CA,600,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/12/1999,OUTSIDE,1 CARRINGTON ROAD,PORTWOOD,STOCKPORT,,SK1 2QE,ADVERTISING RIGHT
1599016039,,144,O,0,,0,0,0,,0,,0,0,CA,300,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/07/2001,OUTSIDE,16 CARRINGTON ROAD,PORTWOOD,STOCKPORT,,SK1 2QE,ADVERTISING RIGHT
1681061029,,288,O,0,,0,0,0,,0,,0,0,CA,600,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/2000,61-63 ADVERTISING RIGHT ADJ,CHEADLE ROAD,CHEADLE HULME,CHEADLE,,SK8 5EU,ADVERTISING RIGHT
1701000019,,288,O,0,,0,0,0,,0,,0,0,CA,600,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,17/11/2010,AD RIGHT 0207 0222 ADSHEL,CORNER OF KING STREET,CHESTERGATE,STOCKPORT,,SK3 0BQ,ADVERTISING RIGHT
1704068029,,192,O,0,,0,0,0,,0,,0,0,CA,400,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/2000,AD RIGHT,CHESTERGATE TAVERN,CHESTERGATE,STOCKPORT,,SK1 1RA,ADVERTISING RIGHT
2499092029,,288,O,0,,0,0,0,,0,,0,0,CA,600,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,30/07/1999,AD RIGHT 0207 0104 OUTSIDE,92 DIDSBURY ROAD,HEATON MERSEY,STOCKPORT,,SK4 2BA,ADVERTISING RIGHT
3422514019,,144,O,0,,0,0,0,,0,,0,0,CA,300,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,18/02/2011,AD RIGHT 0207 010 3035 01 GABLE,514 GORTON ROAD,REDDISH,STOCKPORT,,SK5 6QN,ADVERTISING RIGHT
3458001009,,8160,O,0,,0,0,0,,0,,0,0,CA,17000,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/09/1993,ADVERTISING RIGHT  AT,GREAT PORTWOOD STREET,STOCKPORT,,,SK1 2DW,ADVERTISING RIGHT
3458002029,,1824,O,0,,0,0,0,,0,,0,0,CA,3800,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/1990,ADVERTISING RIGHT ADJ 59 SITE: 0717,ADJ 59 GREAT PORTWOOD STREET,STOCKPORT,,,SK1 2AS,ADVERTISING RIGHT AND PREMISES
3458049019,,1416,O,0,,0,0,0,,0,,0,0,CA,2950,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/1991,ADJ,49 GREAT PORTWOOD STREET,STOCKPORT,,,SK1 2DW,ADVERTISING RIGHT
3464051019,,288,O,0,,0,0,0,,0,,0,0,CA,600,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,26/06/2001,OUTSIDE,51 GREEK STREET,STOCKPORT,,,SK3 8AX,ADVERTISING RIGHT
3816112029,,175.2,O,0,,0,0,0,,0,,0,0,CA,365,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/2005,ADJ 112 HALL STREET,OFFERTON,STOCKPORT,,,SK1 4HE,ADVERTISING RIGHT AND PREMISES
3988033029,,288,O,0,,0,0,0,,0,,0,0,CA,600,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/2011,ADJ,33 HIGHER BENTS LANE,BREDBURY,STOCKPORT,,SK6 1EE,ADVERTISING RIGHT AND PREMISES
3988134019,,684,O,0,,0,0,0,,0,,0,0,CA,1425,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/1990,GABLE 134,HIGHER BENTS LANE,BREDBURY,STOCKPORT,,SK6 2LU,ADVERTISING RIGHT AND PREMISES
3990176019,,684,O,0,,0,0,0,,0,,0,0,CA,1425,CLEAR CHANNEL UK LTD,NNDR DEPT,32 GOLDSWORTH ROAD,WOKING,SURREY,,GU21 6JT,01/04/1990,GABLE,176 HIGHER HILLGATE,STOCKPORT,,,SK1 3QY,ADVERTISING RIGHT AND PREMISES
