ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,16/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON AND SONS LTD,16/10/2017,2520.00 ,TRANSACTIONS-EXPENDITURE,V001178159
ROCHDALE BOROUGH COUNCIL,16/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON AND SONS LTD,16/10/2017,3360.00 ,TRANSACTIONS-EXPENDITURE,V001178160
ROCHDALE BOROUGH COUNCIL,12/10/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,12/10/2017,2450.00 ,EXPENSES - GENERAL,V001178172
ROCHDALE BOROUGH COUNCIL,12/10/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,12/10/2017,1750.00 ,EXPENSES - GENERAL,V001178173
ROCHDALE BOROUGH COUNCIL,12/10/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,12/10/2017,1050.00 ,EXPENSES - GENERAL,V001178174
ROCHDALE BOROUGH COUNCIL,12/10/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,12/10/2017,1400.00 ,EXPENSES - GENERAL,V001178175
ROCHDALE BOROUGH COUNCIL,12/10/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,12/10/2017,1050.00 ,EXPENSES - GENERAL,V001178176
ROCHDALE BOROUGH COUNCIL,19/10/2017,ECONOMY DIRECTORATE,THE OYSTER PARTNERSHIP LTD,19/10/2017,1859.38 ,AGENCY STAFF,V001178182
ROCHDALE BOROUGH COUNCIL,19/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,DAISY COMMUNICATIONS LTD,19/10/2017,600.41 ,SOFTWARE,V001178194
ROCHDALE BOROUGH COUNCIL,12/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,H A BURROW,12/10/2017,2708.64 ,TAXI HIRE,V001178210
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,C E S LTD,12/10/2017,591.58 ,MINOR BUILDING WORKS,V001178212
ROCHDALE BOROUGH COUNCIL,19/10/2017,EARLY HELP AND SCHOOLS,JACKSON JACKSON AND SONS LTD,19/10/2017,65185.37 ,MINOR BUILDING WORKS,V001178215
ROCHDALE BOROUGH COUNCIL,10/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,STREAMLINE TAXIS,10/10/2017,551.25 ,TAXI HIRE,V001178217
ROCHDALE BOROUGH COUNCIL,10/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,STREAMLINE TAXIS,10/10/2017,570.00 ,TAXI HIRE,V001178219
ROCHDALE BOROUGH COUNCIL,25/10/2017,PROPERTY AND HIGHWAYS,GROUNDWORK LANDSCAPES LIMITED,25/10/2017,4950.00 ,MINOR BUILDING WORKS,V001178228
ROCHDALE BOROUGH COUNCIL,10/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,STREAMLINE TAXIS,10/10/2017,1240.00 ,TAXI HIRE,V001178230
ROCHDALE BOROUGH COUNCIL,10/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDDLETON CARS,10/10/2017,928.80 ,TAXI HIRE,V001178233
ROCHDALE BOROUGH COUNCIL,11/10/2017,PROPERTY AND HIGHWAYS,CENTREWIRE LIMITED,11/10/2017,1213.38 ,MINOR BUILDING WORKS,V001178236
ROCHDALE BOROUGH COUNCIL,10/10/2017,RESOURCES,TOPMARK CLAIMS MANAGEMENT LTD IMPREST,10/10/2017,39365.97 ,TRANSACTIONS-EXPENDITURE,V001178241
ROCHDALE BOROUGH COUNCIL,10/10/2017,LEARNING DIS & MENTAL HEALTH,COMMUNITY CARE LINE SERVICES,10/10/2017,614.52 ,PERSONAL BUDGETS - MANAGED,V001178246
ROCHDALE BOROUGH COUNCIL,10/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,10/10/2017,638.60 ,TAXI HIRE,V001178252
ROCHDALE BOROUGH COUNCIL,10/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,10/10/2017,641.30 ,TAXI HIRE,V001178252
ROCHDALE BOROUGH COUNCIL,10/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,10/10/2017,650.00 ,TAXI HIRE,V001178252
ROCHDALE BOROUGH COUNCIL,10/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,10/10/2017,680.00 ,TAXI HIRE,V001178252
ROCHDALE BOROUGH COUNCIL,10/10/2017,CHILDREN’S SOCIAL CARE,PRESTIGE SALES AND LETTINGS LTD,10/10/2017,550.00 ,ALLOWANCES,V001178253
ROCHDALE BOROUGH COUNCIL,11/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,DK MINIBUSES LTD,11/10/2017,1692.00 ,TAXI HIRE,V001178258
ROCHDALE BOROUGH COUNCIL,16/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,TYRE FORCE NW LTD,16/10/2017,5297.05 ,TYRES,V001178261
ROCHDALE BOROUGH COUNCIL,26/10/2017,PROPERTY AND HIGHWAYS,F BRIERLEY & SON LIMITED,26/10/2017,620.00 ,TRANSACTIONS-EXPENDITURE,V001178267
ROCHDALE BOROUGH COUNCIL,19/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,VEHICLE WEIGHING SOLUTIONS LTD,19/10/2017,11500.00 ,EQUIPMENT - GENERAL,V001178274
ROCHDALE BOROUGH COUNCIL,10/10/2017,LEARNING DIS & MENTAL HEALTH,PREMIER CARE LTD,10/10/2017,660.56 ,PERSONAL BUDGETS - MANAGED,V001178284
ROCHDALE BOROUGH COUNCIL,10/10/2017,LEARNING DIS & MENTAL HEALTH,PREMIER CARE LTD,10/10/2017,689.28 ,PERSONAL BUDGETS - MANAGED,V001178286
ROCHDALE BOROUGH COUNCIL,10/10/2017,LEARNING DIS & MENTAL HEALTH,PREMIER CARE LTD,10/10/2017,689.28 ,PERSONAL BUDGETS - MANAGED,V001178287
ROCHDALE BOROUGH COUNCIL,10/10/2017,LEARNING DIS & MENTAL HEALTH,PREMIER CARE LTD,10/10/2017,689.28 ,PERSONAL BUDGETS - MANAGED,V001178288
ROCHDALE BOROUGH COUNCIL,17/10/2017,ECONOMY DIRECTORATE,FISHERS CLEANING SERVICES LIMITED,17/10/2017,678.35 ,TELEPHONE EXPENDITURE,V001178290
ROCHDALE BOROUGH COUNCIL,17/10/2017,ECONOMY DIRECTORATE,ARROW BUSINESS COMMUNICATIONS LTD,17/10/2017,1881.09 ,TELEPHONE EXPENDITURE,V001178291
ROCHDALE BOROUGH COUNCIL,23/10/2017,ECONOMY DIRECTORATE,FISHERS CLEANING SERVICES LIMITED,23/10/2017,502.50 ,SUPPLIES AND SERVICES PROVISION,V001178297
ROCHDALE BOROUGH COUNCIL,24/10/2017,EARLY HELP AND SCHOOLS,PRIME ROOFING ROCHDALE LIMITED,24/10/2017,600.00 ,MINOR BUILDING WORKS,V001178298
ROCHDALE BOROUGH COUNCIL,11/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CRESCENT RADIO,11/10/2017,1000.00 ,ACTIVITIES,V001178299
ROCHDALE BOROUGH COUNCIL,13/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ULVERSCROFT LARGE PRINT BOOKS LTD,13/10/2017,654.00 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001178419
ROCHDALE BOROUGH COUNCIL,16/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,PETERS LIMITED,16/10/2017,642.84 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001178422
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,PETERS LIMITED,17/10/2017,587.52 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001178424
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,WLG LTD,24/10/2017,1149.89 ,CATERING - GENERAL,V001178435
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,WLG LTD,24/10/2017,1676.57 ,CATERING - GENERAL,V001178437
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,WLG LTD,24/10/2017,568.59 ,CATERING - GENERAL,V001178439
ROCHDALE BOROUGH COUNCIL,25/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,WLG LTD,25/10/2017,903.18 ,CATERING - GENERAL,V001178441
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,WLG LTD,24/10/2017,1364.42 ,CATERING - GENERAL,V001178442
ROCHDALE BOROUGH COUNCIL,23/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CRAWFORD DOMESTIC APPLIANCES LIMITED,23/10/2017,700.00 ,EQUIPMENT - GENERAL,V001178452
ROCHDALE BOROUGH COUNCIL,20/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE HOUSING INITIATIVE,20/10/2017,3950.00 ,GRANTS TO OTHER BODIES,V001178458
ROCHDALE BOROUGH COUNCIL,19/10/2017,RESOURCES,CRESTA WORLD TRAVEL LIMITED,19/10/2017,618.32 ,ACCOMMODATION,V001178463
ROCHDALE BOROUGH COUNCIL,20/10/2017,EARLY HELP AND SCHOOLS,HEALTH & SAFETY SOLUTIONS (NW) LTD,20/10/2017,800.00 ,TRAINING-QUALIFICATION,V001178490
ROCHDALE BOROUGH COUNCIL,11/10/2017,PHYSICAL DIS & OLDER PEOPLE,GARY HUMPHREYS,11/10/2017,600.00 ,TRAINING,V001178494
ROCHDALE BOROUGH COUNCIL,11/10/2017,ECONOMY DIRECTORATE,GUMBOO HOTELS,11/10/2017,1140.00 ,ACCOMMODATION,V001178497
ROCHDALE BOROUGH COUNCIL,16/10/2017,EARLY HELP AND SCHOOLS,THE TOGETHER TRUST,16/10/2017,13052.00 ,OTHER LA`S - SEN PROVISION,V001178501
ROCHDALE BOROUGH COUNCIL,11/10/2017,EARLY HELP AND SCHOOLS,ROC NORTHWEST LTD,11/10/2017,5702.40 ,OTHER LA`S - SEN PROVISION,V001178503
ROCHDALE BOROUGH COUNCIL,11/10/2017,EARLY HELP AND SCHOOLS,ROC NORTHWEST LTD,11/10/2017,6728.00 ,OTHER LA`S - SEN PROVISION,V001178504
ROCHDALE BOROUGH COUNCIL,11/10/2017,RESOURCES,CIPFA BUSINESS LIMITED,11/10/2017,950.00 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001178508
ROCHDALE BOROUGH COUNCIL,23/10/2017,RESOURCES,MS LOUISE QUIGLEY,23/10/2017,5000.00 ,PROFESSIONAL FEES,V001178509
ROCHDALE BOROUGH COUNCIL,11/10/2017,RESOURCES,WEIGHTMANS LLP,11/10/2017,13119.00 ,PROFESSIONAL FEES,V001178512
ROCHDALE BOROUGH COUNCIL,11/10/2017,RESOURCES,WEIGHTMANS LLP,11/10/2017,1225.00 ,PROFESSIONAL FEES,V001178513
ROCHDALE BOROUGH COUNCIL,20/10/2017,ECONOMY DIRECTORATE,LCM GROUP,20/10/2017,120214.76 ,NEW CONSTRUCTION,V001178522
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,CAS FM LIMITED,24/10/2017,1216.11 ,REPAIRS & ALTS OF BUILDINGS,V001178531
ROCHDALE BOROUGH COUNCIL,26/10/2017,ECONOMY DIRECTORATE,SAFEGARD SECURITY SOLUTIONS,26/10/2017,667.40 ,SECURITY,V001178532
ROCHDALE BOROUGH COUNCIL,30/10/2017,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,30/10/2017,345738.52 ,PFI SCHEMES RPIX,V001178535
ROCHDALE BOROUGH COUNCIL,30/10/2017,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,30/10/2017,401089.07 ,PFI SCHEMES RPIX,V001178536
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,COMPASS FOSTERING NORTH LTD,16/10/2017,607.15 ,FOSTER PARENTS BASIC ALLOWANCE,V001178537
ROCHDALE BOROUGH COUNCIL,11/10/2017,CHILDREN’S SOCIAL CARE,CRYSTAL CARE SOLUTIONS LTD,11/10/2017,3242.40 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001178538
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,CRYSTAL CARE SOLUTIONS LTD,16/10/2017,3242.40 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001178539
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,16/10/2017,850.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001178540
ROCHDALE BOROUGH COUNCIL,19/10/2017,CHILDREN’S SOCIAL CARE,HOLISTIC APPROACH LTD,19/10/2017,6001.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001178541
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,PARALLEL PARENTS,16/10/2017,3276.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001178543
ROCHDALE BOROUGH COUNCIL,11/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,11/10/2017,928.00 ,YOUNG PEOPLES RENTS,V001178544
ROCHDALE BOROUGH COUNCIL,11/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,11/10/2017,760.00 ,HOMELESS & VULNERABLE,V001178545
ROCHDALE BOROUGH COUNCIL,11/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,11/10/2017,928.00 ,YOUNG PEOPLES RENTS,V001178547
ROCHDALE BOROUGH COUNCIL,11/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,11/10/2017,928.00 ,YOUNG PEOPLES RENTS,V001178548
ROCHDALE BOROUGH COUNCIL,11/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,11/10/2017,928.00 ,YOUNG PEOPLES RENTS,V001178549
ROCHDALE BOROUGH COUNCIL,17/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,17/10/2017,928.00 ,YOUNG PEOPLES RENTS,V001178550
ROCHDALE BOROUGH COUNCIL,17/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,17/10/2017,760.00 ,HOMELESS & VULNERABLE,V001178551
ROCHDALE BOROUGH COUNCIL,17/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,17/10/2017,928.00 ,YOUNG PEOPLES RENTS,V001178552
ROCHDALE BOROUGH COUNCIL,17/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,17/10/2017,928.00 ,YOUNG PEOPLES RENTS,V001178553
ROCHDALE BOROUGH COUNCIL,17/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,17/10/2017,928.00 ,YOUNG PEOPLES RENTS,V001178554
ROCHDALE BOROUGH COUNCIL,17/10/2017,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,17/10/2017,795.48 ,YOUNG PEOPLES RENTS,V001178555
ROCHDALE BOROUGH COUNCIL,30/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,LK CONSULT LTD,30/10/2017,1000.00 ,MINOR BUILDING WORKS,V001178556
ROCHDALE BOROUGH COUNCIL,20/10/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,20/10/2017,528.00 ,HOME CARE - CHILDRENS SERVICES,V001178559
ROCHDALE BOROUGH COUNCIL,20/10/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,20/10/2017,792.00 ,HOME CARE - CHILDRENS SERVICES,V001178565
ROCHDALE BOROUGH COUNCIL,17/10/2017,CHILDREN’S SOCIAL CARE,RESOLUTION FOSTERING SERVICES LTD,17/10/2017,660.24 ,FOSTER PARENTS BASIC ALLOWANCE,V001178566
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,THREE CIRCLES FOSTERING,16/10/2017,3364.29 ,FOSTER PARENTS BASIC ALLOWANCE,V001178567
ROCHDALE BOROUGH COUNCIL,17/10/2017,CHILDREN’S SOCIAL CARE,A WILDERNESS WAY LTD,17/10/2017,1814.28 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001178569
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,PACE,16/10/2017,1500.00 ,CONSULTANT FEES,V001178570
ROCHDALE BOROUGH COUNCIL,23/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,G M WASTE DISPOSAL AUTHORITY,23/10/2017,1877000.00 ,WASTE DISPOSAL LEVY,V001178578
ROCHDALE BOROUGH COUNCIL,27/10/2017,ECONOMY DIRECTORATE,ROCHDALE DEVELOPMENT AGENCY,27/10/2017,32707.58 ,CONTRACTED SERVICES,V001178579
ROCHDALE BOROUGH COUNCIL,23/10/2017,COLLECTION FUND,GMCA,23/10/2017,717163.00 ,TRANSACTIONS-EXPENDITURE,V001178580
ROCHDALE BOROUGH COUNCIL,23/10/2017,COLLECTION FUND,GMCA,23/10/2017,46650.00 ,TRANSACTIONS-EXPENDITURE,V001178581
ROCHDALE BOROUGH COUNCIL,23/10/2017,COLLECTION FUND,GMCA,23/10/2017,264904.00 ,TRANSACTIONS-EXPENDITURE,V001178581
ROCHDALE BOROUGH COUNCIL,19/10/2017,ECONOMY DIRECTORATE,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,19/10/2017,2030.00 ,CONDITION SURVEYS,V001178592
ROCHDALE BOROUGH COUNCIL,19/10/2017,ECONOMY DIRECTORATE,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,19/10/2017,4700.00 ,CONDITION SURVEYS,V001178593
ROCHDALE BOROUGH COUNCIL,20/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,MASSEY AND HARRIS ENGINEERING LTD,20/10/2017,1333.00 ,EQUIPMENT - GENERAL,V001178594
ROCHDALE BOROUGH COUNCIL,17/10/2017,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,17/10/2017,23322.38 ,ARCHITECTS FEES,V001178595
ROCHDALE BOROUGH COUNCIL,11/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,F S MOULT AND SON,11/10/2017,793.48 ,PROPERTY - WORKS ELEMENT,V001178597
ROCHDALE BOROUGH COUNCIL,11/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,F S MOULT AND SON,11/10/2017,1200.00 ,PROPERTY - WORKS ELEMENT,V001178597
ROCHDALE BOROUGH COUNCIL,11/10/2017,RESOURCES,FORBES SOLICITORS,11/10/2017,1331.42 ,INPUT VAT -  ADJUSTMENTS,V001178600
ROCHDALE BOROUGH COUNCIL,11/10/2017,RESOURCES,GALLAGHER BASSETT INTERNATIONAL LTD,11/10/2017,29958.75 ,TRANSACTIONS-EXPENDITURE,V001178602
ROCHDALE BOROUGH COUNCIL,16/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,16/10/2017,720.75 ,TEACHERS - BASIC,V001178604
ROCHDALE BOROUGH COUNCIL,16/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,16/10/2017,2978.00 ,TEACHERS - BASIC,V001178604
ROCHDALE BOROUGH COUNCIL,16/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,16/10/2017,4272.17 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V001178604
ROCHDALE BOROUGH COUNCIL,16/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,16/10/2017,720.75 ,TEACHERS - BASIC,V001178605
ROCHDALE BOROUGH COUNCIL,16/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,16/10/2017,2978.00 ,TEACHERS - BASIC,V001178605
ROCHDALE BOROUGH COUNCIL,16/10/2017,EARLY HELP AND SCHOOLS,PENNINE CARE NHS,16/10/2017,4481.33 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V001178605
ROCHDALE BOROUGH COUNCIL,11/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,LANES GROUP PLC,11/10/2017,1006.80 ,EQUIPMENT - GENERAL,V001178607
ROCHDALE BOROUGH COUNCIL,11/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,LANES GROUP PLC,11/10/2017,1760.20 ,EQUIPMENT - GENERAL,V001178608
ROCHDALE BOROUGH COUNCIL,11/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,LANES GROUP PLC,11/10/2017,616.00 ,EQUIPMENT - GENERAL,V001178609
ROCHDALE BOROUGH COUNCIL,11/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,LANES GROUP PLC,11/10/2017,522.90 ,EQUIPMENT - GENERAL,V001178610
ROCHDALE BOROUGH COUNCIL,12/10/2017,LEARNING DIS & MENTAL HEALTH,PREMIER CARE LTD,12/10/2017,689.28 ,PERSONAL BUDGETS - MANAGED,V001178614
ROCHDALE BOROUGH COUNCIL,13/10/2017,RESOURCES,DEPT FOR COMMUNITIES & LOCAL GOVERNMENT,13/10/2017,-11865.00 ,TRANSACTIONS-INCOME,V001178641
ROCHDALE BOROUGH COUNCIL,13/10/2017,RESOURCES,DEPT FOR COMMUNITIES & LOCAL GOVERNMENT,13/10/2017,9567.00 ,TRANSACTIONS-INCOME,V001178641
ROCHDALE BOROUGH COUNCIL,13/10/2017,COLLECTION FUND,DEPT FOR COMMUNITIES & LOCAL GOVERNMENT,13/10/2017,247455.00 ,TRANSACTIONS-EXPENDITURE,V001178641
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,BAMFORD ACADEMY,12/10/2017,1585.31 ,OTHER EST - SEN PROVISION,V001178642
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,DEEPLISH ACADEMY,12/10/2017,2048.99 ,OTHER EST - SEN PROVISION,V001178643
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,HOLLINGWORTH ACADEMY,12/10/2017,7126.91 ,OTHER EST - SEN PROVISION,V001178644
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,MIDDLETON TECHNOLOGY ACADEMY,12/10/2017,4620.34 ,OTHER EST - SEN PROVISION,V001178646
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,ST ANNES ACADEMY,12/10/2017,3819.20 ,OTHER EST - SEN PROVISION,V001178648
ROCHDALE BOROUGH COUNCIL,12/10/2017,EARLY HELP AND SCHOOLS,WARDLE ACADEMY,12/10/2017,7568.08 ,OTHER EST - SEN PROVISION,V001178649
ROCHDALE BOROUGH COUNCIL,13/10/2017,PUBLIC HEALTH,HM REVENUES AND CUSTOMS SHIPLEY,13/10/2017,3494.00 ,FEES / COMMISSION,V001178651
ROCHDALE BOROUGH COUNCIL,11/10/2017,RESOURCES,REDACTED - PERSONAL DATA,11/10/2017,640.00 ,RENT ALLOWS-PRIVATE TENANTS ST,V001178675
ROCHDALE BOROUGH COUNCIL,11/10/2017,RESOURCES,REDACTED - PERSONAL DATA,11/10/2017,533.28 ,RENT ALLOWS-PRIVATE TENANTS ST,V001178682
ROCHDALE BOROUGH COUNCIL,11/10/2017,RESOURCES,REDACTED - PERSONAL DATA,11/10/2017,627.61 ,RENT ALLOWS-PRIVATE TENANTS ST,V001178687
ROCHDALE BOROUGH COUNCIL,20/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,DAISY COMMUNICATIONS LTD,20/10/2017,1966.77 ,IT MAINTENANCE,V001178691
ROCHDALE BOROUGH COUNCIL,20/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,20/10/2017,1875.00 ,AGENCY STAFF,V001178692
ROCHDALE BOROUGH COUNCIL,25/10/2017,PROPERTY AND HIGHWAYS,WBW CHARTERED SURVEYORS,25/10/2017,812.50 ,LEGAL SERVICES EXTERNAL,V001178693
ROCHDALE BOROUGH COUNCIL,16/10/2017,PHYSICAL DIS & OLDER PEOPLE,C E S LTD,16/10/2017,3832.65 ,MINOR BUILDING WORKS,V001178695
ROCHDALE BOROUGH COUNCIL,16/10/2017,PHYSICAL DIS & OLDER PEOPLE,C E S LTD,16/10/2017,15330.61 ,MINOR BUILDING WORKS,V001178695
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ATKINS LIMITED,24/10/2017,1000.00 ,SITE INVESTIGATION,V001178699
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ATKINS LIMITED,24/10/2017,1000.00 ,SITE INVESTIGATION,V001178699
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ATKINS LIMITED,24/10/2017,1000.00 ,SITE INVESTIGATION,V001178699
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ATKINS LIMITED,24/10/2017,2000.00 ,SITE INVESTIGATION,V001178699
ROCHDALE BOROUGH COUNCIL,24/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,ATKINS LIMITED,24/10/2017,2000.00 ,SITE INVESTIGATION,V001178699
ROCHDALE BOROUGH COUNCIL,17/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,17/10/2017,2710.00 ,EQUIPMENT - GENERAL,V001178703
ROCHDALE BOROUGH COUNCIL,16/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,WHEELDON BROTHERS WASTE LIMITED,16/10/2017,1765.00 ,EQUIPMENT - GENERAL,V001178704
ROCHDALE BOROUGH COUNCIL,19/10/2017,NEIGHBOURHOODS AND ENVIRONMENT,NORDEN AGRICULTURAL CONTRACTORS,19/10/2017,800.00 ,EQUIPMENT - GENERAL,V001178720
ROCHDALE BOROUGH COUNCIL,24/10/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,24/10/2017,20658.41 ,ROADWORKS,V001178744
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,16/10/2017,2846.70 ,FOSTER PARENTS BASIC ALLOWANCE,V001178745
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,16/10/2017,3081.30 ,FOSTER PARENTS BASIC ALLOWANCE,V001178746
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,16/10/2017,3261.30 ,FOSTER PARENTS BASIC ALLOWANCE,V001178747
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,16/10/2017,3124.20 ,FOSTER PARENTS BASIC ALLOWANCE,V001178748
ROCHDALE BOROUGH COUNCIL,16/10/2017,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,16/10/2017,2811.90 ,FOSTER PARENTS BASIC ALLOWANCE,V001178749
