ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,13/01/2017,FINANCE SERVICES,CHILDCARE VOUCHERS LIMITED,13/01/2017,2546.69 ,TRANSACTIONS-EXPENDITURE,V001084800
ROCHDALE BOROUGH COUNCIL,13/01/2017,FINANCE SERVICES,CHILDCARE VOUCHERS LIMITED,13/01/2017,50933.74 ,TRANSACTIONS-EXPENDITURE,V001084800
ROCHDALE BOROUGH COUNCIL,13/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CHILDSCAPE LIMITED,13/01/2017,736.70 ,EQUIPMENT - GENERAL,V001084695
ROCHDALE BOROUGH COUNCIL,13/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CHILDSCAPE LIMITED,13/01/2017,906.00 ,EQUIPMENT - GENERAL,V001084677
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,06/01/2017,3565.26 ,RESIDENTIAL LONG TERM,V001081349
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,20/01/2017,3565.26 ,RESIDENTIAL LONG TERM,V001085609
ROCHDALE BOROUGH COUNCIL,23/01/2017,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,23/01/2017,725.00 ,AGENCY STAFF,V001087839
ROCHDALE BOROUGH COUNCIL,23/01/2017,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,23/01/2017,731.81 ,AGENCY STAFF,V001087840
ROCHDALE BOROUGH COUNCIL,05/01/2017,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,05/01/2017,1782.98 ,AGENCY STAFF,V001081155
ROCHDALE BOROUGH COUNCIL,23/01/2017,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,23/01/2017,1800.00 ,AGENCY STAFF,V001087882
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,CHURCH WALK HEALTH CARE LTD,06/01/2017,7615.74 ,RESIDENTIAL LONG TERM,V001081960
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,1745.58 ,INDIVIDUAL SERVICE FUND,V001083432
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,2046.24 ,INDIVIDUAL SERVICE FUND,V001083403
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,2342.40 ,INDIVIDUAL SERVICE FUND,V001083401
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,3944.36 ,INDIVIDUAL SERVICE FUND,V001083434
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,06/01/2017,585.90 ,NURSING LONG TERM,V001081708
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,20/01/2017,585.90 ,NURSING LONG TERM,V001086097
ROCHDALE BOROUGH COUNCIL,06/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,06/01/2017,988.82 ,NURSING LONG TERM,V001082072
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,20/01/2017,988.82 ,NURSING LONG TERM,V001086589
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,06/01/2017,1968.82 ,NURSING LONG TERM,V001081812
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,20/01/2017,1968.82 ,NURSING LONG TERM,V001086252
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,1238.00 ,PERSONAL BUDGETS - MANAGED,V001083889
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,1295.04 ,PERSONAL BUDGETS - MANAGED,V001083435
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,1530.26 ,PERSONAL BUDGETS - MANAGED,V001083376
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,2500.76 ,PERSONAL BUDGETS - MANAGED,V001083384
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/01/2017,3684.38 ,PERSONAL BUDGETS - MANAGED,V001083417
ROCHDALE BOROUGH COUNCIL,09/01/2017,PROPERTY AND HIGHWAYS,CIPFA BUSINESS LIMITED,09/01/2017,925.00 ,TRAINING,V001081217
ROCHDALE BOROUGH COUNCIL,20/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CIVICA UK LIMITED,20/01/2017,2881.20 ,SOFTWARE,V001084672
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,11/01/2017,3460.62 ,FOSTER PARENTS BASIC ALLOWANCE,V001084178
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,11/01/2017,3460.62 ,FOSTER PARENTS BASIC ALLOWANCE,V001084184
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,11/01/2017,3496.97 ,FOSTER PARENTS BASIC ALLOWANCE,V001084183
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,11/01/2017,3506.68 ,FOSTER PARENTS BASIC ALLOWANCE,V001084179
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,11/01/2017,3737.43 ,FOSTER PARENTS BASIC ALLOWANCE,V001084177
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,11/01/2017,3885.52 ,FOSTER PARENTS BASIC ALLOWANCE,V001084182
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,11/01/2017,3903.10 ,FOSTER PARENTS BASIC ALLOWANCE,V001084180
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,11/01/2017,3885.52 ,YOUNG PEOPLES RENTS,V001084181
ROCHDALE BOROUGH COUNCIL,05/01/2017,FINANCE SERVICES,CLEARWATER RISK MANAGEMENT LTD,05/01/2017,3150.00 ,TRAINING-NON QUALIFICATION,V001080332
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,580.24 ,RESIDENTIAL LONG TERM,V001081991
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,592.12 ,RESIDENTIAL LONG TERM,V001081436
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,593.62 ,RESIDENTIAL LONG TERM,V001081789
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,597.48 ,RESIDENTIAL LONG TERM,V001082075
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081435
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081585
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081850
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081911
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081977
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001081978
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,598.12 ,RESIDENTIAL LONG TERM,V001082023
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,06/01/2017,601.34 ,RESIDENTIAL LONG TERM,V001081502
ROCHDALE BOROUGH COUNCIL,09/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CLOVER SECURITY SERVICES LIMITED,09/01/2017,565.50 ,SECURITY,V001082436
ROCHDALE BOROUGH COUNCIL,24/01/2017,ECONOMY DIRECTORATE,CLYDE & CO,24/01/2017,5804.00 ,PROFESSIONAL FEES,V001088509
ROCHDALE BOROUGH COUNCIL,12/01/2017,CHILDREN’S SOCIAL CARE,COLLEEN MURPHY,12/01/2017,4100.00 ,CONSULTANT FEES,V001084716
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,20/01/2017,7396.98 ,HOME CARE - ADULT SERVICES,V001087143
ROCHDALE BOROUGH COUNCIL,26/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,26/01/2017,8029.93 ,HOME CARE - ADULT SERVICES,V001089183
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,8389.51 ,HOME CARE - ADULT SERVICES,V001084739
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,06/01/2017,8922.89 ,HOME CARE - ADULT SERVICES,V001082116
ROCHDALE BOROUGH COUNCIL,05/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,05/01/2017,9051.27 ,HOME CARE - ADULT SERVICES,V001081202
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,548.00 ,INDIVIDUAL SERVICE FUND,V001083959
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,560.00 ,INDIVIDUAL SERVICE FUND,V001084102
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,600.00 ,INDIVIDUAL SERVICE FUND,V001084045
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,600.00 ,INDIVIDUAL SERVICE FUND,V001084046
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,604.64 ,INDIVIDUAL SERVICE FUND,V001083926
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,609.48 ,INDIVIDUAL SERVICE FUND,V001083872
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,619.28 ,INDIVIDUAL SERVICE FUND,V001083944
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,648.00 ,INDIVIDUAL SERVICE FUND,V001084080
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,660.00 ,INDIVIDUAL SERVICE FUND,V001083955
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,696.40 ,INDIVIDUAL SERVICE FUND,V001083962
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,702.92 ,INDIVIDUAL SERVICE FUND,V001084075
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,746.84 ,INDIVIDUAL SERVICE FUND,V001084147
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,823.92 ,INDIVIDUAL SERVICE FUND,V001083592
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,836.00 ,INDIVIDUAL SERVICE FUND,V001083910
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,1036.00 ,INDIVIDUAL SERVICE FUND,V001083689
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,1368.00 ,INDIVIDUAL SERVICE FUND,V001083894
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,1450.12 ,INDIVIDUAL SERVICE FUND,V001084074
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/01/2017,1744.24 ,INDIVIDUAL SERVICE FUND,V001084081
ROCHDALE BOROUGH COUNCIL,27/01/2017,EARLY HELP AND SCHOOLS,COMIC COMPANY,27/01/2017,1500.00 ,ACTIVITIES,V001089258
ROCHDALE BOROUGH COUNCIL,19/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,19/01/2017,2708.61 ,HOME CARE - ADULT SERVICES,V001087112
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,13/01/2017,2914.21 ,HOME CARE - ADULT SERVICES,V001084738
ROCHDALE BOROUGH COUNCIL,26/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,26/01/2017,2989.82 ,HOME CARE - ADULT SERVICES,V001089163
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,06/01/2017,3143.10 ,HOME CARE - ADULT SERVICES,V001082114
ROCHDALE BOROUGH COUNCIL,05/01/2017,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,05/01/2017,3259.27 ,HOME CARE - ADULT SERVICES,V001081201
ROCHDALE BOROUGH COUNCIL,19/01/2017,LEARNING DIS & MENTAL HEALTH,COMMUNITY CARE LINE SERVICES,19/01/2017,518.84 ,PERSONAL BUDGETS - MANAGED,V001086865
ROCHDALE BOROUGH COUNCIL,19/01/2017,LEARNING DIS & MENTAL HEALTH,COMMUNITY CARE LINE SERVICES,19/01/2017,976.32 ,PERSONAL BUDGETS - MANAGED,V001086864
ROCHDALE BOROUGH COUNCIL,05/01/2017,PROPERTY AND HIGHWAYS,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,05/01/2017,319809.22 ,PFI SCHEMES RPIX,V001080853
ROCHDALE BOROUGH COUNCIL,31/01/2017,PROPERTY AND HIGHWAYS,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,31/01/2017,334200.23 ,PFI SCHEMES RPIX,V001090083
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,COMPASS FOSTERING NORTH LTD,11/01/2017,3010.10 ,FOSTER PARENTS BASIC ALLOWANCE,V001084186
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,COMPASS FOSTERING NORTH LTD,11/01/2017,3168.60 ,FOSTER PARENTS BASIC ALLOWANCE,V001084185
ROCHDALE BOROUGH COUNCIL,31/01/2017,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,31/01/2017,2100.76 ,MAINTENANCE,V001087717
ROCHDALE BOROUGH COUNCIL,09/01/2017,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,09/01/2017,2695.66 ,MAINTENANCE,V001071153
ROCHDALE BOROUGH COUNCIL,06/01/2017,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,06/01/2017,4168.22 ,MAINTENANCE,V001071061
ROCHDALE BOROUGH COUNCIL,31/01/2017,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,31/01/2017,8128.06 ,MAINTENANCE,V001085398
ROCHDALE BOROUGH COUNCIL,30/01/2017,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,30/01/2017,10693.03 ,MAINTENANCE,V001085397
ROCHDALE BOROUGH COUNCIL,06/01/2017,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,06/01/2017,10805.04 ,MAINTENANCE,V001071158
ROCHDALE BOROUGH COUNCIL,06/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CONNECT CARS MIDDLETON LIMITED,06/01/2017,506.00 ,TAXI HIRE,V001082423
ROCHDALE BOROUGH COUNCIL,12/01/2017,ECONOMY DIRECTORATE,CONNELL BROTHERS LTD,12/01/2017,30686.90 ,MINOR BUILDING WORKS,V001077300
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,CONTOUR HOUSING ASSOCIATION,20/01/2017,3396.00 ,SP SUBSIDY PAYMENTS - EXTERNAL,V001086736
ROCHDALE BOROUGH COUNCIL,19/01/2017,FINANCE SERVICES,CO-OP PAYPOINT,19/01/2017,5303.13 ,FEES/COMMISSIONS,V001086939
ROCHDALE BOROUGH COUNCIL,13/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,13/01/2017,552.14 ,GAS,V001080833
ROCHDALE BOROUGH COUNCIL,13/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,13/01/2017,602.96 ,GAS,V001082497
ROCHDALE BOROUGH COUNCIL,13/01/2017,CHILDREN’S SOCIAL CARE,CORONA ENERGY RETAIL 4 LIMITED,13/01/2017,670.20 ,GAS,V001080266
ROCHDALE BOROUGH COUNCIL,13/01/2017,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,13/01/2017,700.76 ,GAS,V001080261
ROCHDALE BOROUGH COUNCIL,13/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,13/01/2017,723.38 ,GAS,V001083257
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,CORONA ENERGY RETAIL 4 LIMITED,13/01/2017,811.87 ,GAS,V001080264
ROCHDALE BOROUGH COUNCIL,16/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/01/2017,1505.28 ,GAS,V001084719
ROCHDALE BOROUGH COUNCIL,13/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,13/01/2017,5819.28 ,GAS,V001077308
ROCHDALE BOROUGH COUNCIL,13/01/2017,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,13/01/2017,603.11 ,ONGOING DISBURSEMENTS,V001084718
ROCHDALE BOROUGH COUNCIL,31/01/2017,EARLY HELP AND SCHOOLS,COSY TOES CHILDCARE LIMITED,31/01/2017,640.00 ,DAY CARE,V001090056
ROCHDALE BOROUGH COUNCIL,19/01/2017,EARLY HELP AND SCHOOLS,COSY TOES CHILDCARE LIMITED,19/01/2017,780.00 ,DAY CARE,V001087003
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,06/01/2017,2760.47 ,HOME CARE - ADULT SERVICES,V001082117
ROCHDALE BOROUGH COUNCIL,05/01/2017,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,05/01/2017,2901.07 ,HOME CARE - ADULT SERVICES,V001081203
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,20/01/2017,3024.16 ,HOME CARE - ADULT SERVICES,V001087114
ROCHDALE BOROUGH COUNCIL,13/01/2017,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,13/01/2017,3029.23 ,HOME CARE - ADULT SERVICES,V001084740
ROCHDALE BOROUGH COUNCIL,26/01/2017,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,26/01/2017,3037.76 ,HOME CARE - ADULT SERVICES,V001089182
ROCHDALE BOROUGH COUNCIL,06/01/2017,PUBLIC HEALTH,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,06/01/2017,32500.00 ,PH OTHER CONTRACTS,V001082365
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,20/01/2017,7809.25 ,SERVICE LEVEL AGREEMENTS,V001087703
ROCHDALE BOROUGH COUNCIL,11/01/2017,CHILDREN’S SOCIAL CARE,COURTYARD CARE LIMITED,11/01/2017,13064.33 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001084187
ROCHDALE BOROUGH COUNCIL,24/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,24/01/2017,840.00 ,EQUIPMENT - GENERAL,V001085360
ROCHDALE BOROUGH COUNCIL,05/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,05/01/2017,1540.00 ,EQUIPMENT - GENERAL,V001080339
ROCHDALE BOROUGH COUNCIL,18/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,18/01/2017,672.22 ,VEHICLE MAINTENANCE,V001083280
ROCHDALE BOROUGH COUNCIL,30/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,30/01/2017,2640.00 ,TRANSACTIONS-EXPENDITURE,V001086861
ROCHDALE BOROUGH COUNCIL,30/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,30/01/2017,3520.00 ,TRANSACTIONS-EXPENDITURE,V001086872
ROCHDALE BOROUGH COUNCIL,30/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CP DAVIDSON & SONS LTD,30/01/2017,3520.00 ,TRANSACTIONS-EXPENDITURE,V001086880
ROCHDALE BOROUGH COUNCIL,20/01/2017,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT,20/01/2017,35255.61 ,SP BLOCK PAYMENTS - EXTERNAL,V001086733
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,13/01/2017,2100.00 ,SUPPORTED LIVING,V001084044
ROCHDALE BOROUGH COUNCIL,13/01/2017,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,13/01/2017,2380.00 ,SUPPORTED LIVING,V001084090
ROCHDALE BOROUGH COUNCIL,06/01/2017,EARLY HELP AND SCHOOLS,CRIMBLE CROFT PLAYGROUP,06/01/2017,508.80 ,MANDATORY AWARDS,V001080873
ROCHDALE BOROUGH COUNCIL,05/01/2017,FINANCE SERVICES,CRITIQOM LIMITED,05/01/2017,720.07 ,POSTAGE,V001080271
ROCHDALE BOROUGH COUNCIL,12/01/2017,FINANCE SERVICES,CRITIQOM LIMITED,12/01/2017,740.13 ,POSTAGE,V001084713
ROCHDALE BOROUGH COUNCIL,05/01/2017,FINANCE SERVICES,CRITIQOM LIMITED,05/01/2017,1746.12 ,POSTAGE,V001080272
ROCHDALE BOROUGH COUNCIL,12/01/2017,FINANCE SERVICES,CRITIQOM LIMITED,12/01/2017,2116.93 ,POSTAGE,V001084714
ROCHDALE BOROUGH COUNCIL,19/01/2017,EARLY HELP AND SCHOOLS,CROMPTON HOUSE CHURCH OF ENGLAND SCHOOL,19/01/2017,8400.00 ,INDEPENDENT UNITS,V001086785
ROCHDALE BOROUGH COUNCIL,18/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CROMWELL POLYTHENE LIMITED,18/01/2017,1560.75 ,EQUIPMENT - GENERAL,V001082522
ROCHDALE BOROUGH COUNCIL,25/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CROMWELL POLYTHENE LIMITED,25/01/2017,17406.40 ,EQUIPMENT - GENERAL,V001087985
ROCHDALE BOROUGH COUNCIL,26/01/2017,NEIGHBOURHOODS AND ENVIRONMENT,CROMWELL POLYTHENE LIMITED,26/01/2017,32508.00 ,EQUIPMENT - GENERAL,V001087986
ROCHDALE BOROUGH COUNCIL,12/01/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,12/01/2017,990.00 ,ACTIVITIES,V001076951
ROCHDALE BOROUGH COUNCIL,12/01/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,12/01/2017,5673.75 ,ACTIVITIES,V001076953
ROCHDALE BOROUGH COUNCIL,20/01/2017,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,20/01/2017,2575.61 ,HOME CARE - ADULT SERVICES,V001087142
ROCHDALE BOROUGH COUNCIL,26/01/2017,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,26/01/2017,2720.82 ,HOME CARE - ADULT SERVICES,V001089181
ROCHDALE BOROUGH COUNCIL,05/01/2017,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,05/01/2017,2884.71 ,HOME CARE - ADULT SERVICES,V001081204
ROCHDALE BOROUGH COUNCIL,06/01/2017,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,06/01/2017,2902.92 ,HOME CARE - ADULT SERVICES,V001082121
