Property Address,RATEPAYER,RV,LIABILITY_START
"The Office, Heatherstones Court, Heatherstones, Halifax              HX3 0DG",Calderdale Mbc Environmental Services,2050,09-12-2014
"Unit 1, Horne Street Business Park, Horne Street, Halifax              HX1 5UA",,22250,01-03-2015
"Unit 11, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EL",Marrtree Ltd,15500,01-04-2015
"Unit 12, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA",Marrtree Ltd,12500,09-05-2015
"Unit 6, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",,3200,02-03-2015
"Unit 2, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",,2550,02-03-2015
"Unit 5, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",,3600,15-05-2014
"Unit 4, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",,4350,15-05-2014
"Unit 3, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",,3500,15-05-2014
"Unit 2, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",,4600,15-05-2014
"Unit 1, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",,4050,15-05-2014
"85A Highfield Road, Rastrick, Brighouse, HD6 3JA",,2750,01-04-2015
"85 Highfield Road, Rastrick, Brighouse, HD6 3JA",,5000,01-04-2015
"Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,1050,01-01-2015
"Unit HM2 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",,5900,01-04-2015
"116 Elland Lane, Elland, HX5 9ER",,2650,25-07-2014
"Unit HM4 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",Kino & Co,4100,01-04-2015
"Unit 1 I South Mill, White Rose Mill, Holdsworth Road, Halifax              HX6 6SW",Slj Party Bags & Pocket Money Toys Ltd,3150,01-04-2015
"Unit HM30 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",Kino & Co,3400,01-04-2015
"Office Hm 3.10, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Ccrm Ltd,2275,01-05-2015
"Unit 7 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1450,04-05-2015
"Lawson Road, Brighouse, HD6 1NY",Younger Homes (Northern) Ltd,46000,19-02-2015
"Bay 2, Shay Lane Works, Shay Lane, Halifax              HX3 6SF",,23250,18-12-2014
"Amisfield House, Amisfield Road, Hipperholme, Halifax             HX3 8NE",Soft Options (Systems) Ltd,19750,01-04-2015
"340 Salterhebble Hill, Halifax, HX3 0QT",Pearson Brothers Properties,6200,15-03-2015
"Calder Weaving Co Ltd, Scout Road, Mytholmroyd, HX7 5HZ",Calder Weaving Company Ltd,21000,01-12-2014
"Unit 4B, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",Metropolis Interiors Ltd,3100,01-12-2014
"Wheatsheaf Hotel, 42 Mount Pellon, Pellon, Halifax             HX2 0EE",,9100,11-05-2015
"South Parade, Halifax, HX1 1RB",Cw (Halifax) Limited,30000,11-05-2015
"R/O 63 Bradford Road, Brighouse, HD6 1RS",,4350,07-05-2015
"Unit 1 Victoria Autos, Victoria Road, Halifax, HX1 5PT",,3600,08-12-2014
"Unit  3, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",Techwise Engineering Ltd,2750,06-04-2011
"55 Commercial Street, Brighouse, HD6 1AF",Mwr Sales Limited,39250,25-03-2015
"147 Ovenden Road, Halifax, HX3 5SA",Ovenden Private Day Nursery Ltd,9000,14-11-2014
"Ground Floor Rear, 355 Halifax Road, Todmorden, OL14 5SR",,2325,01-01-2015
"Unit 5, Fordsall House, Huddersfield Road, Elland              HX5 9DW",,3500,01-05-2015
"Unit 1C Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",Whitham Mills Engineering Ltd,5900,16-05-2015
"Unit 2 Victoria Autos, Victoria Road, Halifax, HX1 5PT",,5400,08-12-2014
"Unit 7, Clifby Works, Sandbeds Road, Halifax              HX2 0QQ",Mosonic Ltd,5400,01-12-2013
"Shoulder Of Mutton, Cain Lane, Southowram, Halifax             HX3 9SB",,7700,16-03-2015
"Unit 7, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",,2500,16-05-2015
"11 Halifax Road, Todmorden, OL14 5AG",,7900,14-05-2015
"196 Queens Road, Halifax, HX1 4NE",,5100,01-04-2015
"10 Bull Green, Halifax, HX1 5AB",Kevin F Crowley & Co,7300,05-05-2015
"Office 5 Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",Binns & Sons (Greetland) Ltd,1000,12-05-2015
"Office 1 2ND Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",Bright Leaf Recruitment Ltd,4400,12-05-2015
"Office No T04, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG",Freshwater Environment Ecology Trust,1200,01-04-2015
"298/300 Ovenden Road, Halifax, HX3 5TJ",,1100,20-05-2014
"Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX",Dean Clough Ltd,2275,23-05-2015
"Workshop, Heathfield Business Park, Heathfield Street, Elland               HX5 9AU",T.B.T Joinery Ltd,16750,16-05-2015
"Unit 3, 561 Gibbet Street, Halifax, HX2 0AL",,2750,01-12-2014
"Unit 102, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",Warmco Space Heating Ltd,2550,18-06-2014
"Unit 103-104, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",,3800,18-06-2014
"Unit 2 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG",Nobilia [G.B] Ltd,15250,01-11-2014
"Range Lane, Halifax, HX3 6DJ",Dews Motor Group Ltd,71000,01-09-2014
"White Horse Inn, Spring Gardens, Burnley Road, Sowerby Bridge      HX6 2TW",D & V Bars And Inns Ltd,11250,02-05-2015
"Electronic Delivery Locker, 151 Pellon Lane, Halifax, HX1 5RG",Inpost Uk Ltd,1750,12-11-2013
"Atm Site (Hsbc), W M Morrison Plc, Rochdale Road, Todmorden           OL14 6LG",Dc Payments Uk Ltd,5900,02-05-2015
"12 Market Street, Hebden Bridge, HX7 6AD",Cresswells Accountants (Uk) Limited,3250,01-04-2015
"Unit B The Shed, Eastfield Mills, Belmont Street, Halifax              HX3 6AT",,2550,01-01-2014
"Unit 5, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",Renson Products Ltd,10000,15-01-2015
"Southdale House, Westholme Road, Halifax, HX1 4JF",Kier Living Limited,44000,30-04-2015
"PH2K, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Pennine Housing 2000 Ltd,770,30-11-2010
"The Westgate, 28 Westgate, Halifax, HX1 1PW",Doublebar Ltd,16250,11-05-2015
"Children's Centre, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Halifax Opportunities Trust,15750,01-07-2014
"Mill Royd Street, Brighouse, HD6 1EY",Trade Car Outlet Limited,5100,01-03-2015
"Unit 2A Dean Hey C'Try B Pk, Cragg Road, Mytholmroyd, HX7 5RU",Total Claims Solutions (Uk) Ltd,10750,01-11-2014
"2C Dean Hey Country Bus Park, Cragg Road, Mytholmroyd, HX7 5RU",Thornber Chicks Ltd,26500,01-11-2014
"Unit 2B Dean Hey C'Try B Pk, Cragg Road, Mytholmroyd, HX7 5RU",Thornber Chicks Ltd,8700,01-11-2014
"22 Water Street, Todmorden, OL14 5AB",,1950,22-05-2015
"Unit 5 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",Traffic Management Technologies Ltd,5800,23-12-2014
"Units 3-5, Caldervale Business Park, River Street, Brighouse            HD6 1LU",,48250,01-06-2015
"Unit 21 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse           HD6 4EA",Oiltech Europe Ltd,8000,06-02-2015
"Unit 22, Branxholme Industrial Est., Bradford Road, Brighouse            HD6 4EA",Oiltech Europe Ltd,8400,08-12-2014
"The Conservatory Village, Burnley Road, Halifax, HX2 7LW",,3800,15-05-2014
"Unit 11, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",Calderdale Security Services Ltd,7400,15-03-2015
"Unit 4, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",Enventure Consultancy Ltd,4350,09-03-2015
"Apt 1 - Ground Floor, Leedham Court, Victoria Road, Hebden Bridge        HX7 8DZ",McCarthy & Stone Retirement Lifestyles Ltd,21000,01-04-2015
"Sales Office Apt 2 Gf, Leedham Court, Victoria Road, Hebden Bridge        HX7 8DZ",McCarthy & Stone Retirement Lifestyles Ltd,6700,01-04-2015
"4 Powell Street, Halifax, HX1 1LN",,7900,01-06-2015
"Unit 1 Lower Brear, Leeds Road, Halifax, HX3 7AG",,12250,16-05-2015
"21/23 Union Street, Halifax, HX1 1PR",Bon Bon Milk Bars [Halifax] Ltd,16250,16-05-2015
"Offices 6-8, Calder Street, West Vale, Halifax              HX4 8AQ",Drive Medical Ltd,7300,01-07-2013
"Unit 1.08, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,430,01-05-2015
"218 Burnley Road, Todmorden, OL14 8EA",,2300,13-02-2015
"Stanley Works, Lucy Street, Halifax, HX3 6AL",,18000,20-05-2015
"1 Bolton Brow, Sowerby Bridge, HX6 2AL",,4100,01-06-2015
"Grove Garage, James Street, Elland, HX5 0HB",I Haigh Forklift Solutions Ltd,990,11-07-2014
"Harley House, Mill Fold, Ripponden, HX6 4DJ",Harley House Management Company Ltd.,22500,01-06-2015
"Cmbc, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Calderdale Mbc,80500,01-07-2014
"Calder College Pt Grd Fl, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Calderdale Mbc,10750,01-07-2014
"Tod'N Town Council PT1ST Flr, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",Calderdale Mbc,2700,01-04-2010
"Electronic Delivery Locker, King Cross Street, Halifax, HX1 2SH",Inpost Uk Ltd,950,31-03-2015
"Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax              HX2 6EP",,3200,01-11-2014
"Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax              HX2 6EP",,14750,01-11-2014
"Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax              HX2 6EP",,7200,01-11-2014
"6 Cheapside, Halifax, HX1 1TQ",Lister Horsfall Ltd,18250,13-08-2014
"The Barn, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",Todmorden Pallet Services Ltd,4400,02-09-2013
"18 Westgate, Halifax, HX1 1DJ",,12500,04-02-2015
"Listers Road, Halifax, HX3 6AG",Aquaspersions Limited,12250,14-05-2015
"121 Hopwood Lane, Halifax, HX1 4HB",,3250,01-04-2014
"Queen Victoria Inn, 10/12 Victoria Place, Bradford Road, Northowram           HX3 7HY",Blackshaw Holdings Ltd,9400,04-06-2015
"19 Stainland Road, Greetland, Halifax, HX4 8AD",,2600,01-06-2015
"623 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,3400,01-06-2015
"Unit 7 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",,3450,01-05-2015
"Orangebox, 1 Blackledge, Halifax, HX1 1AF",The Square Chapel Trust,18000,28-05-2013
"11 Southgate House, Southgate, Halifax, HX1 1DE",Gallyville Ltd,9800,10-05-2015
"363 Skircoat Green Road, Halifax, HX3 0RP",Fropha Limited,7400,02-03-2014
"Office 3.7 First Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN",Kino & Co,2050,01-04-2015
"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN",Kino & Co,630,01-04-2015
"Unit 11B, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",R S Asbestos Ltd,4800,01-03-2015
"Unit 11C, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,7900,01-03-2015
"Lower Ground Floor, 3 Carlton Place, Halifax, HX1 2SB",,9000,01-04-2015
"Unit 8 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hebden Bridge Community Association,1275,03-06-2015
"Unit 3 The Old Post Office, Station Road, Sowerby Bridge, HX6 3AA",Marmerel Ltd,10500,01-06-2015
"Swales Moor Yard, Swales Moor Road, Halifax, HX3 6UF",,18000,04-05-2015
"Unit 10B, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,6600,30-05-2015
"Office Suite L G 44, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1700,10-03-2015
"Unit BMG/W1, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,10250,26-04-2015
"Unit S M 5.1, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Ark Home Healthcare Ltd,3150,20-12-2014
"West End Works, Warley Road, Halifax, HX1 3TG",Warley Road Primary School,3750,06-06-2015
"Cmbc Museum, Square Road, Halifax, HX1 1QG",Calderdale Industrial Museum Association,27000,05-06-2015
"Unit 4, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",Valley View Resin Company Ltd,2850,02-04-2015
"Unit 3, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",,3000,02-04-2015
"Ground Floor, 3 Carlton Place, Halifax, HX1 2SB",Viney Becks Ltd,12500,01-04-2015
"Sedburgh Road, Halifax, HX3 9HB",Unitward Ltd,8100,01-05-2015
"1ST & 2ND Floors, 3 Carlton Place, Halifax, HX1 2SB",,26000,01-04-2015
"Calder Clutch Co Ltd, Mill Lane, Brighouse, HD6 1PN",Calder Clutch Company Ltd,7400,01-01-2015
"Calder Manufacturing, Mill Lane, Brighouse, HD6 1PN",,8300,01-01-2015
"Units 1 & 2 Woodvale Mills, Woodvale Road, Brighouse, HD6 4AB",,58500,21-05-2015
"6 Cheetham Street, Hebden Bridge, HX7 8EW",T D Jagger Ltd,3600,09-06-2015
"Unit 2, Royd Mills Business Park, Dyehouse Lane, Brighouse            HD6 1LL",Brackenridge Hanson Tate Ltd,12000,23-05-2015
"Unit B M Y 3 Bowling Mill, Dean Clough Industrial Park, Halifax, HX3 5AX",Dean Clough Ltd,33250,15-06-2015
"Unit 8, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",,4050,01-04-2015
"18 Prescott Street, Halifax, HX1 2LG",Halifax Wine Company Ltd,6600,01-06-2015
"Cooper Bridge Warehouse, Leeds Road, Huddersfield, HD5 0RL",Keystone Health Care Ltd,21250,04-06-2015
"6 Savile Park Street, Halifax, HX1 3DX",,3100,13-04-2015
"42 Bradford Road, Brighouse, HD6 1RY",Trustees Of Blakeboroughs Social And Sports Club (In Liq),9300,24-03-2015
"Unit 6, Hipperholme Business Park, Halifax Road, Halifax              HX3 8ER",,7600,25-02-2013
"Office Suite D 248, Dean Clough Office Park, Halifax, HX3 5AX",Robus Group Ltd,1050,01-04-2015
"Office Suite E 207, Dean Clough Mills, Halifax, HX3 5AX",Ground Strategies Ltd,10250,01-05-2015
"Lever Street, Todmorden, OL14 5QF",The Travelling Pig Handmade Sausage Company Ltd,3000,15-06-2015
"Greyhound Inn, 132 Crowtrees Lane, Brighouse, HD6 3NH",Enterprise Inns Plc,9000,12-05-2015
"Unit 2A, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",Leisure 7 Ltd,3500,10-09-2012
"Unit 2B, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",Leisure 7 Ltd,8200,10-09-2012
"Unit 2C, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",Leisure 7 Ltd,3500,28-09-2012
"7 Market Street, Hebden Bridge, HX7 6EU",,6500,01-06-2015
"Unit 1, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",Unique Campers Ltd,8400,04-02-2013
"Storeroom 9 Market Hall, Brook Street, Todmorden, OL14 5AJ",,220,01-02-2015
"Market Stalls 33/34, Market Hall, Brook Street, Todmorden           OL14 5AJ",,2750,01-02-2015
"Office H M 2.12, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Driver Hire Group Services Ltd,3500,20-04-2015
"Office H M 2.13, Holdsworth Mills, Holdsworth Road, Halifax              HX3 6SN",Transactor Global Solutions Ltd,3650,01-05-2015
"Woodpecker Inn, 224 Rochdale Road, Todmorden, OL14 7NU",,2950,23-10-2014
"Unit 7b, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",,770,13-01-2015
"4 West Street, Todmorden, OL14 5HY",,880,07-04-2015
"3B Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ",Little Pie Company Ltd,8700,05-06-2015
"Unit 2, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",Renson Products Ltd,25250,18-12-2014
"Prince Of Orange Inn, 77 Carr House Road, Shelf, Halifax             HX3 7RJ",Trojan Pubs Ltd,14250,16-12-2014
"22 King Cross Street, Halifax, HX1 2SH",,4550,15-06-2015
"34 Bull Green, Halifax, HX1 5AB",,10750,05-05-2015
"Unit 1 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG",Dw Utility Services Ltd,19500,12-03-2015
"Unit B Woodman Works, South Lane, Elland, HX5 0PA",We Fit Solar Uk Ltd,3450,01-01-2015
"15 Church Street, Brighouse, HD6 3NF",,5700,20-04-2015
"Unit 1, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",Sleigh & Story Ltd,15500,01-05-2015
"1ST Floor, 46 Bradford Road, Brighouse, HD6 1RY",Yibp Uk Ltd,7900,01-06-2015
"Unit 19 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SW",Bushido Juitsu Halifax,4550,01-09-2014
"Unit 19A Holmfield Mills, Holdsworth Road, Halifax, HX3 6SW",,4800,01-09-2014
"Calder Street, West Vale, Halifax, HX4 8AQ",B W Sipp Trustees Limited,1550,26-02-2014
"88 Rochdale Road, Ripponden, Sowerby Bridge, HX6 4LF",,1375,20-04-2015
"364 Bradford Road, Brighouse, HD6 4DH",Z A Service Station Ltd,8200,27-04-2015
"Atm At, 364 Bradford Road, Brighouse, HD6 4DH",Clydesdale Bank Plc,3750,27-04-2015
"Units 9-10 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",Sdh Project Services Ltd,8400,01-05-2015
"Units 5-6, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Wyke Plastics Ltd,10750,01-02-2015
"Gf U1-2, Ff U1-3, 2 Fl U1, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Blackhall Engineering Ltd,21500,01-02-2015
"Units 4, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Performance Porsche Ltd,18250,01-02-2015
"260 Halifax Road, Brighouse, HD6 2QG",,3700,01-06-2015
"Ground Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",Jnp Northern Llp,33250,01-01-2015
"Unit 7 Woodman Works, South Lane, Elland, HX5 0PA",C P Holland & Sons Ltd,7800,01-01-2015
"36 Lister Lane, Halifax, HX1 5AX",,8200,31-05-2015
"Unit 4, Hipperholme Business Park, Halifax Road, Halifax              HX3 8ER",Auckland Property Developments Ltd,9700,19-01-2015
"23A Bull Close Lane, Halifax, HX1 2EF",,3750,18-04-2015
"The Engineering Workshop, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE",Andy Thornton Ltd,11250,01-06-2015
"Office Suite D107, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1325,31-03-2015
"Office Suite D109, Dean Clough Mills, Halifax, HX3 5AX",,1850,31-03-2015
"24 Rochdale Road, Todmorden, OL14 7LD",Central Deli Continental Shop Ltd,5600,10-05-2015
"Unit 5, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",,4750,21-07-2014
"Pt Gd Pt 1ST Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",,6800,01-05-2015
"6 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",,2950,22-06-2015
"Jubilee Childrens Centre, Lightowler Road, Halifax, HX1 5NB",Halifax Opportunities Trust,80500,01-07-2014
"Cross Keys Inn, 649 Rochdale Road, Todmorden, OL14 6SX",Mark Routledge Electrical Services Ltd,6600,10-06-2015
"Victoria Mill, Stainland Road, Greetland, Halifax              HX4 8AD",Andy Thornton Ltd,39250,20-03-2015
"12D Holdsworth Road, Holmfield, Halifax, HX3 6SN",Kino & Co,1725,01-06-2015
"12C/E Holdsworth Road, Holmfield, Halifax, HX3 6SN",Kino & Co,3650,01-06-2015
"Unit 3 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",,4800,20-04-2015
"Unit 4 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",,6800,20-04-2015
"Unit 2 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,5200,20-04-2015
"Unit 1 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,13500,20-04-2015
"Pt Grd 4TH & 5TH Flrs F Mill, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,302500,20-04-2015
