PublicationDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,ElectionDate,TypeofElection,ElectedBodyURI,ElectedBodyLabel,ConstituencyURL,ConstituencyLabel,CandidateName,PoliticalPartyURI,PoliticalPartyLabel,VotesWon,Elected,VotesCast,SizeofElectorate,Rejected-Invalid-Votes,ElectoralServices,ReportEmail,ReportTel
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001421,Cross Gates and Whinmoor,LANGWICK Kate Elizabeth ,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,245,,5754,17759,24,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001421,Cross Gates and Whinmoor,MANIATT Mark Stephen ,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),1446,,5754,17759,24,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001421,Cross Gates and Whinmoor,SCOTT Florence ,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,165,,5754,17759,24,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001421,Cross Gates and Whinmoor,WALKER Janette ,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,2786,Elected,5754,17759,24,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001422,Farnley and Wortley,BLACKBURN David,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,2517,Elected,5298,17456,14,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001422,Farnley and Wortley,HARDY John Hamilton ,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,1576,,5298,17456,14,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001422,Farnley and Wortley,JACQUES Rob,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,60,,5298,17456,14,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001422,Farnley and Wortley,NANCOLAS Hayley Laura,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,380,,5298,17456,14,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001422,Farnley and Wortley,ROBERTS Tony,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),751,,5298,17456,14,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001423,Garforth and Swillington ,FARRELL Daniel Peter,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,1726,,6517,16049,25,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001423,Garforth and Swillington ,FIELD Sarah Jane,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,3582,Elected,6517,16049,25,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001423,Garforth and Swillington ,GALDAS Mitchell,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,147,,6517,16049,25,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001423,Garforth and Swillington ,HARKIN Terry,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),862,,6517,16049,25,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001423,Garforth and Swillington ,WHITE Kieran ,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,175,,6517,16049,25,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001424,Gipton and Harehills,ARIF Salma,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,3972,Elected,5067,15543,37,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001424,Gipton and Harehills,BELSHAM-WRAY Tanis Izabelle,http://search.electoralcommission.org.uk/English/Registrations/PP804,Trade Unionist and Socialist Coalition,60,,5067,15543,37,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001424,Gipton and Harehills,GREENWOOD Beatrice,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,263,,5067,15543,37,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001424,Gipton and Harehills,KUNGULILO Khalil Mohammed,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),360,,5067,15543,37,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001424,Gipton and Harehills,TAIT Margaret Sandra ,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,245,,5067,15543,37,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001424,Gipton and Harehills,WILLIAMS Rhian Margaret,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,130,,5067,15543,37,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001425,Guiseley and Rawdon,BOWE David Robert,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,2114,,7267,18078,42,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001425,Guiseley and Rawdon,BUXTON Bob,http://search.electoralcommission.org.uk/English/Registrations/PP2120,Yorkshire First,741,,7267,18078,42,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001425,Guiseley and Rawdon,DOWLING Simon Mark ,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,367,,7267,18078,42,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001425,Guiseley and Rawdon,JEFFRIES Lesley,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,255,,7267,18078,42,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001425,Guiseley and Rawdon,LATTY Graham Naylor ,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,3177,Elected,7267,18078,42,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001425,Guiseley and Rawdon,PARKER Lynn Christine,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),571,,7267,18078,42,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001426,Harewood,CORRY David Thomas,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,382,,5768,14913,68,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001426,Harewood,HOWELL Sara Karen,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,371,,5768,14913,68,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001426,Harewood,O'DEA Rosemary Marian ,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),706,,5768,14913,68,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001426,Harewood,STEPHENSON Ryan,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,3295,Elected,5768,14913,68,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001426,Harewood,VERITY Leo ,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,946,,5768,14913,68,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001427,Headingley,DENNER Paul William Thomas,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),73,,2996,10643,19,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001427,Headingley,FOX Diane Elaine,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,113,,2996,10643,19,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001427,Headingley,GARTHWAITE Al,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,1516,Elected,2996,10643,19,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001427,Headingley,GOODMAN Penny ,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,556,,2996,10643,19,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001427,Headingley,NIDDRIE Jack Andrew,http://search.electoralcommission.org.uk/English/Registrations/PP804,Trade Unionist and Socialist Coalition,14,,2996,10643,19,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001427,Headingley,SALMON Joe Angus,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,705,,2996,10643,19,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001428,Horsforth,HALL Ben,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,421,,7119,16865,39,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001428,Horsforth,MCCARGO Ian Joseph,http://search.electoralcommission.org.uk/English/Registrations/PP119,Labour and Co-Operative Party,1945,,7119,16865,39,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001428,Horsforth,O'CALLAGHAN Richard John,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,1923,,7119,16865,39,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001428,Horsforth,TATTERSALL Roger Facer,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),462,,7119,16865,39,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001428,Horsforth,TOWNSLEY Chris,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,2329,Elected,7119,16865,39,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001429,Hyde Park and Woodhouse,CAMPBELL Constance Mary ,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,215,,3223,13653,30,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001429,Hyde Park and Woodhouse,DOWLING Ian George,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,163,,3223,13653,30,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001429,Hyde Park and Woodhouse,FOREN Christopher Mark,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,509,,3223,13653,30,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001429,Hyde Park and Woodhouse,MAYOR Ben,http://search.electoralcommission.org.uk/English/Registrations/PP804,Trade Unionist and Socialist Coalition,52,,3223,13653,30,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001429,Hyde Park and Woodhouse,MURGATROYD Joe,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),179,,3223,13653,30,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001429,Hyde Park and Woodhouse,TOWLER Christine Denise,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,2075,Elected,3223,13653,30,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001430,Killingbeck and Seacroft,DALTON Iain Alaistair,http://search.electoralcommission.org.uk/English/Registrations/PP804,Trade Unionist and Socialist Coalition,44,,4541,16322,26,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001430,Killingbeck and Seacroft,DOUGLAS Adam,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,166,,4541,16322,26,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001430,Killingbeck and Seacroft,HAYES Elizabeth Mary ,http://search.electoralcommission.org.uk/English/Registrations/PP52,Conservative and Unionist Party,431,,4541,16322,26,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001430,Killingbeck and Seacroft,HYDE Graham,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,2811,Elected,4541,16322,26,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001430,Killingbeck and Seacroft,LEAK Steve ,http://search.electoralcommission.org.uk/English/Registrations/PP85,UK Inderpendence Party (UKIP),828,,4541,16322,26,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001430,Killingbeck and Seacroft,MORAN Jaimes Lewis,http://search.electoralcommission.org.uk/English/Registrations/PP63,Green Party,124,,4541,16322,26,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001430,Killingbeck and Seacroft,OTLEY John,http://search.electoralcommission.org.uk/English/Registrations/PP2120,Yorkshire First,111,,4541,16322,26,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001431,Kippax and Methley,HARLAND Mary Elizabeth,http://search.electoralcommission.org.uk/English/Registrations/PP53,Labour Party,3122,Elected,5619,16044,20,Electoral Services,electors@leeds.gov.uk,
27/05/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/721,Election Results,05/05/2016,District and Borough,http://data.ordnancesurvey.co.uk/ontology/admingeo/MetropolitanDistrict,Leeds City Council,http://statistics.data.gov.uk/id/statistical-geography/E05001431,Kippax and Methley,HINDLEY Elizabeth,http://search.electoralcommission.org.uk/English/Registrations/PP90,Liberal Democrats,181,,5619,16044,20,Electoral Services,electors@leeds.gov.uk,
